Date,ETN
2015-07-01,67.63999938964844
2015-07-02,67.41000366210938
2015-07-06,66.73999786376953
2015-07-07,66.91000366210938
2015-07-08,65.41000366210938
2015-07-09,65.38999938964844
2015-07-10,65.7699966430664
2015-07-13,66.41000366210938
2015-07-14,66.43000030517578
2015-07-15,65.73999786376953
2015-07-16,65.9800033569336
2015-07-17,65.11000061035156
2015-07-20,65.25
2015-07-21,64.01000213623047
2015-07-22,63.47999954223633
2015-07-23,62.9900016784668
2015-07-24,61.150001525878906
2015-07-27,60.56999969482422
2015-07-28,61.4900016784668
2015-07-29,61.79999923706055
2015-07-30,61.08000183105469
2015-07-31,60.58000183105469
2015-08-03,60.2599983215332
2015-08-04,59.58000183105469
2015-08-05,59.619998931884766
2015-08-06,59.97999954223633
2015-08-07,59.849998474121094
2015-08-10,61.38999938964844
2015-08-11,60.11000061035156
2015-08-12,60.29999923706055
2015-08-13,59.939998626708984
2015-08-14,59.959999084472656
2015-08-17,60.33000183105469
2015-08-18,59.81999969482422
2015-08-19,58.650001525878906
2015-08-20,58.119998931884766
2015-08-21,56.689998626708984
2015-08-24,54.31999969482422
2015-08-25,52.709999084472656
2015-08-26,54.56999969482422
2015-08-27,56.630001068115234
2015-08-28,57.04999923706055
2015-08-31,57.060001373291016
2015-09-01,54.900001525878906
2015-09-02,55.56999969482422
2015-09-03,55.290000915527344
2015-09-04,55.04999923706055
2015-09-08,56.68000030517578
2015-09-09,55.9900016784668
2015-09-10,55.86000061035156
2015-09-11,55.720001220703125
2015-09-14,54.68000030517578
2015-09-15,55.7400016784668
2015-09-16,56.540000915527344
2015-09-17,55.04999923706055
2015-09-18,52.93000030517578
2015-09-21,53.2599983215332
2015-09-22,53.0
2015-09-23,52.36000061035156
2015-09-24,52.189998626708984
2015-09-25,51.91999816894531
2015-09-28,50.04999923706055
2015-09-29,50.65999984741211
2015-09-30,51.29999923706055
2015-10-01,50.58000183105469
2015-10-02,51.400001525878906
2015-10-05,52.7599983215332
2015-10-06,52.58000183105469
2015-10-07,54.11000061035156
2015-10-08,55.29999923706055
2015-10-09,54.81999969482422
2015-10-12,54.13999938964844
2015-10-13,53.5
2015-10-14,52.75
2015-10-15,52.099998474121094
2015-10-16,51.150001525878906
2015-10-19,51.27000045776367
2015-10-20,52.369998931884766
2015-10-21,52.52000045776367
2015-10-22,54.349998474121094
2015-10-23,54.310001373291016
2015-10-26,53.779998779296875
2015-10-27,52.75
2015-10-28,54.08000183105469
2015-10-29,54.310001373291016
2015-10-30,55.90999984741211
2015-11-02,56.720001220703125
2015-11-03,56.7400016784668
2015-11-04,56.7400016784668
2015-11-05,57.11000061035156
2015-11-06,57.220001220703125
2015-11-09,56.36000061035156
2015-11-10,56.22999954223633
2015-11-11,55.52000045776367
2015-11-12,54.189998626708984
2015-11-13,54.11000061035156
2015-11-16,55.40999984741211
2015-11-17,55.439998626708984
2015-11-18,56.880001068115234
2015-11-19,56.77000045776367
2015-11-20,57.59000015258789
2015-11-23,57.220001220703125
2015-11-24,57.689998626708984
2015-11-25,57.95000076293945
2015-11-27,58.099998474121094
2015-11-30,58.15999984741211
2015-12-01,58.45000076293945
2015-12-02,57.130001068115234
2015-12-03,55.619998931884766
2015-12-04,56.04999923706055
2015-12-07,54.709999084472656
2015-12-08,53.0
2015-12-09,52.66999816894531
2015-12-10,52.13999938964844
2015-12-11,50.869998931884766
2015-12-14,50.380001068115234
2015-12-15,50.58000183105469
2015-12-16,51.9900016784668
2015-12-17,50.130001068115234
2015-12-18,49.7400016784668
2015-12-21,50.709999084472656
2015-12-22,51.810001373291016
2015-12-23,53.279998779296875
2015-12-24,53.25
2015-12-28,52.59000015258789
2015-12-29,53.08000183105469
2015-12-30,52.59000015258789
2015-12-31,52.040000915527344
2016-01-04,52.220001220703125
2016-01-05,51.849998474121094
2016-01-06,50.91999816894531
2016-01-07,49.72999954223633
2016-01-08,49.16999816894531
2016-01-11,49.150001525878906
2016-01-12,49.95000076293945
2016-01-13,48.43000030517578
2016-01-14,48.31999969482422
2016-01-15,47.86000061035156
2016-01-19,48.09000015258789
2016-01-20,47.5099983215332
2016-01-21,47.779998779296875
2016-01-22,48.5099983215332
2016-01-25,47.27000045776367
2016-01-26,49.02000045776367
2016-01-27,49.439998626708984
2016-01-28,50.189998626708984
2016-01-29,50.5099983215332
2016-02-01,50.220001220703125
2016-02-02,49.0
2016-02-03,52.47999954223633
2016-02-04,54.36000061035156
2016-02-05,54.65999984741211
2016-02-08,55.11000061035156
2016-02-09,54.47999954223633
2016-02-10,53.70000076293945
2016-02-11,53.099998474121094
2016-02-12,54.20000076293945
2016-02-16,54.81999969482422
2016-02-17,56.0099983215332
2016-02-18,56.20000076293945
2016-02-19,56.0099983215332
2016-02-22,57.68000030517578
2016-02-23,56.54999923706055
2016-02-24,56.79999923706055
2016-02-25,57.279998779296875
2016-02-26,57.27000045776367
2016-02-29,56.709999084472656
2016-03-01,58.060001373291016
2016-03-02,57.95000076293945
2016-03-03,57.83000183105469
2016-03-04,57.95000076293945
2016-03-07,59.02000045776367
2016-03-08,57.869998931884766
2016-03-09,58.560001373291016
2016-03-10,59.40999984741211
