Date,HFC
2018-01-02,39.34562683105469
2018-01-03,39.406982421875
2018-01-04,39.09252166748047
2018-01-05,39.30727767944336
2018-01-08,39.66775131225586
2018-01-09,39.314945220947266
2018-01-10,39.33027648925781
2018-01-11,39.499019622802734
2018-01-12,40.273643493652344
2018-01-16,40.074241638183594
2018-01-17,40.18928909301758
2018-01-18,39.04650115966797
2018-01-19,39.069515228271484
2018-01-22,39.68308639526367
2018-01-23,39.66775131225586
2018-01-24,37.781002044677734
2018-01-25,37.19810485839844
2018-01-26,37.43585968017578
2018-01-29,35.90959167480469
2018-01-30,35.70250701904297
2018-01-31,36.783939361572266
2018-02-01,36.523162841796875
2018-02-02,35.58745193481445
2018-02-05,34.506038665771484
2018-02-06,35.641151428222656
2018-02-07,35.11960983276367
2018-02-08,34.0228385925293
2018-02-09,34.130226135253906
2018-02-12,34.306617736816406
2018-02-13,34.713111877441406
2018-02-14,35.878910064697266
2018-02-15,35.901920318603516
2018-02-16,35.58745193481445
2018-02-20,35.26533126831055
2018-02-21,34.061187744140625
2018-02-22,33.815757751464844
2018-02-23,34.51369857788086
2018-02-26,34.559730529785156
2018-02-27,34.304752349853516
2018-02-28,33.091732025146484
2018-03-01,33.57076644897461
2018-03-02,34.05751037597656
2018-03-05,34.320213317871094
2018-03-06,34.94603729248047
2018-03-07,34.729705810546875
2018-03-08,34.992393493652344
2018-03-09,35.94272994995117
2018-03-12,35.53323745727539
2018-03-13,35.64912796020508
2018-03-14,35.749576568603516
2018-03-15,35.224185943603516
2018-03-16,35.934993743896484
2018-03-19,35.741844177246094
2018-03-20,37.09394073486328
2018-03-21,37.88201904296875
2018-03-22,37.22529983520508
2018-03-23,36.939422607421875
2018-03-26,38.13700866699219
2018-03-27,37.8433952331543
2018-03-28,36.74626541137695
2018-03-29,37.75068283081055
2018-04-02,37.318016052246094
2018-04-03,38.39196014404297
2018-04-04,39.32685470581055
2018-04-05,40.555328369140625
2018-04-06,40.37762451171875
2018-04-09,40.87984085083008
2018-04-10,41.691097259521484
2018-04-11,42.16240310668945
2018-04-12,41.868797302246094
2018-04-13,43.0432014465332
2018-04-16,44.17123031616211
2018-04-17,44.62708282470703
2018-04-18,44.83570861816406
2018-04-19,44.997947692871094
2018-04-20,45.013397216796875
2018-04-23,45.6469612121582
2018-04-24,46.65909957885742
2018-04-25,46.0718994140625
2018-04-26,47.98802185058594
2018-04-27,46.69773483276367
2018-04-30,46.890892028808594
2018-05-01,46.71318817138672
2018-05-02,49.819156646728516
2018-05-03,50.707679748535156
2018-05-04,51.032188415527344
2018-05-07,50.68449401855469
2018-05-08,51.84344482421875
2018-05-09,52.51563262939453
2018-05-10,52.113853454589844
2018-05-11,52.24522018432617
2018-05-14,53.34235382080078
2018-05-15,53.23417663574219
2018-05-16,53.28053665161133
2018-05-17,55.96155548095703
2018-05-18,56.37105178833008
2018-05-21,58.055389404296875
2018-05-22,56.60419464111328
2018-05-23,57.17070388793945
2018-05-24,58.629661560058594
2018-05-25,56.41019058227539
2018-05-29,58.0864372253418
2018-05-30,60.212772369384766
2018-05-31,59.89460754394531
2018-06-01,63.36350631713867
2018-06-04,62.85905456542969
2018-06-05,61.33028030395508
2018-06-06,58.862464904785156
2018-06-07,59.560916900634766
2018-06-08,59.90236282348633
2018-06-11,59.1961669921875
2018-06-12,56.55763244628906
2018-06-13,56.68955993652344
2018-06-14,56.619712829589844
2018-06-15,56.10752487182617
2018-06-18,57.58201217651367
2018-06-19,57.970027923583984
2018-06-20,57.88466262817383
2018-06-21,55.874717712402344
2018-06-22,55.246124267578125
2018-06-25,52.21957015991211
2018-06-26,52.42910385131836
2018-06-27,51.598751068115234
2018-06-28,51.979007720947266
2018-06-29,53.1042594909668
2018-07-02,53.04994583129883
2018-07-03,53.57765197753906
2018-07-05,52.211822509765625
2018-07-06,53.2361946105957
2018-07-09,54.32263946533203
2018-07-10,53.5078010559082
2018-07-11,52.196311950683594
2018-07-12,52.7084846496582
2018-07-13,53.298282623291016
2018-07-16,53.46900177001953
2018-07-17,54.764991760253906
2018-07-18,55.56429672241211
2018-07-19,55.727272033691406
2018-07-20,55.11418914794922
2018-07-23,55.06764602661133
2018-07-24,55.02108383178711
2018-07-25,55.91352081298828
2018-07-26,57.7449836730957
2018-07-27,57.481101989746094
2018-07-30,58.13298416137695
2018-07-31,57.87689208984375
2018-08-01,57.27934265136719
2018-08-02,53.47677230834961
