Date,VICI
2018-01-02,12.952539443969727
2018-01-03,12.991202354431152
2018-01-04,13.01697826385498
2018-01-05,13.01697826385498
2018-01-08,13.01697826385498
2018-01-09,13.023426055908203
2018-01-10,12.888100624084473
2018-01-11,12.888100624084473
2018-01-12,12.881653785705566
2018-01-16,13.854706764221191
2018-01-17,13.712940216064453
2018-01-18,13.532503128051758
2018-01-19,13.371402740478516
2018-01-22,14.81486988067627
2018-01-23,13.532503128051758
2018-01-24,13.532503128051758
2018-01-25,13.487395286560059
2018-01-26,13.596945762634277
2018-01-29,13.596945762634277
2018-01-30,13.564726829528809
2018-01-31,14.176910400390625
2018-02-01,13.461618423461914
2018-02-02,13.538947105407715
2018-02-05,13.281185150146484
2018-02-06,13.21030044555664
2018-02-07,13.377848625183105
2018-02-08,12.888100624084473
2018-02-09,12.83010196685791
2018-02-12,12.617449760437012
2018-02-13,12.694779396057129
2018-02-14,12.662558555603027
2018-02-15,12.791439056396484
2018-02-16,12.881653785705566
2018-02-20,12.888100624084473
2018-02-21,12.675447463989258
2018-02-22,12.784994125366211
2018-02-23,12.772106170654297
2018-02-26,12.694779396057129
2018-02-27,12.540122985839844
2018-02-28,12.598114013671875
2018-03-01,12.559453964233398
2018-03-02,12.501460075378418
2018-03-05,12.546565055847168
2018-03-06,12.636780738830566
2018-03-07,12.636780738830566
2018-03-08,12.430572509765625
2018-03-09,12.63033676147461
2018-03-12,12.495010375976562
2018-03-13,12.63033676147461
2018-03-14,12.64967155456543
2018-03-15,12.514345169067383
2018-03-16,12.514345169067383
2018-03-19,12.391908645629883
2018-03-20,12.263029098510742
2018-03-21,12.22436237335205
2018-03-22,12.114816665649414
2018-03-23,11.90216064453125
2018-03-26,12.024596214294434
2018-03-27,11.908604621887207
2018-03-28,11.876103401184082
2018-03-29,11.908604621887207
2018-04-02,11.889102935791016
2018-04-03,11.876103401184082
2018-04-04,11.785096168518066
2018-04-05,11.817602157592773
2018-04-06,11.882604598999023
2018-04-09,11.791594505310059
2018-04-10,11.804598808288574
2018-04-11,11.811100006103516
2018-04-12,11.811100006103516
2018-04-13,11.830604553222656
2018-04-16,11.850102424621582
2018-04-17,11.876103401184082
2018-04-18,11.947603225708008
2018-04-19,11.850102424621582
2018-04-20,11.817602157592773
2018-04-23,11.759098052978516
2018-04-24,11.726590156555176
2018-04-25,11.726590156555176
2018-04-26,11.707094192504883
2018-04-27,11.733091354370117
2018-04-30,11.817602157592773
2018-05-01,11.8371000289917
2018-05-02,11.616087913513184
2018-05-03,11.603089332580566
2018-05-04,11.713593482971191
2018-05-07,11.804598808288574
2018-05-08,11.967105865478516
2018-05-09,12.279123306274414
2018-05-10,12.428629875183105
2018-05-11,12.350625038146973
2018-05-14,12.545638084411621
2018-05-15,12.57813835144043
2018-05-16,12.773147583007812
2018-05-17,12.805651664733887
2018-05-18,12.714643478393555
2018-05-21,12.84465503692627
2018-05-22,12.838149070739746
2018-05-23,12.935659408569336
2018-05-24,12.903152465820312
2018-05-25,12.909655570983887
2018-05-29,12.961657524108887
2018-05-30,12.968156814575195
2018-05-31,12.591140747070312
2018-06-01,12.922654151916504
2018-06-04,13.241171836853027
2018-06-05,13.072159767150879
2018-06-06,12.987659454345703
2018-06-07,13.007160186767578
2018-06-08,13.286673545837402
2018-06-11,13.345174789428711
2018-06-12,13.390680313110352
2018-06-13,13.390680313110352
2018-06-14,13.345174789428711
2018-06-15,13.338678359985352
2018-06-18,13.390680313110352
2018-06-19,13.423178672790527
2018-06-20,13.611688613891602
2018-06-21,13.63119125366211
2018-06-22,13.637691497802734
2018-06-25,13.546684265136719
2018-06-26,13.51418685913086
2018-06-27,13.483238220214844
2018-06-28,13.47666072845459
2018-06-29,13.588582038879395
2018-07-02,13.628081321716309
2018-07-03,13.733419418334961
2018-07-05,13.819007873535156
2018-07-06,13.891429901123047
2018-07-09,13.898014068603516
2018-07-10,13.917757034301758
2018-07-11,13.799253463745117
2018-07-12,13.786088943481445
2018-07-13,13.937512397766113
2018-07-16,13.937512397766113
2018-07-17,13.792672157287598
2018-07-18,13.654417991638184
2018-07-19,13.67416763305664
2018-07-20,13.647831916809082
2018-07-23,13.562246322631836
2018-07-24,13.483238220214844
2018-07-25,13.535907745361328
2018-07-26,13.496408462524414
2018-07-27,13.377903938293457
2018-07-30,13.43715763092041
2018-07-31,13.397653579711914
2018-08-01,13.167230606079102
2018-08-02,12.93680477142334
2018-08-03,12.864385604858398
2018-08-06,13.00263786315918
2018-08-07,13.075060844421387
2018-08-08,13.344985961914062
2018-08-09,13.246231079101562
2018-08-10,13.265983581542969
2018-08-13,13.219893455505371
2018-08-14,13.233065605163574
2018-08-15,13.43715763092041
2018-08-16,13.608327865600586
2018-08-17,13.608327865600586
2018-08-20,13.470074653625488
2018-08-21,13.608327865600586
2018-08-22,13.516161918640137
2018-08-23,13.62149429321289
2018-08-24,13.628081321716309
2018-08-27,13.700505256652832
2018-08-28,13.779502868652344
2018-08-29,13.759750366210938
2018-08-30,13.588582038879395
2018-08-31,13.766336441040039
2018-09-04,13.779502868652344
2018-09-05,13.759750366210938
2018-09-06,13.700505256652832
2018-09-07,13.720253944396973
2018-09-10,13.832175254821777
2018-09-11,13.805841445922852
2018-09-12,13.805841445922852
2018-09-13,13.898014068603516
2018-09-14,14.003350257873535
2018-09-17,14.167939186096191
2018-09-18,14.220603942871094
2018-09-19,14.148183822631836
2018-09-20,14.10210132598877
2018-09-21,14.108687400817871
2018-09-24,14.003350257873535
2018-09-25,14.023094177246094
2018-09-26,13.88484001159668
2018-09-27,14.117127418518066
2018-09-28,14.430840492248535
2018-10-01,14.177199363708496
2018-10-02,14.36408805847168
2018-10-03,14.217244148254395
2018-10-04,14.14382553100586
2018-10-05,13.996976852416992
2018-10-08,14.263969421386719
2018-10-09,14.350737571716309
2018-10-10,14.157172203063965
2018-10-11,13.770036697387695
2018-10-12,13.77670955657959
2018-10-15,13.936905860900879
2018-10-16,14.07707691192627
2018-10-17,14.317364692687988
2018-10-18,14.350737571716309
2018-10-19,14.444186210632324
2018-10-22,14.190547943115234
