Date,KR
2015-07-01,29.614748001098633
2015-07-02,29.56621742248535
2015-07-06,29.752241134643555
2015-07-07,30.4882755279541
2015-07-08,30.39120864868164
2015-07-09,30.56106185913086
2015-07-10,30.872459411621094
2015-07-13,31.119136810302734
2015-07-14,30.896709442138672
2015-07-15,31.001874923706055
2015-07-16,31.212156295776367
2015-07-17,31.317298889160156
2015-07-20,31.681270599365234
2015-07-21,31.511415481567383
2015-07-22,31.551860809326172
2015-07-23,31.276851654052734
2015-07-24,31.026132583618164
2015-07-27,30.896709442138672
2015-07-28,31.317298889160156
2015-07-29,31.38201141357422
2015-07-30,31.543766021728516
2015-07-31,31.737890243530273
2015-08-03,31.86729621887207
2015-08-04,31.187896728515625
2015-08-05,31.608478546142578
2015-08-06,31.317298889160156
2015-08-07,30.589372634887695
2015-08-10,30.362911224365234
2015-08-11,30.241579055786133
2015-08-12,30.659286499023438
2015-08-13,30.991836547851562
2015-08-14,31.10538101196289
2015-08-17,31.348722457885742
2015-08-18,31.30815887451172
2015-08-19,30.302404403686523
2015-08-20,29.750871658325195
2015-08-21,28.331459045410156
2015-08-24,27.390592575073242
2015-08-25,27.30137062072754
2015-08-26,28.453126907348633
2015-08-27,28.818119049072266
2015-08-28,28.33956527709961
2015-08-31,27.982690811157227
2015-09-01,27.455480575561523
2015-09-02,28.10434341430664
2015-09-03,28.03946304321289
2015-09-04,27.633914947509766
2015-09-08,28.428781509399414
2015-09-09,27.901575088500977
2015-09-10,28.71265983581543
2015-09-11,30.24562644958496
2015-09-14,30.351070404052734
2015-09-15,30.140193939208984
2015-09-16,30.156415939331055
2015-09-17,30.41596031188965
2015-09-18,29.791419982910156
2015-09-21,29.73464584350586
2015-09-22,29.531869888305664
2015-09-23,29.507545471191406
2015-09-24,29.166881561279297
2015-09-25,29.28853988647461
2015-09-28,28.996551513671875
2015-09-29,28.883007049560547
2015-09-30,29.256107330322266
2015-10-01,29.750871658325195
2015-10-02,30.123973846435547
2015-10-05,30.87827491760254
2015-10-06,30.115863800048828
2015-10-07,30.424076080322266
2015-10-08,30.821521759033203
