Date,O
2016-10-21,59.980621337890625
2016-10-24,60.36821746826172
2016-10-25,60.36821746826172
2016-10-26,59.40891647338867
2016-10-27,57.277130126953125
2016-10-28,56.71511459350586
2016-10-31,57.40310287475586
2016-11-01,55.94961166381836
2016-11-02,54.9515495300293
2016-11-03,54.796512603759766
2016-11-04,55.60077667236328
2016-11-07,56.637596130371094
2016-11-08,57.112403869628906
2016-11-09,53.895347595214844
2016-11-10,52.59689712524414
2016-11-11,52.703487396240234
2016-11-14,53.895347595214844
2016-11-15,53.94379806518555
2016-11-16,54.40891647338867
2016-11-17,53.16860580444336
2016-11-18,53.43992233276367
2016-11-21,53.38178253173828
2016-11-22,54.8449592590332
2016-11-23,54.379844665527344
2016-11-25,54.81589126586914
2016-11-28,54.60271453857422
2016-11-29,54.980621337890625
2016-11-30,53.72092819213867
2016-12-01,51.83139419555664
2016-12-02,53.0329475402832
2016-12-05,53.0329475402832
2016-12-06,52.89728546142578
2016-12-07,53.730621337890625
2016-12-08,53.614341735839844
2016-12-09,53.885658264160156
2016-12-12,54.437984466552734
2016-12-13,54.370155334472656
2016-12-14,52.95542526245117
2016-12-15,52.364341735839844
2016-12-16,53.75
2016-12-19,55.55232620239258
2016-12-20,55.0
2016-12-21,54.496124267578125
2016-12-22,54.58333206176758
2016-12-23,54.66085433959961
2016-12-27,54.680233001708984
2016-12-28,54.35077667236328
2016-12-29,54.87403106689453
2016-12-30,55.69767379760742
2017-01-03,55.70736312866211
2017-01-04,56.54069900512695
2017-01-05,58.062015533447266
2017-01-06,57.9844970703125
2017-01-09,57.55813980102539
2017-01-10,56.870155334472656
2017-01-11,56.71511459350586
2017-01-12,57.722869873046875
2017-01-13,57.238372802734375
2017-01-17,58.2655029296875
2017-01-18,57.92635726928711
2017-01-19,57.3449592590332
2017-01-20,57.83914566040039
2017-01-23,58.39147186279297
2017-01-24,57.92635726928711
2017-01-25,57.77131652832031
2017-01-26,57.95542526245117
2017-01-27,57.59689712524414
2017-01-30,57.4515495300293
2017-01-31,57.781009674072266
2017-02-01,56.50193786621094
2017-02-02,57.577518463134766
2017-02-03,57.96511459350586
2017-02-06,57.96511459350586
2017-02-07,58.28488540649414
2017-02-08,58.62403106689453
2017-02-09,58.7015495300293
2017-02-10,59.379844665527344
2017-02-13,59.70930099487305
2017-02-14,58.895347595214844
2017-02-15,58.44961166381836
2017-02-16,58.7015495300293
2017-02-17,58.914730072021484
2017-02-21,59.612403869628906
2017-02-22,59.24418640136719
2017-02-23,60.91085433959961
2017-02-24,61.230621337890625
2017-02-27,61.18217086791992
2017-02-28,59.379844665527344
2017-03-01,58.72092819213867
2017-03-02,58.68217086791992
2017-03-03,58.468990325927734
2017-03-06,57.819766998291016
2017-03-07,57.9844970703125
2017-03-08,55.91085433959961
2017-03-09,55.377906799316406
2017-03-10,55.61046600341797
2017-03-13,56.027130126953125
2017-03-14,55.94961166381836
2017-03-15,57.393409729003906
2017-03-16,57.22868347167969
2017-03-17,58.003875732421875
2017-03-20,57.61627960205078
2017-03-21,58.17829513549805
2017-03-22,58.08139419555664
2017-03-23,57.8294563293457
2017-03-24,57.61627960205078
2017-03-27,57.238372802734375
2017-03-28,57.0639533996582
2017-03-29,57.238372802734375
2017-03-30,57.10271453857422
2017-03-31,57.68410873413086
2017-04-03,57.85852813720703
2017-04-04,57.86821746826172
2017-04-05,57.89728546142578
2017-04-06,58.304264068603516
2017-04-07,58.39147186279297
2017-04-10,58.86627960205078
2017-04-11,59.50581359863281
2017-04-12,59.47674560546875
2017-04-13,59.54457473754883
2017-04-17,59.893409729003906
2017-04-18,60.135658264160156
2017-04-19,60.05813980102539
2017-04-20,60.145347595214844
2017-04-21,59.835269927978516
2017-04-24,58.2170524597168
2017-04-25,57.97480773925781
2017-04-26,57.37403106689453
2017-04-27,57.606590270996094
2017-04-28,56.54069900512695
2017-05-01,56.996124267578125
2017-05-02,57.20930099487305
2017-05-03,56.03682327270508
2017-05-04,54.05038833618164
2017-05-05,54.864341735839844
2017-05-08,53.953487396240234
2017-05-09,53.25581359863281
2017-05-10,53.856590270996094
2017-05-11,52.75193786621094
2017-05-12,53.0329475402832
2017-05-15,52.61627960205078
2017-05-16,51.56007766723633
2017-05-17,52.093021392822266
2017-05-18,52.151161193847656
2017-05-19,52.519378662109375
2017-05-22,52.4515495300293
2017-05-23,52.461238861083984
2017-05-24,52.96511459350586
2017-05-25,53.43992233276367
2017-05-26,53.468990325927734
2017-05-30,53.29457473754883
2017-05-31,53.22674560546875
2017-06-01,53.81782913208008
2017-06-02,54.82558059692383
2017-06-05,53.65310287475586
2017-06-06,53.7015495300293
2017-06-07,53.895347595214844
2017-06-08,53.187984466552734
2017-06-09,53.5949592590332
2017-06-12,54.39922332763672
2017-06-13,54.53488540649414
2017-06-14,55.18410873413086
2017-06-15,55.145347595214844
2017-06-16,54.91279220581055
2017-06-19,54.47674560546875
2017-06-20,54.42829513549805
2017-06-21,53.7015495300293
2017-06-22,53.120155334472656
2017-06-23,53.56589126586914
2017-06-26,54.72868347167969
2017-06-27,54.253875732421875
2017-06-28,55.0484504699707
2017-06-29,54.04069900512695
2017-06-30,53.468990325927734
2017-07-03,54.312015533447266
2017-07-05,53.49806213378906
2017-07-06,52.4515495300293
2017-07-07,52.99418640136719
2017-07-10,51.937984466552734
2017-07-11,52.218990325927734
2017-07-12,52.97480773925781
2017-07-13,53.4205436706543
2017-07-14,54.50581359863281
2017-07-17,54.72868347167969
2017-07-18,54.82558059692383
2017-07-19,55.387596130371094
2017-07-20,55.54263687133789
2017-07-21,55.5329475402832
2017-07-24,55.39728546142578
2017-07-25,55.64922332763672
2017-07-26,56.12403106689453
2017-07-27,56.15310287475586
2017-07-28,55.42635726928711
2017-07-31,55.29069900512695
2017-08-01,55.94961166381836
2017-08-02,55.3294563293457
2017-08-03,55.27131652832031
2017-08-04,55.66860580444336
2017-08-07,55.66860580444336
2017-08-08,55.52325439453125
2017-08-09,55.69767379760742
2017-08-10,55.25193786621094
2017-08-11,54.72868347167969
2017-08-14,55.54263687133789
2017-08-15,55.203487396240234
2017-08-16,55.82364273071289
2017-08-17,55.41666793823242
2017-08-18,55.08720779418945
2017-08-21,56.085269927978516
2017-08-22,55.60077667236328
2017-08-23,56.2984504699707
2017-08-24,55.7170524597168
2017-08-25,56.24031066894531
2017-08-28,55.4360466003418
2017-08-29,55.36821746826172
2017-08-30,55.1550407409668
2017-08-31,55.77519226074219
2017-09-01,56.06589126586914
2017-09-05,56.511627197265625
2017-09-06,56.37596893310547
2017-09-07,56.88953399658203
2017-09-08,57.49031066894531
2017-09-11,57.606590270996094
2017-09-12,57.093021392822266
2017-09-13,56.9670524597168
2017-09-14,57.55813980102539
2017-09-15,58.04263687133789
2017-09-18,57.71317672729492
2017-09-19,56.97674560546875
2017-09-20,56.531009674072266
2017-09-21,56.114341735839844
2017-09-22,55.78488540649414
2017-09-25,56.13372039794922
2017-09-26,56.531009674072266
2017-09-27,55.5329475402832
2017-09-28,56.027130126953125
2017-09-29,55.41666793823242
2017-10-02,55.30038833618164
2017-10-03,55.281009674072266
2017-10-04,55.377906799316406
2017-10-05,55.261627197265625
2017-10-06,54.72868347167969
2017-10-09,54.777130126953125
2017-10-10,54.854652404785156
2017-10-11,54.91279220581055
2017-10-12,54.99031066894531
2017-10-13,55.106590270996094
2017-10-16,55.135658264160156
2017-10-17,55.319766998291016
2017-10-18,54.54457473754883
2017-10-19,54.4670524597168
2017-10-20,53.81782913208008
2017-10-23,53.75
2017-10-24,53.25581359863281
2017-10-25,52.781009674072266
2017-10-26,51.7829475402832
2017-10-27,52.25775146484375
2017-10-30,52.49031066894531
2017-10-31,52.00581359863281
2017-11-01,52.25775146484375
2017-11-02,53.2170524597168
2017-11-03,53.468990325927734
2017-11-06,53.546512603759766
2017-11-07,54.47674560546875
2017-11-08,54.42829513549805
2017-11-09,54.5155029296875
2017-11-10,54.52519226074219
2017-11-13,54.91279220581055
2017-11-14,55.135658264160156
2017-11-15,54.718990325927734
2017-11-16,54.738372802734375
2017-11-17,54.72868347167969
2017-11-20,54.379844665527344
2017-11-21,54.78682327270508
2017-11-22,54.54457473754883
2017-11-24,54.64147186279297
2017-11-27,54.47674560546875
2017-11-28,54.14728546142578
2017-11-29,53.75
2017-11-30,53.585269927978516
2017-12-01,53.827518463134766
2017-12-04,53.62403106689453
2017-12-05,53.50775146484375
2017-12-06,53.003875732421875
2017-12-07,53.129844665527344
2017-12-08,53.856590270996094
2017-12-11,53.7015495300293
2017-12-12,54.011627197265625
2017-12-13,55.106590270996094
2017-12-14,55.203487396240234
2017-12-15,55.620155334472656
2017-12-18,56.00775146484375
2017-12-19,54.60271453857422
2017-12-20,53.885658264160156
2017-12-21,53.53682327270508
2017-12-22,54.11821746826172
2017-12-26,54.48643493652344
2017-12-27,54.961238861083984
2017-12-28,55.348838806152344
2017-12-29,55.25193786621094
2018-01-02,54.864341735839844
2018-01-03,54.718990325927734
2018-01-04,53.53682327270508
2018-01-05,53.49806213378906
2018-01-08,53.56589126586914
2018-01-09,52.56782913208008
2018-01-10,51.414730072021484
2018-01-11,51.627906799316406
2018-01-12,51.085269927978516
2018-01-16,51.2984504699707
2018-01-17,51.58914566040039
2018-01-18,51.114341735839844
2018-01-19,51.49224853515625
2018-01-22,52.18992233276367
2018-01-23,52.83914566040039
2018-01-24,52.335269927978516
2018-01-25,52.75193786621094
2018-01-26,52.52907180786133
2018-01-29,51.4050407409668
2018-01-30,50.83333206176758
2018-01-31,51.54069900512695
2018-02-01,49.99031066894531
2018-02-02,49.66085433959961
2018-02-05,48.546512603759766
2018-02-06,48.51744079589844
2018-02-07,47.40310287475586
2018-02-08,46.085269927978516
2018-02-09,47.38372039794922
2018-02-12,47.1705436706543
2018-02-13,47.47092819213867
2018-02-14,46.60852813720703
2018-02-15,47.75193786621094
2018-02-16,48.41085433959961
2018-02-20,47.86821746826172
2018-02-21,46.88953399658203
2018-02-22,47.77131652832031
2018-02-23,48.643409729003906
2018-02-26,49.031009674072266
2018-02-27,47.83914566040039
2018-02-28,47.6550407409668
2018-03-01,48.07170486450195
2018-03-02,48.187984466552734
2018-03-05,48.75
2018-03-06,48.972869873046875
2018-03-07,49.27325439453125
2018-03-08,49.011627197265625
2018-03-09,49.29263687133789
2018-03-12,49.66085433959961
2018-03-13,49.854652404785156
2018-03-14,49.796512603759766
2018-03-15,49.554264068603516
2018-03-16,49.87403106689453
2018-03-19,49.32170486450195
2018-03-20,48.914730072021484
2018-03-21,48.35271453857422
2018-03-22,48.32364273071289
2018-03-23,47.80038833618164
2018-03-26,48.401161193847656
2018-03-27,48.75968933105469
2018-03-28,50.1550407409668
2018-03-29,50.12596893310547
2018-04-02,49.58333206176758
2018-04-03,50.135658264160156
2018-04-04,50.82364273071289
2018-04-05,50.746124267578125
2018-04-06,50.46511459350586
2018-04-09,50.281009674072266
2018-04-10,50.11627960205078
2018-04-11,50.222869873046875
2018-04-12,49.127906799316406
2018-04-13,49.2344970703125
2018-04-16,49.496124267578125
2018-04-17,50.00968933105469
2018-04-18,49.835269927978516
2018-04-19,48.614341735839844
2018-04-20,47.99418640136719
2018-04-23,47.606590270996094
2018-04-24,47.945735931396484
2018-04-25,48.07170486450195
2018-04-26,48.827518463134766
2018-04-27,49.854652404785156
2018-04-30,48.94379806518555
2018-05-01,49.593021392822266
2018-05-02,49.2344970703125
2018-05-03,49.69961166381836
2018-05-04,50.64922332763672
2018-05-07,51.03682327270508
2018-05-08,50.83333206176758
2018-05-09,51.230621337890625
2018-05-10,51.86046600341797
2018-05-11,51.34689712524414
2018-05-14,51.143409729003906
2018-05-15,50.11627960205078
2018-05-16,50.29069900512695
2018-05-17,50.11627960205078
2018-05-18,50.05813980102539
2018-05-21,50.687984466552734
2018-05-22,50.65891647338867
2018-05-23,51.33720779418945
2018-05-24,51.15310287475586
2018-05-25,51.2015495300293
2018-05-29,51.66666793823242
2018-05-30,52.0639533996582
2018-05-31,51.64728546142578
2018-06-01,51.395347595214844
2018-06-04,51.511627197265625
2018-06-05,51.356590270996094
2018-06-06,51.61821746826172
2018-06-07,51.695735931396484
2018-06-08,51.61821746826172
2018-06-11,51.7344970703125
2018-06-12,52.296512603759766
2018-06-13,50.77519226074219
2018-06-14,51.34689712524414
2018-06-15,51.327518463134766
2018-06-18,51.25968933105469
2018-06-19,51.22092819213867
2018-06-20,51.83139419555664
2018-06-21,51.86046600341797
2018-06-22,52.112403869628906
2018-06-25,52.55813980102539
2018-06-26,52.664730072021484
2018-06-27,52.83914566040039
2018-06-28,52.61627960205078
2018-06-29,52.122093200683594
2018-07-02,51.627906799316406
2018-07-03,52.47092819213867
2018-07-05,53.44961166381836
2018-07-06,53.856590270996094
2018-07-09,53.17829513549805
2018-07-10,53.75
2018-07-11,53.430233001708984
2018-07-12,53.7015495300293
2018-07-13,53.43992233276367
2018-07-16,53.20736312866211
2018-07-17,53.02325439453125
2018-07-18,53.2655029296875
2018-07-19,54.0794563293457
2018-07-20,53.769378662109375
2018-07-23,53.75
2018-07-24,53.246124267578125
2018-07-25,54.02131652832031
2018-07-26,54.031009674072266
2018-07-27,53.33333206176758
2018-07-30,53.65310287475586
2018-07-31,54.04069900512695
2018-08-01,54.24418640136719
2018-08-02,55.145347595214844
2018-08-03,55.88178253173828
2018-08-06,55.82364273071289
2018-08-07,55.47480773925781
2018-08-08,55.377906799316406
2018-08-09,55.21317672729492
2018-08-10,54.75775146484375
2018-08-13,54.961238861083984
2018-08-14,55.31007766723633
2018-08-15,55.82364273071289
2018-08-16,56.395347595214844
2018-08-17,57.02519226074219
2018-08-20,56.95736312866211
2018-08-21,56.7829475402832
2018-08-22,56.66666793823242
2018-08-23,56.637596130371094
2018-08-24,56.7829475402832
2018-08-27,56.56007766723633
2018-08-28,57.238372802734375
2018-08-29,56.70542526245117
2018-08-30,56.60852813720703
2018-08-31,56.753875732421875
2018-09-04,56.56007766723633
2018-09-05,56.812015533447266
2018-09-06,56.9670524597168
2018-09-07,56.33720779418945
2018-09-10,56.54069900512695
2018-09-11,56.211238861083984
2018-09-12,56.30813980102539
2018-09-13,56.33720779418945
2018-09-14,55.872093200683594
2018-09-17,56.36627960205078
2018-09-18,55.72674560546875
2018-09-19,54.893409729003906
2018-09-20,55.49418640136719
2018-09-21,55.222869873046875
2018-09-24,54.38953399658203
2018-09-25,54.70930099487305
2018-09-26,54.08914566040039
2018-09-27,54.379844665527344
2018-09-28,55.12596893310547
2018-10-01,54.8449592590332
2018-10-02,55.0484504699707
2018-10-03,55.0
2018-10-04,54.78682327270508
2018-10-05,55.29069900512695
2018-10-08,56.27907180786133
2018-10-09,56.753875732421875
2018-10-10,55.5329475402832
2018-10-11,54.22480773925781
2018-10-12,54.11821746826172
2018-10-15,54.42829513549805
2018-10-16,55.7655029296875
2018-10-17,56.24031066894531
2018-10-18,56.114341735839844
2018-10-19,56.6860466003418
2018-10-22,55.9205436706543
2018-10-23,56.656978607177734
2018-10-24,57.945735931396484
2018-10-25,58.372093200683594
2018-10-26,57.877906799316406
2018-10-29,59.39922332763672
2018-10-30,59.496124267578125
2018-10-31,58.401161193847656
2018-11-01,59.29263687133789
2018-11-02,58.39147186279297
2018-11-05,59.5639533996582
2018-11-06,59.651161193847656
2018-11-07,60.35852813720703
2018-11-08,60.54263687133789
2018-11-09,60.8139533996582
2018-11-12,60.93992233276367
2018-11-13,60.89147186279297
2018-11-14,61.211238861083984
2018-11-15,60.73643493652344
2018-11-16,61.812015533447266
2018-11-19,61.98643493652344
2018-11-20,61.879844665527344
2018-11-21,61.61821746826172
2018-11-23,61.43410873413086
2018-11-26,61.07558059692383
2018-11-27,61.70542526245117
2018-11-28,61.66666793823242
2018-11-29,61.879844665527344
2018-11-30,62.10271453857422
2018-12-03,62.4515495300293
2018-12-04,62.054264068603516
2018-12-06,64.15697479248047
2018-12-07,63.885658264160156
2018-12-10,63.62403106689453
2018-12-11,64.24418640136719
2018-12-12,63.14922332763672
2018-12-13,64.26356506347656
2018-12-14,64.28294372558594
2018-12-17,62.122093200683594
2018-12-18,63.04263687133789
2018-12-19,62.61627960205078
2018-12-20,62.19961166381836
2018-12-21,61.812015533447266
2018-12-24,58.401161193847656
2018-12-26,60.95930099487305
2018-12-27,61.34689712524414
2018-12-28,61.385658264160156
2018-12-31,61.085269927978516
2019-01-02,60.00968933105469
2019-01-03,60.54263687133789
2019-01-04,60.52325439453125
2019-01-07,60.348838806152344
2019-01-08,61.230621337890625
2019-01-09,60.988372802734375
2019-01-10,61.94767379760742
2019-01-11,62.296512603759766
2019-01-14,61.85077667236328
2019-01-15,62.761627197265625
2019-01-16,62.645347595214844
2019-01-17,62.80038833618164
2019-01-18,62.645347595214844
2019-01-22,62.761627197265625
2019-01-23,62.422481536865234
2019-01-24,62.26744079589844
2019-01-25,63.19767379760742
2019-01-28,63.94379806518555
2019-01-29,64.6124038696289
2019-01-30,65.47480773925781
2019-01-31,66.5600814819336
2019-02-01,65.72674560546875
2019-02-04,66.69573974609375
2019-02-05,67.17053985595703
2019-02-06,67.03488159179688
2019-02-07,67.92635345458984
2019-02-08,67.90697479248047
2019-02-11,68.22674560546875
2019-02-12,67.19961547851562
2019-02-13,67.42247772216797
2019-02-14,67.61627960205078
2019-02-15,67.91666412353516
2019-02-19,67.75193786621094
2019-02-20,66.67635345458984
2019-02-21,67.4030990600586
2019-02-22,67.57752227783203
2019-02-25,67.24806213378906
2019-02-26,67.02519226074219
2019-02-27,66.69573974609375
2019-02-28,67.0155029296875
2019-03-01,66.99612426757812
2019-03-04,67.38372039794922
2019-03-05,67.63565826416016
2019-03-06,67.35465240478516
2019-03-07,67.30620574951172
2019-03-08,67.58721160888672
2019-03-11,68.53681945800781
2019-03-12,69.14728546142578
2019-03-13,69.08914947509766
2019-03-14,69.68022918701172
2019-03-15,69.031005859375
2019-03-18,68.80814361572266
2019-03-19,67.8779067993164
