Date,FRT
2015-07-01,87.33695220947266
2015-07-02,87.6984634399414
2015-07-06,88.7696762084961
2015-07-07,89.90782165527344
2015-07-08,90.02837371826172
2015-07-09,89.2918930053711
2015-07-10,89.75385284423828
2015-07-13,90.0685043334961
2015-07-14,89.88104248046875
2015-07-15,90.11540985107422
2015-07-16,91.42090606689453
2015-07-17,90.98573303222656
2015-07-20,91.26026153564453
2015-07-21,90.53717041015625
2015-07-22,90.75143432617188
2015-07-23,89.60657501220703
2015-07-24,90.02837371826172
2015-07-27,89.7337646484375
2015-07-28,90.3764877319336
2015-07-29,91.32718658447266
2015-07-30,91.42759704589844
2015-07-31,91.58158111572266
2015-08-03,93.09465789794922
2015-08-04,91.99669647216797
2015-08-05,91.17321014404297
2015-08-06,90.89201354980469
2015-08-07,91.4610824584961
2015-08-10,90.2492904663086
2015-08-11,90.60411071777344
2015-08-12,91.0727767944336
2015-08-13,91.42759704589844
2015-08-14,91.72221374511719
2015-08-17,92.49883270263672
2015-08-18,92.33145141601562
2015-08-19,91.53471374511719
2015-08-20,90.92545318603516
2015-08-21,89.71366882324219
2015-08-24,85.41545104980469
2015-08-25,83.66136932373047
2015-08-26,87.29676055908203
2015-08-27,89.1847915649414
2015-08-28,88.84333801269531
2015-08-31,86.41970825195312
2015-09-01,84.67228698730469
2015-09-02,85.46903228759766
2015-09-03,85.90419006347656
2015-09-04,84.53839874267578
2015-09-08,85.79707336425781
2015-09-09,84.53839874267578
2015-09-10,84.84639739990234
2015-09-11,86.60718536376953
2015-09-14,86.74778747558594
2015-09-15,88.24076080322266
2015-09-16,89.62663269042969
2015-09-17,90.1287612915039
2015-09-18,90.85017395019531
2015-09-21,91.74688720703125
2015-09-22,90.18946838378906
2015-09-23,90.5670166015625
2015-09-24,90.08160400390625
2015-09-25,90.85691833496094
2015-09-28,90.01416015625
2015-09-29,91.14683532714844
2015-09-30,91.9963150024414
2015-10-01,91.42323303222656
2015-10-02,92.71776580810547
2015-10-05,94.12686920166016
2015-10-06,93.4526596069336
2015-10-07,95.23930358886719
2015-10-08,96.28433227539062
2015-10-09,95.75846862792969
2015-10-12,95.77191162109375
2015-10-13,95.34043884277344
2015-10-14,94.07966613769531
2015-10-15,95.434814453125
2015-10-16,96.75630187988281
2015-10-19,97.94292449951172
2015-10-20,97.66647338867188
2015-10-21,96.75630187988281
2015-10-22,97.3226089477539
2015-10-23,96.41242218017578
2015-10-26,96.56749725341797
2015-10-27,96.4798583984375
2015-10-28,97.0933837890625
2015-10-29,96.80345916748047
2015-10-30,96.7428207397461
2015-11-02,99.37896728515625
2015-11-03,98.1047134399414
2015-11-04,97.90921020507812
2015-11-05,99.99925231933594
2015-11-06,97.1742935180664
2015-11-09,96.27761840820312
2015-11-10,97.2822036743164
2015-11-11,97.90242767333984
2015-11-12,96.51360321044922
2015-11-13,95.69104766845703
2015-11-16,96.75630187988281
2015-11-17,97.53166198730469
2015-11-18,98.68453979492188
2015-11-19,98.8665771484375
2015-11-20,99.27111053466797
2015-11-23,99.18348693847656
2015-11-24,98.30699920654297
2015-11-25,98.44856262207031
2015-11-27,99.7160873413086
2015-11-30,98.78568267822266
2015-12-01,99.55427551269531
2015-12-02,97.0933837890625
2015-12-03,95.4617691040039
2015-12-04,97.57884979248047
2015-12-07,97.2822036743164
2015-12-08,97.55186462402344
2015-12-09,97.24171447753906
2015-12-10,95.52246856689453
2015-12-11,95.92022705078125
2015-12-14,97.20800018310547
2015-12-15,98.43510437011719
2015-12-16,100.22173309326172
2015-12-17,100.09367370605469
2015-12-18,99.27111053466797
2015-12-21,99.68910217285156
2015-12-22,99.61495208740234
2015-12-23,99.56104278564453
2015-12-24,99.61495208740234
2015-12-28,100.88921356201172
2015-12-29,101.10497283935547
2015-12-30,100.50113677978516
2015-12-31,99.12382507324219
2016-01-04,98.28253936767578
2016-01-05,99.42234802246094
2016-01-06,100.03297424316406
2016-01-07,98.39789581298828
2016-01-08,98.56072998046875
2016-01-11,99.21884155273438
