Date,J
2015-07-01,31.03726577758789
2015-07-02,30.86925506591797
2015-07-06,30.48740005493164
2015-07-07,30.586688995361328
2015-07-08,30.44157600402832
2015-07-09,30.426300048828125
2015-07-10,30.663063049316406
2015-07-13,31.18238067626953
2015-07-14,31.54133415222168
2015-07-15,30.693603515625
2015-07-16,30.89216423034668
2015-07-17,30.533222198486328
2015-07-20,30.739429473876953
2015-07-21,31.144201278686523
2015-07-22,31.12891960144043
2015-07-23,30.76997947692871
2015-07-24,30.212467193603516
2015-07-27,30.24302101135254
2015-07-28,31.83916473388672
2015-07-29,32.6028938293457
2015-07-30,32.77090072631836
2015-07-31,32.167564392089844
2015-08-03,32.49596405029297
2015-08-04,32.39668655395508
2015-08-05,32.557064056396484
2015-08-06,33.21384811401367
2015-08-07,33.01527786254883
2015-08-10,34.06159210205078
2015-08-11,33.86301040649414
2015-08-12,33.72554397583008
2015-08-13,33.44295883178711
2015-08-14,33.72554397583008
2015-08-17,33.55752182006836
2015-08-18,33.11457061767578
2015-08-19,32.870174407958984
2015-08-20,31.884990692138672
2015-08-21,30.78525161743164
2015-08-24,29.219642639160156
2015-08-25,28.295543670654297
2015-08-26,28.707950592041016
2015-08-27,30.09027099609375
2015-08-28,30.517953872680664
2015-08-31,30.861623764038086
2015-09-01,30.151369094848633
2015-09-02,30.525583267211914
2015-09-03,30.808170318603516
2015-09-04,30.113187789916992
2015-09-08,30.601953506469727
2015-09-09,30.388124465942383
2015-09-10,30.426300048828125
2015-09-11,30.693603515625
2015-09-14,29.9757137298584
2015-09-15,29.93753433227539
2015-09-16,29.990989685058594
2015-09-17,29.93753433227539
2015-09-18,28.93706703186035
2015-09-21,29.00579833984375
2015-09-22,28.570486068725586
2015-09-23,28.257362365722656
2015-09-24,28.524667739868164
2015-09-25,28.53230094909668
2015-09-28,27.99005889892578
2015-09-29,28.494115829467773
2015-09-30,28.58576011657715
2015-10-01,28.074066162109375
2015-10-02,28.562847137451172
2015-10-05,30.036821365356445
2015-10-06,30.365211486816406
2015-10-07,30.846343994140625
2015-10-08,31.510770797729492
2015-10-09,31.579500198364258
2015-10-12,31.243473052978516
2015-10-13,31.220563888549805
2015-10-14,31.044921875
2015-10-15,30.98381805419922
2015-10-16,30.029172897338867
2015-10-19,29.83824920654297
2015-10-20,30.044448852539062
2015-10-21,29.731325149536133
2015-10-22,29.92226219177246
2015-10-23,30.357568740844727
2015-10-26,30.296476364135742
2015-10-27,28.92178726196289
2015-10-28,29.70077133178711
2015-10-29,29.815336227416992
2015-10-30,30.655412673950195
2015-11-02,31.495508193969727
2015-11-03,31.76280403137207
2015-11-04,31.747520446777344
2015-11-05,31.95372772216797
2015-11-06,31.47258949279785
2015-11-09,31.388586044311523
2015-11-10,31.694063186645508
2015-11-11,31.73224639892578
2015-11-12,30.876895904541016
2015-11-13,31.098377227783203
2015-11-16,31.663524627685547
2015-11-17,31.258756637573242
2015-11-18,31.946086883544922
2015-11-19,32.641075134277344
2015-11-20,32.36613082885742
2015-11-23,33.252037048339844
2015-11-24,33.58043670654297
2015-11-25,33.03055953979492
2015-11-27,33.19858169555664
2015-11-30,33.710269927978516
2015-12-01,34.33651351928711
2015-12-02,33.710269927978516
2015-12-03,34.16085433959961
2015-12-04,34.06159210205078
2015-12-07,33.526973724365234
2015-12-08,32.854915618896484
2015-12-09,32.66396713256836
2015-12-10,32.64870071411133
2015-12-11,31.976640701293945
2015-12-14,31.846818923950195
2015-12-15,32.19048309326172
2015-12-16,32.51123809814453
2015-12-17,31.77042579650879
2015-12-18,31.144201278686523
2015-12-21,31.266395568847656
2015-12-22,32.06064987182617
2015-12-23,33.11457061767578
2015-12-24,33.06875228881836
2015-12-28,32.58761215209961
2015-12-29,32.893089294433594
2015-12-30,32.39668655395508
2015-12-31,32.0377311706543
2016-01-04,32.01482391357422
2016-01-05,31.56424331665039
2016-01-06,30.953271865844727
2016-01-07,30.120824813842773
2016-01-08,29.59386444091797
2016-01-11,29.326560974121094
2016-01-12,29.830608367919922
2016-01-13,29.212003707885742
2016-01-14,29.311283111572266
2016-01-15,28.746137619018555
2016-01-19,27.829681396484375
2016-01-20,28.08934211730957
2016-01-21,27.96714973449707
2016-01-22,28.570486068725586
2016-01-25,28.043527603149414
2016-01-26,28.608665466308594
2016-01-27,28.608665466308594
2016-01-28,28.807235717773438
2016-01-29,29.960437774658203
2016-02-01,29.88407325744629
2016-02-02,29.525121688842773
2016-02-03,28.524667739868164
2016-02-04,28.562847137451172
2016-02-05,28.295543670654297
2016-02-08,27.272174835205078
2016-02-09,27.111797332763672
2016-02-10,27.03542137145996
2016-02-11,26.775760650634766
2016-02-12,27.55474090576172
2016-02-16,28.41773796081543
2016-02-17,29.349472045898438
2016-02-18,29.021072387695312
2016-02-19,29.01343536376953
2016-02-22,29.50221061706543
2016-02-23,29.196725845336914
2016-02-24,29.41057586669922
2016-02-25,29.38001251220703
2016-02-26,29.677867889404297
2016-02-29,29.517488479614258
2016-03-01,30.288837432861328
2016-03-02,30.533222198486328
2016-03-03,30.991451263427734
2016-03-04,31.106006622314453
2016-03-07,31.884990692138672
2016-03-08,31.12891960144043
2016-03-09,31.12129783630371
