Date,DUK
2015-07-01,45.64912414550781
2015-07-02,46.580352783203125
2015-07-06,46.78587341308594
2015-07-07,48.34003829956055
2015-07-08,48.031776428222656
2015-07-09,47.56937026977539
2015-07-10,47.76203536987305
2015-07-13,47.74919128417969
2015-07-14,47.395973205566406
2015-07-15,47.537261962890625
2015-07-16,48.04460906982422
2015-07-17,47.24827194213867
2015-07-20,47.05558776855469
2015-07-21,46.50971221923828
2015-07-22,46.477596282958984
2015-07-23,45.957401275634766
2015-07-24,46.04088592529297
2015-07-27,46.88219451904297
2015-07-28,46.9656867980957
2015-07-29,46.95283508300781
2015-07-30,47.17119598388672
2015-07-31,47.66571044921875
2015-08-03,48.14094924926758
2015-08-04,47.47304916381836
2015-08-05,47.51158142089844
2015-08-06,47.42166519165039
2015-08-07,48.262977600097656
2015-08-10,48.04460906982422
2015-08-11,48.35288619995117
2015-08-12,49.063907623291016
2015-08-13,49.07689666748047
2015-08-14,49.58987045288086
2015-08-17,49.68727493286133
2015-08-18,49.50545883178711
2015-08-19,50.13531494140625
2015-08-20,49.849613189697266
2015-08-21,49.8106575012207
2015-08-24,47.03798294067383
2015-08-25,45.5899543762207
2015-08-26,46.58342742919922
2015-08-27,47.08993148803711
2015-08-28,47.00551223754883
2015-08-31,46.04448699951172
2015-09-01,44.83673095703125
2015-09-02,44.90815734863281
2015-09-03,44.9860725402832
2015-09-04,44.32375717163086
2015-09-08,45.03802490234375
2015-09-09,44.29127883911133
2015-09-10,43.98610305786133
2015-09-11,44.37567901611328
2015-09-14,44.3562126159668
2015-09-15,44.53803253173828
2015-09-16,44.92113494873047
2015-09-17,45.39515686035156
2015-09-18,45.09646224975586
2015-09-21,45.48604965209961
2015-09-22,44.90165710449219
2015-09-23,44.86269760131836
2015-09-24,45.661380767822266
2015-09-25,45.91463088989258
2015-09-28,45.745784759521484
2015-09-29,45.927608489990234
2015-09-30,46.71331024169922
2015-10-01,45.888641357421875
2015-10-02,46.7263069152832
2015-10-05,47.45355224609375
2015-10-06,47.46004867553711
2015-10-07,47.18733596801758
2015-10-08,47.401615142822266
2015-10-09,46.921104431152344
2015-10-12,47.28471374511719
2015-10-13,47.09642028808594
2015-10-14,46.97303771972656
2015-10-15,47.71329116821289
2015-10-16,47.78470993041992
2015-10-19,47.77823257446289
2015-10-20,47.85614776611328
2015-10-21,47.96004104614258
2015-10-22,48.73923873901367
2015-10-23,47.88211441040039
2015-10-26,46.91459655761719
2015-10-27,47.01850128173828
2015-10-28,46.4600830078125
2015-10-29,46.473052978515625
2015-10-30,46.40812301635742
2015-11-02,46.869144439697266
2015-11-03,46.908103942871094
2015-11-04,46.70681381225586
2015-11-05,46.3951301574707
2015-11-06,43.999080657958984
2015-11-09,44.135440826416016
2015-11-10,44.28334045410156
2015-11-11,44.8486442565918
2015-11-12,44.23075485229492
2015-11-13,43.967830657958984
2015-11-16,44.519981384277344
2015-11-17,43.27107238769531
2015-11-18,44.17158508300781
2015-11-19,45.01951599121094
2015-11-20,45.42049789428711
2015-11-23,44.704017639160156
2015-11-24,44.750038146972656
2015-11-25,44.513397216796875
2015-11-27,44.37535858154297
2015-11-30,44.53969192504883
2015-12-01,44.73688507080078
2015-12-02,43.4682731628418
2015-12-03,43.53400421142578
2015-12-04,44.06642150878906
2015-12-07,45.02611541748047
2015-12-08,44.986671447753906
2015-12-09,45.09840393066406
2015-12-10,44.32276916503906
2015-12-11,44.5922737121582
2015-12-14,44.99323654174805
2015-12-15,45.24958801269531
2015-12-16,46.031795501708984
2015-12-17,46.34074783325195
2015-12-18,45.7491569519043
2015-12-21,45.88718032836914
2015-12-22,46.63652801513672
2015-12-23,47.32670211791992
2015-12-24,47.352996826171875
2015-12-28,47.274112701416016
2015-12-29,47.56991958618164
2015-12-30,47.451595306396484
2015-12-31,46.92573165893555
2016-01-04,46.794273376464844
2016-01-05,47.129512786865234
2016-01-06,47.23468017578125
2016-01-07,46.800865173339844
2016-01-08,46.695674896240234
2016-01-11,47.2149658203125
2016-01-12,46.84687042236328
2016-01-13,47.129512786865234
2016-01-14,47.56991958618164
2016-01-15,47.379295349121094
2016-01-19,48.08920669555664
2016-01-20,46.94548034667969
2016-01-21,46.728553771972656
2016-01-22,47.44502639770508
2016-01-25,47.19525146484375
2016-01-26,47.4713249206543
2016-01-27,47.59621047973633
2016-01-28,48.292964935302734
2016-01-29,49.49583435058594
2016-02-01,50.613277435302734
2016-02-02,50.44896697998047
2016-02-03,51.638702392578125
2016-02-04,51.65185546875
2016-02-05,51.95421600341797
2016-02-08,52.03965759277344
2016-02-09,51.881893157958984
2016-02-10,51.89187240600586
2016-02-11,51.01504898071289
2016-02-12,50.64306640625
2016-02-16,50.676273345947266
2016-02-17,50.15151596069336
2016-02-18,50.62312698364258
2016-02-19,49.52046203613281
2016-02-22,49.71310043334961
2016-02-23,49.693172454833984
2016-02-24,49.78616714477539
2016-02-25,50.77592849731445
2016-02-26,49.17505645751953
2016-02-29,49.34111785888672
2016-03-01,48.72334289550781
2016-03-02,48.90934753417969
2016-03-03,49.37432861328125
2016-03-04,49.93229675292969
2016-03-07,50.64971160888672
2016-03-08,51.327247619628906
2016-03-09,51.48667526245117
2016-03-10,51.320613861083984
2016-03-11,51.65272903442383
2016-03-14,51.626163482666016
2016-03-15,51.84537887573242
2016-03-16,52.44320297241211
2016-03-17,53.1340217590332
2016-03-18,52.921470642089844
2016-03-21,52.82183074951172
2016-03-22,52.39670181274414
2016-03-23,53.01445388793945
2016-03-24,52.97459411621094
2016-03-28,52.795257568359375
2016-03-29,53.43296813964844
2016-03-30,53.3731575012207
2016-03-31,53.592369079589844
2016-04-01,53.89128875732422
2016-04-04,53.86471176147461
2016-04-05,53.074241638183594
2016-04-06,52.715545654296875
2016-04-07,52.66905212402344
2016-04-08,52.98788070678711
2016-04-11,52.768672943115234
2016-04-12,53.28681182861328
2016-04-13,52.8948974609375
2016-04-14,52.77531814575195
2016-04-15,53.14068603515625
2016-04-18,53.406375885009766
2016-04-19,53.00119400024414
2016-04-20,51.945011138916016
2016-04-21,50.70949172973633
2016-04-22,51.154537200927734
2016-04-25,50.98846435546875
2016-04-26,51.11469268798828
2016-04-27,51.85200500488281
2016-04-28,52.03799819946289
2016-04-29,52.33028030395508
2016-05-02,52.436546325683594
2016-05-03,52.37013626098633
2016-05-04,53.153961181640625
2016-05-05,53.26023864746094
2016-05-06,52.72883605957031
2016-05-09,53.18052673339844
2016-05-10,53.18052673339844
2016-05-11,53.466148376464844
2016-05-12,53.858062744140625
2016-05-13,53.652156829833984
2016-05-16,53.804927825927734
2016-05-17,52.815189361572266
2016-05-18,51.395545959472656
2016-05-19,51.6640510559082
2016-05-20,51.684165954589844
2016-05-23,51.11363983154297
2016-05-24,51.67746353149414
2016-05-25,51.65061950683594
2016-05-26,52.32854461669922
2016-05-27,52.34196853637695
2016-05-31,52.50978088378906
2016-06-01,53.040035247802734
2016-06-02,52.9863395690918
2016-06-03,53.75155258178711
2016-06-06,53.590431213378906
2016-06-07,53.691131591796875
2016-06-08,54.04017639160156
2016-06-09,54.54359817504883
2016-06-10,54.53016662597656
2016-06-13,54.77851867675781
2016-06-14,55.315494537353516
2016-06-15,54.72481918334961
2016-06-16,55.39603042602539
2016-06-17,55.698097229003906
2016-06-20,55.04030227661133
2016-06-21,55.04030227661133
2016-06-22,54.92618942260742
2016-06-23,55.073875427246094
2016-06-24,55.32891082763672
2016-06-27,56.376014709472656
2016-06-28,56.34246063232422
2016-06-29,56.48343276977539
2016-06-30,57.584232330322266
2016-07-01,57.47682189941406
2016-07-05,58.34941864013672
2016-07-06,58.550785064697266
2016-07-07,57.24861526489258
2016-07-08,57.73189926147461
2016-07-11,57.73189926147461
2016-07-12,56.67807388305664
2016-07-13,57.08750915527344
2016-07-14,56.88616180419922
2016-07-15,57.00025939941406
2016-07-18,57.221771240234375
2016-07-19,57.309024810791016
2016-07-20,57.00025939941406
2016-07-21,57.322452545166016
2016-07-22,58.06078338623047
2016-07-25,58.18832015991211
2016-07-26,57.5573844909668
2016-07-27,56.939849853515625
2016-07-28,57.18821716308594
2016-07-29,57.44999694824219
2016-08-01,57.49025344848633
2016-08-02,57.429847717285156
2016-08-03,57.15462875366211
2016-08-04,57.215049743652344
2016-08-05,56.53712463378906
2016-08-08,56.87944793701172
2016-08-09,56.87272644042969
2016-08-10,56.81507110595703
2016-08-11,56.8964729309082
2016-08-12,56.611663818359375
2016-08-15,55.370811462402344
2016-08-16,54.550357818603516
2016-08-17,55.39116287231445
