Date,CVS
2015-07-01,105.70999908447266
2015-07-02,105.55000305175781
2015-07-06,104.80999755859375
2015-07-07,106.37999725341797
2015-07-08,104.19000244140625
2015-07-09,105.69999694824219
2015-07-10,107.44000244140625
2015-07-13,109.16000366210938
2015-07-14,109.81999969482422
2015-07-15,109.9000015258789
2015-07-16,110.54000091552734
2015-07-17,110.13999938964844
2015-07-20,110.9800033569336
2015-07-21,110.05999755859375
2015-07-22,110.9800033569336
2015-07-23,110.19000244140625
2015-07-24,110.48999786376953
2015-07-27,109.7699966430664
2015-07-28,111.63999938964844
2015-07-29,113.44999694824219
2015-07-30,112.94000244140625
2015-07-31,112.47000122070312
2015-08-03,112.81999969482422
2015-08-04,109.95999908447266
2015-08-05,111.19999694824219
2015-08-06,108.12000274658203
2015-08-07,107.73999786376953
2015-08-10,108.62000274658203
2015-08-11,108.08000183105469
2015-08-12,108.31999969482422
2015-08-13,107.66999816894531
2015-08-14,107.66999816894531
2015-08-17,108.73999786376953
2015-08-18,108.45999908447266
2015-08-19,106.76000213623047
2015-08-20,106.0199966430664
2015-08-21,102.20999908447266
2015-08-24,100.20999908447266
2015-08-25,100.0
2015-08-26,102.87000274658203
2015-08-27,105.19999694824219
2015-08-28,104.18000030517578
2015-08-31,102.4000015258789
2015-09-01,100.2699966430664
2015-09-02,101.11000061035156
2015-09-03,101.58999633789062
2015-09-04,100.12000274658203
2015-09-08,102.13999938964844
2015-09-09,100.2300033569336
2015-09-10,100.80000305175781
2015-09-11,101.5199966430664
2015-09-14,100.16000366210938
2015-09-15,101.5999984741211
2015-09-16,101.54000091552734
2015-09-17,101.33999633789062
2015-09-18,99.02999877929688
2015-09-21,100.91000366210938
2015-09-22,100.02999877929688
2015-09-23,100.62999725341797
2015-09-24,99.16999816894531
2015-09-25,98.61000061035156
2015-09-28,96.3499984741211
2015-09-29,95.12000274658203
2015-09-30,96.4800033569336
2015-10-01,96.91000366210938
2015-10-02,98.95999908447266
2015-10-05,101.97000122070312
2015-10-06,99.81999969482422
2015-10-07,101.01000213623047
2015-10-08,102.16999816894531
2015-10-09,102.0
2015-10-12,103.06999969482422
2015-10-13,102.05000305175781
2015-10-14,100.44999694824219
2015-10-15,102.41000366210938
2015-10-16,103.37999725341797
2015-10-19,103.51000213623047
2015-10-20,103.5999984741211
2015-10-21,103.29000091552734
2015-10-22,104.29000091552734
2015-10-23,103.94999694824219
2015-10-26,103.47000122070312
2015-10-27,105.29000091552734
2015-10-28,103.80999755859375
2015-10-29,103.80000305175781
2015-10-30,98.77999877929688
2015-11-02,100.37999725341797
2015-11-03,99.88999938964844
2015-11-04,99.56999969482422
2015-11-05,99.54000091552734
2015-11-06,98.69999694824219
2015-11-09,97.98999786376953
2015-11-10,97.83999633789062
2015-11-11,94.8499984741211
2015-11-12,93.12000274658203
2015-11-13,91.80999755859375
2015-11-16,93.62000274658203
2015-11-17,93.79000091552734
2015-11-18,95.19000244140625
2015-11-19,92.48999786376953
2015-11-20,91.93000030517578
2015-11-23,91.55999755859375
2015-11-24,92.25
2015-11-25,93.9000015258789
2015-11-27,94.62999725341797
2015-11-30,94.08999633789062
2015-12-01,95.44999694824219
2015-12-02,94.5
2015-12-03,92.8499984741211
2015-12-04,95.45999908447266
2015-12-07,96.33999633789062
2015-12-08,95.66000366210938
2015-12-09,94.9800033569336
2015-12-10,94.73999786376953
2015-12-11,93.23999786376953
2015-12-14,94.11000061035156
2015-12-15,92.58999633789062
2015-12-16,97.55999755859375
2015-12-17,94.70999908447266
2015-12-18,94.86000061035156
2015-12-21,95.94999694824219
2015-12-22,98.2699966430664
2015-12-23,98.51000213623047
2015-12-24,98.86000061035156
2015-12-28,98.41999816894531
2015-12-29,99.36000061035156
2015-12-30,98.73999786376953
2015-12-31,97.7699966430664
2016-01-04,96.45999908447266
2016-01-05,96.73999786376953
2016-01-06,95.55999755859375
2016-01-07,94.18000030517578
2016-01-08,93.55999755859375
2016-01-11,94.91999816894531
2016-01-12,95.69000244140625
2016-01-13,94.11000061035156
2016-01-14,95.51000213623047
2016-01-15,93.9000015258789
2016-01-19,95.05999755859375
2016-01-20,94.12000274658203
2016-01-21,94.4800033569336
2016-01-22,95.63999938964844
2016-01-25,94.06999969482422
2016-01-26,94.04000091552734
2016-01-27,94.33999633789062
2016-01-28,93.48999786376953
2016-01-29,96.58999633789062
2016-02-01,97.31999969482422
2016-02-02,94.94000244140625
2016-02-03,95.37000274658203
2016-02-04,94.62999725341797
2016-02-05,93.0999984741211
2016-02-08,89.6500015258789
2016-02-09,90.51000213623047
2016-02-10,93.11000061035156
2016-02-11,93.87000274658203
2016-02-12,95.86000061035156
2016-02-16,96.94000244140625
2016-02-17,97.69000244140625
2016-02-18,96.88999938964844
2016-02-19,97.58999633789062
2016-02-22,97.45999908447266
2016-02-23,96.75
2016-02-24,96.87999725341797
2016-02-25,98.4000015258789
2016-02-26,97.66000366210938
2016-02-29,97.16999816894531
2016-03-01,98.30000305175781
2016-03-02,98.62999725341797
2016-03-03,99.37999725341797
2016-03-04,99.27999877929688
2016-03-07,98.41999816894531
2016-03-08,99.04000091552734
2016-03-09,100.5199966430664
2016-03-10,99.33999633789062
2016-03-11,100.36000061035156
2016-03-14,101.0199966430664
2016-03-15,101.18000030517578
2016-03-16,100.9800033569336
2016-03-17,101.11000061035156
2016-03-18,101.58000183105469
2016-03-21,101.73999786376953
2016-03-22,101.94000244140625
2016-03-23,100.73999786376953
2016-03-24,101.43000030517578
2016-03-28,101.83999633789062
2016-03-29,102.47000122070312
2016-03-30,104.05000305175781
