Date,SLG
2015-07-01,64.20304107666016
2015-07-02,64.65035247802734
2015-07-06,65.12062072753906
2015-07-07,65.92343139648438
2015-07-08,65.43025970458984
2015-07-09,65.33277893066406
2015-07-10,65.90625
2015-07-13,65.52201843261719
2015-07-14,65.60227966308594
2015-07-15,65.60227966308594
2015-07-16,66.07252502441406
2015-07-17,65.671142578125
2015-07-20,65.75711822509766
2015-07-21,65.70552825927734
2015-07-22,65.84314727783203
2015-07-23,64.65035247802734
2015-07-24,64.9141845703125
2015-07-27,64.96578979492188
2015-07-28,65.18368530273438
2015-07-29,65.72274780273438
2015-07-30,65.49333190917969
2015-07-31,66.02664947509766
2015-08-03,66.3248291015625
2015-08-04,65.78582000732422
2015-08-05,65.28690338134766
2015-08-06,65.26395416259766
2015-08-07,65.1550064086914
2015-08-10,65.20088195800781
2015-08-11,65.65390014648438
2015-08-12,65.79153442382812
2015-08-13,66.34203338623047
2015-08-14,66.48538970947266
2015-08-17,67.0760498046875
2015-08-18,66.91549682617188
2015-08-19,66.55420684814453
2015-08-20,65.3614730834961
2015-08-21,63.98517990112305
2015-08-24,60.35527801513672
2015-08-25,58.428462982177734
2015-08-26,60.21760940551758
2015-08-27,60.96311950683594
2015-08-28,61.10648727416992
2015-08-31,59.35743713378906
2015-09-01,58.10733413696289
2015-09-02,58.83561325073242
2015-09-03,59.156761169433594
2015-09-04,57.88945007324219
2015-09-08,58.95030975341797
2015-09-09,58.39407730102539
2015-09-10,59.08794021606445
2015-09-11,60.24055862426758
2015-09-14,60.05131912231445
2015-09-15,60.945899963378906
2015-09-16,62.08134460449219
2015-09-17,63.41173553466797
2015-09-18,63.19380187988281
2015-09-21,63.715660095214844
2015-09-22,62.649044036865234
2015-09-23,63.27983474731445
2015-09-24,62.74082565307617
2015-09-25,62.92429733276367
2015-09-28,62.06516647338867
2015-09-29,62.820491790771484
2015-09-30,62.365028381347656
2015-10-01,62.59562301635742
2015-10-02,63.22414779663086
2015-10-05,64.45227813720703
2015-10-06,64.65410614013672
2015-10-07,65.6285400390625
2015-10-08,65.84766387939453
2015-10-09,65.86495971679688
2015-10-12,66.07828521728516
2015-10-13,65.68621063232422
2015-10-14,65.63433074951172
2015-10-15,67.0700454711914
2015-10-16,67.81385803222656
2015-10-19,68.61532592773438
2015-10-20,68.23477935791016
2015-10-21,67.76194763183594
2015-10-22,68.75371551513672
2015-10-23,67.85420989990234
2015-10-26,68.17715454101562
2015-10-27,68.39046478271484
2015-10-28,68.39046478271484
2015-10-29,68.71912384033203
2015-10-30,68.396240234375
2015-11-02,70.22981262207031
2015-11-03,69.14581298828125
2015-11-04,69.0881576538086
2015-11-05,69.27265930175781
2015-11-06,67.02394104003906
2015-11-09,66.16478729248047
2015-11-10,67.48518371582031
2015-11-11,67.56591796875
2015-11-12,66.87979888916016
2015-11-13,66.4300308227539
2015-11-16,66.91437530517578
2015-11-17,67.2660903930664
2015-11-18,68.02143859863281
2015-11-19,68.25784301757812
2015-11-20,68.79405212402344
2015-11-23,68.55191802978516
2015-11-24,67.7850341796875
2015-11-25,68.20594024658203
2015-11-27,68.56919860839844
2015-11-30,68.08485412597656
2015-12-01,69.50326538085938
2015-12-02,67.87730407714844
2015-12-03,67.04121398925781
2015-12-04,67.9349365234375
2015-12-07,66.8740234375
2015-12-08,66.35505676269531
2015-12-09,66.37812042236328
2015-12-10,65.14422607421875
2015-12-11,64.50416564941406
2015-12-14,64.26200866699219
2015-12-15,64.98277282714844
2015-12-16,65.91107940673828
2015-12-17,65.0115737915039
2015-12-18,63.552791595458984
2015-12-21,63.42595672607422
2015-12-22,63.67964553833008
2015-12-23,65.22493743896484
2015-12-24,65.18455505371094
2015-12-28,65.41520690917969
2015-12-29,65.772705078125
2015-12-30,66.16729736328125
2015-12-31,65.55799865722656
2016-01-04,63.87526321411133
2016-01-05,64.36266326904297
2016-01-06,63.39361572265625
2016-01-07,61.73408126831055
2016-01-08,60.503929138183594
2016-01-11,60.75922393798828
2016-01-12,59.74958801269531
2016-01-13,59.27376174926758
2016-01-14,59.08225631713867
2016-01-15,58.1074333190918
2016-01-19,58.06100082397461
2016-01-20,56.07070541381836
2016-01-21,56.14033889770508
2016-01-22,59.25056838989258
2016-01-25,58.98944091796875
2016-01-26,59.87144470214844
2016-01-27,58.9952507019043
2016-01-28,54.20808410644531
2016-01-29,56.059104919433594
2016-02-01,53.946956634521484
2016-02-02,52.153934478759766
2016-02-03,51.6839485168457
2016-02-04,52.83285903930664
2016-02-05,50.9179801940918
2016-02-08,48.67236328125
2016-02-09,47.11146545410156
2016-02-10,47.9992561340332
2016-02-11,46.73431396484375
2016-02-12,47.00703048706055
2016-02-16,48.00505828857422
2016-02-17,48.56211853027344
2016-02-18,49.420921325683594
2016-02-19,50.66845703125
2016-02-22,52.2816047668457
2016-02-23,51.43440628051758
2016-02-24,51.3589973449707
2016-02-25,52.24676513671875
2016-02-26,51.840599060058594
2016-02-29,51.167503356933594
2016-03-01,54.17908477783203
2016-03-02,54.724517822265625
2016-03-03,55.31636047363281
2016-03-04,55.113304138183594
2016-03-07,54.451805114746094
2016-03-08,52.861839294433594
2016-03-09,53.749691009521484
2016-03-10,53.69743347167969
2016-03-11,55.061092376708984
2016-03-14,54.71868133544922
2016-03-15,53.819305419921875
2016-03-16,55.26996612548828
2016-03-17,55.99527359008789
2016-03-18,54.97982406616211
2016-03-21,55.7631950378418
2016-03-22,55.80379104614258
2016-03-23,54.8521728515625
2016-03-24,54.70127487182617
2016-03-28,54.66069412231445
2016-03-29,56.27455139160156
2016-03-30,56.05237579345703
2016-03-31,56.64877700805664
2016-04-01,56.52012634277344
2016-04-04,56.315494537353516
2016-04-05,55.84767532348633
2016-04-06,56.64292526245117
2016-04-07,55.9295654296875
2016-04-08,56.67800521850586
2016-04-11,57.215980529785156
2016-04-12,57.94686508178711
2016-04-13,57.82991027832031
2016-04-14,58.02288818359375
2016-04-15,58.74795913696289
2016-04-18,59.180660247802734
2016-04-19,59.853092193603516
2016-04-20,59.71274948120117
2016-04-21,61.502017974853516
2016-04-22,61.5429801940918
2016-04-25,61.92888641357422
2016-04-26,62.3265380859375
