Date,JKHY
2018-07-02,130.60000610351562
2018-07-03,131.75999450683594
2018-07-05,132.61000061035156
2018-07-06,133.66000366210938
2018-07-09,134.6199951171875
2018-07-10,134.25
2018-07-11,135.3000030517578
2018-07-12,136.9499969482422
2018-07-13,135.3800048828125
2018-07-16,135.1699981689453
2018-07-17,136.27000427246094
2018-07-18,135.8000030517578
2018-07-19,135.8000030517578
2018-07-20,135.91000366210938
2018-07-23,136.88999938964844
2018-07-24,137.44000244140625
2018-07-25,138.36000061035156
2018-07-26,138.7100067138672
2018-07-27,137.38999938964844
2018-07-30,135.11000061035156
2018-07-31,134.6999969482422
2018-08-01,136.0500030517578
2018-08-02,138.17999267578125
2018-08-03,138.6300048828125
2018-08-06,139.77999877929688
2018-08-07,140.47999572753906
2018-08-08,140.49000549316406
2018-08-09,141.00999450683594
2018-08-10,140.72000122070312
2018-08-13,141.6699981689453
2018-08-14,143.07000732421875
2018-08-15,142.88999938964844
2018-08-16,142.5
2018-08-17,143.24000549316406
2018-08-20,144.49000549316406
2018-08-21,144.10000610351562
2018-08-22,155.2899932861328
2018-08-23,156.60000610351562
2018-08-24,158.47000122070312
2018-08-27,157.2100067138672
2018-08-28,157.00999450683594
2018-08-29,157.6300048828125
2018-08-30,158.16000366210938
2018-08-31,158.44000244140625
2018-09-04,159.27999877929688
2018-09-05,157.97999572753906
2018-09-06,159.57000732421875
2018-09-07,160.0
2018-09-10,159.8000030517578
2018-09-11,160.50999450683594
2018-09-12,161.5399932861328
2018-09-13,161.82000732421875
2018-09-14,162.86000061035156
2018-09-17,159.94000244140625
2018-09-18,161.24000549316406
2018-09-19,159.42999267578125
2018-09-20,160.27999877929688
2018-09-21,159.2100067138672
2018-09-24,159.50999450683594
2018-09-25,159.75999450683594
2018-09-26,158.25
2018-09-27,159.19000244140625
2018-09-28,160.0800018310547
2018-10-01,159.0399932861328
2018-10-02,159.1199951171875
2018-10-03,159.05999755859375
2018-10-04,157.8000030517578
2018-10-05,158.66000366210938
2018-10-08,154.32000732421875
2018-10-09,156.5800018310547
2018-10-10,150.0399932861328
2018-10-11,147.32000732421875
2018-10-12,150.0800018310547
2018-10-15,149.77000427246094
2018-10-16,154.22999572753906
2018-10-17,154.82000732421875
2018-10-18,152.94000244140625
2018-10-19,152.9499969482422
2018-10-22,153.9199981689453
2018-10-23,151.80999755859375
2018-10-24,148.85000610351562
2018-10-25,150.42999267578125
2018-10-26,148.9499969482422
2018-10-29,146.0800018310547
2018-10-30,147.83999633789062
2018-10-31,149.8300018310547
2018-11-01,149.6199951171875
2018-11-02,149.2100067138672
2018-11-05,149.72000122070312
2018-11-06,150.74000549316406
2018-11-07,146.64999389648438
2018-11-08,143.10000610351562
2018-11-09,141.5
2018-11-12,141.30999755859375
2018-11-13,138.7100067138672
2018-11-14,135.6999969482422
2018-11-15,138.64999389648438
2018-11-16,138.92999267578125
2018-11-19,135.27000427246094
2018-11-20,134.80999755859375
2018-11-21,136.19000244140625
2018-11-23,135.75999450683594
2018-11-26,137.11000061035156
2018-11-27,136.02000427246094
2018-11-28,140.75
2018-11-29,139.1300048828125
2018-11-30,139.6999969482422
2018-12-03,141.3000030517578
2018-12-04,137.16000366210938
2018-12-06,135.9499969482422
2018-12-07,133.75
2018-12-10,134.77000427246094
2018-12-11,134.4600067138672
2018-12-12,134.74000549316406
2018-12-13,133.72000122070312
2018-12-14,131.3699951171875
2018-12-17,128.75
2018-12-18,128.39999389648438
2018-12-19,127.20999908447266
2018-12-20,126.01000213623047
2018-12-21,123.55000305175781
2018-12-24,121.06999969482422
2018-12-26,125.36000061035156
2018-12-27,126.2699966430664
2018-12-28,125.27999877929688
2018-12-31,126.5199966430664
2019-01-02,124.19000244140625
2019-01-03,121.2300033569336
2019-01-04,124.04000091552734
2019-01-07,123.81999969482422
2019-01-08,125.91999816894531
2019-01-09,126.33999633789062
2019-01-10,126.12999725341797
2019-01-11,126.7300033569336
2019-01-14,126.44000244140625
2019-01-15,128.8000030517578
2019-01-16,130.0500030517578
2019-01-17,129.5
2019-01-18,130.8699951171875
2019-01-22,129.52999877929688
2019-01-23,130.2899932861328
2019-01-24,131.14999389648438
2019-01-25,132.4499969482422
2019-01-28,132.3800048828125
2019-01-29,131.13999938964844
2019-01-30,133.05999755859375
2019-01-31,133.5500030517578
2019-02-01,135.02000427246094
2019-02-04,135.61000061035156
2019-02-05,135.7899932861328
2019-02-06,132.0500030517578
2019-02-07,131.77999877929688
2019-02-08,132.6699981689453
2019-02-11,131.42999267578125
2019-02-12,132.7100067138672
2019-02-13,133.52999877929688
2019-02-14,132.3699951171875
2019-02-15,133.7899932861328
2019-02-19,132.83999633789062
2019-02-20,132.8300018310547
2019-02-21,131.6300048828125
2019-02-22,132.55999755859375
2019-02-25,132.3000030517578
2019-02-26,132.88999938964844
2019-02-27,132.83999633789062
2019-02-28,132.6300048828125
2019-03-01,133.75999450683594
2019-03-04,132.97999572753906
2019-03-05,133.0
2019-03-06,131.82000732421875
2019-03-07,131.0
2019-03-08,131.3300018310547
2019-03-11,133.4600067138672
2019-03-12,134.30999755859375
2019-03-13,135.6999969482422
2019-03-14,135.83999633789062
2019-03-15,137.24000549316406
2019-03-18,138.1300048828125
2019-03-19,136.97999572753906
2019-03-20,135.05999755859375
2019-03-21,137.8699951171875
2019-03-22,135.77000427246094
2019-03-25,135.17999267578125
2019-03-26,137.16000366210938
2019-03-27,137.61000061035156
2019-03-28,138.1699981689453
2019-03-29,138.74000549316406
2019-04-01,140.33999633789062
2019-04-02,141.77999877929688
2019-04-03,142.58999633789062
2019-04-04,141.75
2019-04-05,141.9499969482422
2019-04-08,141.3699951171875
2019-04-09,141.1999969482422
2019-04-10,142.05999755859375
2019-04-11,143.1300048828125
2019-04-12,144.1199951171875
2019-04-15,144.05999755859375
2019-04-16,143.83999633789062
2019-04-17,143.8300018310547
2019-04-18,143.5
2019-04-22,144.5
2019-04-23,146.3699951171875
2019-04-24,146.83999633789062
2019-04-25,147.3000030517578
2019-04-26,148.13999938964844
2019-04-29,148.6199951171875
2019-04-30,149.05999755859375
2019-05-01,140.69000244140625
2019-05-02,138.80999755859375
2019-05-03,137.5800018310547
2019-05-06,137.92999267578125
2019-05-07,135.00999450683594
2019-05-08,134.41000366210938
2019-05-09,133.91000366210938
2019-05-10,134.77000427246094
2019-05-13,132.9499969482422
2019-05-14,135.2100067138672
2019-05-15,134.8300018310547
2019-05-16,136.10000610351562
2019-05-17,135.75
2019-05-20,135.67999267578125
2019-05-21,136.69000244140625
2019-05-22,135.64999389648438
2019-05-23,132.27999877929688
2019-05-24,132.49000549316406
2019-05-28,130.9600067138672
2019-05-29,131.44000244140625
2019-05-30,132.22000122070312
2019-05-31,131.22000122070312
2019-06-03,130.6999969482422
2019-06-04,132.6699981689453
2019-06-05,133.60000610351562
2019-06-06,133.3800048828125
2019-06-07,135.38999938964844
2019-06-10,136.9199981689453
2019-06-11,136.7899932861328
2019-06-12,138.58999633789062
2019-06-13,137.97000122070312
2019-06-14,137.80999755859375
2019-06-17,137.08999633789062
2019-06-18,137.33999633789062
2019-06-19,138.19000244140625
2019-06-20,138.6199951171875
2019-06-21,137.33999633789062
2019-06-24,136.91000366210938
2019-06-25,135.64999389648438
2019-06-26,134.41000366210938
2019-06-27,134.5399932861328
2019-06-28,133.9199981689453
2019-07-01,136.4199981689453
2019-07-02,135.94000244140625
2019-07-03,137.61000061035156
2019-07-05,137.14999389648438
2019-07-08,136.1199951171875
2019-07-09,136.67999267578125
2019-07-10,137.39999389648438
2019-07-11,138.88999938964844
2019-07-12,139.91000366210938
2019-07-15,140.5
2019-07-16,140.4600067138672
2019-07-17,141.0500030517578
2019-07-18,142.60000610351562
2019-07-19,141.60000610351562
2019-07-22,138.83999633789062
2019-07-23,138.85000610351562
2019-07-24,136.49000549316406
2019-07-25,138.0
2019-07-26,140.25999450683594
2019-07-29,141.00999450683594
2019-07-30,139.1199951171875
2019-07-31,139.6999969482422
2019-08-01,140.47000122070312
2019-08-02,138.77000427246094
2019-08-05,133.8000030517578
2019-08-06,135.8699951171875
2019-08-07,137.0800018310547
2019-08-08,140.82000732421875
2019-08-09,140.6199951171875
2019-08-12,138.32000732421875
2019-08-13,140.2100067138672
2019-08-14,138.17999267578125
2019-08-15,141.94000244140625
2019-08-16,141.9199981689453
2019-08-19,141.52999877929688
2019-08-20,140.77000427246094
2019-08-21,142.36000061035156
2019-08-22,142.9199981689453
2019-08-23,138.85000610351562
2019-08-26,140.3699951171875
2019-08-27,142.60000610351562
2019-08-28,142.58999633789062
2019-08-29,145.0
2019-08-30,144.9600067138672
2019-09-03,144.57000732421875
2019-09-04,145.8300018310547
2019-09-05,148.50999450683594
2019-09-06,147.74000549316406
2019-09-09,147.50999450683594
2019-09-10,142.66000366210938
2019-09-11,145.02000427246094
2019-09-12,146.3800048828125
2019-09-13,145.2100067138672
2019-09-16,146.11000061035156
2019-09-17,147.22000122070312
2019-09-18,147.52999877929688
2019-09-19,147.86000061035156
