Date,AJG
2016-01-04,40.20000076293945
2016-01-05,40.310001373291016
2016-01-06,39.529998779296875
2016-01-07,38.709999084472656
2016-01-08,38.29999923706055
2016-01-11,37.65999984741211
2016-01-12,37.880001068115234
2016-01-13,37.0
2016-01-14,37.70000076293945
2016-01-15,37.61000061035156
2016-01-19,37.189998626708984
2016-01-20,36.810001373291016
2016-01-21,36.75
2016-01-22,37.650001525878906
2016-01-25,36.880001068115234
2016-01-26,37.349998474121094
2016-01-27,37.06999969482422
2016-01-28,36.2400016784668
2016-01-29,37.63999938964844
2016-02-01,37.83000183105469
2016-02-02,37.4900016784668
2016-02-03,38.540000915527344
2016-02-04,38.68000030517578
2016-02-05,38.31999969482422
2016-02-08,38.18000030517578
2016-02-09,37.81999969482422
2016-02-10,38.0
2016-02-11,37.81999969482422
2016-02-12,38.4900016784668
2016-02-16,39.0
2016-02-17,39.38999938964844
2016-02-18,39.720001220703125
2016-02-19,39.43000030517578
2016-02-22,39.93000030517578
2016-02-23,39.54999923706055
2016-02-24,39.650001525878906
2016-02-25,40.0099983215332
2016-02-26,40.060001373291016
2016-02-29,39.849998474121094
2016-03-01,40.61000061035156
2016-03-02,40.310001373291016
2016-03-03,40.689998626708984
2016-03-04,41.0
2016-03-07,41.18000030517578
2016-03-08,40.880001068115234
2016-03-09,41.09000015258789
2016-03-10,41.5099983215332
2016-03-11,42.599998474121094
2016-03-14,42.45000076293945
2016-03-15,42.66999816894531
2016-03-16,42.970001220703125
2016-03-17,43.709999084472656
2016-03-18,43.68000030517578
2016-03-21,44.099998474121094
2016-03-22,44.099998474121094
2016-03-23,44.02000045776367
2016-03-24,43.97999954223633
2016-03-28,43.93000030517578
2016-03-29,44.27000045776367
2016-03-30,44.369998931884766
2016-03-31,44.47999954223633
2016-04-01,44.630001068115234
2016-04-04,44.439998626708984
2016-04-05,43.72999954223633
2016-04-06,44.0
2016-04-07,43.43000030517578
2016-04-08,43.59000015258789
2016-04-11,43.79999923706055
2016-04-12,44.09000015258789
2016-04-13,44.79999923706055
2016-04-14,44.689998626708984
2016-04-15,44.939998626708984
2016-04-18,45.29999923706055
2016-04-19,45.33000183105469
2016-04-20,45.369998931884766
2016-04-21,44.75
2016-04-22,45.029998779296875
2016-04-25,44.90999984741211
2016-04-26,45.06999969482422
2016-04-27,45.13999938964844
2016-04-28,44.43000030517578
2016-04-29,46.040000915527344
2016-05-02,46.900001525878906
2016-05-03,46.38999938964844
2016-05-04,47.060001373291016
2016-05-05,47.08000183105469
2016-05-06,46.959999084472656
2016-05-09,46.90999984741211
2016-05-10,47.7400016784668
2016-05-11,47.13999938964844
2016-05-12,47.4900016784668
2016-05-13,47.130001068115234
2016-05-16,47.40999984741211
2016-05-17,47.189998626708984
2016-05-18,47.56999969482422
2016-05-19,47.619998931884766
2016-05-20,47.779998779296875
2016-05-23,47.599998474121094
2016-05-24,48.130001068115234
2016-05-25,48.13999938964844
2016-05-26,48.0099983215332
2016-05-27,48.20000076293945
2016-05-31,48.33000183105469
2016-06-01,47.900001525878906
2016-06-02,48.25
2016-06-03,47.86000061035156
2016-06-06,47.81999969482422
2016-06-07,47.880001068115234
2016-06-08,47.91999816894531
2016-06-09,48.36000061035156
2016-06-10,48.029998779296875
2016-06-13,47.56999969482422
2016-06-14,46.79999923706055
2016-06-15,46.349998474121094
2016-06-16,46.61000061035156
2016-06-17,46.59000015258789
2016-06-20,46.79999923706055
2016-06-21,46.790000915527344
2016-06-22,46.79999923706055
2016-06-23,47.560001373291016
2016-06-24,45.349998474121094
2016-06-27,44.060001373291016
2016-06-28,45.279998779296875
2016-06-29,46.36000061035156
2016-06-30,47.599998474121094
2016-07-01,47.79999923706055
2016-07-05,47.54999923706055
2016-07-06,47.869998931884766
