Date,GEN
2022-07-01,22.280000686645508
2022-07-05,22.1299991607666
2022-07-06,22.540000915527344
2022-07-07,22.959999084472656
2022-07-08,23.06999969482422
2022-07-11,22.8799991607666
2022-07-12,23.059999465942383
2022-07-13,22.940000534057617
2022-07-14,23.3700008392334
2022-07-15,23.520000457763672
2022-07-18,23.780000686645508
2022-07-19,24.690000534057617
2022-07-20,24.729999542236328
2022-07-21,25.010000228881836
2022-07-22,25.43000030517578
2022-07-25,24.770000457763672
2022-07-26,24.299999237060547
2022-07-27,24.690000534057617
2022-07-28,24.56999969482422
2022-07-29,24.530000686645508
2022-08-01,24.770000457763672
2022-08-02,24.780000686645508
2022-08-03,26.739999771118164
2022-08-04,26.600000381469727
2022-08-05,24.209999084472656
2022-08-08,24.170000076293945
2022-08-09,24.43000030517578
2022-08-10,24.34000015258789
2022-08-11,24.049999237060547
2022-08-12,24.190000534057617
2022-08-15,24.040000915527344
2022-08-16,24.209999084472656
2022-08-17,23.799999237060547
2022-08-18,23.770000457763672
2022-08-19,23.540000915527344
2022-08-22,23.239999771118164
2022-08-23,23.219999313354492
2022-08-24,23.1200008392334
2022-08-25,23.3799991607666
2022-08-26,22.700000762939453
2022-08-29,22.799999237060547
2022-08-30,22.670000076293945
2022-08-31,22.59000015258789
2022-09-01,22.579999923706055
2022-09-02,22.84000015258789
2022-09-06,22.110000610351562
2022-09-07,22.860000610351562
2022-09-08,23.389999389648438
2022-09-09,22.729999542236328
2022-09-12,22.75
2022-09-13,21.719999313354492
2022-09-14,21.530000686645508
2022-09-15,21.579999923706055
2022-09-16,21.260000228881836
2022-09-19,21.31999969482422
2022-09-20,20.90999984741211
2022-09-21,21.190000534057617
2022-09-22,21.270000457763672
2022-09-23,20.670000076293945
2022-09-26,20.510000228881836
2022-09-27,20.520000457763672
2022-09-28,20.950000762939453
2022-09-29,20.3700008392334
2022-09-30,20.139999389648438
2022-10-03,20.520000457763672
2022-10-04,20.90999984741211
2022-10-05,21.079999923706055
2022-10-06,21.030000686645508
2022-10-07,20.68000030517578
2022-10-10,20.780000686645508
2022-10-11,20.920000076293945
2022-10-12,20.84000015258789
2022-10-13,21.209999084472656
2022-10-14,20.780000686645508
2022-10-17,21.200000762939453
2022-10-18,21.469999313354492
2022-10-19,21.510000228881836
2022-10-20,21.600000381469727
2022-10-21,21.799999237060547
2022-10-24,22.0
2022-10-25,22.25
2022-10-26,22.18000030517578
2022-10-27,21.829999923706055
2022-10-28,22.559999465942383
2022-10-31,22.530000686645508
2022-11-01,22.959999084472656
2022-11-02,22.260000228881836
2022-11-03,21.690000534057617
2022-11-04,22.15999984741211
2022-11-07,21.65999984741211
2022-11-08,21.6200008392334
2022-11-09,22.920000076293945
2022-11-10,22.6299991607666
2022-11-11,22.940000534057617
2022-11-14,22.700000762939453
2022-11-15,22.239999771118164
2022-11-16,22.610000610351562
2022-11-17,22.450000762939453
2022-11-18,22.6200008392334
2022-11-21,23.049999237060547
2022-11-22,23.110000610351562
2022-11-23,23.030000686645508
2022-11-25,23.110000610351562
2022-11-28,23.030000686645508
2022-11-29,22.6200008392334
2022-11-30,22.959999084472656
2022-12-01,23.760000228881836
2022-12-02,23.799999237060547
2022-12-05,23.600000381469727
2022-12-06,23.1299991607666
2022-12-07,22.649999618530273
2022-12-08,22.790000915527344
2022-12-09,22.670000076293945
2022-12-12,23.1299991607666
2022-12-13,23.010000228881836
2022-12-14,22.989999771118164
2022-12-15,21.93000030517578
2022-12-16,21.610000610351562
2022-12-19,21.579999923706055
2022-12-20,21.489999771118164
2022-12-21,21.510000228881836
2022-12-22,21.309999465942383
2022-12-23,21.299999237060547
2022-12-27,21.43000030517578
2022-12-28,20.8799991607666
2022-12-29,21.25
2022-12-30,21.43000030517578
2023-01-03,21.6200008392334
2023-01-04,21.8700008392334
2023-01-05,21.100000381469727
2023-01-06,21.5
2023-01-09,21.489999771118164
2023-01-10,21.600000381469727
2023-01-11,21.989999771118164
2023-01-12,21.959999084472656
2023-01-13,22.3700008392334
2023-01-17,22.59000015258789
2023-01-18,22.329999923706055
2023-01-19,21.940000534057617
2023-01-20,22.43000030517578
2023-01-23,22.809999465942383
2023-01-24,22.65999984741211
2023-01-25,22.600000381469727
2023-01-26,22.709999084472656
2023-01-27,22.84000015258789
2023-01-30,22.690000534057617
2023-01-31,23.010000228881836
2023-02-01,23.360000610351562
2023-02-02,23.56999969482422
2023-02-03,21.299999237060547
2023-02-06,21.309999465942383
2023-02-07,21.84000015258789
2023-02-08,21.489999771118164
2023-02-09,21.299999237060547
2023-02-10,21.40999984741211
2023-02-13,21.450000762939453
2023-02-14,21.200000762939453
2023-02-15,21.530000686645508
2023-02-16,21.350000381469727
2023-02-17,21.040000915527344
2023-02-21,20.739999771118164
2023-02-22,20.579999923706055
2023-02-23,20.59000015258789
2023-02-24,20.170000076293945
2023-02-27,19.989999771118164
2023-02-28,19.510000228881836
2023-03-01,19.190000534057617
2023-03-02,19.299999237060547
2023-03-03,19.260000228881836
2023-03-06,19.270000457763672
2023-03-07,18.690000534057617
