Date,AAPL
2015-07-01,28.2681827545166
2015-07-02,28.23245620727539
2015-07-06,28.134206771850586
2015-07-07,28.064983367919922
2015-07-08,27.36833381652832
2015-07-09,26.810117721557617
2015-07-10,27.5268611907959
2015-07-13,28.05829429626465
2015-07-14,28.047122955322266
2015-07-15,28.31730842590332
2015-07-16,28.694660186767578
2015-07-17,28.94251251220703
2015-07-20,29.489561080932617
2015-07-21,29.194822311401367
2015-07-22,27.96004295349121
2015-07-23,27.946645736694336
2015-07-24,27.799280166625977
2015-07-27,27.412982940673828
2015-07-28,27.5491943359375
2015-07-29,27.462112426757812
2015-07-30,27.323671340942383
2015-07-31,27.084758758544922
2015-08-03,26.44615936279297
2015-08-04,25.597660064697266
2015-08-05,25.767362594604492
2015-08-06,25.823434829711914
2015-08-07,25.91090965270996
2015-08-10,26.85296058654785
2015-08-11,25.45558738708496
2015-08-12,25.848106384277344
2015-08-13,25.827919006347656
2015-08-14,26.00960350036621
2015-08-17,26.278757095336914
2015-08-18,26.13072395324707
2015-08-19,25.79652214050293
2015-08-20,25.267181396484375
2015-08-21,23.721769332885742
2015-08-24,23.12961196899414
2015-08-25,23.268672943115234
2015-08-26,24.60325050354004
2015-08-27,25.327735900878906
2015-08-28,25.410736083984375
2015-08-31,25.291851043701172
2015-09-01,24.161392211914062
2015-09-02,25.19764518737793
2015-09-03,24.755773544311523
2015-09-04,24.509050369262695
2015-09-08,25.19091033935547
2015-09-09,24.706432342529297
2015-09-10,25.249231338500977
2015-09-11,25.617074966430664
2015-09-14,25.863805770874023
2015-09-15,26.081375122070312
2015-09-16,26.110536575317383
2015-09-17,25.552030563354492
2015-09-18,25.446609497070312
2015-09-21,25.84137535095215
2015-09-22,25.435400009155273
2015-09-23,25.64175796508789
2015-09-24,25.794273376464844
2015-09-25,25.729232788085938
2015-09-28,25.220069885253906
2015-09-29,24.461946487426758
2015-09-30,24.740068435668945
2015-10-01,24.578580856323242
2015-10-02,24.758014678955078
2015-10-05,24.847740173339844
2015-10-06,24.966611862182617
2015-10-07,24.847740173339844
2015-10-08,24.560640335083008
2015-10-09,25.148296356201172
2015-10-12,25.031660079956055
2015-10-13,25.074277877807617
2015-10-14,24.719890594482422
2015-10-15,25.089977264404297
2015-10-16,24.90605354309082
2015-10-19,25.060813903808594
2015-10-20,25.518394470214844
2015-10-21,25.516149520874023
2015-10-22,25.90641975402832
2015-10-23,26.709413528442383
2015-10-26,25.857074737548828
2015-10-27,25.69333839416504
2015-10-28,26.752023696899414
2015-10-29,27.034645080566406
2015-10-30,26.803627014160156
2015-11-02,27.18044090270996
2015-11-03,27.492212295532227
2015-11-04,27.364362716674805
2015-11-05,27.23821449279785
2015-11-06,27.269756317138672
2015-11-09,27.159379959106445
2015-11-10,26.303396224975586
2015-11-11,26.154722213745117
2015-11-12,26.066875457763672
2015-11-13,25.305500030517578
2015-11-16,25.71997833251953
2015-11-17,25.609600067138672
2015-11-18,26.4205322265625
2015-11-19,26.75616455078125
2015-11-20,26.87329864501953
2015-11-23,26.524145126342773
2015-11-24,26.7786922454834
2015-11-25,26.58721923828125
2015-11-27,26.53766632080078
2015-11-30,26.64803695678711
2015-12-01,26.431787490844727
2015-12-02,26.193021774291992
2015-12-03,25.949739456176758
2015-12-04,26.812488555908203
2015-12-07,26.643535614013672
2015-12-08,26.632274627685547
2015-12-09,26.044343948364258
2015-12-10,26.16823959350586
2015-12-11,25.494709014892578
2015-12-14,25.337039947509766
2015-12-15,24.88877296447754
2015-12-16,25.08024024963379
2015-12-17,24.54863739013672
2015-12-18,23.88412094116211
2015-12-21,24.176958084106445
2015-12-22,24.154438018798828
2015-12-23,24.465290069580078
2015-12-24,24.334640502929688
2015-12-28,24.062082290649414
2015-12-29,24.494571685791016
2015-12-30,24.174701690673828
2015-12-31,23.710674285888672
2016-01-04,23.730947494506836
2016-01-05,23.136262893676758
2016-01-06,22.68349838256836
2016-01-07,21.726154327392578
2016-01-08,21.841028213500977
2016-01-11,22.194683074951172
2016-01-12,22.516803741455078
2016-01-13,21.937894821166992
2016-01-14,22.417692184448242
2016-01-15,21.87932586669922
2016-01-19,21.77345085144043
2016-01-20,21.802732467651367
2016-01-21,21.692354202270508
2016-01-22,22.84567642211914
2016-01-25,22.399669647216797
2016-01-26,22.5235652923584
2016-01-27,21.043615341186523
2016-01-28,21.19454002380371
2016-01-29,21.926626205444336
2016-02-01,21.72164535522461
2016-02-02,21.28239631652832
2016-02-03,21.703628540039062
2016-02-04,21.878013610839844
2016-02-05,21.293691635131836
2016-02-08,21.51790428161621
2016-02-09,21.51338005065918
2016-02-10,21.350309371948242
2016-02-11,21.221223831176758
2016-02-12,21.286893844604492
2016-02-16,21.88707160949707
2016-02-17,22.22226333618164
2016-02-18,21.80101203918457
2016-02-19,21.751188278198242
2016-02-22,21.941425323486328
2016-02-23,21.44544219970703
2016-02-24,21.7647705078125
2016-02-25,21.914255142211914
2016-02-26,21.948230743408203
2016-02-29,21.89839744567871
2016-03-01,22.76807975769043
2016-03-02,22.817909240722656
2016-03-03,22.98776626586914
2016-03-04,23.329755783081055
2016-03-07,23.071569442749023
2016-03-08,22.881317138671875
2016-03-09,22.90170669555664
2016-03-10,22.91303253173828
2016-03-11,23.159893035888672
2016-03-14,23.21877098083496
2016-03-15,23.685325622558594
2016-03-16,24.000139236450195
2016-03-17,23.961633682250977
2016-03-18,23.988807678222656
2016-03-21,23.986555099487305
2016-03-22,24.169992446899414
2016-03-23,24.036367416381836
2016-03-24,23.932188034057617
2016-03-28,23.823482513427734
2016-03-29,24.387413024902344
2016-03-30,24.813201904296875
2016-03-31,24.684106826782227
2016-04-01,24.910579681396484
2016-04-04,25.1665096282959
2016-04-05,24.869821548461914
2016-04-06,25.130268096923828
2016-04-07,24.58219337463379
2016-04-08,24.609371185302734
2016-04-11,24.690900802612305
2016-04-12,25.012510299682617
2016-04-13,25.37487030029297
2016-04-14,25.388456344604492
2016-04-15,24.878881454467773
2016-04-18,24.342121124267578
2016-04-19,24.213027954101562
2016-04-20,24.262855529785156
2016-04-21,24.000139236450195
2016-04-22,23.934452056884766
2016-04-25,23.798568725585938
2016-04-26,23.63323974609375
2016-04-27,22.15431785583496
2016-04-28,21.477136611938477
2016-04-29,21.230281829833984
2016-05-02,21.207630157470703
2016-05-03,21.556411743164062
2016-05-04,21.33219337463379
2016-05-05,21.2456111907959
2016-05-06,21.12712287902832
2016-05-09,21.14307403564453
2016-05-10,21.28662109375
2016-05-11,21.079269409179688
2016-05-12,20.584819793701172
2016-05-13,20.625831604003906
2016-05-16,21.391435623168945
2016-05-17,21.302570343017578
2016-05-18,21.546377182006836
2016-05-19,21.464353561401367
2016-05-20,21.696775436401367
2016-05-23,21.972471237182617
2016-05-24,22.30743408203125
2016-05-25,22.69935417175293
2016-05-26,22.879358291625977
2016-05-27,22.86568832397461
2016-05-31,22.7540340423584
2016-06-01,22.435039520263672
2016-06-02,22.266422271728516
2016-06-03,22.311988830566406
2016-06-06,22.473770141601562
2016-06-07,22.564916610717773
2016-06-08,22.544410705566406
2016-06-09,22.70618438720703
2016-06-10,22.519346237182617
2016-06-13,22.179828643798828
2016-06-14,22.20717430114746
2016-06-15,22.13425064086914
2016-06-16,22.227678298950195
2016-06-17,21.721839904785156
2016-06-20,21.66943359375
2016-06-21,21.85399627685547
2016-06-22,21.7719669342041
2016-06-23,21.897287368774414
2016-06-24,21.282068252563477
2016-06-27,20.97218132019043
2016-06-28,21.325355529785156
2016-06-29,21.509925842285156
2016-06-30,21.783357620239258
2016-07-01,21.849435806274414
2016-07-05,21.64436149597168
2016-07-06,21.767406463623047
2016-07-07,21.860828399658203
2016-07-08,22.029447555541992
2016-07-11,22.097797393798828
2016-07-12,22.198057174682617
2016-07-13,22.072736740112305
2016-07-14,22.510231018066406
2016-07-15,22.507946014404297
2016-07-18,22.747201919555664
2016-07-19,22.75632095336914
2016-07-20,22.77682113647461
2016-07-21,22.656057357788086
2016-07-22,22.480607986450195
2016-07-25,22.179828643798828
2016-07-26,22.027164459228516
2016-07-27,23.45812225341797
2016-07-28,23.774850845336914
2016-07-29,23.745227813720703
2016-08-01,24.164487838745117
2016-08-02,23.80674934387207
2016-08-03,24.105247497558594
2016-08-04,24.2541561126709
2016-08-05,24.622989654541016
2016-08-08,24.82689094543457
2016-08-09,24.92769432067871
2016-08-10,24.74212646484375
2016-08-11,24.726085662841797
2016-08-12,24.783355712890625
2016-08-15,25.081178665161133
2016-08-16,25.058273315429688
2016-08-17,25.0216121673584
2016-08-18,24.98954963684082
2016-08-19,25.05369758605957
2016-08-22,24.858966827392578
2016-08-23,24.936851501464844
2016-08-24,24.748998641967773
2016-08-25,24.64361000061035
2016-08-26,24.499286651611328
2016-08-29,24.471792221069336
2016-08-30,24.283937454223633
2016-08-31,24.30685043334961
2016-09-01,24.4511775970459
2016-09-02,24.680267333984375
2016-09-06,24.673391342163086
2016-09-07,24.824596405029297
2016-09-08,24.17397117614746
2016-09-09,23.62643814086914
2016-09-12,24.1556453704834
2016-09-13,24.73067283630371
2016-09-14,25.605806350708008
2016-09-15,26.47636604309082
2016-09-16,26.32745361328125
2016-09-19,26.02046775817871
2016-09-20,26.01817512512207
2016-09-21,26.013591766357422
2016-09-22,26.25872230529785
2016-09-23,25.821151733398438
2016-09-26,25.86009979248047
2016-09-27,25.9082088470459
2016-09-28,26.10523223876953
2016-09-29,25.699737548828125
2016-09-30,25.899045944213867
2016-10-03,25.777624130249023
2016-10-04,25.887592315673828
2016-10-05,25.899045944213867
2016-10-06,26.09148406982422
2016-10-07,26.13043212890625
2016-10-10,26.586332321166992
2016-10-11,26.64360809326172
2016-10-12,26.881855010986328
2016-10-13,26.79939079284668
2016-10-14,26.948305130004883
2016-10-17,26.92997169494629
2016-10-18,26.911638259887695
2016-10-19,26.83145523071289
2016-10-20,26.817712783813477
2016-10-21,26.712329864501953
2016-10-24,26.952871322631836
2016-10-25,27.09033203125
2016-10-26,26.480939865112305
2016-10-27,26.226659774780273
2016-10-28,26.05253791809082
2016-10-31,26.011302947998047
2016-11-01,25.541658401489258
2016-11-02,25.564577102661133
2016-11-03,25.290555953979492
2016-11-04,25.062576293945312
2016-11-07,25.424110412597656
2016-11-08,25.573780059814453
2016-11-09,25.53232765197754
2016-11-10,24.820802688598633
2016-11-11,24.968168258666992
2016-11-14,24.341835021972656
2016-11-15,24.66421890258789
2016-11-16,25.327390670776367
2016-11-17,25.318187713623047
2016-11-18,25.34351348876953
2016-11-21,25.72806167602539
2016-11-22,25.74418830871582
2016-11-23,25.612926483154297
2016-11-25,25.741880416870117
2016-11-28,25.69122314453125
2016-11-29,25.665895462036133
2016-11-30,25.44943618774414
2016-12-01,25.21225929260254
2016-12-02,25.306665420532227
2016-12-05,25.124757766723633
2016-12-06,25.318187713623047
2016-12-07,25.56687355041504
2016-12-08,25.817869186401367
2016-12-09,26.23926544189453
2016-12-12,26.089584350585938
2016-12-13,26.524799346923828
2016-12-14,26.524799346923828
2016-12-15,26.669870376586914
2016-12-16,26.704402923583984
2016-12-19,26.858688354492188
2016-12-20,26.93007469177246
