Date,COF
2015-07-01,72.93995666503906
2015-07-02,72.7094497680664
2015-07-06,72.24019622802734
2015-07-07,72.35545349121094
2015-07-08,70.97240447998047
2015-07-09,71.40047454833984
2015-07-10,72.17436218261719
2015-07-13,73.2939453125
2015-07-14,73.28572082519531
2015-07-15,74.17484283447266
2015-07-16,74.8828353881836
2015-07-17,74.90753173828125
2015-07-20,75.27799224853516
2015-07-21,75.50027465820312
2015-07-22,75.45088195800781
2015-07-23,74.72640228271484
2015-07-24,64.92149353027344
2015-07-27,64.7156753540039
2015-07-28,64.74861145019531
2015-07-29,65.54718017578125
2015-07-30,67.09491729736328
2015-07-31,66.93025207519531
2015-08-03,67.20191955566406
2015-08-04,66.9961166381836
2015-08-05,67.3912582397461
2015-08-06,67.12651062011719
2015-08-07,66.8617935180664
2015-08-10,68.24336242675781
2015-08-11,66.90316772460938
2015-08-12,66.69631958007812
2015-08-13,66.81216430664062
2015-08-14,67.23408508300781
2015-08-17,67.5484390258789
2015-08-18,67.22579193115234
2015-08-19,66.2826919555664
2015-08-20,65.38919830322266
2015-08-21,63.387149810791016
2015-08-24,60.830833435058594
2015-08-25,59.771881103515625
2015-08-26,61.84013748168945
2015-08-27,63.999351501464844
2015-08-28,63.966270446777344
2015-08-31,64.3219985961914
2015-09-01,61.48438262939453
2015-09-02,62.29513168334961
2015-09-03,63.006591796875
2015-09-04,61.90632247924805
2015-09-08,63.52781677246094
2015-09-09,62.758426666259766
2015-09-10,62.76668930053711
2015-09-11,62.58469772338867
2015-09-14,62.675682067871094
2015-09-15,63.172080993652344
2015-09-16,63.933170318603516
2015-09-17,62.78322982788086
2015-09-18,60.85564422607422
2015-09-21,61.699501037597656
2015-09-22,60.954917907714844
2015-09-23,60.8060188293457
2015-09-24,60.491634368896484
2015-09-25,61.26103210449219
2015-09-28,59.705711364746094
2015-09-29,59.19279861450195
2015-09-30,59.99526596069336
2015-10-01,60.34272384643555
2015-10-02,60.28481674194336
2015-10-05,62.29513168334961
2015-10-06,62.22894287109375
2015-10-07,62.01383590698242
2015-10-08,62.088287353515625
2015-10-09,61.591941833496094
2015-10-12,61.42646789550781
2015-10-13,61.17002868652344
2015-10-14,60.028343200683594
2015-10-15,61.649837493896484
2015-10-16,61.77394485473633
2015-10-19,61.749114990234375
2015-10-20,61.699501037597656
2015-10-21,60.954917907714844
2015-10-22,61.997310638427734
2015-10-23,67.10997772216797
2015-10-26,65.89384460449219
2015-10-27,65.6291275024414
2015-10-28,67.12651062011719
2015-10-29,66.34888458251953
2015-10-30,65.27338409423828
2015-11-02,66.36540985107422
2015-11-03,66.91144561767578
2015-11-04,66.638427734375
2015-11-05,66.13959503173828
2015-11-06,67.69432830810547
2015-11-09,66.8878402709961
2015-11-10,65.99820709228516
2015-11-11,65.57421875
2015-11-12,64.33538818359375
2015-11-13,63.994503021240234
2015-11-16,64.7677230834961
2015-11-17,63.49563217163086
2015-11-18,65.09198760986328
2015-11-19,66.16451263427734
2015-11-20,66.06472778320312
2015-11-23,65.5326156616211
2015-11-24,65.37467193603516
2015-11-25,65.71553802490234
2015-11-27,65.68229675292969
2015-11-30,65.2748794555664
2015-12-01,66.36405944824219
2015-12-02,65.4910659790039
2015-12-03,64.29378509521484
2015-12-04,65.98991394042969
2015-12-07,65.12522888183594
2015-12-08,63.903053283691406
2015-12-09,62.705814361572266
2015-12-10,62.86376953125
2015-12-11,61.259132385253906
2015-12-14,60.95149230957031
2015-12-15,62.664249420166016
2015-12-16,63.48737335205078
2015-12-17,61.841087341308594
2015-12-18,60.25311279296875
2015-12-21,60.34455490112305
2015-12-22,60.50252914428711
2015-12-23,61.26744079589844
2015-12-24,61.12608337402344
2015-12-28,60.8184700012207
2015-12-29,61.35059356689453
2015-12-30,60.868377685546875
2015-12-31,60.01197052001953
2016-01-04,58.81473922729492
2016-01-05,57.75050735473633
2016-01-06,56.993934631347656
2016-01-07,54.10890197753906
2016-01-08,53.40220260620117
2016-01-11,53.84284973144531
2016-01-12,54.70753479003906
2016-01-13,52.91166305541992
2016-01-14,53.709808349609375
2016-01-15,52.254825592041016
2016-01-19,51.706092834472656
2016-01-20,50.517154693603516
2016-01-21,50.86635208129883
2016-01-22,50.799835205078125
2016-01-25,48.771183013916016
2016-01-26,50.20121765136719
2016-01-27,52.62897491455078
2016-01-28,52.3712272644043
2016-01-29,54.55786895751953
2016-02-01,54.05070495605469
2016-02-02,52.55413818359375
2016-02-03,52.504249572753906
2016-02-04,52.986480712890625
2016-02-05,52.678855895996094
2016-02-08,50.62525177001953
2016-02-09,51.897315979003906
2016-02-10,51.74766159057617
2016-02-11,50.333473205566406
2016-02-12,52.33341598510742
2016-02-16,53.730873107910156
2016-02-17,54.54256057739258
2016-02-18,55.170166015625
2016-02-19,55.0028190612793
