Date,PKI
2016-01-04,50.7674674987793
2016-01-05,51.32906723022461
2016-01-06,50.59316635131836
2016-01-07,48.47260284423828
2016-01-08,47.75607681274414
2016-01-11,46.23586654663086
2016-01-12,47.0104866027832
2016-01-13,45.662635803222656
2016-01-14,46.64201354980469
2016-01-15,45.97293472290039
2016-01-19,46.322021484375
2016-01-20,46.7001953125
2016-01-21,46.07959747314453
2016-01-22,47.64079666137695
2016-01-25,46.9232177734375
2016-01-26,47.44686508178711
2016-01-27,47.13655853271485
2016-01-28,45.5462760925293
2016-01-29,46.85534286499024
2016-02-01,46.76807403564453
2016-02-02,46.08929061889648
2016-02-03,45.38142013549805
2016-02-04,45.16809844970703
2016-02-05,41.94872283935547
2016-02-08,40.193580627441406
2016-02-09,41.18266677856445
2016-02-10,42.6566047668457
2016-02-11,42.09417724609375
2016-02-12,43.0638542175293
2016-02-16,44.285675048828125
2016-02-17,44.31477355957031
2016-02-18,44.295372009277344
2016-02-19,45.5462760925293
2016-02-22,46.34141159057617
2016-02-23,45.7692985534668
2016-02-24,45.93413543701172
2016-02-25,46.17655563354492
2016-02-26,46.49656295776367
2016-02-29,45.82746887207031
2016-03-01,46.50626754760742
2016-03-02,47.66987991333008
2016-03-03,47.45654678344727
2016-03-04,47.3401985168457
2016-03-07,47.38868713378906
2016-03-08,46.186256408691406
2016-03-09,46.34141159057617
2016-03-10,46.19596481323242
2016-03-11,47.2335205078125
2016-03-14,47.04928588867188
2016-03-15,46.25414657592773
2016-03-16,46.49656295776367
2016-03-17,46.06990051269531
2016-03-18,47.44686508178711
2016-03-21,46.98139953613281
2016-03-22,47.204437255859375
2016-03-23,47.17535018920898
2016-03-24,46.95232772827149
2016-03-28,46.83595657348633
2016-03-29,47.834739685058594
2016-03-30,47.844425201416016
2016-03-31,47.96079635620117
2016-04-01,48.81412124633789
2016-04-04,48.63956832885742
2016-04-05,47.10746383666992
2016-04-06,48.74623107910156
2016-04-07,47.76683807373047
2016-04-08,48.48443222045898
2016-04-11,48.29048156738281
2016-04-12,48.387454986572266
2016-04-13,49.24197769165039
2016-04-14,49.17398834228516
2016-04-15,49.40705871582031
2016-04-18,49.844032287597656
2016-04-19,49.2711067199707
2016-04-20,49.86344909667969
2016-04-21,49.93142318725586
2016-04-22,50.096492767333984
2016-04-25,49.92171478271485
2016-04-26,49.48473358154297
2016-04-27,49.97026062011719
2016-04-28,49.36821365356445
2016-04-29,48.96038818359375
2016-05-02,50.16447067260742
2016-05-03,49.92171478271485
2016-05-04,48.77585983276367
2016-05-05,49.29053115844727
