Date,AON
2015-07-01,90.03543090820312
2015-07-02,89.85481262207031
2015-07-06,90.01736450195312
2015-07-07,90.4598159790039
2015-07-08,89.62906646728516
2015-07-09,90.43270874023438
2015-07-10,91.9045639038086
2015-07-13,92.13030242919922
2015-07-14,92.15740966796875
2015-07-15,91.97681427001953
2015-07-16,92.81658172607422
2015-07-17,92.47345733642578
2015-07-20,92.39216613769531
2015-07-21,92.22059631347656
2015-07-22,92.03097534179688
2015-07-23,91.7149429321289
2015-07-24,91.45307159423828
2015-07-27,91.22734832763672
2015-07-28,91.34473419189453
2015-07-29,91.994873046875
2015-07-30,92.32091522216797
2015-07-31,91.26127624511719
2015-08-03,90.14740753173828
2015-08-04,90.74510192871094
2015-08-05,91.76844024658203
2015-08-06,91.39713287353516
2015-08-07,91.75938415527344
2015-08-10,93.07255554199219
2015-08-11,91.75938415527344
2015-08-12,91.67788696289062
2015-08-13,91.66883850097656
2015-08-14,91.74128723144531
2015-08-17,92.88241577148438
2015-08-18,92.76465606689453
2015-08-19,91.50582122802734
2015-08-20,89.94810485839844
2015-08-21,87.42138671875
2015-08-24,83.0743179321289
2015-08-25,80.95510864257812
2015-08-26,83.88031768798828
2015-08-27,85.48332977294922
2015-08-28,84.7135238647461
2015-08-31,84.6229476928711
2015-09-01,81.76114654541016
2015-09-02,82.45848846435547
2015-09-03,82.82071685791016
2015-09-04,81.77017974853516
2015-09-08,83.94373321533203
2015-09-09,82.9022216796875
2015-09-10,83.02899932861328
2015-09-11,82.7030029296875
2015-09-14,82.23209381103516
2015-09-15,83.40032958984375
2015-09-16,83.30072784423828
2015-09-17,83.46376037597656
2015-09-18,80.88265991210938
2015-09-21,81.86981964111328
2015-09-22,81.08193969726562
2015-09-23,80.68343353271484
2015-09-24,80.5566177368164
2015-09-25,81.5256576538086
2015-09-28,80.06757354736328
2015-09-29,80.05852508544922
2015-09-30,80.24874877929688
2015-10-01,80.20346069335938
2015-10-02,81.30834197998047
2015-10-05,82.88414764404297
2015-10-06,81.77017974853516
2015-10-07,82.55811309814453
2015-10-08,83.25544738769531
2015-10-09,82.67584228515625
2015-10-12,82.66676330566406
2015-10-13,82.21394348144531
2015-10-14,81.55284118652344
2015-10-15,82.63959503173828
2015-10-16,82.97469329833984
2015-10-19,82.07811737060547
2015-10-20,82.92037200927734
2015-10-21,82.7030029296875
2015-10-22,83.6901626586914
2015-10-23,83.7625961303711
2015-10-26,83.97088623046875
2015-10-27,84.0252456665039
2015-10-28,85.8455581665039
2015-10-29,86.15448760986328
2015-10-30,84.7735366821289
2015-11-02,86.03636169433594
2015-11-03,85.96366119384766
2015-11-04,85.81832885742188
2015-11-05,86.1272201538086
2015-11-06,85.00971984863281
2015-11-09,83.97402954101562
2015-11-10,84.47373962402344
2015-11-11,85.30047607421875
