Date,CNP
2015-07-01,13.265177726745605
2015-07-02,13.452885627746582
2015-07-06,13.362515449523926
2015-07-07,13.62669849395752
2015-07-08,13.362515449523926
2015-07-09,13.17479419708252
2015-07-10,13.292984008789062
2015-07-13,13.327744483947754
2015-07-14,13.390317916870117
2015-07-15,13.397272109985352
2015-07-16,13.37641429901123
2015-07-17,13.209558486938477
2015-07-20,13.035744667053223
2015-07-21,12.924511909484863
2015-07-22,12.945366859436035
2015-07-23,12.750694274902344
2015-07-24,12.715936660766602
2015-07-27,12.987081527709961
2015-07-28,13.133082389831543
2015-07-29,13.265177726745605
2015-07-30,13.306886672973633
2015-07-31,13.445938110351562
2015-08-03,13.362515449523926
2015-08-04,13.112224578857422
2015-08-05,13.2373628616333
2015-08-06,13.265177726745605
2015-08-07,13.306886672973633
2015-08-10,13.578030586242676
2015-08-11,13.459844589233398
2015-08-12,13.796483993530273
2015-08-13,13.83169174194336
2015-08-14,14.028888702392578
2015-08-17,14.028888702392578
2015-08-18,14.021844863891602
2015-08-19,14.01479721069336
2015-08-20,13.958459854125977
2015-08-21,13.599285125732422
2015-08-24,13.021788597106934
2015-08-25,12.620363235473633
2015-08-26,12.838685035705566
2015-08-27,13.204898834228516
2015-08-28,13.254194259643555
2015-08-31,13.113347053527832
2015-09-01,12.564019203186035
2015-09-02,12.479509353637695
2015-09-03,12.63444709777832
2015-09-04,12.402039527893066
2015-09-08,12.662618637084961
2015-09-09,12.500638961791992
2015-09-10,12.486551284790039
2015-09-11,12.458382606506348
2015-09-14,12.542893409729004
2015-09-15,12.585149765014648
2015-09-16,12.775297164916992
2015-09-17,12.873900413513184
2015-09-18,12.711915969848633
2015-09-21,12.810514450073242
2015-09-22,12.549935340881348
2015-09-23,12.500638961791992
2015-09-24,12.549935340881348
2015-09-25,12.599235534667969
2015-09-28,12.352745056152344
2015-09-29,12.345701217651367
2015-09-30,12.704874038696289
2015-10-01,12.514723777770996
2015-10-02,12.697830200195312
2015-10-05,13.064045906066895
2015-10-06,13.021788597106934
2015-10-07,13.078129768371582
2015-10-08,13.197854042053223
2015-10-09,13.148555755615234
2015-10-12,13.057005882263184
2015-10-13,12.951360702514648
2015-10-14,12.859807014465332
2015-10-15,13.141515731811523
2015-10-16,13.169690132141113
2015-10-19,13.014748573303223
2015-10-20,13.092220306396484
2015-10-21,13.218990325927734
2015-10-22,13.47252082824707
2015-10-23,13.113347053527832
2015-10-26,13.218990325927734
2015-10-27,13.092220306396484
2015-10-28,13.049964904785156
2015-10-29,13.049964904785156
2015-10-30,13.064045906066895
2015-11-02,13.028830528259277
2015-11-03,13.190813064575195
2015-11-04,13.155604362487793
2015-11-05,13.035877227783203
2015-11-06,12.296402931213379
2015-11-09,12.324572563171387
2015-11-10,12.23741626739502
2015-11-11,12.380297660827637
2015-11-12,12.080251693725586
2015-11-13,12.115973472595215
2015-11-16,12.308855056762695
2015-11-17,12.194555282592773
2015-11-18,12.258845329284668
2015-11-19,12.215985298156738
2015-11-20,12.208840370178223
2015-11-23,12.144547462463379
2015-11-24,12.187414169311523
2015-11-25,12.20169448852539
2015-11-27,12.144547462463379
2015-11-30,12.108829498291016
2015-12-01,12.137404441833496
2015-12-02,11.85879135131836
2015-12-03,11.75163745880127
2015-12-04,11.794504165649414
2015-12-07,11.723061561584473
2015-12-08,11.673054695129395
2015-12-09,11.723061561584473
2015-12-10,11.53017520904541
2015-12-11,11.923087120056152
