Date,MDT
2015-07-01,56.40768051147461
2015-07-02,56.20207595825195
2015-07-06,55.9888801574707
2015-07-07,55.93556594848633
2015-07-08,55.47107696533203
2015-07-09,55.65384292602539
2015-07-10,56.62849426269531
2015-07-13,57.237648010253906
2015-07-14,57.785865783691406
2015-07-15,57.83155059814453
2015-07-16,58.47879409790039
2015-07-17,58.56256103515625
2015-07-20,58.631080627441406
2015-07-21,58.28080749511719
2015-07-22,58.494014739990234
2015-07-23,58.47879409790039
2015-07-24,57.877235412597656
2015-07-27,57.61073303222656
2015-07-28,58.98894119262695
2015-07-29,59.301143646240234
2015-07-30,59.605716705322266
2015-07-31,59.68947219848633
2015-08-03,59.39250183105469
2015-08-04,59.21737289428711
2015-08-05,59.902679443359375
2015-08-06,58.943275451660156
2015-08-07,58.9965705871582
2015-08-10,59.103187561035156
2015-08-11,58.928035736083984
2015-08-12,58.928035736083984
2015-08-13,58.9965705871582
2015-08-14,59.072715759277344
2015-08-17,59.95598220825195
2015-08-18,59.46105194091797
2015-08-19,58.98894119262695
2015-08-20,58.24273681640625
2015-08-21,56.552345275878906
2015-08-24,53.993896484375
2015-08-25,53.2096061706543
2015-08-26,55.00661087036133
2015-08-27,55.981266021728516
2015-08-28,56.01171112060547
2015-08-31,55.044677734375
2015-09-01,52.94308853149414
2015-09-02,54.48122787475586
2015-09-03,53.285743713378906
2015-09-04,52.52431106567383
2015-09-08,53.910118103027344
2015-09-09,52.98877716064453
2015-09-10,53.308597564697266
2015-09-11,53.22483825683594
2015-09-14,52.333946228027344
2015-09-15,53.247684478759766
2015-09-16,53.39234161376953
2015-09-17,53.917762756347656
2015-09-18,53.55226135253906
2015-09-21,53.483726501464844
2015-09-22,53.4075927734375
2015-09-23,53.047752380371094
2015-09-24,52.351070404052734
2015-09-25,50.934722900390625
2015-09-28,49.3958740234375
2015-09-29,50.812225341796875
2015-09-30,51.24862289428711
2015-10-01,52.36637878417969
2015-10-02,54.45644760131836
2015-10-05,54.25739288330078
2015-10-06,53.53007507324219
2015-10-07,54.310977935791016
2015-10-08,55.1607780456543
2015-10-09,55.58184051513672
2015-10-12,55.895755767822266
2015-10-13,55.72732162475586
2015-10-14,55.27561950683594
2015-10-15,56.21730422973633
2015-10-16,56.737892150878906
2015-10-19,56.83741760253906
2015-10-20,56.378074645996094
2015-10-21,56.20965576171875
2015-10-22,55.94169998168945
2015-10-23,56.41633605957031
2015-10-26,55.70435333251953
2015-10-27,55.64309310913086
2015-10-28,56.3015251159668
2015-10-29,56.469932556152344
2015-10-30,56.59242630004883
2015-11-02,57.99348068237305
2015-11-03,58.41453552246094
2015-11-04,58.307373046875
2015-11-05,58.31501007080078
2015-11-06,58.23078536987305
2015-11-09,58.085330963134766
2015-11-10,58.4910888671875
2015-11-11,58.23078536987305
2015-11-12,56.814453125
2015-11-13,57.005859375
2015-11-16,58.368595123291016
2015-11-17,58.62891387939453
2015-11-18,59.379173278808594
2015-11-19,57.99348068237305
2015-11-20,58.2537727355957
2015-11-23,58.61359405517578
2015-11-24,58.61359405517578
2015-11-25,58.61359405517578
2015-11-27,58.537044525146484
2015-11-30,57.679561614990234
2015-12-01,58.575340270996094
2015-12-02,58.269065856933594
2015-12-03,58.697818756103516
2015-12-04,59.82323455810547
2015-12-07,59.67777633666992
2015-12-08,59.777286529541016
2015-12-09,59.379173278808594
2015-12-10,59.287315368652344
2015-12-11,58.68251037597656
2015-12-14,58.68251037597656
2015-12-15,59.027008056640625
2015-12-16,60.15243911743164
2015-12-17,59.639503479003906
2015-12-18,58.42220687866211
2015-12-21,58.70545196533203
2015-12-22,59.490257263183594
2015-12-23,59.74415588378906
2015-12-24,59.72876739501953
2015-12-28,59.382530212402344
2015-12-29,59.8980598449707
2015-12-30,59.651817321777344
2015-12-31,59.182498931884766
2016-01-04,58.29768371582031
2016-01-05,58.46693420410156
2016-01-06,58.628509521484375
2016-01-07,57.25129699707031
2016-01-08,56.766563415527344
2016-01-11,56.166439056396484
2016-01-12,58.81318664550781
2016-01-13,57.435970306396484
2016-01-14,57.54366683959961
2016-01-15,56.874271392822266
2016-01-19,57.382076263427734
2016-01-20,57.374393463134766
2016-01-21,57.397483825683594
2016-01-22,58.41307067871094
2016-01-25,58.243831634521484
2016-01-26,58.15918731689453
2016-01-27,58.08223342895508
2016-01-28,56.86659622192383
2016-01-29,58.41307067871094
2016-02-01,59.12864303588867
2016-02-02,58.867069244384766
2016-02-03,58.59004592895508
2016-02-04,58.628509521484375
2016-02-05,57.28976821899414
2016-02-08,55.88174057006836
2016-02-09,56.22797775268555
2016-02-10,57.0589485168457
2016-02-11,55.87407302856445
2016-02-12,56.47420120239258
2016-02-16,57.50519561767578
2016-02-17,58.16688537597656
2016-02-18,57.682151794433594
2016-02-19,57.99760437011719
2016-02-22,58.997825622558594
2016-02-23,58.320770263671875
2016-02-24,58.80549621582031
2016-02-25,59.75185775756836
2016-02-26,59.4671630859375
2016-02-29,59.54410934448242
2016-03-01,57.07433319091797
2016-03-02,57.38979721069336
2016-03-03,57.6436767578125
2016-03-04,58.17457962036133
2016-03-07,58.48231887817383
2016-03-08,58.043792724609375
2016-03-09,58.1284065246582
2016-03-10,58.6823844909668
2016-03-11,59.513343811035156
2016-03-14,59.651817321777344
2016-03-15,59.12864303588867
2016-03-16,58.97476577758789
2016-03-17,58.089942932128906
2016-03-18,58.6746711730957
2016-03-21,57.866825103759766
2016-03-22,57.95189666748047
2016-03-23,57.61162567138672
2016-03-24,57.2017707824707
2016-03-28,57.209503173828125
2016-03-29,58.36946105957031
2016-03-30,58.32304382324219
2016-03-31,57.998287200927734
2016-04-01,58.28438186645508
2016-04-04,59.003578186035156
2016-04-05,58.37717819213867
2016-04-06,59.78462219238281
2016-04-07,58.87985610961914
2016-04-08,59.05771255493164
2016-04-11,58.50865936279297
2016-04-12,59.25104522705078
2016-04-13,59.80781555175781
2016-04-14,59.83103942871094
2016-04-15,59.622222900390625
2016-04-18,60.032081604003906
2016-04-19,60.40326690673828
2016-04-20,60.84406280517578
2016-04-21,60.72030258178711
2016-04-22,61.08378601074219
2016-04-25,61.39311218261719
2016-04-26,60.874977111816406
2016-04-27,61.43950653076172
2016-04-28,61.69471740722656
2016-04-29,61.2075309753418
2016-05-02,61.362186431884766
2016-05-03,61.43177795410156
2016-05-04,60.95232391357422
2016-05-05,61.4781608581543
2016-05-06,61.66375732421875
2016-05-09,62.12001037597656
2016-05-10,62.81600570678711
2016-05-11,62.72319412231445
2016-05-12,62.90107727050781
2016-05-13,62.41390609741211
2016-05-16,63.326377868652344
2016-05-17,62.491214752197266
2016-05-18,62.32881164550781
2016-05-19,61.86481857299805
2016-05-20,62.266963958740234
2016-05-23,62.0968132019043
2016-05-24,62.59175109863281
2016-05-25,62.700008392333984
2016-05-26,62.77732467651367
2016-05-27,63.171714782714844
2016-05-31,62.236045837402344
2016-06-01,62.266963958740234
2016-06-02,64.17703247070312
2016-06-03,64.13838195800781
2016-06-06,64.43222045898438
2016-06-07,64.74153137207031
2016-06-08,65.5689926147461
2016-06-09,66.33455657958984
2016-06-10,66.27269744873047
2016-06-13,66.27269744873047
2016-06-14,66.11029052734375
2016-06-15,65.13591766357422
2016-06-16,65.41431427001953
2016-06-17,65.06632995605469
2016-06-20,65.32151794433594
2016-06-21,65.41431427001953
2016-06-22,65.15912628173828
2016-06-23,66.32683563232422
2016-06-24,64.38581848144531
2016-06-27,63.70530700683594
2016-06-28,65.06632995605469
2016-06-29,66.0793685913086
2016-06-30,67.10009765625
2016-07-01,67.30120086669922
2016-07-05,67.31665802001953
2016-07-06,67.96170806884766
2016-07-07,67.99275970458984
2016-07-08,68.66890716552734
2016-07-11,68.78547668457031
2016-07-12,69.10408782958984
2016-07-13,68.97198486328125
2016-07-14,69.0341567993164
2016-07-15,68.66890716552734
2016-07-18,68.53678894042969
2016-07-19,68.68445587158203
2016-07-20,68.97198486328125
2016-07-21,68.34249114990234
2016-07-22,67.689697265625
2016-07-25,67.54981994628906
2016-07-26,68.58341979980469
2016-07-27,67.98503112792969
2016-07-28,67.93839263916016
2016-07-29,68.10157012939453
2016-08-01,68.43575286865234
2016-08-02,68.10936737060547
2016-08-03,67.35553741455078
2016-08-04,67.42546844482422
2016-08-05,67.68191528320312
2016-08-08,67.58089447021484
2016-08-09,68.18706512451172
2016-08-10,67.83735656738281
2016-08-11,68.23370361328125
2016-08-12,68.03164672851562
2016-08-15,68.31918334960938
2016-08-16,67.8218002319336
2016-08-17,67.7129898071289
2016-08-18,67.67414855957031
2016-08-19,67.64306640625
2016-08-22,67.86065673828125
2016-08-23,68.23370361328125
2016-08-24,67.3399887084961
2016-08-25,66.36078643798828
2016-08-26,67.30113220214844
2016-08-29,67.96947479248047
2016-08-30,67.49539947509766
2016-08-31,67.63528442382812
2016-09-01,67.59645080566406
2016-09-02,67.86065673828125
2016-09-06,67.7441177368164
2016-09-07,66.95140838623047
2016-09-08,67.03687286376953
2016-09-09,65.95665740966797
2016-09-12,66.99024963378906
2016-09-13,65.93331909179688
2016-09-14,65.80900573730469
2016-09-15,66.57060241699219
2016-09-16,66.84261322021484
2016-09-19,66.82705688476562
2016-09-20,67.11461639404297
2016-09-21,67.72079467773438
2016-09-22,68.24925231933594
2016-09-23,68.16374969482422
2016-09-26,67.27000427246094
2016-09-27,67.69176483154297
2016-09-28,67.7464828491211
2016-09-29,66.69987487792969
2016-09-30,67.48091125488281
2016-10-03,67.47310638427734
2016-10-04,67.25442504882812
2016-10-05,67.40282440185547
2016-10-06,67.12945556640625
2016-10-07,67.13726043701172
2016-10-10,67.3012924194336
2016-10-11,64.98160552978516
2016-10-12,65.35649871826172
2016-10-13,65.0675277709961
2016-10-14,64.59890747070312
2016-10-17,64.48955535888672
2016-10-18,65.2549819946289
2016-10-19,65.34869384765625
2016-10-20,65.6220703125
2016-10-21,65.53616333007812
2016-10-24,65.05973815917969
