Date,TDG
2015-07-01,142.18203735351562
2015-07-02,142.35076904296875
2015-07-06,142.06954956054688
2015-07-07,142.25076293945312
2015-07-08,138.94480895996094
2015-07-09,139.7634735107422
2015-07-10,139.68849182128906
2015-07-13,140.77589416503906
2015-07-14,144.80055236816406
2015-07-15,142.85699462890625
2015-07-16,144.41310119628906
2015-07-17,145.98797607421875
2015-07-20,146.41293334960938
2015-07-21,143.25071716308594
2015-07-22,141.45712280273438
2015-07-23,141.10089111328125
2015-07-24,140.36968994140625
2015-07-27,135.570068359375
2015-07-28,135.65130615234375
2015-07-29,138.12612915039062
2015-07-30,137.33868408203125
2015-07-31,141.42584228515625
2015-08-03,143.31944274902344
2015-08-04,142.70700073242188
2015-08-05,149.1376953125
2015-08-06,148.85025024414062
2015-08-07,146.80670166015625
2015-08-10,148.11279296875
2015-08-11,148.48777770996094
2015-08-12,146.45669555664062
2015-08-13,149.37521362304688
2015-08-14,151.9124755859375
2015-08-17,152.70619201660156
2015-08-18,151.58750915527344
2015-08-19,150.83758544921875
2015-08-20,145.48175048828125
2015-08-21,142.33203125
2015-08-24,138.46359252929688
2015-08-25,138.10736083984375
2015-08-26,142.1632843017578
2015-08-27,147.30662536621094
2015-08-28,148.11279296875
2015-08-31,143.6319122314453
2015-09-01,139.0635528564453
2015-09-02,143.5006866455078
2015-09-03,143.41317749023438
2015-09-04,141.4821014404297
2015-09-08,144.94430541992188
2015-09-09,142.55699157714844
2015-09-10,141.86329650878906
2015-09-11,143.01947021484375
2015-09-14,142.81948852539062
2015-09-15,143.38192749023438
2015-09-16,143.84437561035156
2015-09-17,145.29428100585938
2015-09-18,144.28811645507812
2015-09-21,144.1693878173828
2015-09-22,142.40701293945312
2015-09-23,141.42584228515625
2015-09-24,140.4322052001953
2015-09-25,139.93223571777344
2015-09-28,136.76373291015625
2015-09-29,132.62657165527344
2015-09-30,132.74533081054688
2015-10-01,134.7513885498047
2015-10-02,136.0012969970703
2015-10-05,136.74497985839844
2015-10-06,133.27027893066406
2015-10-07,134.83888244628906
2015-10-08,137.2511749267578
2015-10-09,137.6824188232422
2015-10-12,138.56358337402344
2015-10-13,137.21995544433594
2015-10-14,132.34535217285156
2015-10-15,134.4014434814453
2015-10-16,135.14512634277344
2015-10-19,135.4075927734375
2015-10-20,134.88262939453125
2015-10-21,135.2013702392578
2015-10-22,136.84498596191406
2015-10-23,136.0012969970703
2015-10-26,135.73255920410156
2015-10-27,135.59507751464844
2015-10-28,135.97630310058594
2015-10-29,139.1885223388672
2015-10-30,137.39495849609375
2015-11-02,142.03204345703125
2015-11-03,140.61341857910156
2015-11-04,142.51951599121094
2015-11-05,142.11952209472656
2015-11-06,141.45086669921875
2015-11-09,139.3447723388672
2015-11-10,139.56350708007812
2015-11-11,136.78872680664062
2015-11-12,143.42567443847656
2015-11-13,143.56317138671875
2015-11-16,144.51309204101562
2015-11-17,144.5506134033203
2015-11-18,145.23179626464844
2015-11-19,147.42535400390625
2015-11-20,147.64410400390625
2015-11-23,147.58786010742188
2015-11-24,147.4066162109375
2015-11-25,147.7003173828125
2015-11-27,148.24404907226562
2015-11-30,146.6316680908203
2015-12-01,148.87522888183594
2015-12-02,147.73782348632812
2015-12-03,146.481689453125
2015-12-04,148.7440185546875
2015-12-07,148.20030212402344
2015-12-08,145.4067840576172
2015-12-09,143.88815307617188
2015-12-10,144.1881103515625
2015-12-11,139.58848571777344
2015-12-14,136.28878784179688
2015-12-15,136.03878784179688
2015-12-16,138.32611083984375
2015-12-17,137.2886962890625
2015-12-18,137.42616271972656
2015-12-21,141.25711059570312
2015-12-22,141.34458923339844
2015-12-23,142.19454956054688
2015-12-24,141.73207092285156
2015-12-28,140.75091552734375
2015-12-29,142.71951293945312
2015-12-30,142.41329956054688
2015-12-31,142.7694854736328
2016-01-04,143.65066528320312
2016-01-05,142.23202514648438
2016-01-06,143.80064392089844
2016-01-07,142.03829956054688
2016-01-08,138.41986083984375
2016-01-11,142.83200073242188
2016-01-12,143.3069305419922
2016-01-13,138.16360473632812
2016-01-14,141.58209228515625
2016-01-15,136.40126037597656
2016-01-19,138.0011444091797
2016-01-20,136.05128479003906
2016-01-21,135.2763671875
2016-01-22,139.25729370117188
2016-01-25,137.56991577148438
2016-01-26,140.92588806152344
2016-01-27,138.2011260986328
2016-01-28,137.04495239257812
2016-01-29,140.44468688964844
2016-02-01,142.91946411132812
2016-02-02,137.88238525390625
2016-02-03,139.66973876953125
2016-02-04,142.08204650878906
2016-02-05,138.4073486328125
2016-02-08,134.13267517089844
2016-02-09,117.0466079711914
2016-02-10,120.5588150024414
2016-02-11,118.8652114868164
2016-02-12,121.92745208740234
2016-02-16,128.26443481445312
2016-02-17,129.633056640625
2016-02-18,130.5142364501953
2016-02-19,129.62057495117188
2016-02-22,131.02670288085938
2016-02-23,132.1953582763672
2016-02-24,133.90147399902344
2016-02-25,134.52015686035156
2016-02-26,135.77008056640625
2016-02-29,133.47650146484375
2016-03-01,135.18263244628906
2016-03-02,136.43251037597656
2016-03-03,137.25743103027344
2016-03-04,139.1635284423828
2016-03-07,138.8385467529297
2016-03-08,136.4137725830078
2016-03-09,137.46368408203125
2016-03-10,136.48251342773438
2016-03-11,138.21986389160156
2016-03-14,136.782470703125
2016-03-15,136.9199676513672
2016-03-16,137.4886932373047
2016-03-17,141.7383270263672
2016-03-18,140.6571807861328
2016-03-21,139.9010009765625
2016-03-22,139.7259979248047
2016-03-23,138.08236694335938
2016-03-24,137.2886962890625
2016-03-28,137.25743103027344
2016-03-29,139.66973876953125
2016-03-30,138.23861694335938
2016-03-31,137.70115661621094
2016-04-01,138.3760986328125
2016-04-04,137.55117797851562
2016-04-05,137.05120849609375
2016-04-06,139.58848571777344
2016-04-07,140.12596130371094
2016-04-08,140.0759735107422
2016-04-11,140.30093383789062
2016-04-12,140.71340942382812
2016-04-13,140.7571563720703
2016-04-14,140.70091247558594
2016-04-15,141.4821014404297
2016-04-18,140.66964721679688
2016-04-19,141.8945770263672
2016-04-20,143.42567443847656
2016-04-21,142.77574157714844
2016-04-22,141.73207092285156
2016-04-25,140.2572021484375
2016-04-26,144.3006134033203
2016-04-27,145.38803100585938
2016-04-28,143.6819305419922
2016-04-29,142.40701293945312
2016-05-02,140.92588806152344
2016-05-03,141.54458618164062
2016-05-04,141.58209228515625
2016-05-05,142.11952209472656
2016-05-06,140.0259552001953
2016-05-09,141.03213500976562
2016-05-10,155.92465209960938
2016-05-11,154.4310302734375
2016-05-12,154.36228942871094
2016-05-13,155.5309295654297
2016-05-16,155.98089599609375
2016-05-17,155.5496826171875
2016-05-18,155.0059814453125
2016-05-19,154.81851196289062
2016-05-20,156.1683807373047
2016-05-23,155.44969177246094
2016-05-24,159.14312744140625
2016-05-25,159.7805938720703
2016-05-26,159.22438049316406
2016-05-27,159.9680633544922
2016-05-31,164.69894409179688
2016-06-01,166.2925567626953
2016-06-02,166.1363067626953
2016-06-03,165.22390747070312
2016-06-06,165.798828125
2016-06-07,166.655029296875
2016-06-08,165.59886169433594
2016-06-09,166.3800506591797
2016-06-10,163.174072265625
2016-06-13,161.75543212890625
2016-06-14,162.0928955078125
2016-06-15,162.26788330078125
2016-06-16,162.1366424560547
2016-06-17,162.14913940429688
2016-06-20,163.40528869628906
2016-06-21,164.19895935058594
2016-06-22,163.6552734375
2016-06-23,165.83009338378906
2016-06-24,161.0179901123047
2016-06-27,157.3995361328125
2016-06-28,160.69302368164062
2016-06-29,163.04905700683594
2016-06-30,164.79269409179688
2016-07-01,164.1864776611328
2016-07-05,162.3678741455078
2016-07-06,163.93649291992188
2016-07-07,164.02398681640625
2016-07-08,168.61737060546875
2016-07-11,167.67994689941406
2016-07-12,168.42987060546875
2016-07-13,169.41726684570312
2016-07-14,170.44845581054688
2016-07-15,169.64227294921875
2016-07-18,169.94850158691406
2016-07-19,171.3733673095703
2016-07-20,171.2671356201172
2016-07-21,169.3048095703125
2016-07-22,171.3358917236328
2016-07-25,171.14837646484375
2016-07-26,173.29823303222656
2016-07-27,173.8294219970703
2016-07-28,174.3543701171875
2016-07-29,174.6855926513672
2016-08-01,174.3731231689453
2016-08-02,173.20448303222656
2016-08-03,173.70443725585938
2016-08-04,173.6044464111328
2016-08-05,175.3668212890625
2016-08-08,174.38565063476562
2016-08-09,179.38523864746094
2016-08-10,179.73521423339844
2016-08-11,178.74151611328125
2016-08-12,176.92294311523438
