Date,WRB
2015-07-01,12.832353591918945
2015-07-02,12.776070594787598
2015-07-06,12.928503036499023
2015-07-07,13.160666465759277
2015-07-08,13.14190673828125
2015-07-09,13.010584831237793
2015-07-10,13.193500518798828
2015-07-13,13.172395706176758
2015-07-14,13.188807487487793
2015-07-15,13.127835273742676
2015-07-16,13.186460494995117
2015-07-17,13.214604377746582
2015-07-20,13.050445556640625
2015-07-21,13.01761531829834
2015-07-22,13.195845603942871
2015-07-23,13.132524490356445
2015-07-24,13.219293594360352
2015-07-27,13.097349166870117
2015-07-28,12.853458404541016
2015-07-29,13.05982780456543
2015-07-30,13.125490188598633
2015-07-31,13.066863059997559
2015-08-03,13.095005989074707
2015-08-04,13.167699813842773
2015-08-05,13.170050621032715
2015-08-06,13.179429054260254
2015-08-07,13.26619815826416
2015-08-10,13.406903266906738
2015-08-11,13.420971870422363
2015-08-12,13.395176887512207
2015-08-13,13.547608375549316
2015-08-14,13.639067649841309
2015-08-17,13.697694778442383
2015-08-18,13.648444175720215
2015-08-19,13.580443382263184
2015-08-20,13.282614707946777
2015-08-21,12.96837043762207
2015-08-24,12.365680694580078
2015-08-25,12.180418968200684
2015-08-26,12.428997039794922
2015-08-27,12.764347076416016
2015-08-28,12.780759811401367
2015-08-31,12.729172706604004
2015-09-01,12.471212387084961
2015-09-02,12.56735897064209
2015-09-03,12.663724899291992
2015-09-04,12.492144584655762
2015-09-08,12.790641784667969
2015-09-09,12.682525634765625
2015-09-10,12.689576148986816
2015-09-11,12.729533195495605
2015-09-14,12.684879302978516
2015-09-15,12.849401473999023
2015-09-16,12.950465202331543
2015-09-17,12.910512924194336
2015-09-18,12.673124313354492
2015-09-21,12.800044059753418
2015-09-22,12.73188304901123
2015-09-23,12.748335838317871
2015-09-24,12.760089874267578
2015-09-25,12.785943031311035
2015-09-28,12.597914695739746
2015-09-29,12.654321670532227
2015-09-30,12.77889347076416
2015-10-01,12.689576148986816
2015-10-02,12.713082313537598
2015-10-05,12.743638038635254
2015-10-06,12.79299259185791
2015-10-07,12.903462409973145
2015-10-08,13.089138984680176
2015-10-09,13.058582305908203
2015-10-12,13.12204360961914
2015-10-13,12.992773056030273
2015-10-14,12.847050666809082
2015-10-15,13.060935020446777
2015-10-16,13.105588912963867
2015-10-19,13.093835830688477
2015-10-20,13.164347648620605
2015-10-21,12.997474670410156
2015-10-22,13.011576652526855
2015-10-23,13.03978443145752
2015-10-26,13.056233406066895
2015-10-27,13.335931777954102
2015-10-28,13.415840148925781
2015-10-29,13.35237979888916
2015-10-30,13.12204360961914
2015-11-02,13.136146545410156
2015-11-03,13.030379295349121
2015-11-04,12.94342041015625
2015-11-05,13.018628120422363
2015-11-06,13.05388355255127
2015-11-09,12.922261238098145
2015-11-10,12.985719680786133
2015-11-11,12.941067695617676
2015-11-12,12.684879302978516
2015-11-13,12.5462064743042
2015-11-16,12.668423652648926
2015-11-17,12.49449634552002
2015-11-18,12.729533195495605
2015-11-19,12.80709457397461
2015-11-20,12.854104042053223
2015-11-23,13.046831130981445
2015-11-24,13.096189498901367
2015-11-25,13.082086563110352
2015-11-27,13.115065574645996
2015-11-30,13.110352516174316
2015-12-01,13.275233268737793
2015-12-02,13.336474418640137
2015-12-03,13.190437316894531
2015-12-04,13.416559219360352
2015-12-07,13.265807151794434
2015-12-08,13.100930213928223
2015-12-09,12.872453689575195
2015-12-10,12.853609085083008
2015-12-11,12.705216407775879
2015-12-14,12.813568115234375
2015-12-15,12.771169662475586
2015-12-16,12.797080039978027
2015-12-17,12.646331787109375
2015-12-18,12.417855262756348
2015-12-21,12.481452941894531
2015-12-22,12.573311805725098
2015-12-23,12.651044845581055
2015-12-24,13.042044639587402
2015-12-28,13.056180953979492
2015-12-29,13.216347694396973
2015-12-30,13.148040771484375
2015-12-31,12.896007537841797
2016-01-04,12.554472923278809
2016-01-05,12.662819862365723
2016-01-06,12.502652168273926
2016-01-07,12.29066276550293
2016-01-08,12.250616073608398
2016-01-11,12.088091850280762
2016-01-12,11.982096672058105
2016-01-13,11.687670707702637
2016-01-14,11.866683959960938
2016-01-15,11.598164558410645
2016-01-19,11.586383819580078
2016-01-20,11.40266227722168
2016-01-21,11.400306701660156
2016-01-22,11.586383819580078
2016-01-25,11.294310569763184
2016-01-26,11.442703247070312
2016-01-27,11.3861722946167
2016-01-28,11.49687671661377
2016-01-29,11.812504768371582
2016-02-01,11.840773582458496
2016-02-02,11.607583999633789
2016-02-03,11.897302627563477
2016-02-04,11.899659156799316
2016-02-05,12.038630485534668
2016-02-08,12.055113792419434
2016-02-09,12.104578971862793
2016-02-10,12.085738182067871
2016-02-11,11.861969947814941
2016-02-12,12.104578971862793
2016-02-16,12.203507423400879
2016-02-17,12.208221435546875
2016-02-18,12.28830337524414
2016-02-19,12.248263359069824
2016-02-22,12.278882026672363
2016-02-23,12.16817569732666
2016-02-24,12.165822982788086
2016-02-25,12.257684707641602
2016-02-26,12.295371055603027
2016-02-29,12.13049030303955
2016-03-01,12.361321449279785
2016-03-02,12.488518714904785
2016-03-03,12.530916213989258
2016-03-04,12.488518714904785
2016-03-07,12.427277565002441
2016-03-08,12.366034507751465
2016-03-09,12.295371055603027
2016-03-10,12.30243968963623
2016-03-11,12.60226821899414
2016-03-14,12.642401695251465
2016-03-15,12.663654327392578
2016-03-16,12.588101387023926
2016-03-17,12.866682052612305
2016-03-18,12.925703048706055
2016-03-21,12.831276893615723
2016-03-22,12.909180641174316
2016-03-23,12.840718269348145
