Date,IBKR
2015-07-01,9.897615432739258
2015-07-02,10.360764503479004
2015-07-06,10.49508285522461
2015-07-07,10.268134117126465
2015-07-08,9.693825721740723
2015-07-09,10.133819580078125
2015-07-10,10.376978874206543
2015-07-13,10.307502746582031
2015-07-14,10.430240631103516
2015-07-15,10.400134086608887
2015-07-16,10.420974731445312
2015-07-17,10.41866397857666
2015-07-20,10.46960735321045
2015-07-21,10.409399032592773
2015-07-22,10.251925468444824
2015-07-23,10.136139869689941
2015-07-24,9.767927169799805
2015-07-27,9.573405265808105
2015-07-28,9.659089088439941
2015-07-29,9.552563667297363
2015-07-30,9.483091354370117
2015-07-31,9.29782772064209
2015-08-03,9.825820922851562
2015-08-04,10.198665618896484
2015-08-05,10.027297019958496
2015-08-06,9.943927764892578
2015-08-07,9.897615432739258
2015-08-10,9.957822799682617
2015-08-11,9.760985374450684
2015-08-12,9.64751148223877
2015-08-13,9.684561729431152
2015-08-14,9.770245552062988
2015-08-17,9.925403594970703
2015-08-18,9.81424331665039
2015-08-19,9.696141242980957
2015-08-20,9.314038276672363
2015-08-21,8.994461059570312
2015-08-24,8.549833297729492
2015-08-25,8.445623397827148
2015-08-26,8.841623306274414
2015-08-27,9.21908950805664
2015-08-28,9.351424217224121
2015-08-31,9.267848014831543
2015-09-01,8.919608116149902
2015-09-02,8.787273406982422
2015-09-03,8.680476188659668
2015-09-04,8.703697204589844
2015-09-08,8.954428672790527
2015-09-09,8.840667724609375
2015-09-10,8.866205215454102
2015-09-11,8.90567684173584
2015-09-14,8.849954605102539
2015-09-15,9.000859260559082
2015-09-16,9.154084205627441
2015-09-17,9.065861701965332
2015-09-18,8.989253044128418
2015-09-21,9.168014526367188
2015-09-22,9.049612045288086
2015-09-23,9.181944847106934
2015-09-24,9.202838897705078
2015-09-25,9.432679176330566
2015-09-28,8.859243392944336
2015-09-29,8.854599952697754
2015-09-30,9.163373947143555
2015-10-01,9.439641952514648
2015-10-02,9.0519380569458
2015-10-05,9.363033294677734
2015-10-06,9.08211612701416
2015-10-07,9.151761054992676
2015-10-08,9.274808883666992
2015-10-09,9.042649269104004
2015-10-12,9.075153350830078
2015-10-13,8.824419021606445
2015-10-14,8.601546287536621
2015-10-15,8.938178062438965
2015-10-16,9.142478942871094
2015-10-19,9.2423095703125
2015-10-20,9.441967010498047
2015-10-21,8.90799617767334
2015-10-22,8.947463989257812
2015-10-23,9.126227378845215
2015-10-26,9.25623607635498
2015-10-27,9.202838897705078
2015-10-28,9.6857328414917
2015-10-29,9.650911331176758
2015-10-30,9.551081657409668
2015-11-02,9.82967472076416
2015-11-03,9.778595924377441
2015-11-04,9.690376281738281
2015-11-05,9.743776321411133
2015-11-06,10.16862678527832
2015-11-09,10.096658706665039
2015-11-10,9.980576515197754
2015-11-11,9.96200180053711
2015-11-12,9.757701873779297
2015-11-13,9.588226318359375
2015-11-16,9.653234481811523
2015-11-17,9.704307556152344
2015-11-18,9.999151229858398
2015-11-19,9.915574073791504
2015-11-20,9.987541198730469
2015-11-23,10.066476821899414
2015-11-24,10.061835289001465
2015-11-25,10.11755084991455
2015-11-27,10.138497352600098
2015-11-30,10.089628219604492
2015-12-01,10.30370807647705
2015-12-02,10.247861862182617
2015-12-03,10.11755084991455
2015-12-04,10.387475967407227
2015-12-07,10.285091400146484
2015-12-08,10.168745040893555
2015-12-09,9.952338218688965
2015-12-10,10.01051139831543
2015-12-11,9.649837493896484
2015-12-14,9.603299140930176
2015-12-15,9.840648651123047
2015-12-16,10.152456283569336
2015-12-17,9.959320068359375
2015-12-18,9.666121482849121
2015-12-21,9.749894142150879
2015-12-22,9.849955558776855
2015-12-23,9.90812873840332
2015-12-24,9.943029403686523
2015-12-28,10.050068855285645
2015-12-29,10.159438133239746
2015-12-30,10.164092063903809
2015-12-31,10.145474433898926
2016-01-04,9.875554084777832
2016-01-05,9.584684371948242
2016-01-06,9.244951248168945
2016-01-07,8.7376708984375
2016-01-08,8.667865753173828
2016-01-11,8.491018295288086
2016-01-12,8.337438583374023
2016-01-13,8.000031471252441
2016-01-14,8.12801742553711
2016-01-15,7.934879302978516
2016-01-19,7.792937278747559
