Date,XYL
2015-07-01,32.18519973754883
2015-07-02,32.115257263183594
2015-07-06,31.695568084716797
2015-07-07,31.80923080444336
2015-07-08,31.100994110107422
2015-07-09,31.07474708557129
2015-07-10,30.943593978881836
2015-07-13,31.52943229675293
2015-07-14,31.905405044555664
2015-07-15,31.433246612548828
2015-07-16,31.49445152282715
2015-07-17,31.310848236083984
2015-07-20,31.275867462158203
2015-07-21,30.76873207092285
2015-07-22,30.585115432739258
2015-07-23,30.314062118530273
2015-07-24,30.279096603393555
2015-07-27,30.0779972076416
2015-07-28,30.410249710083008
2015-07-29,30.80371856689453
2015-07-30,30.79496192932129
2015-07-31,30.19166374206543
2015-08-03,29.59709358215332
2015-08-04,29.500911712646484
2015-08-05,29.632064819335938
2015-08-06,29.44845199584961
2015-08-07,29.291072845458984
2015-08-10,29.806941986083984
2015-08-11,29.36101722717285
2015-08-12,29.43096923828125
2015-08-13,29.28232765197754
2015-08-14,29.4659366607666
2015-08-17,29.527143478393555
2015-08-18,29.212373733520508
2015-08-19,28.985036849975586
2015-08-20,28.556604385375977
2015-08-21,28.040727615356445
2015-08-24,27.026477813720703
2015-08-25,26.633010864257812
2015-08-26,27.437421798706055
2015-08-27,28.303035736083984
2015-08-28,28.59157943725586
2015-08-31,28.495864868164062
2015-09-01,27.33670425415039
2015-09-02,27.556241989135742
2015-09-03,28.40804100036621
2015-09-04,27.819684982299805
2015-09-08,28.487077713012695
2015-09-09,28.19728660583496
2015-09-10,28.214853286743164
2015-09-11,28.530986785888672
2015-09-14,28.293895721435547
2015-09-15,29.005186080932617
2015-09-16,29.303756713867188
2015-09-17,29.04909324645996
2015-09-18,28.320226669311523
2015-09-21,28.653932571411133
2015-09-22,28.45195770263672
2015-09-23,27.907499313354492
2015-09-24,28.55733299255371
2015-09-25,28.5134220123291
2015-09-28,28.162160873413086
2015-09-29,28.091917037963867
2015-09-30,28.84711456298828
2015-10-01,28.706615447998047
2015-10-02,29.42669105529785
2015-10-05,29.47060203552246
2015-10-06,29.321311950683594
2015-10-07,29.892122268676758
2015-10-08,30.726362228393555
2015-10-09,30.638540267944336
2015-10-12,30.419002532958984
2015-10-13,30.146772384643555
2015-10-14,29.742828369140625
2015-10-15,30.506818771362305
2015-10-16,30.506818771362305
2015-10-19,30.419002532958984
2015-10-20,30.62974739074707
2015-10-21,30.489259719848633
2015-10-22,31.279590606689453
2015-10-23,31.780113220214844
2015-10-26,31.53425407409668
2015-10-27,31.481563568115234
2015-10-28,31.946983337402344
2015-10-29,31.911849975585938
2015-10-30,31.97332000732422
2015-11-02,32.3091926574707
2015-11-03,32.24748229980469
2015-11-04,32.3091926574707
2015-11-05,32.4326057434082
2015-11-06,32.547210693359375
2015-11-09,32.13288116455078
2015-11-10,32.55603790283203
2015-11-11,32.59128952026367
2015-11-12,31.559871673583984
2015-11-13,31.63920783996582
2015-11-16,32.2651252746582
2015-11-17,32.61774444580078
2015-11-18,33.02326583862305
2015-11-19,33.2083854675293
2015-11-20,33.05852127075195
2015-11-23,33.10260009765625
2015-11-24,33.040889739990234
2015-11-25,33.199562072753906
2015-11-27,33.12904357910156
2015-11-30,32.89984130859375
2015-12-01,33.18194580078125
2015-12-02,32.573665618896484
2015-12-03,32.3885383605957
2015-12-04,33.19075393676758
2015-12-07,32.538394927978516
2015-12-08,31.98301124572754
2015-12-09,31.96538734436035
2015-12-10,32.353271484375
