Date,VTR
2015-07-01,71.49708557128906
2015-07-02,71.88534545898438
2015-07-06,71.7483139038086
2015-07-07,73.52974700927734
2015-07-08,73.23284149169922
2015-07-09,73.18716430664062
2015-07-10,73.71245574951172
2015-07-13,73.75813293457031
2015-07-14,73.369873046875
2015-07-15,73.42697143554688
2015-07-16,73.75813293457031
2015-07-17,73.58684539794922
2015-07-20,73.43839263916016
2015-07-21,73.01587677001953
2015-07-22,73.40413665771484
2015-07-23,72.68470764160156
2015-07-24,74.67169189453125
2015-07-27,75.45963287353516
2015-07-28,75.63092041015625
2015-07-29,76.09912109375
2015-07-30,75.77937316894531
2015-07-31,76.61299133300781
2015-08-03,77.0126724243164
2015-08-04,76.23615264892578
2015-08-05,75.85931396484375
2015-08-06,76.4988021850586
2015-08-07,76.96699523925781
2015-08-10,76.24757385253906
2015-08-11,77.058349609375
2015-08-12,77.61790466308594
2015-08-13,77.48087310791016
2015-08-14,78.09751892089844
2015-08-17,78.2459716796875
2015-08-18,59.79999923706055
2015-08-19,60.04999923706055
2015-08-20,60.54999923706055
2015-08-21,59.599998474121094
2015-08-24,56.869998931884766
2015-08-25,54.959999084472656
2015-08-26,56.099998474121094
2015-08-27,57.02000045776367
2015-08-28,56.689998626708984
2015-08-31,55.02000045776367
2015-09-01,54.27000045776367
2015-09-02,54.45000076293945
2015-09-03,54.45000076293945
2015-09-04,53.099998474121094
2015-09-08,53.61000061035156
2015-09-09,52.849998474121094
2015-09-10,52.779998779296875
2015-09-11,52.65999984741211
2015-09-14,52.93000030517578
2015-09-15,53.81999969482422
2015-09-16,54.58000183105469
2015-09-17,55.45000076293945
2015-09-18,56.150001525878906
2015-09-21,56.77000045776367
2015-09-22,56.619998931884766
2015-09-23,56.869998931884766
2015-09-24,56.56999969482422
2015-09-25,56.91999816894531
2015-09-28,55.380001068115234
2015-09-29,55.880001068115234
2015-09-30,56.060001373291016
2015-10-01,55.7599983215332
2015-10-02,56.060001373291016
2015-10-05,57.31999969482422
2015-10-06,57.060001373291016
2015-10-07,57.56999969482422
2015-10-08,57.84000015258789
2015-10-09,57.650001525878906
2015-10-12,57.54999923706055
2015-10-13,56.9900016784668
2015-10-14,55.93000030517578
2015-10-15,55.9900016784668
2015-10-16,56.970001220703125
2015-10-19,58.029998779296875
2015-10-20,57.72999954223633
2015-10-21,58.279998779296875
2015-10-22,58.380001068115234
2015-10-23,55.130001068115234
2015-10-26,55.08000183105469
2015-10-27,55.150001525878906
2015-10-28,54.91999816894531
2015-10-29,54.880001068115234
2015-10-30,53.720001220703125
2015-11-02,54.4900016784668
2015-11-03,53.61000061035156
2015-11-04,53.439998626708984
2015-11-05,54.189998626708984
2015-11-06,50.81999969482422
2015-11-09,49.77000045776367
2015-11-10,50.150001525878906
2015-11-11,49.880001068115234
2015-11-12,49.9900016784668
2015-11-13,49.68000030517578
2015-11-16,50.52000045776367
2015-11-17,50.060001373291016
2015-11-18,51.099998474121094
2015-11-19,51.59000015258789
2015-11-20,52.7400016784668
2015-11-23,53.36000061035156
2015-11-24,52.790000915527344
2015-11-25,53.0
2015-11-27,53.66999816894531
2015-11-30,53.34000015258789
2015-12-01,53.959999084472656
2015-12-02,52.91999816894531
2015-12-03,52.08000183105469
2015-12-04,53.20000076293945
2015-12-07,53.81999969482422
2015-12-08,54.02000045776367
2015-12-09,53.81999969482422
2015-12-10,53.630001068115234
2015-12-11,54.380001068115234
2015-12-14,54.43000030517578
2015-12-15,54.47999954223633
2015-12-16,55.720001220703125
2015-12-17,54.810001373291016
2015-12-18,53.91999816894531
2015-12-21,54.040000915527344
2015-12-22,54.470001220703125
2015-12-23,55.400001525878906
2015-12-24,55.52000045776367
2015-12-28,55.86000061035156
2015-12-29,56.5099983215332
2015-12-30,56.630001068115234
2015-12-31,56.43000030517578
2016-01-04,56.7400016784668
2016-01-05,57.7400016784668
2016-01-06,57.209999084472656
2016-01-07,56.209999084472656
2016-01-08,56.2599983215332
2016-01-11,56.58000183105469
2016-01-12,55.88999938964844
2016-01-13,54.540000915527344
2016-01-14,54.63999938964844
2016-01-15,54.689998626708984
2016-01-19,55.630001068115234
2016-01-20,52.91999816894531
2016-01-21,54.0
2016-01-22,55.5
2016-01-25,54.97999954223633
2016-01-26,55.939998626708984
2016-01-27,53.790000915527344
2016-01-28,53.790000915527344
2016-01-29,55.31999969482422
2016-02-01,55.47999954223633
2016-02-02,54.7599983215332
2016-02-03,56.0
2016-02-04,56.369998931884766
2016-02-05,56.31999969482422
2016-02-08,53.709999084472656
2016-02-09,50.08000183105469
2016-02-10,50.0
2016-02-11,48.720001220703125
2016-02-12,48.43000030517578
2016-02-16,49.720001220703125
2016-02-17,50.47999954223633
2016-02-18,51.599998474121094
2016-02-19,52.189998626708984
2016-02-22,52.9900016784668
2016-02-23,53.40999984741211
2016-02-24,53.849998474121094
2016-02-25,55.08000183105469
2016-02-26,55.38999938964844
2016-02-29,55.66999816894531
2016-03-01,57.56999969482422
2016-03-02,58.40999984741211
2016-03-03,56.709999084472656
2016-03-04,56.75
2016-03-07,57.22999954223633
2016-03-08,56.45000076293945
2016-03-09,56.779998779296875
2016-03-10,57.279998779296875
2016-03-11,59.779998779296875
2016-03-14,60.529998779296875
2016-03-15,60.7400016784668
2016-03-16,61.08000183105469
2016-03-17,62.0099983215332
2016-03-18,61.849998474121094
2016-03-21,61.45000076293945
2016-03-22,61.54999923706055
2016-03-23,61.189998626708984
2016-03-24,60.959999084472656
2016-03-28,61.83000183105469
2016-03-29,63.220001220703125
2016-03-30,62.959999084472656
2016-03-31,62.959999084472656
2016-04-01,63.22999954223633
2016-04-04,63.58000183105469
2016-04-05,63.540000915527344
2016-04-06,62.08000183105469
2016-04-07,62.380001068115234
2016-04-08,62.439998626708984
2016-04-11,62.869998931884766
2016-04-12,63.2599983215332
2016-04-13,63.43000030517578
2016-04-14,63.209999084472656
2016-04-15,63.15999984741211
2016-04-18,63.72999954223633
2016-04-19,63.93000030517578
2016-04-20,62.369998931884766
2016-04-21,59.689998626708984
2016-04-22,60.4900016784668
2016-04-25,61.369998931884766
2016-04-26,62.189998626708984
2016-04-27,62.5099983215332
2016-04-28,62.2599983215332
2016-04-29,62.119998931884766
2016-05-02,62.619998931884766
2016-05-03,63.439998626708984
2016-05-04,65.44999694824219
2016-05-05,65.86000061035156
2016-05-06,66.0999984741211
2016-05-09,66.66000366210938
2016-05-10,66.9000015258789
2016-05-11,65.61000061035156
2016-05-12,66.72000122070312
2016-05-13,66.76000213623047
2016-05-16,67.2300033569336
2016-05-17,66.37000274658203
2016-05-18,65.37999725341797
2016-05-19,64.91000366210938
2016-05-20,65.29000091552734
2016-05-23,65.5
2016-05-24,66.01000213623047
2016-05-25,66.01000213623047
2016-05-26,65.98999786376953
2016-05-27,66.30999755859375
2016-05-31,66.33000183105469
2016-06-01,66.58000183105469
2016-06-02,65.98999786376953
2016-06-03,67.27999877929688
2016-06-06,66.7699966430664
2016-06-07,67.62999725341797
2016-06-08,67.81999969482422
2016-06-09,68.41999816894531
2016-06-10,68.58000183105469
2016-06-13,69.33999633789062
2016-06-14,68.61000061035156
2016-06-15,69.30999755859375
2016-06-16,69.87999725341797
2016-06-17,69.80999755859375
2016-06-20,69.12000274658203
2016-06-21,69.87999725341797
2016-06-22,68.97000122070312
2016-06-23,68.9000015258789
2016-06-24,69.7699966430664
2016-06-27,71.01000213623047
2016-06-28,72.08000183105469
2016-06-29,72.05000305175781
2016-06-30,72.81999969482422
2016-07-01,73.19999694824219
2016-07-05,73.80999755859375
2016-07-06,73.13999938964844
2016-07-07,72.1500015258789
2016-07-08,72.62999725341797
2016-07-11,73.19999694824219
2016-07-12,71.86000061035156
2016-07-13,72.16999816894531
2016-07-14,70.91999816894531
2016-07-15,72.0
2016-07-18,72.58999633789062
2016-07-19,73.05000305175781
2016-07-20,73.08000183105469
2016-07-21,73.30999755859375
2016-07-22,73.87999725341797
2016-07-25,73.9800033569336
2016-07-26,73.70999908447266
2016-07-27,73.54000091552734
2016-07-28,74.5199966430664
2016-07-29,76.16000366210938
2016-08-01,76.55999755859375
2016-08-02,74.44999694824219
2016-08-03,73.70999908447266
2016-08-04,73.77999877929688
2016-08-05,72.7300033569336
2016-08-08,72.63999938964844
2016-08-09,73.7300033569336
2016-08-10,74.48999786376953
2016-08-11,73.94999694824219
2016-08-12,74.43000030517578
2016-08-15,73.97000122070312
2016-08-16,73.0
2016-08-17,74.12999725341797
2016-08-18,74.18000030517578
2016-08-19,73.41999816894531
2016-08-22,73.43000030517578
2016-08-23,73.9800033569336
2016-08-24,73.18000030517578
2016-08-25,73.52999877929688
2016-08-26,72.13999938964844
2016-08-29,73.58000183105469
2016-08-30,73.26000213623047
2016-08-31,72.66999816894531
2016-09-01,72.33000183105469
2016-09-02,73.41000366210938
2016-09-06,74.08000183105469
2016-09-07,74.18000030517578
2016-09-08,72.9800033569336
2016-09-09,68.86000061035156
2016-09-12,69.83999633789062
2016-09-13,67.33000183105469
2016-09-14,67.62000274658203
2016-09-15,67.95999908447266
2016-09-16,68.04000091552734
2016-09-19,68.62999725341797
2016-09-20,69.23999786376953
2016-09-21,70.06999969482422
2016-09-22,71.44000244140625
2016-09-23,72.22000122070312
2016-09-26,72.86000061035156
2016-09-27,71.95999908447266
2016-09-28,72.93000030517578
2016-09-29,71.91000366210938
2016-09-30,70.62999725341797
2016-10-03,69.19000244140625
2016-10-04,68.13999938964844
2016-10-05,67.43000030517578
2016-10-06,66.98999786376953
2016-10-07,66.94999694824219
2016-10-10,66.76000213623047
2016-10-11,66.30999755859375
2016-10-12,66.5
2016-10-13,66.72000122070312
2016-10-14,66.70999908447266
2016-10-17,66.87999725341797
2016-10-18,67.66000366210938
2016-10-19,67.94999694824219
2016-10-20,68.69000244140625
2016-10-21,68.36000061035156
2016-10-24,68.86000061035156
2016-10-25,68.80000305175781
