Date,GEV
2024-03-27,130.76446533203125
2024-03-28,136.244140625
2024-04-01,141.49464416503906
2024-04-02,139.48208618164062
2024-04-03,136.83193969726562
2024-04-04,125.59366607666016
2024-04-05,122.24610137939453
2024-04-08,129.47926330566406
2024-04-09,131.6810760498047
2024-04-10,137.85813903808594
2024-04-11,136.0648193359375
2024-04-12,133.50428771972656
2024-04-15,131.2626190185547
2024-04-16,129.58883666992188
2024-04-17,134.25152587890625
2024-04-18,136.71238708496094
2024-04-19,134.60023498535156
2024-04-22,136.1843719482422
2024-04-23,147.28314208984375
2024-04-24,145.6392364501953
2024-04-25,147.7613525390625
2024-04-26,152.50375366210938
2024-04-29,158.42176818847656
2024-04-30,153.14141845703125
2024-05-01,151.10894775390625
2024-05-02,153.26095581054688
2024-05-03,165.64495849609375
2024-05-06,168.5143280029297
2024-05-07,166.74087524414062
2024-05-08,163.393310546875
2024-05-09,165.78443908691406
2024-05-10,166.65122985839844
2024-05-13,160.9324493408203
2024-05-14,165.01730346679688
2024-05-15,167.24900817871094
2024-05-16,165.78443908691406
2024-05-17,162.01841735839844
2024-05-20,160.35459899902344
2024-05-21,163.32357788085938
2024-05-22,163.243896484375
2024-05-23,161.07192993164062
2024-05-24,176.77365112304688
2024-05-28,177.43121337890625
2024-05-29,176.6640625
2024-05-30,174.43234252929688
2024-05-31,175.24928283691406
2024-06-03,169.73974609375
2024-06-04,162.43687438964844
2024-06-05,162.8852081298828
2024-06-06,159.71697998046875
2024-06-07,161.48043823242188
2024-06-10,166.0235595703125
2024-06-11,167.607666015625
2024-06-12,176.86329650878906
2024-06-13,175.518310546875
2024-06-14,169.5404815673828
2024-06-17,168.13572692871094
2024-06-18,178.9057159423828
2024-06-20,176.52455139160156
2024-06-21,175.07992553710938
2024-06-24,177.48101806640625
2024-06-25,180.77877807617188
2024-06-26,179.33412170410156
2024-06-27,175.62789916992188
2024-06-28,170.8755340576172
2024-07-01,166.9003143310547
2024-07-02,169.18182373046875
2024-07-03,172.04119873046875
2024-07-05,175.5780792236328
2024-07-08,173.72494506835938
2024-07-09,172.34011840820312
2024-07-10,179.06515502929688
2024-07-11,176.0463409423828
2024-07-12,179.78245544433594
2024-07-15,176.78359985351562
2024-07-16,182.0640106201172
2024-07-17,165.21656799316406
2024-07-18,160.89260864257812
2024-07-19,162.7357635498047
2024-07-22,166.14309692382812
2024-07-23,169.8593292236328
2024-07-24,162.29736328125
2024-07-25,159.4081268310547
2024-07-26,172.4696044921875
2024-07-29,171.41354370117188
2024-07-30,162.09812927246094
2024-07-31,177.5806427001953
2024-08-01,173.38621520996094
2024-08-02,164.12062072753906
2024-08-05,161.63983154296875
2024-08-06,163.74203491210938
2024-08-07,165.45567321777344
2024-08-08,176.55447387695312
2024-08-09,178.4474334716797
2024-08-12,175.78729248046875
2024-08-13,178.9854278564453
2024-08-14,183.478759765625
2024-08-15,188.1215057373047
2024-08-16,183.37911987304688
2024-08-19,184.7141571044922
2024-08-20,183.3193359375
2024-08-21,183.57838439941406
2024-08-22,185.3119354248047
2024-08-23,182.6119384765625
2024-08-26,181.45623779296875
2024-08-27,184.8636016845703
2024-08-28,183.3193359375
2024-08-29,190.65211486816406
2024-08-30,200.25645446777344
2024-09-03,191.83773803710938
2024-09-04,198.89154052734375
2024-09-05,197.70591735839844
2024-09-06,197.59632873535156
2024-09-09,201.06344604492188
2024-09-10,201.26271057128906
2024-09-11,208.37628173828125
2024-09-12,214.47366333007812
2024-09-13,224.75547790527344
2024-09-16,229.07943725585938
2024-09-17,236.27272033691406
2024-09-18,234.79820251464844
2024-09-19,243.54571533203125
2024-09-20,244.55198669433594
2024-09-23,250.5995330810547
2024-09-24,254.534912109375
2024-09-25,254.1064910888672
2024-09-26,250.29067993164062
2024-09-27,248.9357147216797
2024-09-30,254.03677368164062
2024-10-01,255.58099365234375
2024-10-02,251.35670471191406
2024-10-03,253.73788452148438
2024-10-04,264.60748291015625
2024-10-07,261.56878662109375
2024-10-08,263.2923889160156
2024-10-09,265.6138000488281
2024-10-10,263.6410827636719
2024-10-11,265.9027099609375
2024-10-14,268.5030517578125
2024-10-15,265.3746337890625
2024-10-16,273.7535705566406
2024-10-17,270.9937744140625
2024-10-18,271.7111511230469
2024-10-21,275.4074401855469
2024-10-22,275.3974609375
2024-10-23,278.8446350097656
2024-10-24,295.9013366699219
2024-10-25,292.4541320800781
2024-10-28,288.1600646972656
2024-10-29,297.664794921875
2024-10-30,296.4991149902344
2024-10-31,300.5440673828125
2024-11-01,299.9761962890625
2024-11-04,294.36700439453125
2024-11-05,314.6018371582031
2024-11-06,335.055908203125
2024-11-07,335.5341491699219
2024-11-08,339.9178771972656
2024-11-11,348.1473388671875
2024-11-12,322.51251220703125
2024-11-13,332.0271911621094
2024-11-14,324.83392333984375
2024-11-15,328.5401306152344
2024-11-18,324.1663513183594
2024-11-19,338.74224853515625
2024-11-20,341.5019836425781
2024-11-21,338.5928039550781
2024-11-22,347.8683776855469
2024-11-25,327.76300048828125
2024-11-26,337.6363525390625
2024-11-27,334.08953857421875
2024-11-29,332.8840026855469
2024-12-02,336.29132080078125
2024-12-03,330.692138671875
2024-12-04,342.4783935546875
2024-12-05,346.8421630859375
2024-12-06,345.2281494140625
2024-12-09,334.0098571777344
2024-12-10,326.1789245605469
2024-12-11,342.5281982421875
2024-12-12,328.6895446777344
2024-12-13,330.7818603515625
2024-12-16,336.4607238769531
2024-12-17,327.1253967285156
2024-12-18,315.9469299316406
2024-12-19,331.5688781738281
2024-12-20,341.6490478515625
2024-12-23,343.9024353027344
2024-12-24,346.2654113769531
2024-12-26,342.057861328125
2024-12-27,332.8151550292969
2024-12-30,329.28564453125
2024-12-31,327.9595642089844
2025-01-02,337.9400634765625
2025-01-03,352.9855041503906
2025-01-06,370.2245178222656
2025-01-07,367.4327697753906
2025-01-08,365.3988037109375
2025-01-10,366.0169372558594
2025-01-13,365.727783203125
2025-01-14,381.1322326660156
2025-01-15,385.8881530761719
2025-01-16,389.846435546875
2025-01-17,400.22576904296875
2025-01-21,414.77264404296875
2025-01-22,425.8399353027344
2025-01-23,436.4185791015625
2025-01-24,419.2494201660156
2025-01-27,329.0263977050781
2025-01-28,354.072265625
2025-01-29,352.20782470703125
2025-01-30,381.8102722167969
2025-01-31,371.7799072265625
2025-02-03,360.6428527832031
2025-02-04,355.4781188964844
2025-02-05,366.844482421875
2025-02-06,373.7241516113281
2025-02-07,376.8548889160156
2025-02-10,383.8641357421875
2025-02-11,371.7998046875
2025-02-12,368.5594177246094
2025-02-13,369.21746826171875
2025-02-14,366.5054931640625
2025-02-18,372.1488037109375
2025-02-19,374.09307861328125
2025-02-20,358.61883544921875
2025-02-21,326.91265869140625
2025-02-24,314.97796630859375
2025-02-25,316.7527770996094
2025-02-26,334.25091552734375
2025-02-27,325.3174133300781
2025-02-28,334.19110107421875
2025-03-03,315.0477600097656
2025-03-04,312.1463928222656
2025-03-05,315.8653564453125
2025-03-06,292.34490966796875
2025-03-07,288.44647216796875
2025-03-10,269.3330383300781
2025-03-11,283.3714904785156
2025-03-12,297.7987976074219
2025-03-13,299.35418701171875
2025-03-14,312.7047119140625
2025-03-17,330.9806213378906
2025-03-18,317.98907470703125
2025-03-19,334.80926513671875
2025-03-20,335.8362731933594
2025-03-21,332.885009765625
2025-03-24,342.5563659667969
2025-03-25,335.2081298828125
2025-03-26,316.7626953125
2025-03-27,302.1060485839844
2025-03-28,302.0362548828125
2025-03-31,304.37933349609375
2025-04-01,314.70880126953125
2025-04-02,329.8240661621094
2025-04-03,296.7818298339844
2025-04-04,270.6791076660156
2025-04-07,285.22601318359375
2025-04-08,286.0436096191406
2025-04-09,325.8457946777344
2025-04-10,309.03558349609375
2025-04-11,320.481689453125
2025-04-14,321.3490905761719
2025-04-15,327.59063720703125
2025-04-16,327.19183349609375
2025-04-17,322.8413391113281
2025-04-21,312.394287109375
2025-04-22,325.3558654785156
2025-04-23,335.3539123535156
2025-04-24,359.7004699707031
2025-04-25,371.6043701171875
2025-04-28,369.24951171875
2025-04-29,370.3770446777344
2025-04-30,370.0078430175781
2025-05-01,381.4527587890625
2025-05-02,395.4520263671875
2025-05-05,400.2215576171875
2025-05-06,400.3512878417969
2025-05-07,405.91900634765625
2025-05-08,393.1370849609375
2025-05-09,398.38555908203125
2025-05-12,415.717529296875
2025-05-13,432.3809509277344
2025-05-14,431.8919982910156
2025-05-15,426.03485107421875
2025-05-16,427.12249755859375
2025-05-19,445.62188720703125
2025-05-20,449.05438232421875
2025-05-21,452.0378112792969
2025-05-22,457.8151550292969
2025-05-23,463.3729248046875
2025-05-27,470.47735595703125
2025-05-28,483.9477844238281
2025-05-29,470.1380615234375
2025-05-30,471.94415283203125
2025-06-02,484.0974426269531
2025-06-03,491.89031982421875
2025-06-04,487.0609130859375
2025-06-05,483.24932861328125
2025-06-06,483.93780517578125
2025-06-09,478.9487609863281
2025-06-10,464.2908935546875
2025-06-11,482.4111328125
2025-06-12,486.6019592285156
2025-06-13,477.4021301269531
2025-06-16,486.8114929199219
2025-06-17,487.5898132324219
2025-06-18,489.1164245605469
2025-06-20,485.89349365234375
2025-06-23,498.78521728515625
2025-06-24,509.72119140625
2025-06-25,501.569091796875
2025-06-26,505.70001220703125
2025-06-27,518.5219116210938
2025-06-30,527.9910888671875
2025-07-01,504.8918151855469
2025-07-02,503.9638366699219
2025-07-03,515.9075927734375
2025-07-07,529.11865234375
2025-07-08,528.8392333984375
2025-07-09,534.5966186523438
2025-07-10,538.1786499023438
2025-07-11,537.9791870117188
2025-07-14,553.8243408203125
2025-07-15,558.3843383789062
2025-07-16,559.94091796875
2025-07-17,568.9212036132812
2025-07-18,573.3414916992188
2025-07-21,564.9163208007812
2025-07-22,548.026123046875
2025-07-23,627.9255981445312
2025-07-24,622.8743896484375
2025-07-25,643.4583129882812
2025-07-28,646.5228881835938
2025-07-29,631.5591430664062
2025-07-30,653.8499755859375
2025-07-31,659.130615234375
2025-08-01,655.3472900390625
2025-08-04,661.6063232421875
2025-08-05,648.5792236328125
2025-08-06,663.3831787109375
2025-08-07,644.7259521484375
2025-08-08,647.9503784179688
2025-08-11,649.6173706054688
2025-08-12,656.2857055664062
2025-08-13,633.1963500976562
2025-08-14,624.1721801757812
2025-08-15,620.8179931640625
2025-08-18,623.9226684570312
2025-08-19,602.0709838867188
2025-08-20,603.5285034179688
2025-08-21,604.93603515625
2025-08-22,606.0040893554688
2025-08-25,601.25244140625
2025-08-26,624.81103515625
2025-08-27,621.2972412109375
2025-08-28,632.577392578125
