Date,HRB
2015-07-01,19.82117462158203
2015-07-02,19.721271514892578
2015-07-06,19.901107788085938
2015-07-07,20.087594985961914
2015-07-08,20.034313201904297
2015-07-09,20.294065475463867
2015-07-10,20.766952514648438
2015-07-13,21.000064849853516
2015-07-14,20.9001522064209
2015-07-15,21.079984664916992
2015-07-16,21.35972023010254
2015-07-17,21.179893493652344
2015-07-20,21.159914016723633
2015-07-21,21.44631004333496
2015-07-22,21.892545700073242
2015-07-23,21.892545700073242
2015-07-24,21.819278717041016
2015-07-27,21.04668426513672
2015-07-28,21.319753646850586
2015-07-29,22.03907585144043
2015-07-30,22.20557975769043
2015-07-31,22.17228889465332
2015-08-03,21.999109268188477
2015-08-04,21.912525177001953
2015-08-05,23.864015579223633
2015-08-06,23.424423217773438
2015-08-07,23.564300537109375
2015-08-10,23.877330780029297
2015-08-11,23.750782012939453
2015-08-12,23.644216537475586
2015-08-13,23.697500228881836
2015-08-14,23.684175491333008
2015-08-17,23.817380905151367
2015-08-18,23.464393615722656
2015-08-19,23.371143341064453
2015-08-20,22.904918670654297
2015-08-21,22.025753021240234
2015-08-24,21.333080291748047
2015-08-25,21.532888412475586
2015-08-26,22.418710708618164
2015-08-27,22.89159393310547
2015-08-28,22.958202362060547
2015-08-31,22.65848731994629
2015-09-01,21.945833206176758
2015-09-02,23.59093475341797
2015-09-03,23.57761001586914
2015-09-04,23.644594192504883
2015-09-08,24.006296157836914
2015-09-09,23.791961669921875
2015-09-10,23.925928115844727
2015-09-11,24.213945388793945
2015-09-14,24.012998580932617
2015-09-15,23.999601364135742
2015-09-16,23.972814559936523
2015-09-17,23.939321517944336
2015-09-18,23.778560638427734
2015-09-21,23.96611213684082
2015-09-22,23.939321517944336
2015-09-23,24.180452346801758
2015-09-24,23.95941162109375
2015-09-25,24.14696502685547
2015-09-28,23.55082130432129
2015-09-29,23.611103057861328
2015-09-30,24.2474365234375
2015-10-01,24.361299514770508
2015-10-02,24.495269775390625
2015-10-05,24.07328224182129
2015-10-06,23.544126510620117
2015-10-07,23.31638526916504
2015-10-08,23.698183059692383
2015-10-09,23.711578369140625
2015-10-12,23.62451171875
2015-10-13,23.430252075195312
2015-10-14,23.202518463134766
2015-10-15,23.34987449645996
2015-10-16,23.858932495117188
2015-10-19,23.8790340423584
2015-10-20,23.765169143676758
2015-10-21,23.892431259155273
2015-10-22,23.78525161743164
2015-10-23,24.2474365234375
2015-10-26,24.72970962524414
2015-10-27,24.52206039428711
2015-10-28,24.883766174316406
2015-10-29,24.890459060668945
2015-10-30,24.957435607910156
2015-11-02,25.051218032836914
2015-11-03,24.7163143157959
2015-11-04,24.656023025512695
2015-11-05,25.004329681396484
2015-11-06,24.923952102661133
2015-11-09,24.609134674072266
2015-11-10,24.870370864868164
2015-11-11,24.63593101501465
2015-11-12,24.441679000854492
2015-11-13,23.899131774902344
2015-11-16,24.428285598754883
2015-11-17,24.394798278808594
2015-11-18,24.609134674072266
2015-11-19,24.428285598754883
2015-11-20,24.796682357788086
2015-11-23,24.850263595581055
2015-11-24,24.52206039428711
2015-11-25,24.74309539794922
2015-11-27,24.602436065673828
2015-11-30,24.57564926147461
2015-12-01,24.930652618408203
2015-12-02,24.736406326293945
2015-12-03,24.70273208618164
2015-12-04,24.978849411010742
2015-12-07,24.844158172607422
2015-12-08,23.106616973876953
2015-12-09,21.995397567749023
2015-12-10,22.3388614654541
2015-12-11,21.719276428222656
2015-12-14,22.1031494140625
2015-12-15,21.9819278717041
2015-12-16,22.58804702758789
2015-12-17,22.682336807250977
2015-12-18,22.372539520263672
2015-12-21,22.3792724609375
2015-12-22,22.446617126464844
2015-12-23,22.547639846801758
2015-12-24,22.446617126464844
2015-12-28,22.52069664001465
2015-12-29,22.56110191345215
2015-12-30,22.507230758666992
2015-12-31,22.43315315246582
2016-01-04,22.190696716308594
2016-01-05,22.392738342285156
2016-01-06,22.231109619140625
2016-01-07,22.035802841186523
2016-01-08,21.7462100982666
2016-01-11,21.813560485839844
2016-01-12,21.76641845703125
2016-01-13,21.24785041809082
2016-01-14,21.773151397705078
2016-01-15,21.46335792541504
2016-01-19,21.497034072875977
2016-01-20,21.638460159301758
2016-01-21,21.72600746154785
2016-01-22,22.015596389770508
2016-01-25,21.8674373626709
2016-01-26,22.109886169433594
2016-01-27,22.042537689208984
2016-01-28,22.217639923095703
2016-01-29,22.9315128326416
2016-02-01,23.214372634887695
2016-02-02,22.9315128326416
2016-02-03,22.944978713989258
2016-02-04,23.315387725830078
2016-02-05,23.557836532592773
2016-02-08,23.234573364257812
2016-02-09,23.01906967163086
2016-02-10,22.91131019592285
2016-02-11,22.332130432128906
2016-02-12,22.709270477294922
2016-02-16,23.295188903808594
2016-02-17,23.35580062866211
2016-02-18,23.03253746032715
2016-02-19,22.87090301513672
2016-02-22,22.918046951293945
2016-02-23,22.66212272644043
2016-02-24,22.554370880126953
2016-02-25,22.70254135131836
2016-02-26,22.716005325317383
2016-02-29,22.143564224243164
2016-03-01,22.096412658691406
2016-03-02,21.9482479095459
2016-03-03,22.15703010559082
2016-03-04,18.695415496826172
2016-03-07,18.931127548217773
2016-03-08,18.776227951049805
2016-03-09,18.459701538085938
2016-03-10,18.904186248779297
2016-03-11,19.107667922973633
2016-03-14,18.93810272216797
2016-03-15,18.470075607299805
2016-03-16,18.375110626220703
2016-03-17,18.320850372314453
2016-03-18,18.565038681030273
2016-03-21,18.707481384277344
2016-03-22,18.293718338012695
2016-03-23,18.30728530883789
2016-03-24,18.049524307250977
2016-03-28,17.920654296875
2016-03-29,18.1241455078125
