Date,CMI
2015-07-01,131.08999633789062
2015-07-02,131.36000061035156
2015-07-06,130.8300018310547
2015-07-07,131.49000549316406
2015-07-08,129.05999755859375
2015-07-09,127.7699966430664
2015-07-10,128.74000549316406
2015-07-13,130.19000244140625
2015-07-14,129.8699951171875
2015-07-15,129.91000366210938
2015-07-16,130.38999938964844
2015-07-17,128.19000244140625
2015-07-20,128.97000122070312
2015-07-21,128.6199951171875
2015-07-22,127.2300033569336
2015-07-23,126.97000122070312
2015-07-24,124.37000274658203
2015-07-27,123.77999877929688
2015-07-28,128.0
2015-07-29,130.27000427246094
2015-07-30,129.8000030517578
2015-07-31,129.52999877929688
2015-08-03,128.61000061035156
2015-08-04,126.0
2015-08-05,127.83999633789062
2015-08-06,127.18000030517578
2015-08-07,126.87999725341797
2015-08-10,130.92999267578125
2015-08-11,127.9800033569336
2015-08-12,129.05999755859375
2015-08-13,128.38999938964844
2015-08-14,128.0500030517578
2015-08-17,128.61000061035156
2015-08-18,128.0399932861328
2015-08-19,127.44000244140625
2015-08-20,124.08000183105469
2015-08-21,119.75
2015-08-24,116.83999633789062
2015-08-25,114.87000274658203
2015-08-26,118.7300033569336
2015-08-27,122.5999984741211
2015-08-28,122.2699966430664
2015-08-31,121.75
2015-09-01,120.30999755859375
2015-09-02,120.9000015258789
2015-09-03,120.02999877929688
2015-09-04,118.0
2015-09-08,119.81999969482422
2015-09-09,118.98999786376953
2015-09-10,119.0199966430664
2015-09-11,120.48999786376953
2015-09-14,119.0199966430664
2015-09-15,121.7300033569336
2015-09-16,122.83999633789062
2015-09-17,120.16999816894531
2015-09-18,115.23999786376953
2015-09-21,114.81999969482422
2015-09-22,113.2699966430664
2015-09-23,112.22000122070312
2015-09-24,111.16999816894531
2015-09-25,110.5199966430664
2015-09-28,106.83999633789062
2015-09-29,108.0999984741211
2015-09-30,108.58000183105469
2015-10-01,105.4000015258789
2015-10-02,107.95999908447266
2015-10-05,111.76000213623047
2015-10-06,112.16999816894531
2015-10-07,112.52999877929688
2015-10-08,114.2699966430664
2015-10-09,113.08999633789062
2015-10-12,111.9800033569336
2015-10-13,109.9800033569336
2015-10-14,109.37000274658203
2015-10-15,109.16000366210938
2015-10-16,108.70999908447266
2015-10-19,108.56999969482422
2015-10-20,109.48999786376953
2015-10-21,108.58999633789062
2015-10-22,111.81999969482422
2015-10-23,112.83999633789062
2015-10-26,112.0999984741211
2015-10-27,102.3499984741211
2015-10-28,103.2300033569336
2015-10-29,103.4000015258789
2015-10-30,103.51000213623047
2015-11-02,106.86000061035156
2015-11-03,107.4000015258789
2015-11-04,106.76000213623047
2015-11-05,106.5
2015-11-06,106.4800033569336
2015-11-09,105.19999694824219
2015-11-10,103.7300033569336
2015-11-11,100.08000183105469
2015-11-12,97.83000183105469
2015-11-13,98.66999816894531
2015-11-16,99.12999725341797
2015-11-17,97.9000015258789
2015-11-18,98.3499984741211
2015-11-19,98.56999969482422
2015-11-20,98.69999694824219
2015-11-23,98.13999938964844
2015-11-24,98.68000030517578
2015-11-25,99.56999969482422
2015-11-27,99.73999786376953
2015-11-30,100.37000274658203
2015-12-01,92.41000366210938
2015-12-02,94.8499984741211
2015-12-03,92.4800033569336
2015-12-04,92.5
2015-12-07,91.41000366210938
2015-12-08,90.18000030517578
2015-12-09,89.91999816894531
2015-12-10,90.16000366210938
2015-12-11,87.61000061035156
2015-12-14,86.83000183105469
2015-12-15,87.0999984741211
2015-12-16,87.36000061035156
2015-12-17,85.95999908447266
2015-12-18,85.20999908447266
2015-12-21,85.38999938964844
2015-12-22,87.41000366210938
2015-12-23,89.55999755859375
2015-12-24,89.30000305175781
2015-12-28,89.2699966430664
2015-12-29,89.8499984741211
2015-12-30,89.18000030517578
2015-12-31,88.01000213623047
2016-01-04,89.97000122070312
2016-01-05,89.08999633789062
2016-01-06,88.68000030517578
2016-01-07,87.19000244140625
2016-01-08,86.0199966430664
2016-01-11,85.41999816894531
2016-01-12,86.62999725341797
2016-01-13,84.9000015258789
2016-01-14,86.68000030517578
2016-01-15,84.3499984741211
2016-01-19,83.5199966430664
2016-01-20,84.23999786376953
2016-01-21,86.0199966430664
2016-01-22,86.41000366210938
2016-01-25,84.05000305175781
2016-01-26,85.37999725341797
2016-01-27,85.20999908447266
2016-01-28,86.94999694824219
2016-01-29,89.88999938964844
2016-02-01,91.16999816894531
2016-02-02,88.97000122070312
2016-02-03,90.66000366210938
2016-02-04,97.56999969482422
2016-02-05,99.0
2016-02-08,98.43000030517578
2016-02-09,99.69999694824219
2016-02-10,96.33000183105469
2016-02-11,95.25
2016-02-12,97.01000213623047
2016-02-16,99.13999938964844
2016-02-17,97.52999877929688
2016-02-18,97.19999694824219
2016-02-19,96.58999633789062
2016-02-22,98.52999877929688
2016-02-23,97.52999877929688
2016-02-24,96.12999725341797
2016-02-25,97.69999694824219
2016-02-26,97.66000366210938
2016-02-29,97.56999969482422
2016-03-01,100.26000213623047
2016-03-02,99.45999908447266
2016-03-03,101.25
2016-03-04,102.23999786376953
2016-03-07,105.06999969482422
2016-03-08,101.77999877929688
2016-03-09,102.06999969482422
2016-03-10,102.79000091552734
2016-03-11,104.0
2016-03-14,105.12000274658203
2016-03-15,104.58000183105469
2016-03-16,106.37999725341797
2016-03-17,109.58000183105469
2016-03-18,110.08999633789062
2016-03-21,110.61000061035156
2016-03-22,109.44999694824219
2016-03-23,107.73999786376953
2016-03-24,107.4000015258789
2016-03-28,108.44000244140625
2016-03-29,109.93000030517578
2016-03-30,109.30999755859375
2016-03-31,109.94000244140625
2016-04-01,110.12000274658203
2016-04-04,109.08999633789062
2016-04-05,108.0199966430664
2016-04-06,106.43000030517578
2016-04-07,105.08999633789062
2016-04-08,106.27999877929688
2016-04-11,106.26000213623047
2016-04-12,107.80000305175781
2016-04-13,113.69999694824219
2016-04-14,114.56999969482422
2016-04-15,115.31999969482422
2016-04-18,116.66000366210938
2016-04-19,117.75
2016-04-20,116.61000061035156
2016-04-21,115.13999938964844
2016-04-22,116.11000061035156
2016-04-25,114.91000366210938
2016-04-26,116.18000030517578
2016-04-27,116.72000122070312
2016-04-28,116.61000061035156
2016-04-29,117.02999877929688
2016-05-02,116.52999877929688
2016-05-03,118.5999984741211
2016-05-04,114.44000244140625
2016-05-05,113.88999938964844
2016-05-06,114.98999786376953
2016-05-09,112.41999816894531
2016-05-10,114.77999877929688
2016-05-11,114.72000122070312
2016-05-12,114.38999938964844
2016-05-13,111.79000091552734
2016-05-16,114.19000244140625
2016-05-17,114.27999877929688
2016-05-18,110.66999816894531
2016-05-19,108.08000183105469
2016-05-20,108.20999908447266
2016-05-23,108.16000366210938
2016-05-24,109.70999908447266
2016-05-25,113.16999816894531
2016-05-26,113.5
2016-05-27,113.23999786376953
2016-05-31,114.47000122070312
2016-06-01,114.12999725341797
2016-06-02,115.12999725341797
2016-06-03,113.63999938964844
2016-06-06,116.30000305175781
2016-06-07,117.1500015258789
2016-06-08,118.87000274658203
2016-06-09,118.63999938964844
2016-06-10,116.0
2016-06-13,113.73999786376953
2016-06-14,112.94999694824219
2016-06-15,113.44000244140625
2016-06-16,113.3499984741211
2016-06-17,114.18000030517578
2016-06-20,115.97000122070312
2016-06-21,115.36000061035156
2016-06-22,115.77999877929688
2016-06-23,118.95999908447266
2016-06-24,110.5
2016-06-27,105.75
2016-06-28,106.94000244140625
2016-06-29,109.7300033569336
2016-06-30,112.44000244140625
2016-07-01,112.91999816894531
2016-07-05,110.18000030517578
2016-07-06,110.61000061035156
2016-07-07,111.26000213623047
2016-07-08,114.69999694824219
2016-07-11,115.88999938964844
2016-07-12,118.9800033569336
2016-07-13,118.12999725341797
2016-07-14,119.47000122070312
2016-07-15,119.01000213623047
2016-07-18,118.19000244140625
2016-07-19,116.47000122070312
2016-07-20,117.55999755859375
2016-07-21,118.45999908447266
2016-07-22,118.20999908447266
