Date,UBER
2023-07-03,43.09000015258789
2023-07-05,43.65999984741211
2023-07-06,42.11000061035156
2023-07-07,42.90999984741211
2023-07-10,42.779998779296875
2023-07-11,44.36000061035156
2023-07-12,44.52000045776367
2023-07-13,45.63999938964844
2023-07-14,44.75
2023-07-17,45.5099983215332
2023-07-18,47.40999984741211
2023-07-19,47.119998931884766
2023-07-20,46.56999969482422
2023-07-21,47.22999954223633
2023-07-24,47.31999969482422
2023-07-25,47.16999816894531
2023-07-26,47.310001373291016
2023-07-27,46.61000061035156
2023-07-28,48.13999938964844
2023-07-31,49.459999084472656
2023-08-01,46.650001525878906
2023-08-02,46.959999084472656
2023-08-03,45.90999984741211
2023-08-04,45.20000076293945
2023-08-07,44.95000076293945
2023-08-08,45.15999984741211
2023-08-09,44.11000061035156
2023-08-10,44.599998474121094
2023-08-11,43.709999084472656
2023-08-14,44.849998474121094
2023-08-15,44.08000183105469
2023-08-16,43.650001525878906
2023-08-17,43.970001220703125
2023-08-18,44.689998626708984
2023-08-21,44.630001068115234
2023-08-22,44.349998474121094
2023-08-23,45.13999938964844
2023-08-24,44.68000030517578
2023-08-25,43.959999084472656
2023-08-28,44.150001525878906
2023-08-29,45.349998474121094
2023-08-30,46.5099983215332
2023-08-31,47.22999954223633
2023-09-01,47.040000915527344
2023-09-05,46.54999923706055
2023-09-06,45.900001525878906
2023-09-07,46.27000045776367
2023-09-08,47.2400016784668
2023-09-11,48.939998626708984
2023-09-12,47.91999816894531
2023-09-13,48.15999984741211
2023-09-14,48.31999969482422
2023-09-15,47.52000045776367
2023-09-18,46.5099983215332
2023-09-19,47.59000015258789
2023-09-20,46.54999923706055
2023-09-21,44.599998474121094
2023-09-22,44.40999984741211
2023-09-25,44.90999984741211
2023-09-26,44.27000045776367
2023-09-27,45.13999938964844
2023-09-28,46.13999938964844
2023-09-29,45.9900016784668
2023-10-02,45.68000030517578
2023-10-03,44.5099983215332
2023-10-04,44.939998626708984
2023-10-05,44.61000061035156
2023-10-06,45.779998779296875
2023-10-09,45.45000076293945
2023-10-10,46.630001068115234
2023-10-11,46.63999938964844
2023-10-12,45.95000076293945
2023-10-13,43.47999954223633
2023-10-16,44.709999084472656
2023-10-17,44.380001068115234
2023-10-18,43.0
2023-10-19,42.720001220703125
2023-10-20,42.959999084472656
2023-10-23,43.040000915527344
2023-10-24,44.189998626708984
2023-10-25,42.349998474121094
2023-10-26,40.619998931884766
2023-10-27,41.22999954223633
2023-10-30,42.72999954223633
2023-10-31,43.279998779296875
2023-11-01,43.83000183105469
2023-11-02,46.47999954223633
2023-11-03,47.75
2023-11-06,48.13999938964844
2023-11-07,49.91999816894531
2023-11-08,49.5
2023-11-09,50.04999923706055
2023-11-10,51.58000183105469
2023-11-13,52.2400016784668
2023-11-14,53.880001068115234
2023-11-15,53.7599983215332
2023-11-16,54.41999816894531
2023-11-17,54.439998626708984
2023-11-20,54.75
2023-11-21,54.849998474121094
2023-11-22,55.369998931884766
2023-11-24,55.31999969482422
2023-11-27,56.060001373291016
2023-11-28,56.209999084472656
2023-11-29,56.400001525878906
2023-11-30,56.380001068115234
2023-12-01,57.349998474121094
2023-12-04,58.630001068115234
2023-12-05,57.970001220703125
2023-12-06,59.75
2023-12-07,60.97999954223633
2023-12-08,61.70000076293945
2023-12-11,62.459999084472656
2023-12-12,62.720001220703125
2023-12-13,61.970001220703125
2023-12-14,62.5
2023-12-15,61.86000061035156
2023-12-18,61.72999954223633
2023-12-19,62.119998931884766
2023-12-20,60.68000030517578
2023-12-21,61.459999084472656
2023-12-22,61.709999084472656
2023-12-26,61.97999954223633
2023-12-27,63.279998779296875
2023-12-28,63.13999938964844
2023-12-29,61.56999969482422
2024-01-02,58.380001068115234
2024-01-03,58.25
2024-01-04,57.79999923706055
2024-01-05,57.58000183105469
2024-01-08,59.0099983215332
2024-01-09,60.29999923706055
2024-01-10,62.40999984741211
2024-01-11,63.470001220703125
2024-01-12,63.20000076293945
2024-01-16,63.650001525878906
2024-01-17,63.119998931884766
2024-01-18,64.87999725341797
2024-01-19,65.11000061035156
2024-01-22,64.55000305175781
2024-01-23,64.31999969482422
2024-01-24,63.7599983215332
2024-01-25,66.0
2024-01-26,65.5199966430664
2024-01-29,66.9800033569336
2024-01-30,66.83999633789062
2024-01-31,65.2699966430664
