Date,CME
2015-07-01,60.66751480102539
2015-07-02,61.03005599975586
2015-07-06,61.230735778808594
2015-07-07,61.657997131347656
2015-07-08,61.50914001464844
2015-07-09,62.77804183959961
2015-07-10,63.7750358581543
2015-07-13,63.50309753417969
2015-07-14,62.93984603881836
2015-07-15,63.32184600830078
2015-07-16,64.20228576660156
2015-07-17,64.5648422241211
2015-07-20,64.63604736328125
2015-07-21,63.89800262451172
2015-07-22,64.05339050292969
2015-07-23,62.551422119140625
2015-07-24,62.577327728271484
2015-07-27,61.85871124267578
2015-07-28,62.25363540649414
2015-07-29,62.80390930175781
2015-07-30,62.80390930175781
2015-07-31,62.17596435546875
2015-08-03,62.77804183959961
2015-08-04,62.59674072265625
2015-08-05,63.37361526489258
2015-08-06,62.855716705322266
2015-08-07,62.95282745361328
2015-08-10,63.4448356628418
2015-08-11,62.95928192138672
2015-08-12,62.810386657714844
2015-08-13,63.2635498046875
2015-08-14,63.548431396484375
2015-08-17,63.606685638427734
2015-08-18,63.632591247558594
2015-08-19,62.94636535644531
2015-08-20,62.18888473510742
2015-08-21,59.32740020751953
2015-08-24,57.449951171875
2015-08-25,57.6829948425293
2015-08-26,59.39213943481445
2015-08-27,60.70635986328125
2015-08-28,61.25666046142578
2015-08-31,61.140132904052734
2015-09-01,58.990760803222656
2015-09-02,59.922996520996094
2015-09-03,60.73225402832031
2015-09-04,59.83884048461914
2015-09-08,61.7199821472168
2015-09-09,59.88440704345703
2015-09-10,60.84125900268555
2015-09-11,61.49866485595703
2015-09-14,61.47267532348633
2015-09-15,61.99336624145508
2015-09-16,62.077999114990234
2015-09-17,60.092708587646484
2015-09-18,58.842933654785156
2015-09-21,59.85185241699219
2015-09-22,59.04471969604492
2015-09-23,59.38970184326172
2015-09-24,58.68671798706055
2015-09-25,60.131771087646484
2015-09-28,58.9210319519043
2015-09-29,58.836429595947266
2015-09-30,60.366085052490234
2015-10-01,61.04302978515625
2015-10-02,58.95359802246094
2015-10-05,59.383201599121094
2015-10-06,58.484920501708984
2015-10-07,59.031700134277344
2015-10-08,58.50444793701172
2015-10-09,57.476016998291016
2015-10-12,58.296173095703125
2015-10-13,57.449974060058594
2015-10-14,56.8381233215332
2015-10-15,58.055335998535156
2015-10-16,58.517478942871094
2015-10-19,59.493865966796875
2015-10-20,59.584991455078125
2015-10-21,58.80385208129883
2015-10-22,60.18385314941406
2015-10-23,61.15367126464844
2015-10-26,61.12114715576172
2015-10-27,61.114627838134766
2015-10-28,62.44902801513672
2015-10-29,63.4123649597168
2015-10-30,61.49217224121094
2015-11-02,62.76799011230469
2015-11-03,62.49458312988281
2015-11-04,62.091007232666016
2015-11-05,62.169132232666016
2015-11-06,63.002288818359375
2015-11-09,63.28217315673828
2015-11-10,63.562068939208984
2015-11-11,63.72481918334961
2015-11-12,62.71588897705078
2015-11-13,62.13008117675781
2015-11-16,62.38396072387695
2015-11-17,61.98035430908203
2015-11-18,62.59872817993164
2015-11-19,63.25614929199219
2015-11-20,63.549072265625
2015-11-23,63.347259521484375
2015-11-24,62.59223175048828
2015-11-25,62.442527770996094
2015-11-27,62.91118240356445
2015-11-30,63.562068939208984
2015-12-01,63.69227600097656
2015-12-02,63.939632415771484
2015-12-03,62.1170539855957
2015-12-04,64.876953125
2015-12-07,64.79232025146484
2015-12-08,63.9876594543457
2015-12-09,61.527854919433594
2015-12-10,62.09700393676758
2015-12-11,60.28485107421875
2015-12-14,61.94655990600586
2015-12-15,62.24745559692383
2015-12-16,62.48954391479492
2015-12-17,62.129695892333984
2015-12-18,60.546546936035156
2015-12-21,60.47458267211914
2015-12-22,61.94655990600586
2015-12-23,61.4066162109375
2015-12-24,62.020774841308594
2015-12-28,62.01402282714844
2015-12-29,62.30422592163086
2015-12-30,61.76432800292969
2015-12-31,61.14344024658203
2016-01-04,59.840946197509766
2016-01-05,60.31336975097656
2016-01-06,60.01641845703125
2016-01-07,59.071590423583984
2016-01-08,58.194244384765625
2016-01-11,58.680145263671875
2016-01-12,58.88261032104492
2016-01-13,56.80400466918945
2016-01-14,57.16171646118164
2016-01-15,57.16843795776367
2016-01-19,58.11325454711914
2016-01-20,56.82426071166992
2016-01-21,55.33277130126953
2016-01-22,57.208927154541016
2016-01-25,57.1212043762207
2016-01-26,58.288753509521484
2016-01-27,58.52492904663086
2016-01-28,58.77463150024414
2016-01-29,60.637290954589844
2016-02-01,60.360595703125
2016-02-02,60.13787841796875
2016-02-03,60.333587646484375
2016-02-04,58.26172637939453
2016-02-05,59.75996017456055
2016-02-08,60.86674118041992
2016-02-09,62.97235107421875
2016-02-10,61.096195220947266
2016-02-11,60.279605865478516
2016-02-12,61.514644622802734
2016-02-16,61.217674255371094
2016-02-17,62.18950653076172
2016-02-18,61.615840911865234
2016-02-19,62.97909164428711
2016-02-22,62.068016052246094
2016-02-23,62.020774841308594
2016-02-24,62.29075241088867
2016-02-25,62.891353607177734
2016-02-26,62.87786102294922
2016-02-29,61.710330963134766
2016-03-01,62.46620559692383
2016-03-02,62.965599060058594
2016-03-03,63.66745376586914
2016-03-04,63.9779167175293
2016-03-07,63.15456771850586
2016-03-08,63.36512756347656
2016-03-09,63.779441833496094
2016-03-10,63.663963317871094
2016-03-11,64.24810791015625
2016-03-14,65.47071838378906
2016-03-15,65.68807220458984
2016-03-16,65.46392059326172
2016-03-17,65.49109649658203
2016-03-18,65.17186737060547
2016-03-21,65.06997680664062
2016-03-22,64.92054748535156
2016-03-23,65.45034790039062
2016-03-24,64.64208984375
2016-03-28,64.66925048828125
2016-03-29,64.52659606933594
2016-03-30,64.91375732421875
2016-03-31,65.23977661132812
2016-04-01,65.85108947753906
2016-04-04,65.70845794677734
2016-04-05,64.20736694335938
2016-04-06,64.10547637939453
2016-04-07,62.63834762573242
2016-04-08,60.512367248535156
2016-04-11,60.926692962646484
2016-04-12,61.16440963745117
2016-04-13,61.31383514404297
2016-04-14,61.78932189941406
2016-04-15,62.108543395996094
2016-04-18,62.135711669921875
2016-04-19,62.91004943847656
2016-04-20,63.236053466796875
2016-04-21,63.202110290527344
2016-04-22,63.983219146728516
2016-04-25,63.64363098144531
2016-04-26,63.92887496948242
2016-04-27,64.15978240966797
2016-04-28,62.71306610107422
2016-04-29,62.42777633666992
2016-05-02,63.589263916015625
2016-05-03,63.052669525146484
2016-05-04,62.706302642822266
2016-05-05,63.12058639526367
2016-05-06,63.08665466308594
2016-05-09,63.84736251831055
2016-05-10,64.34999084472656
2016-05-11,63.63002395629883
2016-05-12,64.59452819824219
2016-05-13,64.07151794433594
2016-05-16,64.55377960205078
2016-05-17,64.14622497558594
2016-05-18,65.74242401123047
2016-05-19,65.05638122558594
2016-05-20,65.51145935058594
2016-05-23,65.63373565673828
2016-05-24,66.53030395507812
2016-05-25,66.37409973144531
2016-05-26,66.20430755615234
2016-05-27,66.97862243652344
2016-05-31,66.48957824707031
2016-06-01,66.57107543945312
2016-06-02,66.25182342529297
2016-06-03,65.75598907470703
2016-06-06,65.73563385009766
2016-06-07,65.23301696777344
2016-06-08,65.19880676269531
2016-06-09,64.9527587890625
2016-06-10,65.08946228027344
2016-06-13,65.10997772216797
2016-06-14,64.80921936035156
2016-06-15,64.37178039550781
2016-06-16,65.04163360595703
2016-06-17,64.31029510498047
2016-06-20,64.26927185058594
2016-06-21,63.90018081665039
2016-06-22,64.28295135498047
2016-06-23,65.72511291503906
2016-06-24,66.24456787109375
2016-06-27,63.54478073120117
2016-06-28,64.39913177490234
2016-06-29,65.67729187011719
2016-06-30,66.5726547241211
2016-07-01,65.84132385253906
2016-07-05,66.9007339477539
2016-07-06,67.06476593017578
2016-07-07,67.08525848388672
2016-07-08,67.597900390625
2016-07-11,67.91230773925781
2016-07-12,68.18571472167969
2016-07-13,68.13784790039062
2016-07-14,69.23148345947266
2016-07-15,69.60053253173828
2016-07-18,69.37498474121094
2016-07-19,69.9149398803711
2016-07-20,69.3613052368164
2016-07-21,69.05374908447266
2016-07-22,69.5732192993164
2016-07-25,69.41600036621094
2016-07-26,69.37498474121094
2016-07-27,70.20886993408203
2016-07-28,69.67573547363281
2016-07-29,69.88078308105469
2016-08-01,70.46173858642578
2016-08-02,70.59846496582031
2016-08-03,70.58477020263672
2016-08-04,70.64629364013672
2016-08-05,71.45964813232422
2016-08-08,71.2067642211914
2016-08-09,70.92652893066406
2016-08-10,70.90601348876953
2016-08-11,70.61894989013672
2016-08-12,70.95384979248047
2016-08-15,71.7056884765625
2016-08-16,71.07006072998047
2016-08-17,72.32086181640625
2016-08-18,72.6762924194336
2016-08-19,72.38236236572266
2016-08-22,72.30719757080078
