Date,YUM
2015-07-01,65.91661071777344
2015-07-02,65.81596374511719
2015-07-06,65.18331909179688
2015-07-07,64.62257385253906
2015-07-08,62.631202697753906
2015-07-09,63.256649017333984
2015-07-10,65.31991577148438
2015-07-13,65.49964141845703
2015-07-14,66.13227844238281
2015-07-15,63.89647674560547
2015-07-16,63.443565368652344
2015-07-17,63.17757034301758
2015-07-20,63.357295989990234
2015-07-21,63.70956039428711
2015-07-22,64.20560455322266
2015-07-23,63.134437561035156
2015-07-24,62.336448669433594
2015-07-27,61.8116455078125
2015-07-28,62.50898742675781
2015-07-29,63.09849166870117
2015-07-30,63.27821731567383
2015-07-31,63.09130096435547
2015-08-03,63.134437561035156
2015-08-04,63.40043258666992
2015-08-05,64.01150512695312
2015-08-06,63.09849166870117
2015-08-07,62.983463287353516
2015-08-10,63.134437561035156
2015-08-11,60.05751419067383
2015-08-12,58.00143814086914
2015-08-13,60.24442672729492
2015-08-14,60.09345626831055
2015-08-17,61.128684997558594
2015-08-18,60.53199005126953
2015-08-19,61.890724182128906
2015-08-20,58.82099151611328
2015-08-21,57.29690933227539
2015-08-24,55.49245071411133
2015-08-25,54.70884323120117
2015-08-26,57.28253173828125
2015-08-27,59.144500732421875
2015-08-28,58.82099151611328
2015-08-31,57.347232818603516
2015-09-01,56.865562438964844
2015-09-02,57.70668411254883
2015-09-03,57.670738220214844
2015-09-04,56.714595794677734
2015-09-08,58.77785873413086
2015-09-09,58.24586486816406
2015-09-10,57.44068908691406
2015-09-11,58.540618896484375
2015-09-14,58.19554138183594
2015-09-15,59.25233459472656
2015-09-16,59.719627380371094
2015-09-17,59.647735595703125
2015-09-18,57.620418548583984
2015-09-21,57.821712493896484
2015-09-22,57.00934600830078
2015-09-23,56.73616027832031
2015-09-24,56.30481719970703
2015-09-25,56.50611114501953
2015-09-28,54.6369514465332
2015-09-29,54.744789123535156
2015-09-30,57.47663497924805
2015-10-01,57.419124603271484
2015-10-02,58.6628303527832
2015-10-05,59.70524978637695
2015-10-06,59.97124481201172
2015-10-07,48.67721176147461
2015-10-08,48.49748229980469
2015-10-09,50.50323486328125
2015-10-12,50.927391052246094
2015-10-13,50.30913162231445
2015-10-14,49.30266189575195
2015-10-15,49.7987060546875
2015-10-16,51.876346588134766
2015-10-19,51.55284118652344
2015-10-20,52.50179672241211
2015-10-21,52.882816314697266
2015-10-22,52.250179290771484
2015-10-23,52.40114974975586
2015-10-26,53.32854080200195
2015-10-27,52.60244369506836
2015-10-28,52.45866394042969
2015-10-29,52.12796401977539
2015-10-30,50.97771453857422
2015-11-02,51.63911056518555
2015-11-03,51.91229248046875
2015-11-04,51.430625915527344
2015-11-05,51.16463088989258
2015-11-06,51.2149543762207
2015-11-09,49.6046028137207
2015-11-10,49.432064056396484
2015-11-11,49.20201110839844
2015-11-12,48.253055572509766
2015-11-13,49.94248580932617
2015-11-16,49.475196838378906
2015-11-17,50.280372619628906
2015-11-18,51.128684997558594
2015-11-19,51.531272888183594
2015-11-20,52.30769348144531
2015-11-23,52.25736999511719
2015-11-24,52.034507751464844
2015-11-25,52.18547821044922
2015-11-27,52.451473236083984
2015-11-30,52.12796401977539
2015-12-01,53.544212341308594
2015-12-02,53.88209915161133
2015-12-03,52.57368850708008
2015-12-04,54.73759841918945
2015-12-07,54.931705474853516
2015-12-08,54.342201232910156
2015-12-09,53.055355072021484
2015-12-10,52.6168212890625
2015-12-11,51.258087158203125
2015-12-14,51.50970458984375
2015-12-15,52.19985580444336
2015-12-16,52.868438720703125
2015-12-17,51.90510559082031
2015-12-18,51.646297454833984
2015-12-21,52.767791748046875
2015-12-22,52.480228424072266
2015-12-23,53.285404205322266
2015-12-24,53.19913864135742
2015-12-28,53.084110260009766
2015-12-29,53.371673583984375
2015-12-30,53.06254577636719
