Date,GL
2015-07-01,53.808311462402344
2015-07-02,53.726112365722656
2015-07-06,53.497772216796875
2015-07-07,53.66217041015625
2015-07-08,52.54782485961914
2015-07-09,52.76704788208008
2015-07-10,53.66217041015625
2015-07-13,54.009273529052734
2015-07-14,54.29242706298828
2015-07-15,54.986602783203125
2015-07-16,55.65338897705078
2015-07-17,55.09622573852539
2015-07-20,55.1510124206543
2015-07-21,55.10535430908203
2015-07-22,55.27887725830078
2015-07-23,54.84046936035156
2015-07-24,56.7768669128418
2015-07-27,55.90913772583008
2015-07-28,54.68519592285156
2015-07-29,56.1466178894043
2015-07-30,56.43890380859375
2015-07-31,56.27448654174805
2015-08-03,56.92301559448242
2015-08-04,56.94129943847656
2015-08-05,57.260963439941406
2015-08-06,56.795127868652344
2015-08-07,56.60332489013672
2015-08-10,57.65373992919922
2015-08-11,57.4162483215332
2015-08-12,57.060028076171875
2015-08-13,56.813411712646484
2015-08-14,57.08741760253906
2015-08-17,57.279239654541016
2015-08-18,57.20615768432617
2015-08-19,57.10569381713867
2015-08-20,55.836063385009766
2015-08-21,54.210205078125
2015-08-24,51.54308319091797
2015-08-25,50.80323028564453
2015-08-26,52.56608581542969
2015-08-27,53.726112365722656
2015-08-28,53.81745529174805
2015-08-31,53.397281646728516
2015-09-01,51.76230239868164
2015-09-02,52.45649719238281
2015-09-03,52.68483352661133
2015-09-04,51.97239303588867
2015-09-08,52.785308837890625
2015-09-09,52.18246078491211
2015-09-10,52.246402740478516
2015-09-11,52.630035400390625
2015-09-14,52.38341522216797
2015-09-15,53.20545959472656
2015-09-16,53.4886474609375
2015-09-17,52.74878692626953
2015-09-18,51.7531852722168
2015-09-21,52.529563903808594
2015-09-22,51.826255798339844
2015-09-23,51.9632682800293
2015-09-24,51.92672348022461
2015-09-25,52.419952392578125
2015-09-28,51.369537353515625
2015-09-29,51.76230239868164
2015-09-30,51.638710021972656
2015-10-01,51.638710021972656
2015-10-02,51.73942184448242
2015-10-05,52.444419860839844
2015-10-06,52.23382568359375
2015-10-07,52.77402877807617
2015-10-08,53.012081146240234
2015-10-09,53.012081146240234
2015-10-12,53.14940643310547
2015-10-13,52.56344985961914
2015-10-14,51.90422058105469
2015-10-15,52.68246841430664
2015-10-16,53.17686462402344
2015-10-19,53.0670051574707
2015-10-20,53.167728424072266
2015-10-21,52.75571060180664
2015-10-22,53.46071243286133
2015-10-23,54.04668045043945
2015-10-26,53.515647888183594
2015-10-27,51.96831512451172
2015-10-28,53.497337341308594
2015-10-29,53.762840270996094
2015-10-30,53.11279296875
2015-11-02,54.02836608886719
2015-11-03,53.790306091308594
2015-11-04,53.479026794433594
2015-11-05,53.61636734008789
2015-11-06,54.715049743652344
2015-11-09,54.339656829833984
2015-11-10,54.980567932128906
2015-11-11,54.733360290527344
2015-11-12,53.78116226196289
2015-11-13,53.60719680786133
