Date,LB
2016-01-04,75.99029541015625
2016-01-05,78.00323486328125
2016-01-06,76.50768280029297
2016-01-07,78.0274887084961
2016-01-08,75.36782836914062
2016-01-11,75.19805908203125
2016-01-12,76.89571380615234
2016-01-13,74.5755844116211
2016-01-14,76.1519775390625
2016-01-15,74.64834594726562
2016-01-19,75.30315399169922
2016-01-20,73.3872299194336
2016-01-21,75.48908233642578
2016-01-22,77.54244232177734
2016-01-25,77.01697540283203
2016-01-26,77.3322525024414
2016-01-27,75.96604919433594
2016-01-28,76.37833404541016
2016-01-29,77.72837829589844
2016-02-01,78.05982208251953
2016-02-02,76.96038818359375
2016-02-03,76.9361343383789
2016-02-04,71.60064697265625
2016-02-05,68.76313781738281
2016-02-08,65.5699234008789
2016-02-09,66.5400161743164
2016-02-10,67.93047332763672
2016-02-11,67.9062271118164
2016-02-12,66.18431854248047
2016-02-16,67.34842681884766
2016-02-17,66.16815185546875
2016-02-18,67.66370391845703
2016-02-19,67.85771942138672
2016-02-22,67.86580657958984
2016-02-23,67.841552734375
2016-02-24,67.25141143798828
2016-02-25,69.25626373291016
2016-02-26,68.21341705322266
2016-02-29,68.54486846923828
2016-03-01,70.27485656738281
2016-03-02,70.46887969970703
2016-03-03,70.07275390625
2016-03-04,70.73564910888672
2016-03-07,69.43411254882812
2016-03-08,69.47453308105469
2016-03-09,69.29668426513672
2016-03-10,69.7898178100586
2016-03-11,69.78173065185547
2016-03-14,69.97574615478516
2016-03-15,70.3314437866211
2016-03-16,70.40420532226562
2016-03-17,70.14551544189453
2016-03-18,70.99433898925781
2016-03-21,70.14551544189453
2016-03-22,69.30477142333984
2016-03-23,68.9571533203125
2016-03-24,69.353271484375
2016-03-28,70.15359497070312
2016-03-29,70.29911041259766
2016-03-30,71.43896484375
2016-03-31,70.98625946044922
2016-04-01,71.20452880859375
2016-04-04,70.08892822265625
2016-04-05,69.22393035888672
2016-04-06,69.6038818359375
2016-04-07,68.0274887084961
2016-04-08,65.07679748535156
2016-04-11,64.09054565429688
2016-04-12,63.9207763671875
2016-04-13,64.51899719238281
2016-04-14,65.37590789794922
2016-04-15,66.49959564208984
2016-04-18,65.78011322021484
2016-04-19,64.1309585571289
2016-04-20,63.185123443603516
2016-04-21,62.417137145996094
2016-04-22,62.0533561706543
2016-04-25,62.966854095458984
2016-04-26,63.41956329345703
2016-04-27,63.71059036254883
2016-04-28,64.26839447021484
2016-04-29,63.290218353271484
2016-05-02,64.30072784423828
2016-05-03,63.993534088134766
2016-05-04,64.81810760498047
2016-05-05,57.01697540283203
2016-05-06,56.25707244873047
2016-05-09,56.61277389526367
2016-05-10,55.90945816040039
2016-05-11,54.51899719238281
2016-05-12,54.502830505371094
2016-05-13,53.9531135559082
2016-05-16,53.65400314331055
2016-05-17,52.8455924987793
2016-05-18,51.56022644042969
2016-05-19,49.00565719604492
2016-05-20,51.366207122802734
2016-05-23,51.15602111816406
2016-05-24,51.94826126098633
2016-05-25,53.47615051269531
2016-05-26,53.71867370605469
2016-05-27,54.90703201293945
2016-05-31,55.41632843017578
2016-06-01,55.30315399169922
2016-06-02,57.66370391845703
2016-06-03,57.4130973815918
2016-06-06,56.936134338378906
2016-06-07,56.7987060546875
2016-06-08,56.39450454711914
2016-06-09,55.79627990722656
2016-06-10,55.29507064819336
2016-06-13,54.381568908691406
2016-06-14,53.60549545288086
2016-06-15,54.890865325927734
2016-06-16,54.81002426147461
2016-06-17,55.19805908203125
2016-06-20,54.82619094848633
2016-06-21,55.125301361083984
2016-06-22,55.48908615112305
2016-06-23,55.90137481689453
2016-06-24,54.551334381103516
2016-06-27,52.75666809082031
2016-06-28,52.942604064941406
2016-06-29,54.227970123291016
2016-06-30,54.26839065551758
2016-07-01,54.59175491333008
2016-07-05,54.19563674926758
2016-07-06,55.35165786743164
2016-07-07,54.51091384887695
2016-07-08,55.925628662109375
2016-07-11,56.1115608215332
2016-07-12,57.105899810791016
2016-07-13,56.68553161621094
2016-07-14,56.475345611572266
2016-07-15,56.151981353759766
2016-07-18,56.91996765136719
2016-07-19,56.83912658691406
2016-07-20,57.14632034301758
2016-07-21,57.219078063964844
2016-07-22,57.930477142333984
2016-07-25,59.919158935546875
2016-07-26,60.0323371887207
2016-07-27,59.46644973754883
2016-07-28,59.62004852294922
2016-07-29,59.741310119628906
2016-08-01,60.12934494018555
2016-08-02,58.41551971435547
2016-08-03,58.62570571899414
2016-08-04,58.860145568847656
2016-08-05,60.3233642578125
2016-08-08,59.78981399536133
2016-08-09,58.2376708984375
2016-08-10,58.56911849975586
2016-08-11,59.66046905517578
2016-08-12,59.54729080200195
2016-08-15,60.097007751464844
2016-08-16,59.99191665649414
2016-08-17,59.87065505981445
2016-08-18,62.950687408447266
2016-08-19,62.86176300048828
2016-08-22,63.07194900512695
2016-08-23,62.886016845703125
2016-08-24,62.46564483642578
2016-08-25,62.1907844543457
2016-08-26,61.64915084838867
2016-08-29,62.10994338989258
