Date,SIG
2015-07-01,103.39096069335938
2015-07-02,103.03313446044922
2015-07-06,102.67528533935547
2015-07-07,101.66682434082031
2015-07-08,99.00745391845703
2015-07-09,98.1860580444336
2015-07-10,98.9261245727539
2015-07-13,100.41439819335938
2015-07-14,101.04059600830078
2015-07-15,100.49571990966797
2015-07-16,99.9345474243164
2015-07-17,99.44660949707031
2015-07-20,99.74752807617188
2015-07-21,99.9996109008789
2015-07-22,100.60143280029297
2015-07-23,100.43065643310547
2015-07-24,98.43812561035156
2015-07-27,96.47003936767578
2015-07-28,98.2999038696289
2015-07-29,99.03997802734375
2015-07-30,99.27626037597656
2015-07-31,98.76295471191406
2015-08-03,98.83627319335938
2015-08-04,99.01551055908203
2015-08-05,99.38215637207031
2015-08-06,97.80970001220703
2015-08-07,98.04597473144531
2015-08-10,99.08071899414062
2015-08-11,97.76082611083984
2015-08-12,97.5652847290039
2015-08-13,98.04597473144531
2015-08-14,98.69780731201172
2015-08-17,100.4738998413086
2015-08-18,101.13384246826172
2015-08-19,103.06478118896484
2015-08-20,102.47003936767578
2015-08-21,100.31095886230469
2015-08-24,97.58158874511719
2015-08-25,95.781005859375
2015-08-26,98.81999206542969
2015-08-27,113.10240173339844
2015-08-28,113.78678894042969
2015-08-31,112.43431854248047
2015-09-01,109.21611785888672
2015-09-02,112.49950408935547
2015-09-03,111.74994659423828
2015-09-04,111.23664855957031
2015-09-08,113.89270782470703
2015-09-09,112.17359924316406
2015-09-10,112.36913299560547
2015-09-11,113.4446029663086
2015-09-14,112.69500732421875
2015-09-15,111.96174621582031
2015-09-16,113.02092742919922
2015-09-17,112.32025146484375
2015-09-18,111.5136947631836
2015-09-21,112.90687561035156
2015-09-22,112.92315673828125
2015-09-23,115.42443084716797
2015-09-24,115.36739349365234
2015-09-25,114.07197570800781
2015-09-28,112.38541412353516
2015-09-29,109.01239013671875
2015-09-30,110.91075134277344
2015-10-01,109.96563720703125
2015-10-02,111.17146301269531
2015-10-05,112.67059326171875
2015-10-06,110.92704772949219
2015-10-07,112.6787338256836
2015-10-08,115.63626861572266
2015-10-09,116.50801086425781
2015-10-12,117.94197082519531
2015-10-13,116.23102569580078
2015-10-14,114.81336975097656
2015-10-15,115.40811920166016
2015-10-16,116.49988555908203
2015-10-19,119.00933074951172
2015-10-20,118.83818817138672
2015-10-21,119.22927856445312
2015-10-22,120.24765014648438
2015-10-23,117.94197082519531
2015-10-26,120.40247344970703
2015-10-27,120.33732604980469
2015-10-28,121.77941131591797
2015-10-29,122.85645294189453
2015-10-30,123.15837097167969
2015-11-02,121.71410369873047
2015-11-03,120.8899917602539
2015-11-04,120.92268371582031
2015-11-05,120.56365203857422
2015-11-06,119.6497802734375
2015-11-09,119.82115936279297
2015-11-10,122.17102813720703
2015-11-11,118.3606185913086
2015-11-12,115.1621322631836
2015-11-13,111.31085968017578
2015-11-16,113.13040924072266
2015-11-17,112.5347671508789
2015-11-18,114.7133560180664
2015-11-19,113.99532318115234
2015-11-20,112.27367401123047
2015-11-23,114.76231384277344
2015-11-24,110.06246948242188
2015-11-25,110.470458984375
2015-11-27,108.552978515625
2015-11-30,107.20669555664062
2015-12-01,106.92108917236328
2015-12-02,105.61558532714844
2015-12-03,104.40799713134766
2015-12-04,106.09697723388672
2015-12-07,104.01634979248047
2015-12-08,101.8867416381836
2015-12-09,98.7535171508789
2015-12-10,99.09619903564453
2015-12-11,95.7508544921875
2015-12-14,95.29393005371094
2015-12-15,95.45711517333984
2015-12-16,95.46526336669922
2015-12-17,94.99201965332031
2015-12-18,93.80889892578125
2015-12-21,95.84873962402344
2015-12-22,98.50056457519531
2015-12-23,99.4552230834961
2015-12-24,97.6193618774414
2015-12-28,98.63928985595703
2015-12-29,99.47972869873047
2015-12-30,99.35731506347656
2015-12-31,100.92391204833984
2016-01-04,101.85408020019531
2016-01-05,102.46605682373047
2016-01-06,103.87763214111328
2016-01-07,108.74880981445312
2016-01-08,103.56757354736328
2016-01-11,102.95559692382812
2016-01-12,103.58389282226562
2016-01-13,101.19317626953125
2016-01-14,101.58484649658203
2016-01-15,99.15331268310547
2016-01-19,99.71631622314453
2016-01-20,98.43529510498047
2016-01-21,97.52960205078125
2016-01-22,99.985595703125
2016-01-25,96.86051940917969
2016-01-26,96.77075958251953
2016-01-27,96.7870864868164
2016-01-28,92.69163513183594
2016-01-29,94.8251953125
2016-02-01,98.60183715820312
2016-02-02,94.16307067871094
2016-02-03,91.00765228271484
2016-02-04,89.7732925415039
2016-02-05,85.98027801513672
2016-02-08,82.1055679321289
2016-02-09,78.70489501953125
2016-02-10,79.21989440917969
2016-02-11,77.42149353027344
2016-02-12,80.62593078613281
2016-02-16,85.13829040527344
2016-02-17,86.13561248779297
2016-02-18,84.95843505859375
2016-02-19,84.8685302734375
2016-02-22,84.23090362548828
2016-02-23,81.88481140136719
2016-02-24,80.08641052246094
2016-02-25,79.43245697021484
2016-02-26,81.03466033935547
2016-02-29,88.61249542236328
2016-03-01,91.93136596679688
2016-03-02,92.34011840820312
2016-03-03,91.55535125732422
2016-03-04,91.4408950805664
2016-03-07,91.68616485595703
2016-03-08,89.11115264892578
2016-03-09,88.35909271240234
2016-03-10,89.6343002319336
2016-03-11,90.90953063964844
2016-03-14,91.51447296142578
2016-03-15,91.18750762939453
2016-03-16,92.79790496826172
2016-03-17,94.86607360839844
2016-03-18,95.99414825439453
2016-03-21,96.48463439941406
2016-03-22,96.69717407226562
2016-03-23,96.46829223632812
2016-03-24,99.25582122802734
2016-03-28,100.343017578125
2016-03-29,100.47383880615234
2016-03-30,97.83343505859375
2016-03-31,101.38939666748047
2016-04-01,101.34031677246094
2016-04-04,98.9369888305664
2016-04-05,97.9805908203125
2016-04-06,98.12773132324219
2016-04-07,94.88240814208984
2016-04-08,93.19025421142578
2016-04-11,91.75970458984375
2016-04-12,91.97224426269531
2016-04-13,94.31835174560547
2016-04-14,92.04581451416016
2016-04-15,91.6371078491211
2016-04-18,92.54447174072266
2016-04-19,91.46542358398438
2016-04-20,91.7106704711914
2016-04-21,91.64527130126953
2016-04-22,91.4818115234375
2016-04-25,89.39726257324219
2016-04-26,91.15479278564453
2016-04-27,91.70379638671875
2016-04-28,89.05722045898438
2016-04-29,88.95068359375
2016-05-02,89.70451354980469
2016-05-03,89.63896942138672
2016-05-04,89.70451354980469
2016-05-05,89.06539916992188
2016-05-06,88.483642578125
2016-05-09,88.18048095703125
2016-05-10,88.58196258544922
2016-05-11,85.197998046875
2016-05-12,85.29629516601562
2016-05-13,84.47694396972656
2016-05-16,87.01698303222656
2016-05-17,86.93502807617188
2016-05-18,87.47584533691406
2016-05-19,89.04081726074219
2016-05-20,87.83635711669922
2016-05-23,88.45087432861328
2016-05-24,86.67284393310547
2016-05-25,88.79501342773438
2016-05-26,79.4787826538086
2016-05-27,81.59276580810547
2016-05-31,81.09296417236328
2016-06-01,80.89630889892578
2016-06-02,75.57040405273438
2016-06-03,72.26013946533203
2016-06-06,70.78526306152344
2016-06-07,70.38379669189453
2016-06-08,73.1778564453125
2016-06-09,73.41545104980469
2016-06-10,73.03034973144531
2016-06-13,70.06424713134766
2016-06-14,68.72048950195312
2016-06-15,67.99943542480469
2016-06-16,67.20465087890625
2016-06-17,69.56442260742188
2016-06-20,70.47390747070312
2016-06-21,69.83480834960938
2016-06-22,70.03146362304688
2016-06-23,70.92456817626953
2016-06-24,67.20465087890625
2016-06-27,64.94317626953125
2016-06-28,66.13947296142578
2016-06-29,67.18826293945312
2016-06-30,67.52421569824219
2016-07-01,68.94988250732422
2016-07-05,66.60651397705078
2016-07-06,67.2538070678711
2016-07-07,67.57334899902344
2016-07-08,69.01544952392578
2016-07-11,71.92420196533203
2016-07-12,72.98120880126953
2016-07-13,72.73538208007812
2016-07-14,75.0460205078125
2016-07-15,74.02178955078125
2016-07-18,75.594970703125
2016-07-19,74.0627670288086
2016-07-20,73.37448120117188
2016-07-21,71.6620101928711
2016-07-22,73.35810089111328
2016-07-25,72.80913543701172
2016-07-26,73.30074310302734
2016-07-27,71.67366790771484
2016-07-28,71.42713928222656
2016-07-29,72.24066925048828
2016-08-01,71.23815155029297
2016-08-02,68.69070434570312
2016-08-03,69.34811401367188
2016-08-04,70.84370422363281
2016-08-05,71.49288940429688
2016-08-08,72.23248291015625
2016-08-09,72.04348754882812
2016-08-10,71.5504150390625
2016-08-11,74.4676513671875
2016-08-12,74.960693359375
2016-08-15,76.1522445678711
2016-08-16,75.95503997802734
2016-08-17,74.74703216552734
2016-08-18,76.37411499023438
2016-08-19,76.46450805664062
2016-08-22,75.93859100341797
2016-08-23,78.0587158203125
2016-08-24,78.47782897949219
2016-08-25,68.56742095947266
2016-08-26,66.27472686767578
2016-08-29,65.88848876953125
2016-08-30,65.68306732177734
2016-08-31,67.36768341064453
2016-09-01,66.25828552246094
2016-09-02,67.38410186767578
2016-09-06,66.64451599121094
2016-09-07,67.7785415649414
2016-09-08,67.19509887695312
2016-09-09,63.193115234375
2016-09-12,64.54080200195312
2016-09-13,64.89418029785156
2016-09-14,65.07498168945312
2016-09-15,64.91883850097656
2016-09-16,63.90803909301758
2016-09-19,63.43965530395508
2016-09-20,62.05912399291992
2016-09-21,62.297420501708984
2016-09-22,63.497169494628906
2016-09-23,64.89418029785156
2016-09-26,62.70829391479492
2016-09-27,61.37702560424805
2016-09-28,61.549617767333984
2016-09-29,60.119773864746094
2016-09-30,61.24555969238281
2016-10-03,62.22346115112305
2016-10-04,63.94914627075195
2016-10-05,66.91568756103516
2016-10-06,66.99787139892578
2016-10-07,65.79810333251953
2016-10-10,67.02252197265625
2016-10-11,66.06927490234375
2016-10-12,66.61162567138672
2016-10-13,66.60342407226562
2016-10-14,66.60342407226562
2016-10-17,65.47759246826172
2016-10-18,66.06927490234375
2016-10-19,66.48017883300781
2016-10-20,66.50480651855469
2016-10-21,65.74881744384766
2016-10-24,65.510498046875
2016-10-25,66.6938247680664
2016-10-26,67.97988891601562
2016-10-27,66.08377838134766
2016-10-28,66.28987121582031
2016-10-31,66.9905776977539
2016-11-01,66.54542541503906
