Date,AIG
2015-07-01,47.805782318115234
2015-07-02,47.59876251220703
2015-07-06,47.42241668701172
2015-07-07,47.698455810546875
2015-07-08,46.89336395263672
2015-07-09,47.3534049987793
2015-07-10,48.0128059387207
2015-07-13,48.59552764892578
2015-07-14,48.741207122802734
2015-07-15,49.093902587890625
2015-07-16,49.19358444213867
2015-07-17,49.10924530029297
2015-07-20,49.101566314697266
2015-07-21,49.07088851928711
2015-07-22,49.48494338989258
2015-07-23,49.17823791503906
2015-07-24,48.79487609863281
2015-07-27,48.48817443847656
2015-07-28,48.81020736694336
2015-07-29,49.48494338989258
2015-07-30,49.477256774902344
2015-07-31,49.16289138793945
2015-08-03,49.18590545654297
2015-08-04,47.79812240600586
2015-08-05,48.27348709106445
2015-08-06,48.319488525390625
2015-08-07,48.60319137573242
2015-08-10,49.063236236572266
2015-08-11,48.54186248779297
2015-08-12,48.50350570678711
2015-08-13,48.48817443847656
2015-08-14,49.2625846862793
2015-08-17,49.3009147644043
2015-08-18,48.84855270385742
2015-08-19,48.24281692504883
2015-08-20,47.31509017944336
2015-08-21,45.79694366455078
2015-08-24,43.65776443481445
2015-08-25,43.427730560302734
2015-08-26,45.35992431640625
2015-08-27,46.85504150390625
2015-08-28,46.770694732666016
2015-08-31,46.264652252197266
2015-09-01,45.03020477294922
2015-09-02,45.31390380859375
2015-09-03,45.58226776123047
2015-09-04,44.53183364868164
2015-09-08,45.42124557495117
2015-09-09,44.87687301635742
2015-09-10,44.85375213623047
2015-09-11,44.938507080078125
2015-09-14,44.684268951416016
2015-09-15,45.18504333496094
2015-09-16,45.37763977050781
2015-09-17,45.01553726196289
2015-09-18,44.5147819519043
2015-09-21,44.707374572753906
2015-09-22,44.129554748535156
2015-09-23,43.990901947021484
2015-09-24,43.83680725097656
2015-09-25,44.32986831665039
2015-09-28,42.8814811706543
2015-09-29,42.92771911621094
2015-09-30,43.77516555786133
2015-10-01,43.85220718383789
2015-10-02,44.060218811035156
2015-10-05,44.899967193603516
2015-10-06,44.437744140625
2015-10-07,44.545589447021484
2015-10-08,44.86917495727539
2015-10-09,44.830631256103516
2015-10-12,45.20814895629883
2015-10-13,45.215843200683594
2015-10-14,44.707374572753906
2015-10-15,45.60105514526367
2015-10-16,46.2251091003418
2015-10-19,46.2251091003418
2015-10-20,46.43312454223633
2015-10-21,46.40229415893555
2015-10-22,46.80290603637695
2015-10-23,47.21122741699219
2015-10-26,47.11878967285156
2015-10-27,46.933895111083984
2015-10-28,49.22201919555664
2015-10-29,48.91386795043945
2015-10-30,48.582584381103516
2015-11-02,49.10646057128906
2015-11-03,46.96470260620117
2015-11-04,46.841434478759766
2015-11-05,47.76593780517578
2015-11-06,47.71200942993164
2015-11-09,47.157310485839844
2015-11-10,47.26515579223633
2015-11-11,46.741275787353516
2015-11-12,45.747440338134766
2015-11-13,45.693511962890625
2015-11-16,46.73357009887695
2015-11-17,46.995521545410156
2015-11-18,47.735107421875
2015-11-19,47.750526428222656
2015-11-20,47.927711486816406
2015-11-23,48.3514518737793
2015-11-24,48.6287956237793
2015-11-25,48.65191650390625
2015-11-27,49.060237884521484
2015-11-30,48.98320388793945
2015-12-01,49.39923095703125
2015-12-02,48.921573638916016
2015-12-03,48.25606155395508
2015-12-04,49.51742172241211
2015-12-07,48.596553802490234
2015-12-08,48.5578727722168
2015-12-09,48.116783142089844
2015-12-10,47.18817901611328
2015-12-11,46.0119514465332
2015-12-14,45.20717239379883
2015-12-15,46.383392333984375
2015-12-16,47.149478912353516
2015-12-17,46.530418395996094
2015-12-18,46.12029266357422
2015-12-21,46.406612396240234
2015-12-22,46.994720458984375
2015-12-23,47.52092361450195
2015-12-24,47.7453498840332
2015-12-28,47.66794967651367
2015-12-29,48.395362854003906
2015-12-30,48.37215042114258
2015-12-31,47.954280853271484
2016-01-04,46.7625732421875
2016-01-05,46.925079345703125
2016-01-06,46.23638153076172
2016-01-07,45.12978744506836
2016-01-08,44.456573486328125
2016-01-11,44.64228439331055
2016-01-12,44.85122299194336
2016-01-13,43.852970123291016
2016-01-14,44.34048080444336
2016-01-15,43.40415954589844
2016-01-19,43.458316802978516
2016-01-20,42.599361419677734
2016-01-21,42.800567626953125
2016-01-22,43.605350494384766
2016-01-25,42.839256286621094
2016-01-26,43.264862060546875
2016-01-27,42.204715728759766
2016-01-28,42.336273193359375
2016-01-29,43.70594787597656
2016-02-01,43.55891418457031
2016-02-02,42.8160400390625
2016-02-03,42.026737213134766
2016-02-04,41.802310943603516
2016-02-05,41.29933166503906
2016-02-08,40.47133255004883
2016-02-09,40.43265151977539
2016-02-10,40.58740997314453
2016-02-11,39.093910217285156
2016-02-12,41.01301193237305
2016-02-16,40.285621643066406
2016-02-17,40.75764465332031
2016-02-18,40.177276611328125
2016-02-19,39.875484466552734
2016-02-22,40.31655502319336
2016-02-23,39.51177978515625
2016-02-24,39.40346145629883
2016-02-25,39.75166320800781
2016-02-26,39.53500747680664
2016-02-29,38.846290588378906
2016-03-01,40.14631652832031
2016-03-02,40.107643127441406
2016-03-03,40.44811248779297
2016-03-04,40.47133255004883
2016-03-07,40.74991226196289
2016-03-08,40.185020446777344
2016-03-09,39.921905517578125
2016-03-10,40.13215255737305
2016-03-11,41.183353424072266
2016-03-14,41.16777038574219
2016-03-15,41.28457260131836
2016-03-16,41.19892120361328
2016-03-17,41.40916061401367
2016-03-18,41.821834564208984
2016-03-21,41.71283721923828
2016-03-22,41.82964324951172
2016-03-23,41.61160659790039
2016-03-24,41.2534294128418
2016-03-28,41.58824920654297
2016-03-29,41.572669982910156
2016-03-30,42.45256042480469
2016-03-31,42.086585998535156
2016-04-01,42.740657806396484
2016-04-04,42.359130859375
2016-04-05,41.79848098754883
2016-04-06,42.133304595947266
2016-04-07,41.35464096069336
2016-04-08,41.39358139038086
2016-04-11,41.58824920654297
2016-04-12,41.884132385253906
2016-04-13,42.93532943725586
2016-04-14,43.02876663208008
2016-04-15,42.787384033203125
2016-04-18,43.04434585571289
2016-04-19,43.38695526123047
2016-04-20,43.698421478271484
2016-04-21,43.231224060058594
