Date,COP
2015-07-01,60.029998779296875
2015-07-02,60.52000045776367
2015-07-06,59.060001373291016
2015-07-07,59.650001525878906
2015-07-08,58.36000061035156
2015-07-09,58.66999816894531
2015-07-10,59.130001068115234
2015-07-13,58.93000030517578
2015-07-14,59.529998779296875
2015-07-15,58.41999816894531
2015-07-16,57.95000076293945
2015-07-17,57.20000076293945
2015-07-20,56.56999969482422
2015-07-21,56.4900016784668
2015-07-22,55.83000183105469
2015-07-23,54.040000915527344
2015-07-24,52.09000015258789
2015-07-27,50.650001525878906
2015-07-28,52.2400016784668
2015-07-29,52.900001525878906
2015-07-30,52.06999969482422
2015-07-31,50.34000015258789
2015-08-03,49.709999084472656
2015-08-04,49.869998931884766
2015-08-05,49.119998931884766
2015-08-06,50.279998779296875
2015-08-07,48.84000015258789
2015-08-10,50.20000076293945
2015-08-11,50.400001525878906
2015-08-12,51.540000915527344
2015-08-13,50.099998474121094
2015-08-14,49.77000045776367
2015-08-17,49.560001373291016
2015-08-18,49.5099983215332
2015-08-19,47.68000030517578
2015-08-20,47.0
2015-08-21,45.38999938964844
2015-08-24,42.93000030517578
2015-08-25,42.189998626708984
2015-08-26,43.40999984741211
2015-08-27,45.869998931884766
2015-08-28,46.81999969482422
2015-08-31,49.150001525878906
2015-09-01,47.75
2015-09-02,48.189998626708984
2015-09-03,48.18000030517578
2015-09-04,47.20000076293945
2015-09-08,48.459999084472656
2015-09-09,47.849998474121094
2015-09-10,48.43000030517578
2015-09-11,47.36000061035156
2015-09-14,46.77000045776367
2015-09-15,47.279998779296875
2015-09-16,49.470001220703125
2015-09-17,50.130001068115234
2015-09-18,48.36000061035156
2015-09-21,48.75
2015-09-22,48.619998931884766
2015-09-23,47.86000061035156
2015-09-24,47.7599983215332
2015-09-25,47.189998626708984
2015-09-28,45.849998474121094
2015-09-29,46.56999969482422
2015-09-30,47.959999084472656
2015-10-01,48.15999984741211
2015-10-02,51.189998626708984
2015-10-05,52.97999954223633
2015-10-06,55.13999938964844
2015-10-07,55.27000045776367
2015-10-08,56.279998779296875
2015-10-09,56.099998474121094
2015-10-12,55.27000045776367
2015-10-13,55.040000915527344
2015-10-14,55.459999084472656
2015-10-15,55.22999954223633
2015-10-16,55.22999954223633
2015-10-19,53.689998626708984
2015-10-20,53.540000915527344
2015-10-21,52.970001220703125
2015-10-22,54.58000183105469
2015-10-23,54.61000061035156
2015-10-26,52.95000076293945
2015-10-27,51.689998626708984
2015-10-28,53.34000015258789
