Date,AEE
2015-07-01,27.548404693603516
2015-07-02,27.92557144165039
2015-07-06,27.96909523010254
2015-07-07,28.723447799682617
2015-07-08,28.49134063720703
2015-07-09,28.05613899230957
2015-07-10,28.302757263183594
2015-07-13,28.222959518432617
2015-07-14,28.186702728271484
2015-07-15,28.28099250793457
2015-07-16,28.766969680786133
2015-07-17,28.571128845214844
2015-07-20,28.37529754638672
2015-07-21,28.070646286010742
2015-07-22,28.041627883911133
2015-07-23,27.75873565673828
2015-07-24,27.94733238220215
2015-07-27,28.302757263183594
2015-07-28,28.53485870361328
2015-07-29,28.759714126586914
2015-07-30,28.84675407409668
2015-07-31,29.796953201293945
2015-08-03,30.16687774658203
2015-08-04,29.746170043945312
2015-08-05,30.000043869018555
2015-08-06,30.23941421508789
2015-08-07,30.55130386352539
2015-08-10,30.333696365356445
2015-08-11,30.53680419921875
2015-08-12,30.935745239257812
2015-08-13,30.913978576660156
2015-08-14,31.001014709472656
2015-08-17,31.47974395751953
2015-08-18,31.334667205810547
2015-08-19,31.588542938232422
2015-08-20,31.414470672607422
2015-08-21,30.834184646606445
2015-08-24,29.50681495666504
2015-08-25,28.84675407409668
2015-08-26,29.412521362304688
2015-08-27,29.75342559814453
2015-08-28,29.78969383239746
2015-08-31,29.22393035888672
2015-09-01,28.37529754638672
2015-09-02,28.346277236938477
2015-09-03,28.469585418701172
2015-09-04,27.96909523010254
2015-09-08,28.577594757080078
2015-09-09,28.196367263793945
2015-09-10,28.17437171936035
2015-09-11,28.460296630859375
2015-09-14,28.577594757080078
2015-09-15,28.738882064819336
2015-09-16,29.09812355041504
2015-09-17,29.721281051635742
2015-09-18,29.596649169921875
2015-09-21,29.926555633544922
2015-09-22,29.691957473754883
2015-09-23,29.911914825439453
2015-09-24,30.09518051147461
2015-09-25,30.329792022705078
2015-09-28,30.454423904418945
2015-09-29,30.56439208984375
2015-09-30,30.98961067199707
2015-10-01,30.630374908447266
2015-10-02,31.026264190673828
2015-10-05,31.2462100982666
2015-10-06,31.018939971923828
2015-10-07,30.945619583129883
2015-10-08,31.61277961730957
2015-10-09,31.61277961730957
2015-10-12,32.05266571044922
2015-10-13,32.0013427734375
2015-10-14,31.810710906982422
2015-10-15,32.21394729614258
2015-10-16,32.331233978271484
2015-10-19,32.470542907714844
2015-10-20,32.49253845214844
2015-10-21,32.3679084777832
2015-10-22,32.62449645996094
2015-10-23,32.25060272216797
2015-10-26,32.55851745605469
2015-10-27,32.61717987060547
2015-10-28,32.279930114746094
2015-10-29,31.825389862060547
2015-10-30,32.023319244384766
2015-11-02,32.19927978515625
2015-11-03,32.162628173828125
2015-11-04,32.411888122558594
2015-11-05,32.27259826660156
2015-11-06,31.19488525390625
2015-11-09,31.627445220947266
2015-11-10,32.11863327026367
2015-11-11,32.419219970703125
2015-11-12,31.891372680664062
2015-11-13,31.620101928710938
2015-11-16,32.20661163330078
2015-11-17,31.422164916992188
2015-11-18,31.686092376708984
2015-11-19,32.03799057006836
2015-11-20,32.33857727050781
2015-11-23,31.774065017700195
2015-11-24,31.686092376708984
2015-11-25,31.642099380493164
2015-11-27,31.7520751953125
2015-11-30,32.08198165893555
2015-12-01,32.133304595947266
2015-12-02,31.400177001953125
2015-12-03,30.974956512451172
2015-12-04,31.774065017700195
2015-12-07,31.81478500366211
2015-12-08,31.64449119567871
2015-12-09,31.526033401489258
2015-12-10,30.881881713867188
2015-12-11,30.88930320739746
2015-12-14,30.948516845703125
2015-12-15,31.052183151245117
2015-12-16,31.836997985839844
2015-12-17,32.599605560302734
2015-12-18,31.985071182250977
2015-12-21,31.73334503173828
2015-12-22,31.985071182250977
2015-12-23,32.46632766723633
2015-12-24,32.34046173095703
2015-12-28,32.607017517089844
2015-12-29,32.66623306274414
2015-12-30,32.577388763427734
2015-12-31,32.00728988647461
2016-01-04,31.859214782714844
2016-01-05,32.236812591552734
2016-01-06,32.444122314453125
2016-01-07,32.46632766723633
2016-01-08,32.21460723876953
2016-01-11,32.222007751464844
2016-01-12,32.118343353271484
2016-01-13,31.940662384033203
2016-01-14,32.362674713134766
2016-01-15,32.21460723876953
2016-01-19,32.1701774597168
2016-01-20,31.34093475341797
2016-01-21,31.192859649658203
2016-01-22,31.799970626831055
2016-01-25,31.592668533325195
2016-01-26,31.659297943115234
2016-01-27,31.985071182250977
2016-01-28,32.46632766723633
2016-01-29,33.258544921875
2016-02-01,33.80645751953125
2016-02-02,34.33954620361328
2016-02-03,35.04290008544922
2016-02-04,34.45058059692383
2016-02-05,34.42097854614258
2016-02-08,34.184043884277344
2016-02-09,34.1174201965332
2016-02-10,34.20627212524414
2016-02-11,33.59174346923828
2016-02-12,33.502891540527344
2016-02-16,33.74721145629883
2016-02-17,33.547306060791016
2016-02-18,34.265480041503906
2016-02-19,33.762020111083984
2016-02-22,34.22847366333008
2016-02-23,34.44318771362305
2016-02-24,35.153961181640625
2016-02-25,35.635231018066406
2016-02-26,34.42097854614258
2016-02-29,34.76156234741211
2016-03-01,34.74674987792969
2016-03-02,34.76896286010742
2016-03-03,34.798583984375
2016-03-04,35.05771255493164
2016-03-07,35.21086883544922
2016-03-08,35.7487907409668
2016-03-09,36.062564849853516
2016-03-10,35.816017150878906
2016-03-11,36.025211334228516
2016-03-14,36.099937438964844
2016-03-15,35.99531936645508
2016-03-16,36.18210220336914
2016-03-17,36.533233642578125
2016-03-18,36.593017578125
2016-03-21,36.443599700927734
2016-03-22,36.51082992553711
2016-03-23,36.60047912597656
2016-03-24,36.79472732543945
2016-03-28,36.75735855102539
2016-03-29,37.272865295410156
2016-03-30,37.16828536987305
2016-03-31,37.42976379394531
2016-04-01,37.75849914550781
2016-04-04,37.97515106201172
2016-04-05,36.99645233154297
2016-04-06,37.01885986328125
2016-04-07,36.727481842041016
2016-04-08,36.443599700927734
2016-04-11,36.36888122558594
2016-04-12,36.39128875732422
2016-04-13,36.08496856689453
2016-04-14,36.12233352661133
2016-04-15,36.4062385559082
2016-04-18,36.667724609375
2016-04-19,36.69760513305664
2016-04-20,35.554542541503906
2016-04-21,34.71778869628906
2016-04-22,34.777549743652344
2016-04-25,35.09133529663086
2016-04-26,34.971797943115234
2016-04-27,35.30800247192383
2016-04-28,35.629249572753906
2016-04-29,35.8608512878418
2016-05-02,35.9654426574707
2016-05-03,36.271766662597656
2016-05-04,36.4062385559082
2016-05-05,36.51830291748047
2016-05-06,36.00279998779297
2016-05-09,36.18210220336914
2016-05-10,36.35392761230469
2016-05-11,35.9729118347168
2016-05-12,35.950504302978516
2016-05-13,35.913150787353516
2016-05-16,35.786136627197266
