Date,FDX
2015-07-01,144.37648010253906
2015-07-02,145.4988250732422
2015-07-06,143.47520446777344
2015-07-07,144.82713317871094
2015-07-08,141.9788818359375
2015-07-09,142.59103393554688
2015-07-10,143.2286376953125
2015-07-13,145.3627471923828
2015-07-14,145.59225463867188
2015-07-15,143.79824829101562
2015-07-16,144.1044464111328
2015-07-17,144.73358154296875
2015-07-20,144.71658325195312
2015-07-21,145.01412963867188
2015-07-22,143.2626953125
2015-07-23,141.8682861328125
2015-07-24,139.53018188476562
2015-07-27,140.06582641601562
2015-07-28,144.0534210205078
2015-07-29,146.14495849609375
2015-07-30,145.61778259277344
2015-07-31,145.74533081054688
2015-08-03,145.22669982910156
2015-08-04,144.61453247070312
2015-08-05,145.634765625
2015-08-06,144.19786071777344
2015-08-07,141.9788818359375
2015-08-10,144.02786254882812
2015-08-11,143.2031707763672
2015-08-12,140.55050659179688
2015-08-13,139.09661865234375
2015-08-14,140.12538146972656
2015-08-17,140.2614288330078
2015-08-18,140.84805297851562
2015-08-19,140.244384765625
2015-08-20,136.41836547851562
2015-08-21,132.66041564941406
2015-08-24,126.14767456054688
2015-08-25,123.33341979980469
2015-08-26,126.19866943359375
2015-08-27,130.1182403564453
2015-08-28,129.6591339111328
2015-08-31,128.0521697998047
2015-09-01,125.8586196899414
2015-09-02,128.23072814941406
2015-09-03,128.56231689453125
2015-09-04,126.35169982910156
2015-09-08,130.5503692626953
2015-09-09,129.07705688476562
2015-09-10,127.3822250366211
2015-09-11,128.66824340820312
2015-09-14,127.94435119628906
2015-09-15,131.15509033203125
2015-09-16,127.43331146240234
2015-09-17,127.31407165527344
2015-09-18,123.74565887451172
2015-09-21,124.35030364990234
2015-09-22,122.6129379272461
2015-09-23,122.34040832519531
2015-09-24,121.3099365234375
2015-09-25,123.02171325683594
2015-09-28,119.86212921142578
2015-09-29,120.87557220458984
2015-09-30,122.62146759033203
2015-10-01,123.2431869506836
2015-10-02,123.93311309814453
2015-10-05,127.68034362792969
2015-10-06,129.0344696044922
2015-10-07,130.2778778076172
2015-10-08,132.47509765625
2015-10-09,132.2877960205078
2015-10-12,131.51275634765625
2015-10-13,129.00888061523438
2015-10-14,128.3701629638672
2015-10-15,129.54542541503906
2015-10-16,129.86053466796875
2015-10-19,129.7754364013672
2015-10-20,131.15509033203125
2015-10-21,132.84132385253906
2015-10-22,136.02659606933594
2015-10-23,135.856201171875
2015-10-26,134.4509735107422
2015-10-27,132.83282470703125
2015-10-28,132.23667907714844
2015-10-29,133.19056701660156
2015-10-30,132.90093994140625
2015-11-02,135.3707733154297
2015-11-03,135.5155792236328
2015-11-04,135.41336059570312
2015-11-05,136.4949493408203
2015-11-06,138.29200744628906
2015-11-09,136.73341369628906
2015-11-10,137.54251098632812
2015-11-11,137.14222717285156
2015-11-12,135.23446655273438
2015-11-13,134.65538024902344
2015-11-16,137.3466339111328
2015-11-17,137.46591186523438
2015-11-18,138.658203125
2015-11-19,139.11807250976562
2015-11-20,139.79083251953125
2015-11-23,139.1947479248047
2015-11-24,138.9818115234375
2015-11-25,138.30897521972656
2015-11-27,139.74830627441406
2015-11-30,135.02163696289062
2015-12-01,136.6482696533203
2015-12-02,134.4509735107422
2015-12-03,130.83999633789062
2015-12-04,132.406982421875
2015-12-07,129.937255859375
2015-12-08,126.37728881835938
2015-12-09,125.23607635498047
2015-12-10,126.67778015136719
2015-12-11,123.06916809082031
2015-12-14,122.58289337158203
2015-12-15,123.43600463867188
2015-12-16,126.96786499023438
2015-12-17,129.5357208251953
2015-12-18,125.53462982177734
2015-12-21,124.3403091430664
2015-12-22,126.60958099365234
2015-12-23,128.5802459716797
2015-12-24,127.66741943359375
2015-12-28,126.60958099365234
2015-12-29,127.31765747070312
2015-12-30,127.2664794921875
2015-12-31,127.10438537597656
2016-01-04,122.361083984375
2016-01-05,123.40186309814453
2016-01-06,120.09181213378906
2016-01-07,114.81964874267578
2016-01-08,114.92202758789062
2016-01-11,113.43759155273438
2016-01-12,114.92202758789062
2016-01-13,111.15126037597656
2016-01-14,112.35415649414062
2016-01-15,108.27630615234375
2016-01-19,108.51519012451172
2016-01-20,105.0856704711914
2016-01-21,105.41838836669922
2016-01-22,108.822265625
2016-01-25,107.52558898925781
2016-01-26,108.58341217041016
2016-01-27,109.41096496582031
2016-01-28,109.38534545898438
2016-01-29,113.36083221435547
2016-02-01,112.8745346069336
2016-02-02,111.03182983398438
2016-02-03,111.73990631103516
2016-02-04,114.4954605102539
2016-02-05,112.5333023071289
2016-02-08,111.18538665771484
2016-02-09,110.7076644897461
2016-02-10,108.89054870605469
2016-02-11,106.1435546875
2016-02-12,109.70951080322266
2016-02-16,112.70392608642578
2016-02-17,113.53995513916016
2016-02-18,112.03852844238281
2016-02-19,110.69913482666016
2016-02-22,115.5020980834961
2016-02-23,114.15420532226562
2016-02-24,113.88124084472656
2016-02-25,116.00546264648438
2016-02-26,117.19981384277344
2016-02-29,116.77324676513672
2016-03-01,120.61223602294922
2016-03-02,121.37149047851562
2016-03-03,122.72793579101562
2016-03-04,122.77059936523438
2016-03-07,123.76872253417969
2016-03-08,121.59331512451172
2016-03-09,121.12408447265625
2016-03-10,121.02156829833984
2016-03-11,123.42300415039062
2016-03-14,122.9273452758789
2016-03-15,122.26927947998047
2016-03-16,123.29480743408203
2016-03-17,137.883056640625
2016-03-18,139.908447265625
2016-03-21,140.6177978515625
2016-03-22,139.6605987548828
2016-03-23,138.98548889160156
2016-03-24,139.00257873535156
2016-03-28,138.60943603515625
2016-03-29,139.29315185546875
2016-03-30,138.07955932617188
2016-03-31,139.0623779296875
2016-04-01,139.87423706054688
2016-04-04,139.98538208007812
2016-04-05,138.3957977294922
2016-04-06,139.1051025390625
2016-04-07,137.83175659179688
2016-04-08,139.6605987548828
2016-04-11,139.34442138671875
2016-04-12,141.10491943359375
2016-04-13,142.90818786621094
2016-04-14,141.60914611816406
2016-04-15,141.78004455566406
2016-04-18,142.83119201660156
2016-04-19,143.8054962158203
2016-04-20,143.06195068359375
2016-04-21,141.49803161621094
2016-04-22,142.13897705078125
2016-04-25,141.489501953125
2016-04-26,142.81411743164062
2016-04-27,143.1986846923828
2016-04-28,141.574951171875
2016-04-29,141.10491943359375
2016-05-02,143.22433471679688
2016-05-03,140.8314666748047
2016-05-04,141.22454833984375
2016-05-05,137.05409240722656
2016-05-06,137.61807250976562
2016-05-09,138.6948699951172
2016-05-10,139.5153045654297
2016-05-11,137.8402862548828
2016-05-12,136.19943237304688
2016-05-13,134.82350158691406
2016-05-16,135.53285217285156
2016-05-17,135.61827087402344
2016-05-18,136.30198669433594
2016-05-19,135.97723388671875
2016-05-20,138.130859375
2016-05-23,138.48123168945312
2016-05-24,140.48104858398438
2016-05-25,140.34429931640625
2016-05-26,139.6435546875
2016-05-27,140.55796813964844
2016-05-31,140.9853057861328
2016-06-01,140.7545166015625
2016-06-02,140.83998107910156
2016-06-03,140.00247192382812
2016-06-06,139.53240966796875
2016-06-07,140.86558532714844
2016-06-08,140.7971954345703
2016-06-09,140.25030517578125
2016-06-10,137.48138427734375
2016-06-13,137.10533142089844
2016-06-14,136.86541748046875
2016-06-15,136.788330078125
2016-06-16,138.68177795410156
2016-06-17,139.00732421875
2016-06-20,140.9092559814453
2016-06-21,140.46380615234375
2016-06-22,134.08953857421875
2016-06-23,135.27191162109375
2016-06-24,129.00054931640625
2016-06-27,125.1965560913086
2016-06-28,126.88433074951172
2016-06-29,128.73484802246094
2016-06-30,130.0371551513672
2016-07-01,131.802001953125
2016-07-05,130.3712921142578
2016-07-06,129.75448608398438
2016-07-07,130.73968505859375
2016-07-08,133.84112548828125
2016-07-11,134.60362243652344
2016-07-12,137.03677368164062
2016-07-13,137.43946838378906
2016-07-14,138.36477661132812
2016-07-15,137.5851287841797
2016-07-18,137.73074340820312
2016-07-19,136.80545043945312
2016-07-20,137.13958740234375
2016-07-21,135.7173614501953
2016-07-22,137.7393341064453
2016-07-25,137.27671813964844
2016-07-26,138.36477661132812
2016-07-27,137.8592529296875
2016-07-28,138.32191467285156
2016-07-29,138.70748901367188
2016-08-01,138.50184631347656
2016-08-02,136.37710571289062
2016-08-03,137.6022186279297
2016-08-04,136.92543029785156
2016-08-05,139.57276916503906
2016-08-08,140.2495880126953
2016-08-09,140.7893829345703
2016-08-10,141.06349182128906
2016-08-11,142.04019165039062
2016-08-12,141.79171752929688
2016-08-15,142.56283569335938
2016-08-16,142.84555053710938
2016-08-17,142.60565185546875
2016-08-18,143.2396697998047
2016-08-19,144.47335815429688
2016-08-22,143.83935546875
2016-08-23,144.43907165527344
2016-08-24,144.1306610107422
2016-08-25,141.81744384765625
2016-08-26,141.32057189941406
2016-08-29,141.50904846191406
2016-08-30,141.30340576171875
2016-08-31,141.30340576171875
2016-09-01,141.9116973876953
2016-09-02,141.7831268310547
2016-09-06,141.21768188476562
2016-09-07,141.53469848632812
2016-09-08,142.04998779296875
