Date,CMS
2015-07-01,23.35305404663086
2015-07-02,23.75931167602539
2015-07-06,23.882644653320312
2015-07-07,24.65165138244629
2015-07-08,24.492042541503906
2015-07-09,24.310672760009766
2015-07-10,24.463022232055664
2015-07-13,24.53557586669922
2015-07-14,24.492042541503906
2015-07-15,24.550077438354492
2015-07-16,24.905561447143555
2015-07-17,24.412246704101562
2015-07-20,24.201858520507812
2015-07-21,23.984214782714844
2015-07-22,24.02048683166504
2015-07-23,23.72303581237793
2015-07-24,23.918914794921875
2015-07-27,24.14381217956543
2015-07-28,24.325176239013672
2015-07-29,24.419496536254883
2015-07-30,24.60812759399414
2015-07-31,24.854780197143555
2015-08-03,24.912811279296875
2015-08-04,24.615373611450195
2015-08-05,24.666593551635742
2015-08-06,24.871482849121094
2015-08-07,25.03245735168457
2015-08-10,25.04709815979004
2015-08-11,25.398326873779297
2015-08-12,25.734926223754883
2015-08-13,25.749557495117188
2015-08-14,25.830047607421875
2015-08-17,26.03492546081543
2015-08-18,26.144689559936523
2015-08-19,26.210554122924805
2015-08-20,26.086151123046875
2015-08-21,26.020296096801758
2015-08-24,25.003192901611328
2015-08-25,23.94949722290039
2015-08-26,24.278779983520508
2015-08-27,24.703182220458984
2015-08-28,24.490978240966797
2015-08-31,23.986085891723633
2015-09-01,23.48851203918457
2015-09-02,23.590953826904297
2015-09-03,23.773883819580078
2015-09-04,23.576318740844727
2015-09-08,23.883644104003906
2015-09-09,23.58363151550293
2015-09-10,23.59827423095703
2015-09-11,23.905593872070312
2015-09-14,23.912919998168945
2015-09-15,24.07390022277832
2015-09-16,24.31536293029785
2015-09-17,24.725135803222656
2015-09-18,24.644643783569336
2015-09-21,24.776357650756836
2015-09-22,24.564149856567383
2015-09-23,24.703182220458984
2015-09-24,25.039779663085938
2015-09-25,25.303197860717773
2015-09-28,25.237337112426758
2015-09-29,25.244661331176758
2015-09-30,25.844680786132812
2015-10-01,25.559303283691406
2015-10-02,26.056884765625
2015-10-05,26.152006149291992
2015-10-06,26.100778579711914
2015-10-07,25.903217315673828
2015-10-08,26.276390075683594
2015-10-09,26.06419563293457
2015-10-12,26.261762619018555
2015-10-13,26.159317016601562
2015-10-14,26.049558639526367
2015-10-15,26.517873764038086
2015-10-16,26.62763214111328
2015-10-19,26.773969650268555
2015-10-20,26.920318603515625
2015-10-21,26.832515716552734
