Date,AYI
2017-03-17,208.33999633789062
2017-03-20,206.22999572753906
2017-03-21,203.25
2017-03-22,205.10000610351562
2017-03-23,202.33999633789062
2017-03-24,200.0
2017-03-27,198.58999633789062
2017-03-28,202.35000610351562
2017-03-29,207.27000427246094
2017-03-30,206.55999755859375
2017-03-31,204.0
2017-04-03,204.05999755859375
2017-04-04,173.92999267578125
2017-04-05,170.39999389648438
2017-04-06,172.57000732421875
2017-04-07,173.1199951171875
2017-04-10,176.41000366210938
2017-04-11,177.67999267578125
2017-04-12,174.8000030517578
2017-04-13,172.72000122070312
2017-04-17,175.07000732421875
2017-04-18,174.6999969482422
2017-04-19,174.22000122070312
2017-04-20,177.38999938964844
2017-04-21,177.64999389648438
2017-04-24,177.91000366210938
2017-04-25,176.32000732421875
2017-04-26,176.5
2017-04-27,176.85000610351562
2017-04-28,176.10000610351562
2017-05-01,176.0800018310547
2017-05-02,178.63999938964844
2017-05-03,177.30999755859375
2017-05-04,179.80999755859375
2017-05-05,185.1999969482422
2017-05-08,186.88999938964844
2017-05-09,191.3699951171875
2017-05-10,192.5800018310547
2017-05-11,188.5800018310547
2017-05-12,173.42999267578125
2017-05-15,175.77000427246094
2017-05-16,172.6999969482422
2017-05-17,169.4499969482422
2017-05-18,169.11000061035156
2017-05-19,169.24000549316406
2017-05-22,170.13999938964844
2017-05-23,169.72999572753906
2017-05-24,167.85000610351562
2017-05-25,166.30999755859375
2017-05-26,164.8699951171875
2017-05-30,162.77999877929688
2017-05-31,162.91000366210938
2017-06-01,166.99000549316406
2017-06-02,167.75
2017-06-05,168.16000366210938
2017-06-06,172.1300048828125
2017-06-07,173.00999450683594
2017-06-08,173.22999572753906
2017-06-09,177.17999267578125
2017-06-12,183.05999755859375
2017-06-13,179.25
2017-06-14,180.6199951171875
2017-06-15,178.75999450683594
2017-06-16,176.49000549316406
2017-06-19,178.32000732421875
2017-06-20,176.11000061035156
2017-06-21,174.75
2017-06-22,176.75999450683594
2017-06-23,177.14999389648438
2017-06-26,176.55999755859375
2017-06-27,175.3300018310547
2017-06-28,179.72999572753906
2017-06-29,198.52000427246094
2017-06-30,203.27999877929688
2017-07-03,203.07000732421875
2017-07-05,200.8800048828125
2017-07-06,199.02000427246094
2017-07-07,198.52999877929688
2017-07-10,198.42999267578125
2017-07-11,199.41000366210938
2017-07-12,198.17999267578125
2017-07-13,203.38999938964844
2017-07-14,204.6999969482422
2017-07-17,201.99000549316406
2017-07-18,201.75
2017-07-19,204.14999389648438
2017-07-20,203.5
2017-07-21,205.25999450683594
2017-07-24,206.67999267578125
2017-07-25,206.25
2017-07-26,202.9499969482422
2017-07-27,203.32000732421875
2017-07-28,204.11000061035156
2017-07-31,202.64999389648438
2017-08-01,200.9499969482422
2017-08-02,200.80999755859375
2017-08-03,200.0
2017-08-04,199.8699951171875
2017-08-07,197.75999450683594
2017-08-08,196.52000427246094
2017-08-09,193.8800048828125
2017-08-10,185.0800018310547
2017-08-11,185.69000244140625
2017-08-14,186.69000244140625
2017-08-15,182.13999938964844
2017-08-16,183.3800048828125
2017-08-17,181.14999389648438
2017-08-18,178.3300018310547
2017-08-21,176.72000122070312
2017-08-22,181.0
2017-08-23,175.88999938964844
2017-08-24,175.49000549316406
2017-08-25,176.75
2017-08-28,174.7899932861328
2017-08-29,173.99000549316406
2017-08-30,174.39999389648438
2017-08-31,176.7899932861328
2017-09-01,176.9600067138672
2017-09-05,176.55999755859375
2017-09-06,179.89999389648438
2017-09-07,179.32000732421875
2017-09-08,179.75
2017-09-11,179.9499969482422
2017-09-12,182.55999755859375
2017-09-13,180.52999877929688
2017-09-14,177.99000549316406
2017-09-15,170.5
2017-09-18,167.8300018310547
2017-09-19,157.66000366210938
2017-09-20,160.60000610351562
2017-09-21,161.4199981689453
2017-09-22,163.99000549316406
2017-09-25,165.80999755859375
2017-09-26,165.02999877929688
2017-09-27,168.67999267578125
2017-09-28,168.1300048828125
2017-09-29,171.27999877929688
2017-10-02,170.0800018310547
2017-10-03,169.66000366210938
2017-10-04,178.3300018310547
2017-10-05,175.69000244140625
2017-10-06,174.1999969482422
2017-10-09,171.14999389648438
2017-10-10,168.7899932861328
2017-10-11,165.05999755859375
2017-10-12,165.44000244140625
2017-10-13,162.52999877929688
2017-10-16,164.88999938964844
2017-10-17,163.63999938964844
2017-10-18,162.1699981689453
2017-10-19,160.94000244140625
2017-10-20,160.89999389648438
2017-10-23,159.9499969482422
2017-10-24,159.0
2017-10-25,156.38999938964844
2017-10-26,159.2100067138672
2017-10-27,158.69000244140625
2017-10-30,165.47999572753906
2017-10-31,167.1999969482422
2017-11-01,165.72000122070312
2017-11-02,161.22999572753906
2017-11-03,162.07000732421875
2017-11-06,166.07000732421875
2017-11-07,160.02999877929688
2017-11-08,158.27000427246094
2017-11-09,160.0800018310547
2017-11-10,160.17999267578125
2017-11-13,163.52999877929688
2017-11-14,164.30999755859375
2017-11-15,163.33999633789062
2017-11-16,164.36000061035156
2017-11-17,161.82000732421875
2017-11-20,162.17999267578125
2017-11-21,162.47000122070312
2017-11-22,161.49000549316406
2017-11-24,157.99000549316406
2017-11-27,159.85000610351562
2017-11-28,168.0399932861328
2017-11-29,170.4499969482422
2017-11-30,171.4199981689453
2017-12-01,167.00999450683594
2017-12-04,172.17999267578125
2017-12-05,170.3000030517578
2017-12-06,164.0500030517578
2017-12-07,165.35000610351562
2017-12-08,171.64999389648438
2017-12-11,173.6199951171875
2017-12-12,174.22999572753906
2017-12-13,167.44000244140625
2017-12-14,161.52999877929688
2017-12-15,165.8300018310547
2017-12-18,170.8000030517578
2017-12-19,171.86000061035156
2017-12-20,170.77000427246094
2017-12-21,172.41000366210938
2017-12-22,172.17999267578125
2017-12-26,176.0800018310547
2017-12-27,177.22999572753906
2017-12-28,177.83999633789062
2017-12-29,176.0
