Date,META
2015-07-01,86.23329162597656
2015-07-02,86.61032104492188
2015-07-06,86.8683090209961
2015-07-07,86.54087829589844
2015-07-08,84.98309326171875
2015-07-09,85.21129608154297
2015-07-10,87.26518249511719
2015-07-13,89.3984375
2015-07-14,88.98171997070312
2015-07-15,89.06109619140625
2015-07-16,90.1426010131836
2015-07-17,94.23052215576172
2015-07-20,97.14765167236328
2015-07-21,97.62389373779297
2015-07-22,96.28441619873047
2015-07-23,94.69688415527344
2015-07-24,96.19511413574219
2015-07-27,93.43675231933594
2015-07-28,94.54803466796875
2015-07-29,96.23480224609375
2015-07-30,94.46864318847656
2015-07-31,93.27800750732422
2015-08-03,93.406982421875
2015-08-04,93.32759857177734
2015-08-05,95.68909454345703
2015-08-06,94.3793716430664
2015-08-07,93.56574249267578
2015-08-10,93.41691589355469
2015-08-11,92.89104461669922
2015-08-12,93.45661163330078
2015-08-13,92.70252990722656
2015-08-14,93.68480682373047
2015-08-17,93.1986312866211
2015-08-18,94.4289779663086
2015-08-19,94.56787872314453
2015-08-20,89.8548583984375
2015-08-21,85.38990783691406
2015-08-24,81.45082092285156
2015-08-25,82.3537368774414
2015-08-26,86.5111083984375
2015-08-27,89.03133392333984
2015-08-28,90.3013687133789
2015-08-31,88.7336654663086
2015-09-01,86.55079650878906
2015-09-02,89.19007873535156
2015-09-03,87.463623046875
2015-09-04,87.5727767944336
2015-09-08,88.8328857421875
2015-09-09,89.73580169677734
2015-09-10,91.2638168334961
2015-09-11,91.33326721191406
2015-09-14,91.59123992919922
2015-09-15,92.17665100097656
2015-09-16,92.72235870361328
2015-09-17,93.60541534423828
2015-09-18,93.66496276855469
2015-09-21,94.80599975585938
2015-09-22,92.2361831665039
2015-09-23,93.23831176757812
2015-09-24,93.67489624023438
2015-09-25,92.04764556884766
2015-09-28,88.515380859375
2015-09-29,85.99515533447266
2015-09-30,89.20000457763672
2015-10-01,90.24181365966797
2015-10-02,91.35311126708984
2015-10-05,93.27800750732422
2015-10-06,92.07743835449219
2015-10-07,91.6805419921875
2015-10-08,91.74999237060547
2015-10-09,92.51400756835938
2015-10-12,93.52603912353516
2015-10-13,93.38715362548828
2015-10-14,93.3375244140625
2015-10-15,95.21280670166016
2015-10-16,96.78052520751953
2015-10-19,97.7032699584961
2015-10-20,96.24472045898438
2015-10-21,96.35386657714844
2015-10-22,98.89392852783203
2015-10-23,101.39432525634766
2015-10-26,102.96199035644531
2015-10-27,102.89254760742188
2015-10-28,103.38865661621094
2015-10-29,104.06336212158203
2015-10-30,101.17603302001953
2015-11-02,102.5055923461914
2015-11-03,101.78126525878906
2015-11-04,103.13068389892578
2015-11-05,107.91316986083984
2015-11-06,106.26608276367188
2015-11-09,105.66083526611328
2015-11-10,107.06977844238281
2015-11-11,108.16120147705078
2015-11-12,107.17891693115234
2015-11-13,103.14059448242188
2015-11-16,103.22990417480469
2015-11-17,104.31141662597656
2015-11-18,106.93085479736328
2015-11-19,105.4326400756836
2015-11-20,106.48435974121094
2015-11-23,106.11721801757812
2015-11-24,104.91667938232422
2015-11-25,104.5892562866211
2015-11-27,104.62892150878906
2015-11-30,103.4283447265625
2015-12-01,106.2859115600586
2015-12-02,105.24410247802734
2015-12-03,103.56725311279297
2015-12-04,105.35325622558594
2015-12-07,104.78768920898438
2015-12-08,105.66083526611328
2015-12-09,103.7855453491211
2015-12-10,104.59916687011719
2015-12-11,101.32485961914062
2015-12-14,103.84508514404297
2015-12-15,103.7359390258789
2015-12-16,105.9584732055664
2015-12-17,105.39292907714844
2015-12-18,103.22990417480469
2015-12-21,103.95421600341797
2015-12-22,104.68846893310547
2015-12-23,103.8153076171875
2015-12-24,104.2022705078125
2015-12-28,105.10519409179688
2015-12-29,106.42484283447266
2015-12-30,105.39292907714844
2015-12-31,103.84508514404297
2016-01-04,101.42408752441406
2016-01-05,101.93010711669922
2016-01-06,102.16824340820312
2016-01-07,97.15756225585938
2016-01-08,96.57215881347656
2016-01-11,96.7507553100586
2016-01-12,98.59626770019531
2016-01-13,94.69688415527344
2016-01-14,97.60404968261719
2016-01-15,94.23052215576172
2016-01-19,94.51826477050781
2016-01-20,93.61534881591797
2016-01-21,93.42683410644531
2016-01-22,97.17742156982422
2016-01-25,96.25464630126953
2016-01-26,96.58206939697266
2016-01-27,93.7145767211914
2016-01-28,108.26042938232422
2016-01-29,111.33629608154297
2016-02-01,114.19385528564453
2016-02-02,113.71759796142578
2016-02-03,111.81256103515625
2016-02-04,109.62968444824219
2016-02-05,103.25967407226562
2016-02-08,98.97330474853516
2016-02-09,98.76493835449219
2016-02-10,100.21356964111328
