Date,LEN
2015-07-01,43.738712310791016
2015-07-02,43.8328971862793
2015-07-06,43.635826110839844
2015-07-07,45.21230697631836
2015-07-08,44.88672637939453
2015-07-09,45.169456481933594
2015-07-10,45.6663932800293
2015-07-13,45.76064682006836
2015-07-14,46.034812927246094
2015-07-15,45.70923614501953
2015-07-16,45.306556701660156
2015-07-17,44.9295654296875
2015-07-20,44.33839416503906
2015-07-21,44.544029235839844
2015-07-22,45.57215118408203
2015-07-23,44.94671630859375
2015-07-24,43.327388763427734
2015-07-27,43.318824768066406
2015-07-28,43.69580078125
2015-07-29,44.21843719482422
2015-07-30,44.70680236816406
2015-07-31,45.44364547729492
2015-08-03,44.998111724853516
2015-08-04,43.95283889770508
2015-08-05,43.173187255859375
2015-08-06,42.88187026977539
2015-08-07,42.77048873901367
2015-08-10,43.67009353637695
2015-08-11,44.08134841918945
2015-08-12,44.32124710083008
2015-08-13,44.92101287841797
2015-08-14,45.015235900878906
2015-08-17,46.21474075317383
2015-08-18,47.62843322753906
2015-08-19,47.11436462402344
2015-08-20,46.54887390136719
2015-08-21,45.79491424560547
2015-08-24,42.90757751464844
2015-08-25,41.27968978881836
2015-08-26,42.58198547363281
2015-08-27,43.96139907836914
2015-08-28,43.207435607910156
2015-08-31,43.6101188659668
2015-09-01,42.35065460205078
2015-09-02,43.70437240600586
2015-09-03,44.24414825439453
2015-09-04,43.19029998779297
2015-09-08,44.83531951904297
2015-09-09,44.25270080566406
2015-09-10,43.884300231933594
2015-09-11,44.75821304321289
2015-09-14,44.85246276855469
2015-09-15,44.86102294921875
2015-09-16,44.80961227416992
2015-09-17,45.392234802246094
2015-09-18,44.33839416503906
2015-09-21,44.20130157470703
2015-09-22,42.367801666259766
2015-09-23,42.667667388916016
2015-09-24,42.94184494018555
2015-09-25,43.23313522338867
2015-09-28,40.78274917602539
2015-09-29,40.26868438720703
2015-09-30,41.236846923828125
2015-10-01,41.836578369140625
2015-10-02,42.050777435302734
2015-10-05,43.19029998779297
2015-10-06,42.050777435302734
2015-10-07,43.25885009765625
2015-10-08,43.755775451660156
2015-10-09,43.978553771972656
2015-10-12,43.858585357666016
2015-10-13,43.52445983886719
2015-10-14,42.07649230957031
2015-10-15,42.65909957885742
2015-10-16,42.89044189453125
2015-10-19,43.24170684814453
2015-10-20,44.4335823059082
2015-10-21,44.66509246826172
2015-10-22,44.45073699951172
2015-10-23,44.690826416015625
2015-10-26,44.27924346923828
2015-10-27,43.33603286743164
2015-10-28,43.893375396728516
2015-10-29,42.23848342895508
2015-10-30,42.93303298950195
2015-11-02,43.16455841064453
2015-11-03,43.21599197387695
2015-11-04,42.85586166381836
2015-11-05,42.07557678222656
2015-11-06,41.60395431518555
2015-11-09,40.98659896850586
2015-11-10,42.358516693115234
2015-11-11,42.90729904174805
2015-11-12,41.75830841064453
2015-11-13,41.45820236206055
2015-11-16,42.547157287597656
2015-11-17,42.469993591308594
2015-11-18,43.3446159362793
2015-11-19,43.378910064697266
2015-11-20,43.72189712524414
2015-11-23,43.756187438964844
2015-11-24,44.27924346923828
2015-11-25,44.527896881103516
2015-11-27,44.55363082885742
2015-11-30,43.9105339050293
2015-12-01,44.85374069213867
2015-12-02,43.987701416015625
2015-12-03,42.95018005371094
2015-12-04,44.064876556396484
2015-12-07,44.13346862792969
2015-12-08,42.95874786376953
2015-12-09,42.25564193725586
2015-12-10,42.68437194824219
2015-12-11,41.93837356567383
2015-12-14,41.681121826171875
2015-12-15,42.204193115234375
2015-12-16,43.29316329956055
2015-12-17,41.74114990234375
2015-12-18,40.72077941894531
2015-12-21,41.200958251953125
2015-12-22,42.015541076660156
2015-12-23,41.8611946105957
2015-12-24,41.91263961791992
2015-12-28,42.161319732666016
2015-12-29,42.53001403808594
2015-12-30,42.32423400878906
2015-12-31,41.93837356567383
2016-01-04,40.051963806152344
2016-01-05,40.120567321777344
2016-01-06,38.92868423461914
2016-01-07,37.23948669433594
2016-01-08,36.107635498046875
2016-01-11,36.35631561279297
2016-01-12,36.939388275146484
2016-01-13,35.5845947265625
2016-01-14,35.19874572753906
2016-01-15,35.07868957519531
2016-01-19,35.13871383666992
2016-01-20,34.87290573120117
2016-01-21,35.318782806396484
2016-01-22,36.19337844848633
2016-01-25,34.8128776550293
2016-01-26,36.46940612792969
2016-01-27,35.89434814453125
2016-01-28,35.43085479736328
2016-01-29,36.17757797241211
2016-02-01,35.72268295288086
2016-02-02,34.495304107666016
2016-02-03,34.6412239074707
2016-02-04,34.77854919433594
2016-02-05,33.9288215637207
2016-02-08,32.99325942993164
2016-02-09,32.976104736328125
2016-02-10,33.4653434753418
2016-02-11,32.44395446777344
2016-02-12,34.074737548828125
2016-02-16,34.58973693847656
2016-02-17,34.77854919433594
2016-02-18,34.33222579956055
2016-02-19,34.306480407714844
2016-02-22,35.05319595336914
2016-02-23,35.22487258911133
2016-02-24,35.276371002197266
2016-02-25,36.254817962646484
2016-02-26,36.254817962646484
2016-02-29,35.99734115600586
2016-03-01,37.44786834716797
2016-03-02,38.426334381103516
2016-03-03,39.17307662963867
2016-03-04,38.949920654296875
2016-03-07,39.24172592163086
2016-03-08,38.22035217285156
2016-03-09,38.80398941040039
2016-03-10,38.503597259521484
2016-03-11,39.6708984375
2016-03-14,39.27606964111328
2016-03-15,39.027164459228516
2016-03-16,39.88545608520508
2016-03-17,40.537776947021484
2016-03-18,40.90683364868164
2016-03-21,40.5806884765625
2016-03-22,40.3832893371582
2016-03-23,39.65371322631836
2016-03-24,39.782470703125
2016-03-28,40.082881927490234
2016-03-29,41.35316848754883
2016-03-30,41.03559875488281
2016-03-31,41.50766372680664
2016-04-01,40.72660446166992
2016-04-04,40.21162033081055
2016-04-05,40.160133361816406
2016-04-06,40.91544723510742
2016-04-07,40.88968276977539
2016-04-08,40.84675979614258
2016-04-11,40.692264556884766
2016-04-12,40.88109588623047
2016-04-13,41.76515197753906
2016-04-14,41.46474075317383
2016-04-15,41.1300048828125
2016-04-18,41.00126647949219
2016-04-19,40.61503219604492
2016-04-20,41.02701187133789
2016-04-21,41.32742691040039
2016-04-22,40.62360763549805
2016-04-25,40.54630661010742
2016-04-26,40.78681564331055
2016-04-27,40.97581481933594
2016-04-28,39.343658447265625
2016-04-29,38.922733306884766
2016-05-02,39.35224533081055
2016-05-03,38.415897369384766
2016-05-04,38.17536544799805
2016-05-05,37.805992126464844
2016-05-06,37.66853713989258
2016-05-09,37.70289993286133
2016-05-10,38.20113754272461
2016-05-11,37.90046691894531
2016-05-12,37.539676666259766
2016-05-13,37.445194244384766
2016-05-16,37.61699295043945
2016-05-17,37.66853713989258
2016-05-18,37.53109359741211
2016-05-19,37.35926818847656
2016-05-20,38.063690185546875
2016-05-23,37.788787841796875
2016-05-24,39.24916076660156
2016-05-25,39.21479797363281
2016-05-26,39.05158233642578
2016-05-27,39.2921028137207
2016-05-31,39.14608383178711
2016-06-01,39.35224533081055
2016-06-02,39.32647705078125
2016-06-03,39.26634216308594
2016-06-06,39.35224533081055
2016-06-07,40.34012985229492
2016-06-08,41.0273551940918
2016-06-09,40.94144058227539
2016-06-10,40.3057746887207
2016-06-13,39.58417892456055
2016-06-14,39.15464782714844
2016-06-15,39.35224533081055
2016-06-16,39.206207275390625
2016-06-17,39.6872673034668
2016-06-20,40.08241653442383
2016-06-21,39.63572311401367
2016-06-22,39.48967742919922
2016-06-23,40.013702392578125
2016-06-24,38.42448425292969
2016-06-27,37.57404327392578
2016-06-28,38.68218994140625
2016-06-29,39.360836029052734
2016-06-30,39.60136032104492
2016-07-01,39.87625503540039
2016-07-05,39.80752944946289
2016-07-06,40.42656707763672
2016-07-07,40.83064270019531
2016-07-08,42.2664794921875
2016-07-11,41.913963317871094
2016-07-12,41.93976974487305
2016-07-13,41.879581451416016
2016-07-14,41.93117141723633
2016-07-15,41.827999114990234
2016-07-18,42.03433609008789
2016-07-19,41.827999114990234
2016-07-20,42.0859375
2016-07-21,41.99995803833008
2016-07-22,41.86238098144531
2016-07-25,42.25788116455078
2016-07-26,42.21490478515625
2016-07-27,41.793601989746094
2016-07-28,41.50988006591797
2016-07-29,40.237430572509766
2016-08-01,40.194427490234375
2016-08-02,39.1455078125
2016-08-03,39.32606506347656
2016-08-04,39.38623809814453
