Date,AET
2015-07-01,124.2654037475586
2015-07-02,120.99729919433594
2015-07-06,113.20781707763672
2015-07-07,111.18331909179688
2015-07-08,108.61894226074219
2015-07-09,108.61894226074219
2015-07-10,110.47957611083984
2015-07-13,109.92042541503906
2015-07-14,111.83342742919922
2015-07-15,111.57255554199219
2015-07-16,109.08952331542969
2015-07-17,109.09918212890625
2015-07-20,107.8238525390625
2015-07-21,107.7755355834961
2015-07-22,110.02669525146484
2015-07-23,108.25861358642578
2015-07-24,106.27799224853516
2015-07-27,106.50020599365234
2015-07-28,108.50981903076172
2015-07-29,108.78999328613281
2015-07-30,110.28755187988281
2015-07-31,109.14749908447266
2015-08-03,109.93974304199219
2015-08-04,111.29236602783203
2015-08-05,114.07492065429688
2015-08-06,112.46142578125
2015-08-07,112.45177459716797
2015-08-10,113.12808227539062
2015-08-11,114.34544372558594
2015-08-12,113.33097839355469
2015-08-13,114.24881744384766
2015-08-14,116.57728576660156
2015-08-17,118.87675476074219
2015-08-18,120.00716400146484
2015-08-19,118.04585266113281
2015-08-20,114.51934814453125
2015-08-21,111.60154724121094
2015-08-24,106.7707290649414
2015-08-25,106.76107025146484
2015-08-26,111.51459503173828
2015-08-27,113.79472351074219
2015-08-28,112.90587615966797
2015-08-31,110.6450424194336
2015-09-01,107.7755355834961
2015-09-02,109.717529296875
2015-09-03,111.28270721435547
2015-09-04,109.63057708740234
2015-09-08,114.1425552368164
2015-09-09,113.26335144042969
2015-09-10,112.258544921875
2015-09-11,113.9010238647461
2015-09-14,112.45177459716797
2015-09-15,113.59184265136719
2015-09-16,113.60150909423828
2015-09-17,113.77542114257812
2015-09-18,112.21988677978516
2015-09-21,114.799560546875
2015-09-22,114.12322998046875
2015-09-23,114.799560546875
2015-09-24,112.50006866455078
2015-09-25,108.22962951660156
2015-09-28,101.73702239990234
2015-09-29,102.71283721923828
2015-09-30,105.70794677734375
2015-10-01,106.22000885009766
2015-10-02,109.28275299072266
2015-10-05,109.21512603759766
2015-10-06,105.14757537841797
2015-10-07,105.85285949707031
2015-10-08,105.90117645263672
2015-10-09,105.48572540283203
2015-10-12,106.88668060302734
2015-10-13,109.68521118164062
2015-10-14,107.59355163574219
2015-10-15,108.62001037597656
2015-10-16,109.41407012939453
2015-10-19,110.58576202392578
2015-10-20,108.2811050415039
2015-10-21,104.8531494140625
2015-10-22,100.0888442993164
2015-10-23,102.53877258300781
2015-10-26,104.38833618164062
2015-10-27,107.16748046875
2015-10-28,107.59355163574219
2015-10-29,111.22489929199219
2015-10-30,111.14740753173828
2015-11-02,111.689697265625
2015-11-03,108.27142333984375
2015-11-04,105.22109985351562
2015-11-05,107.74850463867188
2015-11-06,104.14623260498047
2015-11-09,104.58198547363281
2015-11-10,105.2985610961914
2015-11-11,101.76409149169922
2015-11-12,99.84675598144531
2015-11-13,98.9752426147461
2015-11-16,101.68661499023438
2015-11-17,101.94807434082031
2015-11-18,103.47805786132812
2015-11-19,96.72865295410156
2015-11-20,101.1249771118164
2015-11-23,102.3644790649414
2015-11-24,102.72276306152344
2015-11-25,100.66017150878906
2015-11-27,100.76667785644531
2015-11-30,99.4981460571289
2015-12-01,104.09781646728516
2015-12-02,103.54584503173828
2015-12-03,98.5007553100586
2015-12-04,101.98680877685547
2015-12-07,100.34061431884766
2015-12-08,100.64080047607422
2015-12-09,100.58269500732422
2015-12-10,101.50263977050781
2015-12-11,101.58980560302734
2015-12-14,102.45162200927734
2015-12-15,103.63301086425781
2015-12-16,105.31794738769531
2015-12-17,105.41477966308594
2015-12-18,105.037109375
2015-12-21,106.24755859375
2015-12-22,105.46319580078125
2015-12-23,106.59130096435547
2015-12-24,106.160400390625
2015-12-28,105.5019302368164
2015-12-29,106.72206115722656
2015-12-30,105.4825668334961
2015-12-31,104.69818115234375
2016-01-04,105.80211639404297
2016-01-05,107.27400207519531
2016-01-06,106.73173522949219
2016-01-07,106.7801513671875
2016-01-08,103.6814193725586
2016-01-11,101.98680877685547
2016-01-12,105.94709014892578
2016-01-13,101.80238342285156
2016-01-14,105.07349395751953
2016-01-15,101.95768737792969
2016-01-19,101.76356506347656
2016-01-20,100.98703002929688
2016-01-21,102.17122650146484
2016-01-22,104.42315673828125
2016-01-25,102.33624267578125
2016-01-26,101.89945983886719
2016-01-27,98.70600128173828
2016-01-28,95.8910903930664
2016-01-29,98.85157012939453
2016-02-01,100.33670043945312
2016-02-02,98.89041900634766
2016-02-03,98.22066497802734
2016-02-04,99.11365509033203
2016-02-05,96.30848693847656
2016-02-08,91.54254913330078
2016-02-09,94.34774780273438
2016-02-10,96.8132095336914
2016-02-11,94.94955444335938
2016-02-12,96.38611602783203
2016-02-16,99.18161010742188
2016-02-17,102.36536407470703
2016-02-18,101.31706237792969
2016-02-19,100.41433715820312
