Date,CHD
2015-07-01,35.89093017578125
2015-07-02,35.62199020385742
2015-07-06,35.48750686645508
2015-07-07,36.24229049682617
2015-07-08,36.255313873291016
2015-07-09,36.0817985534668
2015-07-10,36.4852180480957
2015-07-13,36.814884185791016
2015-07-14,36.79318618774414
2015-07-15,36.78451919555664
2015-07-16,37.222625732421875
2015-07-17,36.85826110839844
2015-07-20,37.1749153137207
2015-07-21,36.74980545043945
2015-07-22,36.91897964477539
2015-07-23,36.77583694458008
2015-07-24,36.650054931640625
2015-07-27,36.70643997192383
2015-07-28,37.09249496459961
2015-07-29,37.443851470947266
2015-07-30,37.64338684082031
2015-07-31,37.44819259643555
2015-08-03,37.90800857543945
2015-08-04,38.17692947387695
2015-08-05,38.81894302368164
2015-08-06,38.75822067260742
2015-08-07,38.76909637451172
2015-08-10,38.83006286621094
2015-08-11,38.503501892089844
2015-08-12,38.790870666503906
2015-08-13,38.864891052246094
2015-08-14,39.034698486328125
2015-08-17,39.3264274597168
2015-08-18,39.43528366088867
2015-08-19,39.0782356262207
2015-08-20,38.59927749633789
2015-08-21,37.75022506713867
2015-08-24,37.00132751464844
2015-08-25,36.117431640625
2015-08-26,37.00566482543945
2015-08-27,37.68056106567383
2015-08-28,37.81554412841797
2015-08-31,37.567352294921875
2015-09-01,36.53978729248047
2015-09-02,36.94472122192383
2015-09-03,37.45850372314453
2015-09-04,36.979557037353516
2015-09-08,37.66750717163086
2015-09-09,37.11018371582031
2015-09-10,37.00566482543945
2015-09-11,36.61380386352539
2015-09-14,36.32643508911133
2015-09-15,36.679134368896484
2015-09-16,36.77927780151367
2015-09-17,36.940372467041016
2015-09-18,36.5267219543457
2015-09-21,36.92294692993164
2015-09-22,36.57027053833008
2015-09-23,36.6181640625
2015-09-24,36.90988540649414
2015-09-25,37.284339904785156
2015-09-28,36.766204833984375
2015-09-29,36.805381774902344
2015-09-30,36.53106689453125
2015-10-01,36.48754119873047
2015-10-02,37.06663513183594
2015-10-05,37.615264892578125
2015-10-06,37.253868103027344
2015-10-07,37.66316604614258
2015-10-08,37.90262222290039
2015-10-09,38.15081024169922
2015-10-12,38.4468994140625
2015-10-13,38.28579330444336
2015-10-14,37.863441467285156
2015-10-15,38.10728454589844
2015-10-16,38.47737503051758
2015-10-19,38.407711029052734
2015-10-20,38.35982131958008
2015-10-21,38.23353958129883
2015-10-22,38.59927749633789
2015-10-23,38.23353958129883
2015-10-26,37.96357727050781
2015-10-27,37.69798278808594
2015-10-28,38.094207763671875
2015-10-29,37.65008544921875
2015-10-30,37.4846305847168
2015-11-02,37.18418884277344
2015-11-03,36.62252426147461
2015-11-04,36.51366424560547
2015-11-05,36.143558502197266
2015-11-06,35.80036926269531
2015-11-09,35.55118942260742
2015-11-10,36.390567779541016
2015-11-11,36.48237609863281
2015-11-12,36.106407165527344
2015-11-13,36.08015441894531
2015-11-16,36.53483581542969
2015-11-17,36.491111755371094
2015-11-18,37.094425201416016
2015-11-19,37.44416046142578
2015-11-20,37.4791259765625
2015-11-23,37.72833251953125
2015-11-24,37.87260818481445
2015-11-25,38.00811767578125
2015-11-27,38.08243942260742
2015-11-30,37.49662780761719
2015-12-01,37.97314453125
2015-12-02,37.492252349853516
2015-12-03,37.25617218017578
2015-12-04,37.92067337036133
2015-12-07,38.0649528503418
2015-12-08,37.990623474121094
2015-12-09,37.5753173828125
2015-12-10,37.133758544921875
2015-12-11,36.65724182128906
2015-12-14,36.718441009521484
2015-12-15,36.950164794921875
2015-12-16,37.39606857299805
2015-12-17,37.26491928100586
2015-12-18,36.3818244934082
2015-12-21,36.7796516418457
2015-12-22,37.30427169799805
2015-12-23,37.94691467285156
2015-12-24,37.78953170776367
2015-12-28,37.31300735473633
2015-12-29,37.715213775634766
2015-12-30,37.65401077270508
2015-12-31,37.107540130615234
2016-01-04,36.50859451293945
2016-01-05,36.19820785522461
2016-01-06,36.0277099609375
2016-01-07,35.446266174316406
2016-01-08,35.87470245361328
2016-01-11,36.11952209472656
2016-01-12,36.60478973388672
2016-01-13,34.38392639160156
2016-01-14,34.20030975341797
2016-01-15,34.50633239746094
2016-01-19,34.519447326660156
2016-01-20,34.327091217041016
2016-01-21,34.62874984741211
2016-01-22,35.441898345947266
2016-01-25,34.733665466308594
2016-01-26,35.109649658203125
2016-01-27,35.19706344604492
2016-01-28,35.669227600097656
2016-01-29,36.72282409667969
2016-02-01,37.19059753417969
2016-02-02,37.500999450683594
2016-02-03,38.0649528503418
2016-02-04,37.92067337036133
2016-02-05,37.990623474121094
2016-02-08,38.14365768432617
2016-02-09,38.68574142456055
2016-02-10,38.65513229370117
2016-02-11,38.020877838134766
2016-02-12,38.88119888305664
2016-02-16,39.34647750854492
2016-02-17,39.451805114746094
2016-02-18,39.289405822753906
2016-02-19,39.245506286621094
2016-02-22,39.579105377197266
2016-02-23,39.908321380615234
2016-02-24,40.2155647277832
2016-02-25,40.47453689575195
2016-02-26,40.250675201416016
2016-02-29,39.83809280395508
2016-03-01,39.93465042114258
2016-03-02,40.0970573425293
2016-03-03,40.27263259887695
2016-03-04,40.28580093383789
2016-03-07,39.789791107177734
2016-03-08,39.91268539428711
2016-03-09,39.579105377197266
2016-03-10,39.636173248291016
2016-03-11,39.93465042114258
2016-03-14,39.767845153808594
2016-03-15,40.167293548583984
2016-03-16,40.338470458984375
2016-03-17,40.37796401977539
2016-03-18,40.263851165771484
2016-03-21,40.38237380981445
2016-03-22,40.15412139892578
2016-03-23,40.19361114501953
2016-03-24,40.140953063964844
2016-03-28,40.37358856201172
2016-03-29,40.509666442871094
2016-03-30,40.43503952026367
2016-03-31,40.46137619018555
2016-04-01,41.128562927246094
2016-04-04,40.61939239501953
2016-04-05,41.23390197753906
2016-04-06,41.44459533691406
2016-04-07,41.225128173828125
2016-04-08,41.30851745605469
2016-04-11,41.01882553100586
2016-04-12,41.1461067199707
2016-04-13,41.03199005126953
2016-04-14,40.834476470947266
2016-04-15,41.22073745727539
2016-04-18,40.944210052490234
2016-04-19,41.37437438964844
2016-04-20,40.93543243408203
2016-04-21,40.07509231567383
2016-04-22,40.39552688598633
2016-04-25,40.59305191040039
2016-04-26,40.408695220947266
2016-04-27,40.509666442871094
2016-04-28,40.724735260009766
2016-04-29,40.68962097167969
2016-05-02,41.03636932373047
2016-05-03,41.10661697387695
2016-05-04,41.21195602416992
2016-05-05,41.751853942871094
2016-05-06,42.50682830810547
2016-05-09,42.61216735839844
2016-05-10,42.98527526855469
2016-05-11,42.45854949951172
2016-05-12,42.89690017700195
2016-05-13,42.53563690185547
2016-05-16,42.49599075317383
2016-05-17,42.11270523071289
2016-05-18,42.72507858276367
2016-05-19,43.65464401245117
2016-05-20,42.50480651855469
2016-05-23,43.06871795654297
2016-05-24,43.12598419189453
2016-05-25,42.88808822631836
2016-05-26,43.258148193359375
2016-05-27,43.24934005737305
2016-05-31,43.38590621948242
2016-06-01,43.58857345581055
2016-06-02,43.7163200378418
2016-06-03,43.562137603759766
2016-06-06,43.44318389892578
2016-06-07,43.672271728515625
2016-06-08,43.557716369628906
2016-06-09,43.98065948486328
2016-06-10,44.00269317626953
2016-06-13,43.67668533325195
2016-06-14,43.91898727416992
2016-06-15,43.57094192504883
2016-06-16,43.791221618652344
2016-06-17,43.42557144165039
2016-06-20,43.720726013183594
2016-06-21,43.910179138183594
2016-06-22,44.161285400390625
2016-06-23,44.280242919921875
2016-06-24,43.25374221801758
2016-06-27,43.50045394897461
2016-06-28,44.046756744384766
2016-06-29,44.020320892333984
2016-06-30,45.32876205444336
2016-07-01,45.07323455810547
2016-07-05,45.52700424194336
2016-07-06,44.632686614990234
2016-07-07,44.3463249206543
2016-07-08,44.62828063964844
2016-07-11,44.800086975097656
2016-07-12,43.866127014160156
2016-07-13,44.046756744384766
2016-07-14,44.03794479370117
2016-07-15,44.18332290649414
2016-07-18,43.98507308959961
2016-07-19,44.37276840209961
2016-07-20,43.888153076171875
2016-07-21,43.791221618652344
2016-07-22,44.18332290649414
2016-07-25,44.21416473388672
2016-07-26,43.54450225830078
2016-07-27,43.064327239990234
2016-07-28,43.399139404296875
2016-07-29,43.280174255371094
2016-08-01,43.70310974121094
2016-08-02,43.24934005737305
2016-08-03,43.007041931152344
2016-08-04,44.57542037963867
2016-08-05,44.28464889526367
2016-08-08,44.086395263671875
2016-08-09,44.474082946777344
2016-08-10,44.6767463684082
2016-08-11,44.3517951965332
2016-08-12,44.42253494262695
2016-08-15,44.22358322143555
2016-08-16,43.896419525146484
2016-08-17,43.869895935058594
2016-08-18,44.179378509521484
2016-08-19,43.94948196411133
2016-08-22,44.13958740234375
2016-08-23,44.08210754394531
2016-08-24,43.834537506103516
2016-08-25,44.07327651977539
2016-08-26,43.81243133544922
2016-08-29,44.2103271484375
2016-08-30,43.95832443237305
2016-08-31,43.95390701293945
2016-09-01,44.09979248046875
2016-09-02,44.183799743652344
2016-09-06,44.48442459106445
2016-09-07,43.441062927246094
2016-09-08,42.88401412963867
2016-09-09,41.902530670166016
2016-09-12,42.035179138183594
2016-09-13,41.522335052490234
2016-09-14,41.38970184326172
2016-09-15,41.65497970581055
2016-09-16,41.380863189697266
2016-09-19,41.50464630126953
2016-09-20,41.92906951904297
2016-09-21,42.30929183959961
2016-09-22,43.149261474609375
2016-09-23,42.565704345703125
2016-09-26,42.43307876586914
2016-09-27,42.397705078125
2016-09-28,42.73369216918945
2016-09-29,42.05286407470703
2016-09-30,42.37117004394531
2016-10-03,41.557708740234375
2016-10-04,40.885704040527344
2016-10-05,40.903385162353516
2016-10-06,41.03601837158203
2016-10-07,41.48695755004883
2016-10-10,41.56654357910156
2016-10-11,41.531185150146484
2016-10-12,42.30043411254883
2016-10-13,42.24739074707031
2016-10-14,42.37117004394531
2016-10-17,42.68948745727539
2016-10-18,42.61875534057617
2016-10-19,42.21201705932617
2016-10-20,41.990970611572266
2016-10-21,42.00864028930664
2016-10-24,41.8494873046875
2016-10-25,42.5391731262207
2016-10-26,42.29159927368164
2016-10-27,42.203182220458984
2016-10-28,42.654109954833984
2016-10-31,42.671817779541016
2016-11-01,42.07939529418945
2016-11-02,41.77876281738281
2016-11-03,39.01119613647461
2016-11-04,38.71056365966797
2016-11-07,39.2852897644043
2016-11-08,40.532020568847656
2016-11-09,40.26675796508789
2016-11-10,38.3657112121582
2016-11-11,38.6486701965332
2016-11-14,38.993141174316406
2016-11-15,39.57021713256836
2016-11-16,39.60573196411133
2016-11-17,39.44594192504883
2016-11-18,39.76554489135742
2016-11-21,39.79218673706055
2016-11-22,39.827701568603516
2016-11-23,39.65013122558594
2016-11-25,40.00526428222656
2016-11-28,39.827701568603516
2016-11-29,39.809932708740234
2016-11-30,38.877723693847656
2016-12-01,37.972145080566406
2016-12-02,38.54036331176758
2016-12-05,39.20619583129883
2016-12-06,39.73003005981445
2016-12-07,39.8454475402832
2016-12-08,38.877723693847656
2016-12-09,39.348270416259766
2016-12-12,39.48143768310547
2016-12-13,39.35714340209961
2016-12-14,39.73003005981445
2016-12-15,39.818809509277344
2016-12-16,39.91646957397461
2016-12-19,39.62350082397461
2016-12-20,39.721153259277344
2016-12-21,39.57021713256836
2016-12-22,39.51694869995117
2016-12-23,39.70341110229492
2016-12-27,39.97862243652344
2016-12-28,39.19734191894531
2016-12-29,39.79218673706055
2016-12-30,39.23284149169922
2017-01-03,39.366024017333984
2017-01-04,39.68564224243164
2017-01-05,39.85433578491211
2017-01-06,39.83656692504883
2017-01-09,39.330509185791016
2017-01-10,38.6912841796875
2017-01-11,38.67352294921875
2017-01-12,38.59360885620117
2017-01-13,38.86884307861328
2017-01-17,39.52583312988281
2017-01-18,39.721153259277344
2017-01-19,39.889835357666016
2017-01-20,40.44028854370117
2017-01-23,40.42253494262695
2017-01-24,40.919715881347656
2017-01-25,41.04400634765625
2017-01-26,40.928585052490234
2017-01-27,40.253849029541016
2017-01-30,40.22721481323242
2017-01-31,40.147308349609375
2017-02-01,40.17394256591797
2017-02-02,40.42253494262695
2017-02-03,40.67112731933594
2017-02-06,40.35150909423828
2017-02-07,41.967342376708984
2017-02-08,42.46452713012695
2017-02-09,42.67759704589844
2017-02-10,42.828529357910156
2017-02-13,42.98833465576172
2017-02-14,43.086002349853516
2017-02-15,43.31684494018555
2017-02-16,43.610958099365234
2017-02-17,44.297264099121094
2017-02-21,44.217037200927734
2017-02-22,44.28834533691406
2017-02-23,44.225948333740234
2017-02-24,44.14573669433594
2017-02-27,44.172481536865234
2017-02-28,44.42204284667969
2017-03-01,44.7696418762207
2017-03-02,44.733985900878906
2017-03-03,44.43094253540039
2017-03-06,44.27052307128906
2017-03-07,44.1635627746582
2017-03-08,44.127906799316406
2017-03-09,44.234867095947266
2017-03-10,44.59138107299805
2017-03-13,44.43094253540039
2017-03-14,44.34181594848633
2017-03-15,44.7250862121582
2017-03-16,44.66268539428711
2017-03-17,44.65377426147461
2017-03-20,44.733985900878906
2017-03-21,44.867679595947266
2017-03-22,44.814208984375
2017-03-23,44.867679595947266
