Date,LII
2015-07-01,95.22117614746094
2015-07-02,95.10667419433594
2015-07-06,95.56464385986328
2015-07-07,96.10195922851562
2015-07-08,94.98336029052734
2015-07-09,95.25641632080078
2015-07-10,95.11548614501953
2015-07-13,95.97864532470703
2015-07-14,96.07553100585938
2015-07-15,94.74555206298828
2015-07-16,94.61344146728516
2015-07-17,94.76319122314453
2015-07-20,102.51405334472656
2015-07-21,101.91510772705078
2015-07-22,103.49169158935547
2015-07-23,103.39481353759766
2015-07-24,103.24507141113281
2015-07-27,101.90631103515625
2015-07-28,102.44357299804688
2015-07-29,103.03370666503906
2015-07-30,103.57977294921875
2015-07-31,103.99376678466797
2015-08-03,104.19632720947266
2015-08-04,104.46935272216797
2015-08-05,104.20510864257812
2015-08-06,104.34606170654297
2015-08-07,104.76881408691406
2015-08-10,106.56560516357422
2015-08-11,106.95316314697266
2015-08-12,107.86035919189453
2015-08-13,108.32716369628906
2015-08-14,110.1416244506836
2015-08-17,110.6612777709961
2015-08-18,111.62129974365234
2015-08-19,110.9430923461914
2015-08-20,108.07174682617188
2015-08-21,105.69363403320312
2015-08-24,102.32904052734375
2015-08-25,100.98148345947266
2015-08-26,102.98965454101562
2015-08-27,104.50462341308594
2015-08-28,105.41180419921875
2015-08-31,103.96733856201172
2015-09-01,102.31144714355469
2015-09-02,104.79524993896484
2015-09-03,105.17400360107422
2015-09-04,103.39481353759766
2015-09-08,106.30139923095703
2015-09-09,105.4470443725586
2015-09-10,104.84809875488281
2015-09-11,107.78990173339844
2015-09-14,108.18626403808594
2015-09-15,108.50334930419922
2015-09-16,109.28726196289062
2015-09-17,108.97015380859375
2015-09-18,107.42877960205078
2015-09-21,108.415283203125
2015-09-22,106.97958374023438
2015-09-23,104.89214324951172
2015-09-24,103.40362548828125
2015-09-25,104.15227508544922
2015-09-28,101.43950653076172
2015-09-29,99.0804214477539
2015-09-30,100.13182830810547
2015-10-01,100.45874786376953
2015-10-02,100.14947509765625
2015-10-05,102.04912567138672
2015-10-06,100.55591583251953
2015-10-07,102.15514373779297
2015-10-08,104.15196228027344
2015-10-09,103.96641540527344
2015-10-12,105.19448852539062
2015-10-13,104.7615966796875
2015-10-14,103.33026123046875
2015-10-15,104.09893035888672
2015-10-16,104.04592895507812
2015-10-19,110.18655395507812
2015-10-20,109.69178009033203
2015-10-21,110.48697662353516
2015-10-22,112.89901733398438
2015-10-23,113.01390075683594
2015-10-26,114.35684967041016
2015-10-27,112.28057098388672
2015-10-28,115.88539123535156
2015-10-29,115.18739318847656
2015-10-30,117.34324645996094
2015-11-02,118.75690460205078
2015-11-03,118.9954605102539
2015-11-04,119.6050796508789
2015-11-05,120.41796112060547
2015-11-06,119.65811920166016
2015-11-09,117.92638397216797
2015-11-10,119.21635437011719
2015-11-11,119.490234375
2015-11-12,118.05889892578125
2015-11-13,117.80268096923828
2015-11-16,119.37535858154297
2015-11-17,118.54483032226562
2015-11-18,120.81552124023438
2015-11-19,120.60350036621094
2015-11-20,120.43560028076172
2015-11-23,120.77141571044922
2015-11-24,120.70072174072266
2015-11-25,120.9303970336914
2015-11-27,121.60189056396484
2015-11-30,120.09104919433594
2015-12-01,121.7432632446289
2015-12-02,119.67578125
2015-12-03,117.95286560058594
2015-12-04,120.45325469970703
2015-12-07,121.45172882080078
2015-12-08,119.79948425292969
2015-12-09,118.25326538085938
2015-12-10,117.51112365722656
2015-12-11,115.00187683105469
2015-12-14,114.59540557861328
2015-12-15,114.17129516601562
2015-12-16,115.24042510986328
2015-12-17,111.62672424316406
2015-12-18,109.7447738647461
2015-12-21,109.33834075927734
2015-12-22,110.73435974121094
2015-12-23,110.55763244628906
2015-12-24,111.6885757446289
2015-12-28,112.28057098388672
2015-12-29,113.30838012695312
2015-12-30,112.13874816894531
2015-12-31,110.66793823242188
2016-01-04,110.08313751220703
2016-01-05,109.0641860961914
2016-01-06,107.01738739013672
2016-01-07,105.37820434570312
2016-01-08,104.06684112548828
2016-01-11,103.437744140625
2016-01-12,104.89974975585938
2016-01-13,102.48966217041016
2016-01-14,104.02255249023438
2016-01-15,102.57827758789062
2016-01-19,103.23395538330078
2016-01-20,102.01119995117188
2016-01-21,101.35551452636719
2016-01-22,105.1921157836914
2016-01-25,102.80867004394531
2016-01-26,106.71611022949219
2016-01-27,103.90736389160156
2016-01-28,102.53397369384766
2016-01-29,106.16678619384766
2016-02-01,105.20101165771484
2016-02-02,103.44660949707031
2016-02-03,104.0579833984375
2016-02-04,104.73137664794922
2016-02-05,101.30235290527344
2016-02-08,101.42639923095703
2016-02-09,100.98335266113281
2016-02-10,102.59602355957031
2016-02-11,104.0579833984375
2016-02-12,105.88324737548828
2016-02-16,106.10476684570312
2016-02-17,108.98443603515625
2016-02-18,107.4427261352539
2016-02-19,107.46927642822266
2016-02-22,107.60216522216797
2016-02-23,109.35655975341797
2016-02-24,112.16533660888672
2016-02-25,114.00831604003906
2016-02-26,116.63995361328125
2016-02-29,114.48683166503906
2016-03-01,114.5754165649414
2016-03-02,114.35389709472656
2016-03-03,113.86658477783203
2016-03-04,114.42481231689453
2016-03-07,114.20326232910156
2016-03-08,113.91089630126953
2016-03-09,114.61974334716797
2016-03-10,114.87667846679688
2016-03-11,116.05510711669922
2016-03-14,117.5614242553711
2016-03-15,117.73861694335938
2016-03-16,117.28673553466797
2016-03-17,117.23355865478516
2016-03-18,117.64998626708984
2016-03-21,117.5614242553711
2016-03-22,117.5880126953125
2016-03-23,116.9234619140625
2016-03-24,117.75634765625
2016-03-28,118.5183334350586
2016-03-29,119.90431213378906
2016-03-30,120.25080108642578
2016-03-31,120.108642578125
2016-04-01,122.12541961669922
2016-04-04,121.65455627441406
2016-04-05,121.7523193359375
2016-04-06,122.80062866210938
2016-04-07,122.78289794921875
2016-04-08,124.01782989501953
2016-04-11,123.77791595458984
2016-04-12,124.62195587158203
2016-04-13,126.1589584350586
2016-04-14,124.86183166503906
2016-04-15,125.12836456298828
2016-04-18,121.86775207519531
2016-04-19,123.58248138427734
2016-04-20,122.30311584472656
2016-04-21,121.74335479736328
2016-04-22,122.27642822265625
2016-04-25,121.62786102294922
2016-04-26,122.04548645019531
2016-04-27,122.21428680419922
2016-04-28,120.05538177490234
2016-04-29,119.89543151855469
2016-05-02,120.61505126953125
