Date,R
2015-11-19,49.526695251464844
2015-11-20,49.035980224609375
2015-11-23,48.06184768676758
2015-11-24,48.457359313964844
2015-11-25,48.479339599609375
2015-11-27,48.75033950805664
2015-11-30,48.31085968017578
2015-12-01,48.99936294555664
2015-12-02,47.24152755737305
2015-12-03,45.61553955078125
2015-12-04,44.421688079833984
2015-12-07,43.418251037597656
2015-12-08,42.49539566040039
2015-12-09,42.282997131347656
2015-12-10,42.46609878540039
2015-12-11,41.177040100097656
2015-12-14,40.371368408203125
2015-12-15,41.374786376953125
2015-12-16,43.403602600097656
2015-12-17,41.50661087036133
2015-12-18,39.60963821411133
2015-12-21,39.5730094909668
2015-12-22,40.935333251953125
2015-12-23,42.341590881347656
2015-12-24,42.23905563354492
2015-12-28,41.33083724975586
2015-12-29,41.90945816040039
2015-12-30,41.426063537597656
2015-12-31,41.623817443847656
2016-01-04,41.675086975097656
2016-01-05,41.462669372558594
2016-01-06,39.60963821411133
2016-01-07,38.11548614501953
2016-01-08,37.03148651123047
2016-01-11,36.958255767822266
2016-01-12,37.41236877441406
2016-01-13,36.599361419677734
2016-01-14,36.89232635498047
2016-01-15,36.072017669677734
2016-01-19,35.00266647338867
2016-01-20,35.390865325927734
2016-01-21,36.269771575927734
2016-01-22,37.090084075927734
2016-01-25,35.83031463623047
2016-01-26,38.48903274536133
2016-01-27,37.89576721191406
2016-01-28,37.280517578125
2016-01-29,38.94312286376953
2016-02-01,40.06373596191406
2016-02-02,37.73462677001953
2016-02-03,38.04956817626953
2016-02-04,41.53591537475586
2016-02-05,41.83621597290039
2016-02-08,40.993934631347656
2016-02-09,40.75955581665039
2016-02-10,40.517845153808594
2016-02-11,38.43043899536133
2016-02-12,39.653587341308594
2016-02-16,41.228302001953125
2016-02-17,42.57596969604492
2016-02-18,42.75299072265625
2016-02-19,41.41788864135742
2016-02-22,43.16606903076172
2016-02-23,41.771949768066406
2016-02-24,41.59492492675781
2016-02-25,41.476890563964844
2016-02-26,42.54645919799805
2016-02-29,41.83833312988281
2016-03-01,43.14393997192383
2016-03-02,43.16606903076172
2016-03-03,44.368408203125
2016-03-04,45.393707275390625
2016-03-07,46.33786392211914
2016-03-08,44.08809280395508
2016-03-09,44.88475036621094
2016-03-10,44.08809280395508
2016-03-11,45.29043960571289
2016-03-14,45.2166748046875
2016-03-15,44.28726577758789
2016-03-16,45.50434875488281
2016-03-17,47.31892395019531
2016-03-18,47.990169525146484
2016-03-21,48.934326171875
2016-03-22,48.31471633911133
2016-03-23,47.709877014160156
2016-03-24,47.75412368774414
2016-03-28,47.20827102661133
2016-03-29,47.805755615234375
2016-03-30,47.54020690917969
2016-03-31,47.78361511230469
2016-04-01,47.35580825805664
2016-04-04,46.927982330322266
2016-04-05,46.09445571899414
2016-04-06,45.56336975097656
2016-04-07,44.611820220947266
2016-04-08,45.69614028930664
2016-04-11,45.8731689453125
2016-04-12,46.168216705322266
2016-04-13,48.32209396362305
2016-04-14,48.654029846191406
2016-04-15,48.84580993652344
2016-04-18,49.155609130859375
2016-04-19,49.8489990234375
2016-04-20,50.2104377746582
2016-04-21,48.63190460205078
2016-04-22,49.55393981933594
2016-04-25,48.130313873291016
2016-04-26,51.22833251953125
2016-04-27,52.68147659301758
2016-04-28,52.12826156616211
2016-04-29,50.8374137878418
2016-05-02,50.697265625
2016-05-03,50.04814529418945
2016-05-04,49.86374282836914
2016-05-05,49.86374282836914
2016-05-06,50.748905181884766
2016-05-09,50.63825607299805
2016-05-10,52.03974914550781
2016-05-11,51.71519088745117
2016-05-12,50.48335647583008
2016-05-13,48.3442268371582
2016-05-16,48.115570068359375
2016-05-17,48.6024055480957
2016-05-18,48.277828216552734
2016-05-19,49.50261306762695
2016-05-20,50.489830017089844
2016-05-23,49.940547943115234
2016-05-24,50.42302703857422
2016-05-25,51.38798904418945
2016-05-26,51.365718841552734
2016-05-27,51.60324478149414
2016-05-31,51.67748260498047
2016-06-01,51.41025161743164
2016-06-02,51.2098274230957
2016-06-03,50.47499084472656
2016-06-06,51.529014587402344
2016-06-07,51.818519592285156
2016-06-08,51.81110382080078
2016-06-09,50.22261428833008
2016-06-10,48.77516555786133
2016-06-13,48.455989837646484
2016-06-14,47.63205337524414
2016-06-15,47.817626953125
2016-06-16,47.357418060302734
2016-06-17,48.426292419433594
2016-06-20,49.235389709472656
2016-06-21,48.32980728149414
2016-06-22,48.3966064453125
2016-06-23,48.87908935546875
2016-06-24,45.33098602294922
2016-06-27,42.43610382080078
2016-06-28,43.794471740722656
2016-06-29,44.86335372924805
2016-06-30,45.38294982910156
2016-07-01,46.0435791015625
2016-07-05,44.937591552734375
2016-07-06,45.49429702758789
2016-07-07,46.11038589477539
2016-07-08,47.98093032836914
2016-07-11,48.67124938964844
2016-07-12,49.77722930908203
2016-07-13,50.18549728393555
2016-07-14,50.30425262451172
2016-07-15,50.45272445678711
2016-07-18,50.50467300415039
2016-07-19,49.98508071899414
2016-07-20,50.34138107299805
2016-07-21,50.12611770629883
2016-07-22,51.4028434753418
2016-07-25,51.12818908691406
2016-07-26,51.781410217285156
2016-07-27,47.89186096191406
2016-07-28,48.70836639404297
2016-07-29,48.91620635986328
2016-08-01,48.3594856262207
2016-08-02,46.5854377746582
2016-08-03,47.2015266418457
2016-08-04,47.37226104736328
2016-08-05,48.75289535522461
2016-08-08,48.99042892456055
2016-08-09,48.545047760009766
2016-08-10,48.64897155761719
2016-08-11,48.84197235107422
2016-08-12,48.455989837646484
2016-08-15,48.552486419677734
2016-08-16,48.24816131591797
2016-08-17,48.21103286743164
2016-08-18,49.05552291870117
2016-08-19,49.421722412109375
2016-08-22,48.808902740478516
2016-08-23,48.96585464477539
2016-08-24,49.07046890258789
2016-08-25,48.255882263183594
2016-08-26,47.9793586730957
2016-08-29,48.26335525512695
2016-08-30,49.10783386230469
2016-08-31,48.96585464477539
2016-09-01,49.27973556518555
2016-09-02,49.728145599365234
2016-09-06,49.84771728515625
2016-09-07,50.77442169189453
2016-09-08,50.520320892333984
2016-09-09,48.53986740112305
2016-09-12,49.025638580322266
2016-09-13,48.01673126220703
2016-09-14,48.637027740478516
2016-09-15,49.39931106567383
2016-09-16,49.40678405761719
2016-09-19,48.77153778076172
2016-09-20,47.37400436401367
2016-09-21,48.10641098022461
2016-09-22,48.24839401245117
2016-09-23,47.62063217163086
2016-09-26,47.57579803466797
2016-09-27,47.94199752807617
2016-09-28,48.62955093383789
2016-09-29,48.15871810913086
2016-09-30,49.287208557128906
2016-10-03,49.49646759033203
2016-10-04,49.01068878173828
2016-10-05,50.01213073730469
2016-10-06,50.19149398803711
2016-10-07,49.68330001831055
2016-10-10,50.38579559326172
2016-10-11,49.3619384765625
2016-10-12,49.27973556518555
2016-10-13,47.48611068725586
2016-10-14,46.9405517578125
2016-10-17,46.75371551513672
2016-10-18,47.03770446777344
2016-10-19,47.29180908203125
2016-10-20,47.19464874267578
2016-10-21,48.15123748779297
2016-10-24,48.9882698059082
2016-10-25,49.37689208984375
2016-10-26,51.731014251708984
2016-10-27,51.70111846923828
2016-10-28,51.52177047729492
2016-10-31,51.85806655883789
2016-11-01,51.731014251708984
2016-11-02,51.40217971801758
2016-11-03,51.58153533935547
2016-11-04,51.53669738769531
2016-11-07,53.39011001586914
2016-11-08,54.56342315673828
2016-11-09,57.11186599731445
2016-11-10,59.38378143310547
2016-11-11,58.120784759521484
2016-11-14,59.33149337768555
2016-11-15,59.324005126953125
2016-11-16,58.898014068603516
2016-11-17,59.14603042602539
2016-11-18,59.19112014770508
2016-11-21,59.14603042602539
2016-11-22,59.37900924682617
2016-11-23,60.566436767578125
2016-11-25,61.29543685913086
2016-11-28,59.5368537902832
2016-11-29,59.0483283996582
2016-11-30,58.84541702270508
2016-12-01,59.852481842041016
2016-12-02,59.55937576293945
2016-12-05,60.33345413208008
2016-12-06,61.626094818115234
2016-12-07,63.55756378173828
2016-12-08,63.64775848388672
2016-12-09,61.806461334228516
2016-12-12,61.10003662109375
2016-12-13,60.73176574707031
2016-12-14,60.14559555053711
2016-12-15,58.16904067993164
2016-12-16,57.59786605834961
2016-12-19,58.02626419067383
2016-12-20,58.289283752441406
2016-12-21,57.83083724975586
2016-12-22,57.08682632446289
2016-12-23,57.222103118896484
2016-12-27,57.6655158996582
2016-12-28,56.5006217956543
2016-12-29,56.665950775146484
2016-12-30,55.944480895996094
2017-01-03,56.628360748291016
2017-01-04,57.207054138183594
2017-01-05,56.6734733581543
2017-01-06,57.13943099975586
2017-01-09,56.598323822021484
2017-01-10,56.83880615234375
2017-01-11,57.47761917114258
2017-01-12,57.274696350097656
2017-01-13,57.890953063964844
2017-01-17,56.36533737182617
2017-01-18,56.93651580810547
2017-01-19,55.68144989013672
2017-01-20,56.117340087890625
2017-01-23,56.237571716308594
2017-01-24,57.470088958740234
2017-01-25,58.837886810302734
2017-01-26,58.11643600463867
2017-01-27,58.665061950683594
2017-01-30,58.65754318237305
2017-01-31,58.319332122802734
2017-02-01,58.49969482421875
2017-02-02,53.967926025390625
2017-02-03,55.62132263183594
2017-02-06,55.78665542602539
2017-02-07,55.8618049621582
2017-02-08,55.846778869628906
2017-02-09,56.7110481262207
2017-02-10,57.485137939453125
2017-02-13,57.99616622924805
2017-02-14,57.567787170410156
2017-02-15,58.965660095214844
2017-02-16,58.39882278442383
2017-02-17,58.323238372802734
2017-02-21,58.18721008300781
2017-02-22,58.02094650268555
2017-02-23,56.67566680908203
2017-02-24,57.34074401855469
2017-02-27,57.74129867553711
2017-02-28,57.55237579345703
2017-03-01,58.79182434082031
2017-03-02,57.90757751464844
2017-03-03,58.08897018432617
2017-03-06,58.05118942260742
2017-03-07,57.49190902709961
2017-03-08,57.15935516357422
2017-03-09,56.67566680908203
2017-03-10,57.56747817993164
2017-03-13,56.811710357666016
2017-03-14,56.41870880126953
2017-03-15,57.71107864379883
2017-03-16,57.166927337646484
2017-03-17,56.857051849365234
2017-03-20,56.040802001953125
2017-03-21,54.91469955444336
2017-03-22,55.16411590576172
2017-03-23,55.050743103027344
2017-03-24,54.710636138916016
2017-03-27,55.10366439819336
2017-03-28,56.66054153442383
2017-03-29,56.78902816772461
2017-03-30,57.1215705871582
2017-03-31,57.01576614379883
2017-04-03,56.26753234863281
2017-04-04,56.50185012817383
2017-04-05,56.76634979248047
2017-04-06,57.507015228271484
2017-04-07,57.008201599121094
2017-04-10,58.53485107421875
2017-04-11,57.960479736328125
2017-04-12,56.312896728515625
2017-04-13,55.62512969970703
2017-04-17,56.6907844543457
2017-04-18,56.516944885253906
2017-04-19,56.65299987792969
2017-04-20,57.915138244628906
2017-04-21,58.68601608276367
2017-04-24,59.91794204711914
2017-04-25,51.60439682006836
2017-04-26,51.46080780029297
2017-04-27,51.86892318725586
2017-04-28,51.32475662231445
2017-05-01,51.4456901550293
2017-05-02,51.959617614746094
2017-05-03,51.755550384521484
2017-05-04,51.67243194580078
2017-05-05,51.92182159423828
2017-05-08,51.188724517822266
2017-05-09,50.977108001708984
2017-05-10,50.689910888671875
2017-05-11,50.30447006225586
2017-05-12,49.382415771484375
2017-05-15,49.84345245361328
2017-05-16,49.63182067871094
2017-05-17,48.06737518310547
2017-05-18,47.97603988647461
2017-05-19,48.33373260498047
2017-05-22,48.65337371826172
2017-05-23,49.1328239440918
2017-05-24,50.43421173095703
2017-05-25,50.875606536865234
2017-05-26,50.08412551879883
2017-05-30,50.38093948364258
2017-05-31,50.54836654663086
2017-06-01,50.700584411621094
2017-06-02,50.76145935058594
2017-06-05,50.692970275878906
2017-06-06,50.29721450805664
2017-06-07,50.53314971923828
2017-06-08,49.55140686035156
2017-06-09,49.802547454833984
2017-06-12,50.74623107910156
2017-06-13,51.484432220458984
2017-06-14,51.35507583618164
2017-06-15,51.552940368652344
2017-06-16,51.10392761230469
2017-06-19,51.86496353149414
2017-06-20,51.294189453125
2017-06-21,51.263736724853516
2017-06-22,51.49966812133789
2017-06-23,52.13894271850586
2017-06-26,52.816261291503906
2017-06-27,52.96849060058594
2017-06-28,54.37641143798828
2017-06-29,54.68081283569336
2017-06-30,54.77975082397461
2017-07-03,55.67778015136719
2017-07-05,55.48754119873047
2017-07-06,55.20595169067383
2017-07-07,56.09636306762695
2017-07-10,56.33226013183594
2017-07-11,56.005043029785156
2017-07-12,56.1344108581543
2017-07-13,56.172462463378906
2017-07-14,55.97459030151367
2017-07-17,55.65495300292969
2017-07-18,55.51795959472656
2017-07-19,55.62451934814453
2017-07-20,55.13743209838867
2017-07-21,55.16029357910156
2017-07-24,55.05372619628906
2017-07-25,55.967002868652344
2017-07-26,58.18922424316406
2017-07-27,55.68538284301758
2017-07-28,55.33531951904297
2017-07-31,55.37336349487305
2017-08-01,53.874122619628906
2017-08-02,54.23179244995117
2017-08-03,54.619930267333984
2017-08-04,55.266815185546875
2017-08-07,55.7995491027832
2017-08-08,55.25921630859375
2017-08-09,55.34293746948242
2017-08-10,54.39924240112305
2017-08-11,55.43424987792969
2017-08-14,56.34749984741211
2017-08-15,56.36271286010742
2017-08-16,56.15723419189453
2017-08-17,55.36845016479492
2017-08-18,55.09275436401367
2017-08-21,55.11574172973633
2017-08-22,56.111289978027344
2017-08-23,56.118953704833984
2017-08-24,55.919837951660156
2017-08-25,56.90009689331055
2017-08-28,57.62760925292969
2017-08-29,59.26646041870117
2017-08-30,60.14713668823242
2017-08-31,59.427268981933594
2017-09-01,59.8944206237793
2017-09-05,60.14713668823242
2017-09-06,60.039939880371094
2017-09-07,60.499412536621094
2017-09-08,60.575984954833984
2017-09-11,60.575984954833984
2017-09-12,61.050804138183594
2017-09-13,60.22371292114258
2017-09-14,60.874664306640625
2017-09-15,60.851688385009766
2017-09-18,61.12739181518555
2017-09-19,61.13505172729492
2017-09-20,62.084625244140625
2017-09-21,62.605403900146484
2017-09-22,63.233367919921875
2017-09-25,63.179779052734375
2017-09-26,63.7771110534668
2017-09-27,64.3514633178711
2017-09-28,64.3361587524414
2017-09-29,64.74967956542969
2017-10-02,65.01008605957031
2017-10-03,64.97943115234375
2017-10-04,63.55503463745117
2017-10-05,63.83070373535156
2017-10-06,63.846012115478516
2017-10-09,63.754112243652344
2017-10-10,64.16767883300781
2017-10-11,63.88431167602539
2017-10-12,64.22126770019531
2017-10-13,62.05402374267578
2017-10-16,60.96656799316406
2017-10-17,61.11207580566406
2017-10-18,62.536502838134766
2017-10-19,63.38652420043945
2017-10-20,64.06043243408203
2017-10-23,63.516727447509766
2017-10-24,62.72026443481445
2017-10-25,62.413963317871094
2017-10-26,63.662227630615234
2017-10-27,64.53527069091797
2017-10-30,62.9040641784668
2017-10-31,62.09231948852539
2017-11-01,62.59010314941406
2017-11-02,63.478431701660156
2017-11-03,63.057247161865234
2017-11-06,63.2563591003418
2017-11-07,61.900856018066406
2017-11-08,61.426048278808594
2017-11-09,60.43049621582031
2017-11-10,60.438148498535156
2017-11-13,60.76744842529297
2017-11-14,60.729148864746094
2017-11-15,59.71063232421875
2017-11-16,61.47200012207031
2017-11-17,58.8070068359375
2017-11-20,59.030372619628906
2017-11-21,59.74668884277344
2017-11-22,59.71588134765625
2017-11-24,59.538719177246094
2017-11-27,59.584922790527344
2017-11-28,61.38727951049805
2017-11-29,62.44249725341797
2017-11-30,63.52850341796875
2017-12-01,63.428382873535156
2017-12-04,62.781375885009766
2017-12-05,61.94184875488281
2017-12-06,61.988059997558594
2017-12-07,63.20500183105469
2017-12-08,63.52850341796875
2017-12-11,62.95085525512695
2017-12-12,62.97395706176758
2017-12-13,63.17420196533203
2017-12-14,62.44249725341797
2017-12-15,62.81988525390625
2017-12-18,63.813507080078125
2017-12-19,64.70696258544922
2017-12-20,64.69156646728516
2017-12-21,64.49129486083984
2017-12-22,65.3154525756836
2017-12-26,65.02274322509766
2017-12-27,65.4848861694336
2017-12-28,65.4463882446289
2017-12-29,64.83020782470703
2018-01-02,66.54781341552734
2018-01-03,67.32575225830078
2018-01-04,67.210205078125
2018-01-05,66.97145080566406
2018-01-08,67.37966918945312
2018-01-09,67.82638549804688
2018-01-10,67.1408920288086
2018-01-11,68.78148651123047
2018-01-12,69.18199920654297
2018-01-16,68.18070220947266
2018-01-17,68.53498840332031
2018-01-18,68.4810791015625
2018-01-19,68.41177368164062
2018-01-22,69.01254272460938
2018-01-23,68.16529083251953
2018-01-24,68.23461151123047
2018-01-25,67.9342269897461
2018-01-26,68.50421905517578
2018-01-29,68.48878479003906
2018-01-30,66.8019790649414
2018-01-31,67.03306579589844
2018-02-01,67.17939758300781
2018-02-02,64.78399658203125
2018-02-05,62.21141815185547
2018-02-06,63.921348571777344
2018-02-07,64.7454605102539
2018-02-08,61.40267562866211
2018-02-09,62.134422302246094
2018-02-12,63.53621292114258
2018-02-13,64.26792907714844
2018-02-14,65.07666778564453
2018-02-15,65.26921844482422
2018-02-16,59.23210144042969
2018-02-20,58.20136642456055
2018-02-21,57.90687561035156
2018-02-22,57.62013244628906
2018-02-23,57.76737976074219
2018-02-26,58.960845947265625
2018-02-27,57.59688949584961
2018-02-28,56.0856819152832
2018-03-01,56.721153259277344
2018-03-02,56.66692352294922
2018-03-05,56.37240219116211
2018-03-06,56.845157623291016
2018-03-07,55.853172302246094
2018-03-08,57.57364273071289
2018-03-09,59.28633499145508
2018-03-12,58.94535827636719
2018-03-13,59.00735092163086
2018-03-14,58.092864990234375
2018-03-15,57.891361236572266
2018-03-16,58.27884292602539
2018-03-19,58.47261047363281
2018-03-20,58.8446159362793
2018-03-21,59.12358093261719
2018-03-22,56.27165985107422
2018-03-23,55.217689514160156
2018-03-26,55.5819091796875
2018-03-27,54.50468826293945
2018-03-28,55.15566635131836
2018-03-29,56.4111442565918
2018-04-02,55.27192687988281
2018-04-03,56.86838912963867
2018-04-04,56.56615447998047
2018-04-05,56.40340805053711
2018-04-06,54.194705963134766
2018-04-09,54.32643127441406
2018-04-10,55.62065505981445
2018-04-11,55.12468338012695
2018-04-12,56.000404357910156
2018-04-13,55.8686637878418
2018-04-16,57.4728889465332
2018-04-17,57.5891227722168
2018-04-18,59.17008972167969
2018-04-19,58.11612319946289
2018-04-20,57.387638092041016
2018-04-23,57.99211502075195
2018-04-24,53.00122833251953
2018-04-25,52.7299690246582
2018-04-26,51.96273422241211
2018-04-27,52.58273696899414
2018-04-30,52.257240295410156
2018-05-01,51.8077507019043
2018-05-02,52.0789909362793
2018-05-03,52.10999298095703
2018-05-04,52.567230224609375
2018-05-07,52.72222900390625
2018-05-08,52.82297897338867
2018-05-09,52.94697189331055
2018-05-10,53.194976806640625
2018-05-11,52.92372131347656
2018-05-14,52.931488037109375
2018-05-15,52.95472717285156
2018-05-16,52.80746078491211
2018-05-17,53.18721389770508
2018-05-18,52.546871185302734
2018-05-21,53.507389068603516
2018-05-22,53.01541519165039
2018-05-23,53.23408126831055
2018-05-24,54.405433654785156
2018-05-25,54.007164001464844
2018-05-29,53.42930603027344
2018-05-30,54.139923095703125
2018-05-31,52.382896423339844
2018-06-01,52.85142517089844
2018-06-04,51.797218322753906
2018-06-05,51.74254608154297
2018-06-06,52.125186920166016
2018-06-07,52.89047622680664
2018-06-08,53.56985855102539
2018-06-11,55.47525405883789
2018-06-12,56.068748474121094
2018-06-13,54.96767807006836
2018-06-14,55.80324935913086
2018-06-15,57.09954833984375
2018-06-18,57.50560760498047
2018-06-19,56.56071090698242
2018-06-20,57.7633056640625
2018-06-21,57.06049728393555
2018-06-22,56.49824905395508
2018-06-25,55.662681579589844
2018-06-26,55.5767707824707
2018-06-27,54.983299255371094
2018-06-28,54.803688049316406
2018-06-29,56.11560821533203
2018-07-02,56.85747146606445
2018-07-03,56.17807388305664
2018-07-05,56.467010498046875
2018-07-06,57.18543243408203
2018-07-09,58.99713134765625
2018-07-10,58.71598815917969
2018-07-11,57.84140396118164
2018-07-12,57.919490814208984
2018-07-13,58.325565338134766
2018-07-16,57.076114654541016
2018-07-17,57.44314956665039
2018-07-18,58.380218505859375
2018-07-19,58.68476486206055
2018-07-20,58.3333625793457
2018-07-23,58.840938568115234
2018-07-24,57.18543243408203
2018-07-25,61.16023254394531
2018-07-26,61.35546112060547
2018-07-27,60.34027862548828
2018-07-30,60.027923583984375
2018-07-31,61.14460754394531
2018-08-01,60.441795349121094
2018-08-02,60.73855209350586
2018-08-03,60.262176513671875
2018-08-06,60.74635314941406
2018-08-07,61.043094635009766
2018-08-08,61.32423782348633
2018-08-09,60.31684875488281
2018-08-10,59.80146026611328
2018-08-13,59.731170654296875
2018-08-14,60.48081970214844
2018-08-15,60.20751953125
2018-08-16,60.910335540771484
2018-08-17,61.122650146484375
2018-08-20,61.42146301269531
2018-08-21,62.12916564941406
2018-08-22,61.86180877685547
2018-08-23,60.98110580444336
2018-08-24,61.2406005859375
2018-08-27,62.08984375
2018-08-28,61.89327621459961
2018-08-29,61.767459869384766
2018-08-30,60.501434326171875
2018-08-31,60.42280197143555
2018-09-04,60.27337646484375
2018-09-05,60.86314392089844
2018-09-06,60.79236602783203
2018-09-07,60.02177810668945
2018-09-10,61.971900939941406
2018-09-11,61.492225646972656
2018-09-12,61.90901565551758
2018-09-13,61.767459869384766
2018-09-14,61.563011169433594
2018-09-17,59.093868255615234
2018-09-18,59.51850891113281
2018-09-19,59.3219108581543
2018-09-20,58.78721618652344
2018-09-21,58.197444915771484
2018-09-24,57.261695861816406
2018-09-25,57.1751823425293
2018-09-26,57.6627197265625
2018-09-27,57.59982681274414
2018-09-28,57.45827865600586
2018-10-01,57.57624435424805
2018-10-02,55.90918731689453
2018-10-03,56.365257263183594
2018-10-04,55.822662353515625
2018-10-05,55.84627151489258
2018-10-08,55.55532455444336
2018-10-09,54.666770935058594
2018-10-10,52.763790130615234
2018-10-11,52.598655700683594
2018-10-12,52.496437072753906
2018-10-15,52.9525146484375
2018-10-16,53.78605270385742
2018-10-17,53.20414733886719
2018-10-18,50.876556396484375
2018-10-19,51.19895935058594
2018-10-22,50.68783950805664
2018-10-23,49.27241897583008
2018-10-24,46.889801025390625
2018-10-25,47.94350051879883
2018-10-26,44.99470138549805
2018-10-29,43.02882766723633
2018-10-30,43.74441146850586
2018-10-31,43.49278259277344
2018-11-01,44.459983825683594
2018-11-02,44.27125930786133
2018-11-05,44.790252685546875
2018-11-06,44.522891998291016
2018-11-07,45.175567626953125
2018-11-08,44.750938415527344
2018-11-09,44.31058120727539
2018-11-12,43.5163688659668
2018-11-13,44.16116714477539
2018-11-14,43.8702278137207
2018-11-15,44.01176452636719
2018-11-16,43.51948547363281
2018-11-19,42.59843063354492
2018-11-20,41.1453971862793
2018-11-21,42.42375183105469
2018-11-23,42.574623107910156
2018-11-26,44.369075775146484
2018-11-27,43.4321403503418
2018-11-28,44.22614669799805
2018-11-29,44.615211486816406
2018-11-30,44.916927337646484
2018-12-03,45.22659683227539
2018-12-04,42.447574615478516
2018-12-06,41.740909576416016
2018-12-07,40.7484016418457
2018-12-10,40.57372283935547
2018-12-11,40.57372283935547
2018-12-12,40.613426208496094
2018-12-13,39.390647888183594
2018-12-14,38.96189498901367
2018-12-17,39.06510543823242
2018-12-18,38.80308151245117
2018-12-19,37.548561096191406
2018-12-20,36.98481369018555
2018-12-21,36.579872131347656
2018-12-24,35.849388122558594
2018-12-26,38.12819290161133
2018-12-27,38.15993881225586
2018-12-28,37.85820388793945
2018-12-31,38.23140335083008
2019-01-02,38.75544357299805
2019-01-03,38.79515075683594
2019-01-04,41.1453971862793
2019-01-07,41.59005355834961
2019-01-08,41.60593032836914
2019-01-09,43.30510330200195
2019-01-10,43.7576904296875
2019-01-11,44.16263198852539
2019-01-14,44.083229064941406
2019-01-15,41.22480392456055
2019-01-16,41.92353057861328
2019-01-17,43.058963775634766
2019-01-18,45.0042724609375
2019-01-22,43.52742385864258
2019-01-23,42.65401840209961
2019-01-24,42.94779586791992
2019-01-25,43.686222076416016
2019-01-28,43.670345306396484
2019-01-29,44.4961051940918
2019-01-30,45.63154602050781
2019-01-31,45.98089599609375
2019-02-01,46.33821105957031
2019-02-04,46.51288604736328
2019-02-05,46.69551086425781
2019-02-06,46.377906799316406
2019-02-07,46.227046966552734
2019-02-08,45.98884582519531
2019-02-11,46.34614562988281
2019-02-12,47.27511978149414
2019-02-13,48.05326843261719
2019-02-14,50.578208923339844
2019-02-15,51.595211029052734
2019-02-19,51.25887680053711
2019-02-20,51.691307067871094
2019-02-21,51.1707878112793
2019-02-22,50.890499114990234
2019-02-25,50.59422302246094
2019-02-26,49.64927673339844
2019-02-27,50.073692321777344
2019-02-28,49.77739334106445
2019-03-01,49.91355514526367
2019-03-04,50.113746643066406
2019-03-05,49.64927673339844
2019-03-06,49.064701080322266
2019-03-07,48.08772277832031
2019-03-08,47.278926849365234
2019-03-11,48.776405334472656
2019-03-12,48.67230224609375
2019-03-13,48.93656921386719
2019-03-14,49.184814453125
2019-03-15,48.80043029785156
