Date,SHW
2015-07-01,84.65824127197266
2015-07-02,83.71159362792969
2015-07-06,84.40201568603516
2015-07-07,85.50841522216797
2015-07-08,84.69744873046875
2015-07-09,83.6331787109375
2015-07-10,83.8744125366211
2015-07-13,85.0411148071289
2015-07-14,85.70439147949219
2015-07-15,85.06523132324219
2015-07-16,78.75529479980469
2015-07-17,80.19636535644531
2015-07-20,80.68172454833984
2015-07-21,80.49180603027344
2015-07-22,82.51171112060547
2015-07-23,81.5439682006836
2015-07-24,80.53102111816406
2015-07-27,80.20539855957031
2015-07-28,82.55692291259766
2015-07-29,84.05230712890625
2015-07-30,83.7869873046875
2015-07-31,83.73876190185547
2015-08-03,83.8744125366211
2015-08-04,83.6664047241211
2015-08-05,82.80716705322266
2015-08-06,81.91780853271484
2015-08-07,81.20030975341797
2015-08-10,82.45137786865234
2015-08-11,81.7067642211914
2015-08-12,82.55902099609375
2015-08-13,83.41736602783203
2015-08-14,84.432861328125
2015-08-17,86.04068756103516
2015-08-18,86.15552520751953
2015-08-19,85.2035140991211
2015-08-20,81.27458190917969
2015-08-21,78.98672485351562
2015-08-24,76.86209869384766
2015-08-25,75.14845275878906
2015-08-26,77.23381805419922
2015-08-27,78.3883285522461
2015-08-28,78.0075454711914
2015-08-31,77.31243133544922
2015-09-01,75.11219024658203
2015-09-02,76.8016357421875
2015-09-03,77.33053588867188
2015-09-04,76.72309112548828
2015-09-08,79.07134246826172
2015-09-09,77.75669860839844
2015-09-10,77.2670669555664
2015-09-11,77.2670669555664
2015-09-14,76.14580535888672
2015-09-15,75.75894927978516
2015-09-16,75.74689483642578
2015-09-17,76.5145492553711
2015-09-18,74.54399871826172
2015-09-21,73.82474517822266
2015-09-22,71.7031021118164
2015-09-23,70.30377197265625
2015-09-24,68.84703826904297
2015-09-25,68.75338745117188
2015-09-28,66.658935546875
2015-09-29,66.16934204101562
2015-09-30,67.32987976074219
2015-10-01,70.0922622680664
2015-10-02,71.62753295898438
2015-10-05,72.8878173828125
2015-10-06,71.53082275390625
2015-10-07,72.26824951171875
2015-10-08,73.80656433105469
2015-10-09,73.39860534667969
2015-10-12,73.6736068725586
2015-10-13,74.01513671875
2015-10-14,73.29278564453125
2015-10-15,71.34949493408203
2015-10-16,73.49229431152344
2015-10-19,73.40161895751953
2015-10-20,72.41329956054688
2015-10-21,72.03856658935547
2015-10-22,74.62865447998047
2015-10-23,74.278076171875
2015-10-26,74.72235107421875
2015-10-27,73.1114730834961
2015-10-28,74.57730102539062
2015-10-29,78.0075454711914
2015-10-30,80.64295196533203
2015-11-02,81.54962158203125
2015-11-03,81.59798431396484
2015-11-04,81.81255340576172
2015-11-05,81.02978515625
2015-11-06,80.76384735107422
2015-11-09,80.56132507324219
2015-11-10,80.16138458251953
2015-11-11,80.63101959228516
2015-11-12,79.40997314453125
2015-11-13,79.5736083984375
2015-11-16,80.87036895751953
2015-11-17,81.7248306274414
2015-11-18,82.5973892211914
2015-11-19,82.66104888916016
2015-11-20,83.10340118408203
2015-11-23,83.45487213134766
2015-11-24,83.72151184082031
2015-11-25,83.55789947509766
2015-11-27,83.87603759765625
2015-11-30,83.645751953125
2015-12-01,84.09722137451172
2015-12-02,82.77919006347656
2015-12-03,80.59770965576172
2015-12-04,82.53982543945312
2015-12-07,81.9884033203125
2015-12-08,82.06717681884766
2015-12-09,81.11277770996094
2015-12-10,80.7582778930664
2015-12-11,79.34636688232422
2015-12-14,79.7887191772461
2015-12-15,79.8038558959961
2015-12-16,81.66116333007812
2015-12-17,79.7463150024414
2015-12-18,77.63447570800781
2015-12-21,79.10700225830078
2015-12-22,79.33727264404297
2015-12-23,80.94312286376953
2015-12-24,80.34317016601562
2015-12-28,80.05836486816406
2015-12-29,80.25837707519531
2015-12-30,79.51907348632812
2015-12-31,78.65554809570312
2016-01-04,77.18607330322266
2016-01-05,77.49813079833984
2016-01-06,75.25605773925781
2016-01-07,73.19267272949219
2016-01-08,73.25328063964844
2016-01-11,73.31388092041016
2016-01-12,74.66217803955078
2016-01-13,73.06844329833984
2016-01-14,73.69869232177734
2016-01-15,73.35326385498047
2016-01-19,72.52005004882812
2016-01-20,74.3440170288086
2016-01-21,74.52583312988281
2016-01-22,75.74992370605469
2016-01-25,73.97137451171875
2016-01-26,75.57115173339844
2016-01-27,76.4285888671875
2016-01-28,75.64385986328125
2016-01-29,77.46479797363281
2016-02-01,77.21636199951172
2016-02-02,75.42874145507812
2016-02-03,77.82535552978516
2016-02-04,78.85553741455078
2016-02-05,77.6011734008789
2016-02-08,74.7258071899414
2016-02-09,76.48312377929688
2016-02-10,76.56794738769531
2016-02-11,75.10452270507812
2016-02-12,77.76172637939453
2016-02-16,78.45558166503906
2016-02-17,78.51919555664062
2016-02-18,77.19514465332031
2016-02-19,77.41630554199219
2016-02-22,78.11021423339844
2016-02-23,77.17394256591797
2016-02-24,78.68888854980469
2016-02-25,80.69205474853516
2016-02-26,82.99309539794922
2016-02-29,82.22405242919922
2016-03-01,85.46438598632812
2016-03-02,83.19371795654297
2016-03-03,82.6769790649414
2016-03-04,84.14212036132812
2016-03-07,83.98099517822266
2016-03-08,83.95364379882812
2016-03-09,83.6557388305664
2016-03-10,84.99018096923828
2016-03-11,86.5799331665039
2016-03-14,86.23342895507812
2016-03-15,85.94464111328125
2016-03-16,87.24261474609375
2016-03-17,87.26693725585938
2016-03-18,87.75328826904297
2016-03-21,83.07211303710938
2016-03-22,85.71969604492188
2016-03-23,86.0206298828125
2016-03-24,85.52213287353516
2016-03-28,86.30635833740234
2016-03-29,86.81399536132812
2016-03-30,86.4583740234375
2016-03-31,86.53131103515625
2016-04-01,87.43712615966797
2016-04-04,87.27909088134766
2016-04-05,87.31253814697266
2016-04-06,88.38554382324219
2016-04-07,88.9813232421875
2016-04-08,90.27318572998047
2016-04-11,89.58317565917969
2016-04-12,90.47989654541016
2016-04-13,90.30358123779297
2016-04-14,89.51934814453125
2016-04-15,90.10601043701172
2016-04-18,90.20935821533203
2016-04-19,90.67445373535156
2016-04-20,91.197265625
2016-04-21,90.39175415039062
2016-04-22,90.9176025390625
2016-04-25,90.96320343017578
2016-04-26,91.22766876220703
2016-04-27,90.82034301757812
2016-04-28,88.03294372558594
2016-04-29,87.33379364013672
2016-05-02,88.0025405883789
2016-05-03,87.84751892089844
2016-05-04,87.84751892089844
2016-05-05,87.81106567382812
2016-05-06,88.29737091064453
2016-05-09,88.69865417480469
2016-05-10,89.97532653808594
2016-05-11,89.36734771728516
2016-05-12,90.03003692626953
2016-05-13,89.11506652832031
2016-05-16,90.4859619140625
2016-05-17,88.96613311767578
2016-05-18,88.7801742553711
2016-05-19,87.89915466308594
2016-05-20,88.28630828857422
2016-05-23,89.234375
2016-05-24,88.99051666259766
2016-05-25,88.78626251220703
2016-05-26,87.92354583740234
2016-05-27,88.95086669921875
2016-05-31,88.73748779296875
2016-06-01,88.8136978149414
2016-06-02,89.02404022216797
2016-06-03,88.71006774902344
2016-06-06,89.4630355834961
2016-06-07,89.57276153564453
2016-06-08,90.02088928222656
2016-06-09,89.3288803100586
2016-06-10,89.0301513671875
2016-06-13,88.84723663330078
2016-06-14,89.06061553955078
2016-06-15,88.68565368652344
2016-06-16,88.56982421875
2016-06-17,87.8900375366211
2016-06-20,88.27106475830078
2016-06-21,87.6430892944336
2016-06-22,88.38081359863281
2016-06-23,88.07901763916016
2016-06-24,86.49993896484375
2016-06-27,85.45430755615234
2016-06-28,88.42351531982422
2016-06-29,88.53021240234375
2016-06-30,89.52401733398438
2016-07-01,89.56359100341797
2016-07-05,89.8258056640625
2016-07-06,91.3896484375
2016-07-07,92.09385681152344
2016-07-08,93.44122314453125
2016-07-11,93.6454849243164
2016-07-12,93.18518829345703
2016-07-13,93.55406951904297
2016-07-14,93.35895538330078
2016-07-15,93.25223541259766
2016-07-18,93.66380310058594
2016-07-19,94.19727325439453
2016-07-20,95.14228820800781
2016-07-21,88.59725952148438
2016-07-22,89.49656677246094
2016-07-25,89.98735046386719
2016-07-26,89.28924560546875
2016-07-27,89.10636901855469
2016-07-28,90.81043243408203
2016-07-29,91.37136840820312
2016-08-01,90.64887237548828
2016-08-02,91.98101043701172
2016-08-03,91.91398620605469
2016-08-04,91.4627914428711
2016-08-05,91.56951904296875
2016-08-08,90.71290588378906
2016-08-09,90.0178451538086
2016-08-10,90.37450408935547
2016-08-11,90.45986938476562
2016-08-12,90.17634582519531
2016-08-15,90.33489227294922
2016-08-16,88.87162780761719
2016-08-17,87.94219970703125
2016-08-18,88.2265396118164
2016-08-19,87.97889709472656
2016-08-22,88.01556396484375
2016-08-23,89.00615692138672
2016-08-24,87.68539428710938
2016-08-25,87.59371185302734
2016-08-26,87.3827133178711
2016-08-29,87.64566040039062
2016-08-30,87.65482330322266
2016-08-31,86.73762512207031
2016-09-01,87.21456909179688
2016-09-02,87.5692138671875
2016-09-06,87.17176818847656
2016-09-07,87.58755493164062
2016-09-08,86.62757873535156
2016-09-09,83.88827514648438
2016-09-12,85.40467071533203
2016-09-13,83.692626953125
2016-09-14,84.2612533569336
2016-09-15,84.60675811767578
2016-09-16,83.76294708251953
2016-09-19,83.6253433227539
2016-09-20,84.1267318725586
2016-09-21,85.10813903808594
2016-09-22,85.48719787597656
2016-09-23,86.52057647705078
2016-09-26,85.69817352294922
2016-09-27,86.33104705810547
2016-09-28,86.19039154052734
2016-09-29,84.77793884277344
2016-09-30,84.58226776123047
2016-10-03,84.33158111572266
2016-10-04,82.85189056396484
2016-10-05,83.18513488769531
2016-10-06,83.79044342041016
2016-10-07,82.1609115600586
2016-10-10,82.7723617553711
2016-10-11,81.75431060791016
2016-10-12,82.24957275390625
2016-10-13,82.38105773925781
2016-10-14,82.05697631835938
2016-10-17,82.42079162597656
2016-10-18,82.80599975585938
2016-10-19,83.00474548339844
2016-10-20,84.32852172851562
2016-10-21,84.72904205322266
2016-10-24,84.95526885986328
2016-10-25,75.700927734375
2016-10-26,76.19620513916016
2016-10-27,75.6978759765625
2016-10-28,74.82042694091797
2016-10-31,74.86016845703125
2016-11-01,73.56692504882812
2016-11-02,74.13256072998047
2016-11-03,73.83903503417969
2016-11-04,74.15089416503906
2016-11-07,75.81097412109375
2016-11-08,77.10115051269531
2016-11-09,78.79792785644531
2016-11-10,81.02059173583984
2016-11-11,80.02693939208984
2016-11-14,80.5222396850586
2016-11-15,81.24067687988281
2016-11-16,80.34820556640625
2016-11-17,80.5721206665039
2016-11-18,79.82986450195312
2016-11-21,81.62406921386719
2016-11-22,82.43372344970703
2016-11-23,83.54703521728516
2016-11-25,84.33219146728516
2016-11-28,84.04083251953125
2016-11-29,84.7462387084961
2016-11-30,82.4000244140625
2016-12-01,81.54431915283203
2016-12-02,81.29283905029297
2016-12-05,81.70380401611328
2016-12-06,81.72219848632812
2016-12-07,82.74043273925781
2016-12-08,83.22500610351562
2016-12-09,83.09007263183594
2016-12-12,83.0409927368164
2016-12-13,82.68215942382812
2016-12-14,81.73139953613281
2016-12-15,82.10862731933594
2016-12-16,83.3476791381836
2016-12-19,82.46442413330078
2016-12-20,81.63938903808594
2016-12-21,83.17901611328125
2016-12-22,82.87232971191406
2016-12-23,83.5133056640625
2016-12-27,83.53783416748047
2016-12-28,82.89991760253906
2016-12-29,83.15445709228516
2016-12-30,82.42146301269531
2017-01-03,84.2003173828125
2017-01-04,84.77078247070312
2017-01-05,84.7032699584961
2017-01-06,85.56510162353516
2017-01-09,85.49456024169922
2017-01-10,85.5313720703125
2017-01-11,87.02803802490234
2017-01-12,86.96058654785156
2017-01-13,87.43901824951172
2017-01-17,87.21207427978516
2017-01-18,88.00946807861328
2017-01-19,86.82257843017578
2017-01-20,86.98509979248047
2017-01-23,87.10163879394531
2017-01-24,86.11100769042969
2017-01-25,86.92377471923828
2017-01-26,93.54226684570312
2017-01-27,93.6036148071289
2017-01-30,93.4901123046875
2017-01-31,93.17728424072266
2017-02-01,93.90415954589844
2017-02-02,93.19261932373047
2017-02-03,93.23556518554688
2017-02-06,92.61298370361328
2017-02-07,92.63751983642578
2017-02-08,93.65267181396484
2017-02-09,93.9992446899414
2017-02-10,93.99313354492188
2017-02-13,94.95919799804688
2017-02-14,95.04507446289062
2017-02-15,95.0481185913086
2017-02-16,95.43457794189453
2017-02-17,95.4897689819336
2017-02-21,95.84862518310547
2017-02-22,95.83024597167969
2017-02-23,95.39659881591797
2017-02-24,96.15003204345703
2017-02-27,95.39659881591797
2017-02-28,94.88610076904297
2017-03-01,96.98347473144531
2017-03-02,96.24845123291016
2017-03-03,95.92861938476562
2017-03-06,95.73794555664062
2017-03-07,95.51345825195312
2017-03-08,95.64260864257812
2017-03-09,95.3996810913086
2017-03-10,95.91943359375
2017-03-13,95.91634368896484
2017-03-14,95.3781509399414
2017-03-15,96.13469696044922
2017-03-16,95.74411010742188
2017-03-17,96.37454223632812
2017-03-20,95.99011993408203
2017-03-21,94.70464324951172
2017-03-22,95.84561157226562
2017-03-23,95.56572723388672
2017-03-24,95.16596984863281
2017-03-27,95.1720962524414
2017-03-28,95.62416076660156
2017-03-29,95.3781509399414
2017-03-30,95.3996810913086
2017-03-31,95.39351654052734
2017-04-03,94.90763854980469
2017-04-04,94.83688354492188
2017-04-05,95.1136474609375
2017-04-06,95.47962951660156
2017-04-07,96.2791976928711
2017-04-10,95.90402221679688
2017-04-11,96.07315826416016
2017-04-12,96.24537658691406
2017-04-13,94.82766723632812
2017-04-17,95.59650421142578
2017-04-18,95.66417694091797
2017-04-19,95.80868530273438
2017-04-20,99.64669799804688
2017-04-21,99.82506561279297
2017-04-24,100.78763580322266
2017-04-25,101.8486328125
2017-04-26,101.77481842041016
2017-04-27,103.19869995117188
2017-04-28,102.92500305175781
2017-05-01,102.26995086669922
2017-05-02,102.93114471435547
2017-05-03,102.77122497558594
2017-05-04,104.13359832763672
2017-05-05,104.01980590820312
2017-05-08,103.8691177368164
2017-05-09,104.0628662109375
2017-05-10,103.8537368774414
2017-05-11,102.91270446777344
2017-05-12,102.73123168945312
2017-05-15,102.69434356689453
2017-05-16,103.60154724121094
2017-05-17,101.27073669433594
2017-05-18,102.11857604980469
2017-05-19,102.47315216064453
2017-05-22,102.18949127197266
2017-05-23,102.33130645751953
2017-05-24,102.59955596923828
2017-05-25,103.00345611572266
2017-05-26,103.2685775756836
2017-05-30,103.39498901367188
2017-05-31,102.28815460205078
