Date,FRC
2019-01-02,85.07398986816406
2019-01-03,82.82806396484375
2019-01-04,84.97676849365234
2019-01-07,85.03509521484375
2019-01-08,84.16978454589844
2019-01-09,84.83092498779297
2019-01-10,83.6642074584961
2019-01-11,82.1474380493164
2019-01-14,82.00161743164062
2019-01-15,91.71463012695312
2019-01-16,92.94940948486328
2019-01-17,93.02721405029297
2019-01-18,93.35777282714844
2019-01-22,93.06608581542969
2019-01-23,92.84246826171875
2019-01-24,92.69661712646484
2019-01-25,94.42726135253906
2019-01-28,94.47589874267578
2019-01-29,93.39665985107422
2019-01-30,94.53636932373047
2019-01-31,94.12725067138672
2019-02-01,95.85138702392578
2019-02-04,96.6988754272461
2019-02-05,96.7865219116211
2019-02-06,97.21513366699219
2019-02-07,98.05287170410156
2019-02-08,97.92623138427734
2019-02-11,97.79959869384766
2019-02-12,98.28665161132812
2019-02-13,97.79959869384766
2019-02-14,96.96188354492188
2019-02-15,98.99774932861328
2019-02-19,99.358154296875
2019-02-20,100.51734924316406
2019-02-21,100.61474609375
2019-02-22,100.98487854003906
2019-02-25,100.97516632080078
2019-02-26,100.6050033569336
2019-02-27,102.22201538085938
2019-02-28,102.260986328125
2019-03-01,102.70905303955078
2019-03-04,102.05640411376953
2019-03-05,102.24150085449219
2019-03-06,100.3614730834961
2019-03-07,98.90032196044922
2019-03-08,99.08541870117188
2019-03-11,99.9815902709961
2019-03-12,99.82571411132812
2019-03-13,100.15690612792969
2019-03-14,100.25433349609375
2019-03-15,100.87775421142578
2019-03-18,102.68958282470703
2019-03-19,101.30634307861328
2019-03-20,99.2607421875
2019-03-21,98.91006469726562
2019-03-22,95.55916595458984
2019-03-25,96.54300689697266
2019-03-26,98.02365112304688
2019-03-27,97.84829711914062
2019-03-28,97.9457015991211
2019-03-29,97.8580551147461
2019-04-01,99.85494995117188
2019-04-02,101.01412200927734
2019-04-03,101.5401382446289
2019-04-04,101.89080047607422
2019-04-05,102.05640411376953
2019-04-08,101.56936645507812
2019-04-09,100.03028869628906
2019-04-10,100.68292999267578
2019-04-11,99.90364837646484
2019-04-12,99.16333770751953
2019-04-15,98.99774932861328
2019-04-16,100.3322525024414
2019-04-17,100.53680419921875
2019-04-18,100.93621826171875
2019-04-22,101.14075469970703
2019-04-23,103.50782012939453
2019-04-24,103.70299530029297
2019-04-25,103.55663299560547
2019-04-26,103.79081726074219
2019-04-29,103.7127456665039
2019-04-30,103.0687026977539
2019-05-01,100.66812133789062
2019-05-02,101.50733184814453
2019-05-03,102.97109985351562
2019-05-06,102.61980438232422
2019-05-07,101.09748840332031
2019-05-08,100.0826187133789
2019-05-09,100.5022201538086
2019-05-10,100.81449127197266
2019-05-13,96.45245361328125
2019-05-14,97.84791564941406
2019-05-15,97.0282211303711
2019-05-16,98.26753234863281
2019-05-17,97.54541015625
2019-05-20,97.7406005859375
2019-05-21,98.50176239013672
2019-05-22,97.50637817382812
2019-05-23,96.68666076660156
2019-05-24,98.09187316894531
2019-05-28,97.00871276855469
2019-05-29,96.94038391113281
2019-05-30,95.62299346923828
2019-05-31,94.67642974853516
2019-06-03,93.4468765258789
2019-06-04,96.31584167480469
2019-06-05,96.13043975830078
2019-06-06,96.36463165283203
2019-06-07,95.57421112060547
2019-06-10,96.49148559570312
2019-06-11,95.47662353515625
2019-06-12,94.28609466552734
2019-06-13,94.01284790039062
2019-06-14,94.0226058959961
2019-06-17,92.96868896484375
2019-06-18,93.60298919677734
2019-06-19,93.59326171875
2019-06-20,93.64202880859375
2019-06-21,93.12482452392578
2019-06-24,92.97846221923828
2019-06-25,93.53467559814453
2019-06-26,93.4176025390625
2019-06-27,93.54444122314453
2019-06-28,95.29121398925781
2019-07-01,96.53052520751953
2019-07-02,95.84744262695312
2019-07-03,97.10627746582031
2019-07-05,97.7406005859375
2019-07-08,97.15506744384766
2019-07-09,98.56031036376953
2019-07-10,98.07237243652344
2019-07-11,98.69689178466797
2019-07-12,98.1992416381836
2019-07-15,96.2768325805664
2019-07-16,91.95381927490234
2019-07-17,92.47102355957031
2019-07-18,93.54444122314453
2019-07-19,94.6959457397461
2019-07-22,94.25680541992188
2019-07-23,94.62763214111328
2019-07-24,96.16272735595703
2019-07-25,96.47560119628906
2019-07-26,97.89335632324219
2019-07-29,97.40448760986328
2019-07-30,97.97157287597656
2019-07-31,97.15025329589844
2019-08-01,93.61077117919922
2019-08-02,94.14852142333984
2019-08-05,91.00016021728516
2019-08-06,91.86056518554688
2019-08-07,89.77793884277344
2019-08-08,91.36192321777344
2019-08-09,92.28102111816406
2019-08-12,91.36192321777344
2019-08-13,91.71391296386719
2019-08-14,89.40641021728516
2019-08-15,88.55574798583984
2019-08-16,90.01261138916016
2019-08-19,90.12015533447266
2019-08-20,87.99842834472656
2019-08-21,88.62420654296875
2019-08-22,89.67039489746094
2019-08-23,87.089111328125
2019-08-26,87.79308319091797
2019-08-27,86.58068084716797
2019-08-28,86.41443634033203
2019-08-29,87.92020416259766
2019-08-30,87.72465515136719
2019-09-03,86.1015625
2019-09-04,86.62957763671875
2019-09-05,87.6757583618164
2019-09-06,87.2064208984375
2019-09-09,89.07395935058594
2019-09-10,90.42327117919922
2019-09-11,91.8996810913086
2019-09-12,91.62591552734375
2019-09-13,93.57166290283203
2019-09-16,94.07032012939453
2019-09-17,93.3858871459961
2019-09-18,94.19743347167969
2019-09-19,93.22943115234375
2019-09-20,93.11210632324219
2019-09-23,92.83834075927734
2019-09-24,92.83834075927734
2019-09-25,94.11921691894531
2019-09-26,94.36363983154297
2019-09-27,95.40005493164062
2019-09-30,94.54942321777344
2019-10-01,92.53523254394531
2019-10-02,89.67039489746094
2019-10-03,90.63836669921875
2019-10-04,92.7796630859375
2019-10-07,92.37879943847656
2019-10-08,90.54061126708984
2019-10-09,91.13702392578125
2019-10-10,92.09524536132812
2019-10-11,95.1360855102539
2019-10-14,95.01874542236328
2019-10-15,101.3155288696289
2019-10-16,100.78752136230469
2019-10-17,101.14929962158203
2019-10-18,101.86306762695312
2019-10-21,102.55728149414062
2019-10-22,103.86746215820312
2019-10-23,104.33679962158203
2019-10-24,103.95547485351562
2019-10-25,105.25588989257812
2019-10-28,105.031005859375
2019-10-29,105.27545928955078
2019-10-30,104.94242095947266
2019-10-31,104.17842102050781
2019-11-01,106.13740539550781
2019-11-04,107.25402069091797
2019-11-05,107.55767059326172
2019-11-06,107.35195922851562
2019-11-07,107.7535400390625
2019-11-08,107.95925903320312
2019-11-11,107.41073608398438
2019-11-12,107.67520141601562
2019-11-13,106.74468994140625
2019-11-14,106.7642593383789
2019-11-15,106.55857849121094
2019-11-18,106.1471939086914
2019-11-19,106.7348861694336
2019-11-20,106.3920669555664
2019-11-21,105.59867858886719
2019-11-22,106.12759399414062
2019-11-25,106.69572448730469
2019-11-26,106.71528625488281
2019-11-27,108.12574768066406
2019-11-29,107.64582824707031
2019-12-02,107.81232452392578
2019-12-03,106.83281707763672
2019-12-04,107.9984130859375
2019-12-05,108.69386291503906
2019-12-06,110.22186279296875
2019-12-09,110.46672821044922
2019-12-10,110.85853576660156
2019-12-11,110.11412048339844
2019-12-12,113.24847412109375
2019-12-13,112.52365112304688
2019-12-16,113.55213165283203
2019-12-17,115.0213623046875
2019-12-18,114.19857788085938
2019-12-19,115.0213623046875
2019-12-20,114.62955474853516
2019-12-23,114.62955474853516
2019-12-24,114.84504699707031
2019-12-26,115.48171997070312
2019-12-27,115.24664306640625
2019-12-30,114.96258544921875
2019-12-31,115.04094696044922
2020-01-02,115.56008911132812
2020-01-03,115.25643920898438
