Date,COST
2015-11-12,130.89620971679688
2015-11-13,128.94117736816406
2015-11-16,131.27383422851562
2015-11-17,133.3211669921875
2015-11-18,135.30148315429688
2015-11-19,136.6271514892578
2015-11-20,136.8537139892578
2015-11-23,137.14736938476562
2015-11-24,136.09010314941406
2015-11-25,136.2579345703125
2015-11-27,137.2564697265625
2015-11-30,135.44403076171875
2015-12-01,135.33494567871094
2015-12-02,135.16714477539062
2015-12-03,137.33197021484375
2015-12-04,139.9582977294922
2015-12-07,140.226806640625
2015-12-08,141.69517517089844
2015-12-09,134.01763916015625
2015-12-10,135.81321716308594
2015-12-11,134.26931762695312
2015-12-14,135.79647827148438
2015-12-15,135.33494567871094
2015-12-16,136.56846618652344
2015-12-17,134.8231658935547
2015-12-18,132.32272338867188
2015-12-21,133.74075317382812
2015-12-22,135.28465270996094
2015-12-23,135.68734741210938
2015-12-24,135.720947265625
2015-12-28,135.22589111328125
2015-12-29,136.48451232910156
2015-12-30,136.5264892578125
2015-12-31,135.51116943359375
2016-01-04,133.86654663085938
2016-01-05,134.19375610351562
2016-01-06,132.95191955566406
2016-01-07,129.90615844726562
2016-01-08,127.63220977783203
2016-01-11,129.822265625
2016-01-12,130.9466094970703
2016-01-13,127.64064025878906
2016-01-14,128.53004455566406
2016-01-15,126.18902587890625
2016-01-19,126.25617218017578
2016-01-20,124.8716812133789
2016-01-21,126.18063354492188
2016-01-22,128.95794677734375
2016-01-25,126.51626586914062
2016-01-26,124.6031265258789
2016-01-27,123.95709991455078
2016-01-28,125.51773071289062
2016-01-29,126.80152130126953
2016-02-01,126.91064453125
2016-02-02,124.6031265258789
2016-02-03,123.09280395507812
2016-02-04,120.22318267822266
2016-02-05,120.81887817382812
2016-02-08,123.361328125
2016-02-09,124.13327026367188
2016-02-10,124.5624008178711
2016-02-11,123.38444519042969
2016-02-12,125.06718444824219
2016-02-16,125.45417785644531
2016-02-17,126.96862030029297
2016-02-18,125.06718444824219
2016-02-19,125.1092300415039
2016-02-22,126.25349426269531
2016-02-23,126.50587463378906
2016-02-24,129.45901489257812
2016-02-25,130.1741485595703
2016-02-26,125.93376159667969
2016-02-29,126.22821807861328
2016-03-01,126.6404800415039
2016-03-02,128.5503692626953
2016-03-03,127.54913330078125
2016-03-04,126.96017456054688
2016-03-07,124.66332244873047
2016-03-08,127.00225830078125
2016-03-09,128.76918029785156
2016-03-10,128.61761474609375
2016-03-11,128.4830780029297
2016-03-14,128.44940185546875
2016-03-15,129.71986389160156
2016-03-16,129.61888122558594
2016-03-17,129.4337615966797
2016-03-18,128.85324096679688
2016-03-21,129.51792907714844
2016-03-22,128.0792236328125
2016-03-23,129.15618896484375
2016-03-24,127.4061508178711
2016-03-28,128.44940185546875
2016-03-29,130.62850952148438
2016-03-30,132.59732055664062
2016-03-31,132.58047485351562
2016-04-01,133.1442108154297
2016-04-04,132.70663452148438
2016-04-05,131.24270629882812
2016-04-06,131.89894104003906
2016-04-07,127.9110107421875
2016-04-08,127.59126281738281
2016-04-11,125.40374755859375
2016-04-12,126.6404800415039
2016-04-13,127.78472137451172
2016-04-14,127.38086700439453
2016-04-15,128.8701171875
2016-04-18,128.97943115234375
2016-04-19,129.29916381835938
2016-04-20,128.50831604003906
2016-04-21,127.39771270751953
2016-04-22,126.13566589355469
2016-04-25,127.47344207763672
2016-04-26,128.3905487060547
2016-04-27,128.06993103027344
2016-04-28,127.79141998291016
2016-04-29,124.99828338623047
2016-05-02,127.36099243164062
2016-05-03,127.76610565185547
2016-05-04,127.85047912597656
2016-05-05,124.7535400390625
2016-05-06,123.57217407226562
2016-05-09,125.386474609375
2016-05-10,126.20497131347656
2016-05-11,124.14595031738281
2016-05-12,123.80846405029297
2016-05-13,121.93513488769531
2016-05-16,123.02364349365234
2016-05-17,121.1756591796875
2016-05-18,119.22636413574219
2016-05-19,120.4162368774414
2016-05-20,120.40776062011719
2016-05-23,119.83395385742188
2016-05-24,120.30652618408203
2016-05-25,121.96888732910156
2016-05-26,126.3315658569336
2016-05-27,125.79993438720703
2016-05-31,125.53833770751953
2016-06-01,128.70269775390625
2016-06-02,127.85047912597656
2016-06-03,128.01918029785156
2016-06-06,128.46646118164062
2016-06-07,128.78707885742188
2016-06-08,129.42002868652344
2016-06-09,129.99383544921875
2016-06-10,130.68576049804688
2016-06-13,130.75323486328125
2016-06-14,131.52960205078125
2016-06-15,130.6773681640625
2016-06-16,131.99371337890625
2016-06-17,131.5465087890625
2016-06-20,132.0443572998047
2016-06-21,132.65188598632812
2016-06-22,133.4282684326172
2016-06-23,132.5084991455078
2016-06-24,131.2679901123047
2016-06-27,130.17103576660156
2016-06-28,131.3017578125
2016-06-29,132.55062866210938
2016-06-30,132.5169219970703
2016-07-01,131.73216247558594
2016-07-05,131.00643920898438
2016-07-06,131.6477813720703
2016-07-07,138.1369171142578
2016-07-08,139.6051483154297
2016-07-11,140.68536376953125
2016-07-12,140.31398010253906
2016-07-13,140.73593139648438
2016-07-14,140.8709716796875
2016-07-15,140.42367553710938
2016-07-18,141.3519287109375
2016-07-19,141.86663818359375
2016-07-20,141.79913330078125
2016-07-21,140.96377563476562
2016-07-22,141.31820678710938
2016-07-25,141.74008178710938
2016-07-26,141.40260314941406
2016-07-27,140.20433044433594
2016-07-28,140.37306213378906
2016-07-29,141.10719299316406
2016-08-01,141.39414978027344
2016-08-02,140.49961853027344
2016-08-03,140.17897033691406
2016-08-04,140.5418243408203
2016-08-05,141.5122528076172
2016-08-08,141.25914001464844
2016-08-09,141.6472930908203
2016-08-10,142.39186096191406
2016-08-11,142.04498291015625
2016-08-12,143.0264129638672
2016-08-15,142.76414489746094
2016-08-16,142.4933624267578
2016-08-17,142.1126708984375
2016-08-18,141.93496704101562
2016-08-19,142.16343688964844
2016-08-22,142.09573364257812
2016-08-23,141.60494995117188
2016-08-24,141.78271484375
2016-08-25,139.4897003173828
2016-08-26,138.7028350830078
2016-08-29,138.7451629638672
2016-08-30,137.03594970703125
2016-08-31,137.14598083496094
2016-09-01,132.1708221435547
2016-09-02,133.66844177246094
2016-09-06,133.736083984375
2016-09-07,131.6885223388672
2016-09-08,129.8524627685547
2016-09-09,127.50874328613281
2016-09-12,128.34645080566406
2016-09-13,127.54263305664062
2016-09-14,127.50031280517578
2016-09-15,129.17559814453125
2016-09-16,128.90487670898438
2016-09-19,128.43099975585938
2016-09-20,128.75253295898438
2016-09-21,129.20095825195312
2016-09-22,129.5817108154297
2016-09-23,129.05715942382812
2016-09-26,127.92337036132812
2016-09-27,127.29722595214844
2016-09-28,126.41724395751953
2016-09-29,124.79273986816406
2016-09-30,129.0402374267578
2016-10-03,127.77106475830078
2016-10-04,127.32264709472656
2016-10-05,126.89958953857422
2016-10-06,126.46807861328125
2016-10-07,126.90806579589844
2016-10-10,127.1534194946289
2016-10-11,127.77106475830078
2016-10-12,127.30571746826172
2016-10-13,127.10265350341797
2016-10-14,127.04341125488281
2016-10-17,125.81657409667969
2016-10-18,126.16341400146484
2016-10-19,126.45115661621094
2016-10-20,126.95034790039062
2016-10-21,126.04500579833984
2016-10-24,128.7102508544922
2016-10-25,127.75413513183594
2016-10-26,127.74566650390625
2016-10-27,127.6441879272461
2016-10-28,126.71343231201172
2016-10-31,125.11427307128906
2016-11-01,124.0904769897461
2016-11-02,124.14141082763672
2016-11-03,122.59673309326172
2016-11-04,120.72112274169922
2016-11-07,121.82442474365234
2016-11-08,123.98865509033203
2016-11-09,124.58274841308594
2016-11-10,124.50638580322266
2016-11-11,126.763916015625
2016-11-14,129.0045623779297
2016-11-15,128.2831268310547
2016-11-16,129.1233367919922
2016-11-17,128.3255615234375
2016-11-18,127.61263275146484
2016-11-21,128.30010986328125
2016-11-22,129.57318115234375
2016-11-23,128.6650390625
2016-11-25,128.90269470214844
2016-11-28,128.3680419921875
2016-11-29,128.563232421875
2016-11-30,127.40044403076172
2016-12-01,128.78387451171875
2016-12-02,129.08094787597656
2016-12-05,128.8094024658203
2016-12-06,128.16427612304688
2016-12-07,130.57464599609375
2016-12-08,133.7488555908203
2016-12-09,135.5396270751953
2016-12-12,136.07437133789062
2016-12-13,135.5990753173828
2016-12-14,134.93707275390625
2016-12-15,135.88760375976562
2016-12-16,136.14222717285156
2016-12-19,138.7308349609375
2016-12-20,139.07032775878906
2016-12-21,138.3743438720703
2016-12-22,137.55105590820312
2016-12-23,137.55960083007812
2016-12-27,137.5341033935547
2016-12-28,136.6514892578125
2016-12-29,136.75328063964844
2016-12-30,135.88760375976562
2017-01-03,135.56509399414062
2017-01-04,135.590576171875
2017-01-05,138.2640380859375
2017-01-06,138.19613647460938
2017-01-09,136.61749267578125
2017-01-10,137.20310974121094
2017-01-11,137.10128784179688
2017-01-12,137.38136291503906
2017-01-13,137.37289428710938
2017-01-17,139.02781677246094
2017-01-18,139.4182586669922
2017-01-19,138.9345245361328
2017-01-20,139.39276123046875
2017-01-23,138.3489227294922
2017-01-24,138.90902709960938
2017-01-25,139.30796813964844
2017-01-26,139.24853515625
2017-01-27,137.54257202148438
2017-01-30,138.5525665283203
2017-01-31,139.14669799804688
2017-02-01,137.37289428710938
2017-02-02,142.7112579345703
2017-02-03,142.85560607910156
2017-02-06,141.76072692871094
2017-02-07,142.17660522460938
2017-02-08,143.32540893554688
2017-02-09,145.4870147705078
2017-02-10,146.3719940185547
2017-02-13,146.3379364013672
2017-02-14,147.7592010498047
2017-02-15,148.925048828125
2017-02-16,149.5633087158203
2017-02-17,149.6568603515625
2017-02-21,150.5759735107422
2017-02-22,150.21006774902344
2017-02-23,149.64837646484375
2017-02-24,151.10354614257812
2017-02-27,151.1546630859375
2017-02-28,150.78018188476562
2017-03-01,151.35890197753906
2017-03-02,151.46099853515625
2017-03-03,144.8912811279297
2017-03-06,141.8872528076172
2017-03-07,142.11700439453125
2017-03-08,141.4702911376953
2017-03-09,141.07028198242188
2017-03-10,140.72984313964844
2017-03-13,140.03208923339844
2017-03-14,140.6192626953125
2017-03-15,141.72552490234375
2017-03-16,142.16807556152344
2017-03-17,142.80624389648438
2017-03-20,142.491455078125
2017-03-21,141.92977905273438
2017-03-22,142.69569396972656
2017-03-23,142.03189086914062
2017-03-24,141.2830352783203
2017-03-27,141.39369201660156
2017-03-28,141.92129516601562
2017-03-29,142.48300170898438
2017-03-30,142.8743896484375
2017-03-31,142.7042236328125
2017-04-03,141.86170959472656
2017-04-04,142.32974243164062
2017-04-05,142.11700439453125
2017-04-06,144.68702697753906
2017-04-07,145.19764709472656
2017-04-10,145.70822143554688
2017-04-11,145.2061004638672
2017-04-12,144.81466674804688
2017-04-13,143.682861328125
2017-04-17,144.41477966308594
2017-04-18,144.7806854248047
2017-04-19,144.7210693359375
2017-04-20,144.7976837158203
2017-04-21,145.3253173828125
2017-04-24,146.65286254882812
2017-04-25,146.95065307617188
2017-04-26,150.45681762695312
2017-04-27,151.00997924804688
2017-04-28,151.0695343017578
2017-05-01,151.35890197753906
2017-05-02,151.98013305664062
2017-05-03,153.02688598632812
2017-05-04,155.26495361328125
2017-05-05,153.3502197265625
2017-05-08,152.85440063476562
2017-05-09,152.8898162841797
2017-05-10,152.15281677246094
2017-05-11,152.07289123535156
2017-05-12,151.73545837402344
2017-05-15,152.34815979003906
2017-05-16,151.84197998046875
2017-05-17,150.19927978515625
2017-05-18,151.59339904785156
2017-05-19,152.41030883789062
2017-05-22,153.08514404296875
2017-05-23,153.1472930908203
2017-05-24,153.62681579589844
2017-05-25,155.1540985107422
2017-05-26,157.93348693847656
2017-05-30,158.8747100830078
2017-05-31,160.21546936035156
2017-06-01,160.3931121826172
2017-06-02,160.69505310058594
2017-06-05,161.6806640625
2017-06-06,161.12123107910156
2017-06-07,161.78721618652344
2017-06-08,161.08575439453125
2017-06-09,160.17115783691406
2017-06-12,159.5139923095703
2017-06-13,160.2865447998047
2017-06-14,161.31658935546875
2017-06-15,159.886962890625
2017-06-16,148.3878631591797
2017-06-19,145.92816162109375
2017-06-20,144.64952087402344
2017-06-21,144.87152099609375
2017-06-22,141.887939453125
2017-06-23,139.52590942382812
2017-06-26,142.2519989013672
2017-06-27,141.4172821044922
2017-06-28,142.22540283203125
2017-06-29,140.90228271484375
2017-06-30,142.0122528076172
2017-07-03,141.02658081054688
2017-07-05,140.3162384033203
2017-07-06,139.49046325683594
2017-07-07,136.8442840576172
2017-07-10,134.0827178955078
2017-07-11,134.18038940429688
2017-07-12,134.7487030029297
2017-07-13,136.3914337158203
2017-07-14,135.85862731933594
2017-07-17,135.71656799316406
2017-07-18,134.52670288085938
2017-07-19,134.29580688476562
2017-07-20,134.0738525390625
2017-07-21,133.58544921875
2017-07-24,134.0827178955078
2017-07-25,136.00961303710938
2017-07-26,135.0506134033203
2017-07-27,135.4324493408203
2017-07-28,135.760986328125
2017-07-31,140.7512969970703
2017-08-01,141.82577514648438
2017-08-02,143.21099853515625
2017-08-03,140.21861267089844
2017-08-04,138.91323852539062
2017-08-07,139.36610412597656
2017-08-08,140.0764923095703
2017-08-09,139.2862091064453
2017-08-10,139.09083557128906
2017-08-11,139.09971618652344
2017-08-14,140.21861267089844
2017-08-15,139.3039093017578
2017-08-16,142.31488037109375
2017-08-17,141.2548065185547
2017-08-18,139.9275665283203
2017-08-21,139.9186248779297
2017-08-22,141.37063598632812
2017-08-23,141.96746826171875
2017-08-24,134.8054656982422
2017-08-25,135.8030548095703
2017-08-28,135.89215087890625
2017-08-29,136.7918701171875
2017-08-30,137.57579040527344
2017-08-31,139.62464904785156
2017-09-01,140.96080017089844
2017-09-05,141.76260375976562
2017-09-06,141.51315307617188
2017-09-07,141.8872833251953
2017-09-08,140.1324005126953
2017-09-11,140.1769561767578
2017-09-12,142.56430053710938
2017-09-13,145.19216918945312
2017-09-14,144.63987731933594
2017-09-15,144.57752990722656
2017-09-18,143.3393096923828
2017-09-19,143.9182891845703
2017-09-20,145.06747436523438
2017-09-21,143.84706115722656
2017-09-22,143.6778106689453
2017-09-25,144.6042022705078
2017-09-26,146.1542205810547
2017-09-27,146.4660186767578
2017-09-28,146.00279235839844
2017-09-29,146.35020446777344
2017-10-02,147.77549743652344
2017-10-03,147.0539093017578
2017-10-04,147.1697998046875
2017-10-05,148.82664489746094
2017-10-06,139.93643188476562
2017-10-09,137.7272186279297
2017-10-10,139.74046325683594
2017-10-11,140.63124084472656
2017-10-12,140.05221557617188
2017-10-13,142.3949737548828
2017-10-16,141.46859741210938
2017-10-17,141.08555603027344
2017-10-18,140.34622192382812
2017-10-19,141.15682983398438
2017-10-20,143.21461486816406
2017-10-23,144.34591674804688
2017-10-24,144.56858825683594
2017-10-25,144.47059631347656
2017-10-26,144.7200164794922
2017-10-27,144.64874267578125
2017-10-30,142.7335205078125
2017-10-31,143.4907684326172
2017-11-01,144.92491149902344
2017-11-02,146.93814086914062
2017-11-03,148.2654266357422
2017-11-06,147.0272216796875
2017-11-07,148.12290954589844
2017-11-08,150.5904083251953
2017-11-09,150.6438751220703
2017-11-10,152.648193359375
2017-11-13,152.73724365234375
2017-11-14,152.71946716308594
2017-11-15,150.54591369628906
2017-11-16,152.76156616210938
2017-11-17,152.76156616210938
2017-11-20,153.92311096191406
2017-11-21,154.9416046142578
2017-11-22,154.10179138183594
2017-11-24,153.3334503173828
2017-11-27,154.21800231933594
2017-11-28,155.1471405029297
2017-11-29,158.6136932373047
2017-11-30,164.77853393554688
2017-12-01,165.4039306640625
2017-12-04,169.3618927001953
2017-12-05,167.8072967529297
2017-12-06,167.2711944580078
2017-12-07,166.35992431640625
2017-12-08,168.03070068359375
2017-12-11,168.73648071289062
2017-12-12,168.23619079589844
2017-12-13,168.21823120117188
2017-12-14,166.65478515625
2017-12-15,172.194091796875
2017-12-18,171.81890869140625
2017-12-19,168.262939453125
2017-12-20,167.5303497314453
2017-12-21,166.89598083496094
2017-12-22,166.744140625
2017-12-26,166.67259216308594
2017-12-27,166.44927978515625
2017-12-28,166.73513793945312
2017-12-29,166.28843688964844
2018-01-02,168.25405883789062
2018-01-03,170.27325439453125
2018-01-04,168.95098876953125
2018-01-05,167.7447967529297
2018-01-08,168.3970184326172
2018-01-09,166.4403839111328
2018-01-10,165.66302490234375
2018-01-11,169.20108032226562
2018-01-12,171.39895629882812
2018-01-16,171.12197875976562
2018-01-17,171.8009796142578
2018-01-18,171.1041717529297
2018-01-19,171.8009796142578
2018-01-22,173.66831970214844
2018-01-23,172.81060791015625
2018-01-24,173.5432586669922
2018-01-25,176.85792541503906
2018-01-26,177.71563720703125
2018-01-29,177.18853759765625
2018-01-30,176.82217407226562
2018-01-31,174.10604858398438
2018-02-01,172.8553009033203
2018-02-02,170.63951110839844
2018-02-05,163.29541015625
2018-02-06,165.29672241210938
2018-02-07,163.67062377929688
2018-02-08,159.5787353515625
2018-02-09,161.46383666992188
2018-02-12,161.7676239013672
2018-02-13,164.52835083007812
2018-02-14,167.3874053955078
2018-02-15,171.53512573242188
2018-02-16,171.60675048828125
2018-02-20,168.5251007080078
2018-02-21,166.4019317626953
2018-02-22,167.15443420410156
2018-02-23,170.0391082763672
2018-02-26,172.72659301757812
2018-02-27,170.29884338378906
2018-02-28,171.01548767089844
2018-03-01,169.34031677246094
2018-03-02,169.60906982421875
2018-03-05,171.53512573242188
2018-03-06,171.51718139648438
2018-03-07,167.84425354003906
2018-03-08,166.3481903076172
2018-03-09,168.9371795654297
2018-03-12,169.64486694335938
2018-03-13,167.93386840820312
2018-03-14,165.3986053466797
2018-03-15,166.18695068359375
2018-03-16,166.50941467285156
2018-03-19,164.9686279296875
2018-03-20,167.8353271484375
2018-03-21,166.6886749267578
2018-03-22,163.61590576171875
2018-03-23,162.00343322753906
2018-03-26,167.7188262939453
2018-03-27,164.07275390625
2018-03-28,164.48487854003906
2018-03-29,168.8027801513672
2018-04-02,163.71446228027344
2018-04-03,163.58900451660156
2018-04-04,166.19593811035156
2018-04-05,166.84991455078125
2018-04-06,164.79843139648438
2018-04-09,165.20152282714844
2018-04-10,164.4310760498047
2018-04-11,165.41650390625
2018-04-12,169.15220642089844
2018-04-13,169.2327880859375
2018-04-16,174.31219482421875
2018-04-17,175.58433532714844
2018-04-18,176.0411834716797
2018-04-19,174.7511444091797
2018-04-20,173.3984375
2018-04-23,173.21034240722656
2018-04-24,172.4578094482422
2018-04-25,173.76573181152344
2018-04-26,174.9213409423828
2018-04-27,176.10389709472656
2018-04-30,176.62347412109375
2018-05-01,176.0769805908203
2018-05-02,173.7926483154297
2018-05-03,172.9058074951172
2018-05-04,174.85867309570312
2018-05-07,172.95050048828125
2018-05-08,174.2226104736328
2018-05-09,175.6201171875
2018-05-10,175.6020965576172
2018-05-11,175.88070678710938
2018-05-14,175.9884796142578
2018-05-15,175.6291046142578
2018-05-16,178.5311279296875
2018-05-17,179.33071899414062
2018-05-18,178.7557373046875
2018-05-21,179.34872436523438
2018-05-22,178.7647247314453
2018-05-23,178.0189666748047
2018-05-24,178.69284057617188
2018-05-25,178.21665954589844
2018-05-29,176.7611846923828
2018-05-30,179.36669921875
2018-05-31,178.1088409423828
2018-06-01,177.111572265625
2018-06-04,178.45022583007812
2018-06-05,177.74949645996094
2018-06-06,177.58773803710938
2018-06-07,181.99916076660156
2018-06-08,183.0682830810547
2018-06-11,183.73313903808594
2018-06-12,184.07456970214844
2018-06-13,183.3827362060547
2018-06-14,184.29017639160156
2018-06-15,186.26678466796875
2018-06-18,185.26951599121094
2018-06-19,186.45545959472656
2018-06-20,186.85975646972656
2018-06-21,188.6387176513672
2018-06-22,189.6629180908203
2018-06-25,190.24693298339844
2018-06-26,188.75546264648438
2018-06-27,188.70155334472656
2018-06-28,187.515625
2018-06-29,187.75820922851562
2018-07-02,186.86874389648438
2018-07-03,186.08706665039062
2018-07-05,187.90199279785156
2018-07-06,188.333251953125
2018-07-09,189.51914978027344
2018-07-10,190.2019805908203
2018-07-11,189.5281524658203
2018-07-12,192.28640747070312
2018-07-13,194.55050659179688
2018-07-16,193.03208923339844
2018-07-17,193.1669158935547
2018-07-18,193.13990783691406
2018-07-19,195.4489288330078
2018-07-20,196.4821319580078
2018-07-23,196.61695861816406
2018-07-24,196.38328552246094
2018-07-25,198.28802490234375
2018-07-26,199.20443725585938
2018-07-27,197.34463500976562
2018-07-30,196.85948181152344
2018-07-31,196.50010681152344
2018-08-01,195.08055114746094
2018-08-02,198.66534423828125
2018-08-03,199.4829559326172
2018-08-06,200.10296630859375
2018-08-07,201.1271514892578
2018-08-08,201.77406311035156
2018-08-09,196.07786560058594
2018-08-10,197.93760681152344
2018-08-13,197.26385498046875
2018-08-14,199.45602416992188
2018-08-15,199.1595458984375
2018-08-16,200.52517700195312
2018-08-17,202.76231384277344
2018-08-20,204.2627410888672
2018-08-21,205.3319091796875
2018-08-22,205.93382263183594
2018-08-23,206.2034149169922
2018-08-24,207.793701171875
2018-08-27,206.67063903808594
2018-08-28,206.87722778320312
2018-08-29,206.81431579589844
2018-08-30,207.90415954589844
2018-08-31,209.9757080078125
2018-09-04,211.37181091308594
2018-09-05,212.20941162109375
2018-09-06,213.1731414794922
2018-09-07,217.47842407226562
2018-09-10,219.027587890625
2018-09-11,219.95526123046875
2018-09-12,218.36105346679688
2018-09-13,217.30723571777344
2018-09-14,212.00225830078125
2018-09-17,208.95794677734375
2018-09-18,211.0746307373047
2018-09-19,210.62423706054688
2018-09-20,210.68724060058594
2018-09-21,211.44386291503906
2018-09-24,210.1648712158203
2018-09-25,209.7955780029297
2018-09-26,210.58822631835938
2018-09-27,210.7593231201172
2018-09-28,211.55191040039062
2018-10-01,211.34478759765625
2018-10-02,212.8759002685547
2018-10-03,210.03880310058594
2018-10-04,208.6697540283203
2018-10-05,197.08700561523438
2018-10-08,201.68946838378906
2018-10-09,201.9055938720703
2018-10-10,199.09552001953125
2018-10-11,199.78903198242188
2018-10-12,204.40951538085938
2018-10-15,202.2118377685547
2018-10-16,205.06700134277344
2018-10-17,205.79652404785156
2018-10-18,205.87757873535156
2018-10-19,206.85935974121094
2018-10-22,206.30999755859375
2018-10-23,206.03076171875
2018-10-24,201.53634643554688
2018-10-25,203.91415405273438
2018-10-26,196.5195770263672
2018-10-29,200.3293914794922
2018-10-30,205.28314208984375
2018-10-31,205.92266845703125
2018-11-01,206.79632568359375
2018-11-02,207.30068969726562
2018-11-05,211.1646270751953
2018-11-06,213.20021057128906
2018-11-07,216.4966278076172
2018-11-08,215.50350952148438
2018-11-09,214.6368408203125
2018-11-12,211.69366455078125
2018-11-13,211.38670349121094
2018-11-14,210.63731384277344
2018-11-15,207.59481811523438
2018-11-16,208.5698699951172
2018-11-19,206.511474609375
2018-11-20,197.9978485107422
2018-11-21,197.3297576904297
2018-11-23,198.67494201660156
2018-11-26,198.124267578125
2018-11-27,201.33828735351562
2018-11-28,207.9559783935547
2018-11-29,208.5518035888672
2018-11-30,208.8046875
2018-12-03,209.52688598632812
2018-12-04,204.35372924804688
2018-12-06,210.53807067871094
2018-12-07,203.00851440429688
2018-12-10,201.02230834960938
2018-12-11,204.48910522460938
2018-12-12,205.66287231445312
2018-12-13,204.4981689453125
2018-12-14,186.9383087158203
2018-12-17,182.57762145996094
2018-12-18,183.2638397216797
2018-12-19,181.83731079101562
2018-12-20,177.97328186035156
2018-12-21,175.6168975830078
2018-12-24,171.52716064453125
2018-12-26,179.3274688720703
2018-12-27,181.53941345214844
2018-12-28,182.40609741210938
2018-12-31,183.913818359375
2019-01-02,184.86178588867188
2019-01-03,180.9435577392578
2019-01-04,186.1979217529297
2019-01-07,186.88404846191406
2019-01-08,188.28350830078125
2019-01-09,189.50225830078125
2019-01-10,190.17042541503906
2019-01-11,190.05299377441406
2019-01-14,188.6897430419922
2019-01-15,190.52249145507812
2019-01-16,189.75506591796875
2019-01-17,190.91065979003906
2019-01-18,192.8336944580078
2019-01-22,191.7593536376953
2019-01-23,191.47946166992188
2019-01-24,189.87245178222656
2019-01-25,188.75294494628906
2019-01-28,190.28778076171875
2019-01-29,189.87245178222656
2019-01-30,190.81141662597656
2019-01-31,193.77261352539062
2019-02-01,189.83633422851562
2019-02-04,190.6578826904297
2019-02-05,191.0460968017578
2019-02-06,191.03709411621094
2019-02-07,189.2446746826172
2019-02-08,188.06784057617188
2019-02-11,188.94595336914062
2019-02-12,191.8246612548828
2019-02-13,192.63943481445312
2019-02-14,193.58087158203125
2019-02-15,195.96168518066406
2019-02-19,197.45538330078125
2019-02-20,196.5410919189453
2019-02-21,194.83917236328125
2019-02-22,195.79876708984375
2019-02-25,196.48678588867188
2019-02-26,196.99371337890625
2019-02-27,197.3920440673828
2019-02-28,198.0166473388672
2019-03-01,198.65029907226562
2019-03-04,197.7179718017578
2019-03-05,198.99432373046875
2019-03-06,198.46023559570312
2019-03-07,196.25140380859375
2019-03-08,206.23643493652344
2019-03-11,207.92929077148438
2019-03-12,210.8894805908203
2019-03-13,213.9854278564453
2019-03-14,211.68609619140625
2019-03-15,211.46885681152344
2019-03-18,214.17552185058594
2019-03-19,214.5919647216797
2019-03-20,214.52859497070312
