Date,ON
2022-08-30,68.97000122070312
2022-08-31,68.7699966430664
2022-09-01,68.22000122070312
2022-09-02,67.51000213623047
2022-09-06,66.05000305175781
2022-09-07,67.36000061035156
2022-09-08,70.55000305175781
2022-09-09,71.66999816894531
2022-09-12,71.9000015258789
2022-09-13,66.87000274658203
2022-09-14,68.56999969482422
2022-09-15,68.1500015258789
2022-09-16,68.94000244140625
2022-09-19,70.16000366210938
2022-09-20,68.4800033569336
2022-09-21,68.33999633789062
2022-09-22,64.95999908447266
2022-09-23,63.310001373291016
2022-09-26,62.70000076293945
2022-09-27,64.29000091552734
2022-09-28,65.5
2022-09-29,62.939998626708984
2022-09-30,62.33000183105469
2022-10-03,64.79000091552734
2022-10-04,68.91999816894531
2022-10-05,69.51000213623047
2022-10-06,70.25
2022-10-07,64.83000183105469
2022-10-10,61.93000030517578
2022-10-11,59.470001220703125
2022-10-12,58.95000076293945
2022-10-13,60.630001068115234
2022-10-14,57.77000045776367
2022-10-17,59.790000915527344
2022-10-18,60.72999954223633
2022-10-19,60.77000045776367
2022-10-20,61.52000045776367
2022-10-21,65.68000030517578
2022-10-24,65.3499984741211
2022-10-25,66.58999633789062
2022-10-26,67.73999786376953
2022-10-27,64.8499984741211
2022-10-28,67.4800033569336
2022-10-31,61.43000030517578
2022-11-01,61.7400016784668
2022-11-02,60.11000061035156
2022-11-03,59.189998626708984
2022-11-04,63.189998626708984
2022-11-07,65.47000122070312
2022-11-08,67.08999633789062
2022-11-09,63.83000183105469
2022-11-10,72.79000091552734
2022-11-11,75.05000305175781
2022-11-14,72.83000183105469
2022-11-15,74.30000305175781
2022-11-16,70.29000091552734
2022-11-17,71.11000061035156
2022-11-18,72.45999908447266
2022-11-21,71.1500015258789
2022-11-22,73.73999786376953
2022-11-23,74.0
2022-11-25,73.4000015258789
2022-11-28,69.95999908447266
2022-11-29,70.72000122070312
2022-11-30,75.19999694824219
2022-12-01,73.98999786376953
2022-12-02,73.04000091552734
2022-12-05,71.56999969482422
2022-12-06,69.73999786376953
2022-12-07,70.13999938964844
2022-12-08,72.16000366210938
2022-12-09,70.52999877929688
2022-12-12,70.98999786376953
2022-12-13,71.55999755859375
2022-12-14,67.58999633789062
2022-12-15,64.26000213623047
2022-12-16,65.37999725341797
2022-12-19,64.1500015258789
2022-12-20,64.02999877929688
2022-12-21,65.04000091552734
2022-12-22,62.119998931884766
2022-12-23,62.38999938964844
2022-12-27,61.36000061035156
2022-12-28,60.279998779296875
2022-12-29,62.709999084472656
2022-12-30,62.369998931884766
2023-01-03,61.61000061035156
2023-01-04,62.20000076293945
2023-01-05,59.7400016784668
2023-01-06,62.470001220703125
2023-01-09,64.6500015258789
2023-01-10,64.2699966430664
2023-01-11,64.62999725341797
2023-01-12,64.93000030517578
2023-01-13,65.1500015258789
2023-01-17,65.87000274658203
2023-01-18,66.33000183105469
2023-01-19,63.4900016784668
2023-01-20,66.26000213623047
2023-01-23,70.80000305175781
2023-01-24,70.08000183105469
2023-01-25,71.80999755859375
2023-01-26,73.68000030517578
2023-01-27,73.66999816894531
2023-01-30,71.0199966430664
2023-01-31,73.44999694824219
2023-02-01,77.83999633789062
2023-02-02,82.12000274658203
2023-02-03,80.88999938964844
2023-02-06,80.4000015258789
2023-02-07,85.52999877929688
2023-02-08,83.5999984741211
2023-02-09,84.75
2023-02-10,83.80000305175781
2023-02-13,84.37999725341797
2023-02-14,86.87999725341797
2023-02-15,86.70999908447266
2023-02-16,84.12999725341797
2023-02-17,81.86000061035156
2023-02-21,79.27999877929688
2023-02-22,78.55999755859375
2023-02-23,78.38999938964844
2023-02-24,76.27999877929688
2023-02-27,77.7300033569336
2023-02-28,77.41000366210938
2023-03-01,78.2300033569336
2023-03-02,76.75
2023-03-03,78.94000244140625
2023-03-06,77.41000366210938
2023-03-07,78.69999694824219
2023-03-08,83.0999984741211
2023-03-09,81.41000366210938
2023-03-10,78.37999725341797
2023-03-13,77.75
2023-03-14,81.19999694824219
2023-03-15,78.0
2023-03-16,80.5
2023-03-17,78.27999877929688
2023-03-20,79.9800033569336
2023-03-21,81.3499984741211
2023-03-22,78.81999969482422
2023-03-23,80.97000122070312
2023-03-24,77.80999755859375
2023-03-27,75.66999816894531
2023-03-28,76.52999877929688
2023-03-29,79.87000274658203
2023-03-30,81.83000183105469
2023-03-31,82.31999969482422
2023-04-03,81.13999938964844
2023-04-04,78.48999786376953
2023-04-05,76.54000091552734
2023-04-06,75.33999633789062
2023-04-10,77.69999694824219
2023-04-11,77.22000122070312
2023-04-12,76.45999908447266
2023-04-13,77.58999633789062
2023-04-14,77.91999816894531
2023-04-17,78.41000366210938
2023-04-18,79.20999908447266
2023-04-19,76.91999816894531
2023-04-20,74.26000213623047
2023-04-21,73.73999786376953
2023-04-24,74.37999725341797
2023-04-25,70.3499984741211
2023-04-26,71.94999694824219
2023-04-27,69.9800033569336
2023-04-28,71.95999908447266
2023-05-01,78.33000183105469
2023-05-02,79.16999816894531
2023-05-03,78.58000183105469
2023-05-04,77.83000183105469
2023-05-05,81.22000122070312
2023-05-08,80.5199966430664
2023-05-09,78.80999755859375
2023-05-10,79.87000274658203
2023-05-11,80.31999969482422
2023-05-12,81.33999633789062
2023-05-15,82.38999938964844
2023-05-16,83.04000091552734
2023-05-17,85.62999725341797
2023-05-18,86.48999786376953
2023-05-19,84.36000061035156
2023-05-22,85.23999786376953
2023-05-23,82.54000091552734
2023-05-24,79.79000091552734
2023-05-25,82.0
2023-05-26,86.62000274658203
2023-05-30,83.97000122070312
2023-05-31,83.5999984741211
2023-06-01,87.94999694824219
2023-06-02,86.83000183105469
2023-06-05,85.62999725341797
2023-06-06,88.4800033569336
2023-06-07,89.23999786376953
2023-06-08,89.98999786376953
2023-06-09,89.0199966430664
2023-06-12,91.05999755859375
2023-06-13,92.66999816894531
2023-06-14,92.73999786376953
2023-06-15,91.0
2023-06-16,90.1500015258789
2023-06-20,89.37999725341797
2023-06-21,88.06999969482422
2023-06-22,88.94999694824219
2023-06-23,87.5199966430664
2023-06-26,88.62000274658203
2023-06-27,91.87000274658203
2023-06-28,91.20999908447266
2023-06-29,92.08000183105469
2023-06-30,94.58000183105469
2023-07-03,96.83000183105469
2023-07-05,92.94999694824219
2023-07-06,92.61000061035156
2023-07-07,93.30000305175781
2023-07-10,95.9800033569336
2023-07-11,96.63999938964844
2023-07-12,98.62999725341797
2023-07-13,102.04000091552734
2023-07-14,99.68000030517578
2023-07-17,104.33000183105469
2023-07-18,104.83999633789062
2023-07-19,101.91000366210938
2023-07-20,97.30000305175781
2023-07-21,98.76000213623047
2023-07-24,97.69000244140625
2023-07-25,100.04000091552734
2023-07-26,99.25
2023-07-27,102.11000061035156
2023-07-28,105.08999633789062
2023-07-31,107.75
2023-08-01,108.08999633789062
2023-08-02,103.56999969482422
2023-08-03,102.69999694824219
2023-08-04,102.30999755859375
2023-08-07,103.58999633789062
2023-08-08,101.37999725341797
2023-08-09,99.08999633789062
2023-08-10,97.7300033569336
2023-08-11,94.56999969482422
2023-08-14,97.12000274658203
2023-08-15,94.12999725341797
2023-08-16,92.18000030517578
2023-08-17,90.02999877929688
2023-08-18,90.7300033569336
2023-08-21,93.02999877929688
2023-08-22,92.37000274658203
2023-08-23,92.87999725341797
2023-08-24,89.95999908447266
2023-08-25,92.31999969482422
2023-08-28,93.62999725341797
2023-08-29,97.61000061035156
2023-08-30,98.8499984741211
2023-08-31,98.45999908447266
2023-09-01,99.4000015258789
2023-09-05,99.30999755859375
2023-09-06,99.48999786376953
2023-09-07,98.51000213623047
2023-09-08,97.91999816894531
2023-09-11,97.8499984741211
2023-09-12,96.79000091552734
2023-09-13,96.83000183105469
2023-09-14,96.47000122070312
2023-09-15,93.0999984741211
2023-09-18,94.5999984741211
2023-09-19,94.23999786376953
2023-09-20,92.83999633789062
2023-09-21,90.93000030517578
2023-09-22,93.80999755859375
2023-09-25,94.45999908447266
2023-09-26,90.1500015258789
2023-09-27,92.05000305175781
2023-09-28,94.05000305175781
2023-09-29,92.94999694824219
2023-10-02,93.37000274658203
2023-10-03,89.76000213623047
2023-10-04,89.98999786376953
2023-10-05,88.16999816894531
2023-10-06,90.93000030517578
2023-10-09,90.93000030517578
2023-10-10,93.31999969482422
2023-10-11,95.13999938964844
2023-10-12,93.05000305175781
2023-10-13,89.13999938964844
2023-10-16,91.69000244140625
2023-10-17,91.69000244140625
2023-10-18,89.58999633789062
2023-10-19,87.01000213623047
2023-10-20,84.83000183105469
2023-10-23,83.61000061035156
2023-10-24,85.08999633789062
2023-10-25,81.16000366210938
2023-10-26,82.79000091552734
2023-10-27,83.5199966430664
2023-10-30,65.33999633789062
2023-10-31,62.63999938964844
2023-11-01,64.83999633789062
2023-11-02,66.62999725341797
2023-11-03,68.25
2023-11-06,66.2300033569336
2023-11-07,66.80000305175781
2023-11-08,66.25
2023-11-09,64.3499984741211
2023-11-10,67.37999725341797
2023-11-13,66.6500015258789
2023-11-14,69.95999908447266
2023-11-15,71.12999725341797
2023-11-16,69.45999908447266
2023-11-17,70.02999877929688
2023-11-20,70.68000030517578
2023-11-21,68.38999938964844
2023-11-22,68.55999755859375
2023-11-24,69.27999877929688
2023-11-27,68.68000030517578
2023-11-28,69.0999984741211
2023-11-29,71.62000274658203
2023-11-30,71.33000183105469
2023-12-01,74.18000030517578
2023-12-04,73.0999984741211
2023-12-05,72.27999877929688
2023-12-06,73.44000244140625
2023-12-07,75.83999633789062
2023-12-08,76.13999938964844
2023-12-11,79.4000015258789
2023-12-12,78.38999938964844
2023-12-13,81.05999755859375
2023-12-14,86.20999908447266
2023-12-15,85.6500015258789
2023-12-18,83.76000213623047
2023-12-19,84.73999786376953
2023-12-20,81.16999816894531
2023-12-21,83.6500015258789
2023-12-22,84.01000213623047
2023-12-26,85.47000122070312
2023-12-27,85.05000305175781
2023-12-28,84.9800033569336
2023-12-29,83.52999877929688
2024-01-02,81.44999694824219
2024-01-03,79.30999755859375
2024-01-04,76.19999694824219
2024-01-05,75.69999694824219
2024-01-08,77.94000244140625
2024-01-09,77.02999877929688
2024-01-10,75.61000061035156
2024-01-11,74.43000030517578
2024-01-12,73.47000122070312
2024-01-16,73.80000305175781
2024-01-17,72.2699966430664
2024-01-18,73.22000122070312
2024-01-19,73.87000274658203
2024-01-22,75.19000244140625
2024-01-23,76.75
2024-01-24,75.1500015258789
2024-01-25,72.69000244140625
2024-01-26,71.70999908447266
2024-01-29,73.0199966430664
2024-01-30,72.56999969482422
2024-01-31,71.12999725341797
2024-02-01,70.19000244140625
2024-02-02,70.83000183105469
2024-02-05,77.58999633789062
2024-02-06,76.31999969482422
2024-02-07,76.95999908447266
2024-02-08,80.70999908447266
2024-02-09,80.80000305175781
2024-02-12,80.91999816894531
2024-02-13,78.58999633789062
2024-02-14,81.66999816894531
2024-02-15,80.62000274658203
2024-02-16,78.63999938964844
2024-02-20,77.47000122070312
2024-02-21,77.62000274658203
2024-02-22,78.36000061035156
2024-02-23,76.19000244140625
2024-02-26,77.56999969482422
2024-02-27,76.97000122070312
2024-02-28,76.47000122070312
2024-02-29,78.91999816894531
2024-03-01,81.13999938964844
2024-03-04,79.87999725341797
2024-03-05,76.98999786376953
2024-03-06,77.62000274658203
2024-03-07,82.95999908447266
2024-03-08,78.94999694824219
2024-03-11,81.5999984741211
2024-03-12,82.58999633789062
2024-03-13,79.88999938964844
2024-03-14,77.16999816894531
2024-03-15,74.87000274658203
2024-03-18,73.81999969482422
2024-03-19,74.04000091552734
2024-03-20,75.56999969482422
2024-03-21,75.77999877929688
2024-03-22,74.68000030517578
2024-03-25,73.54000091552734
2024-03-26,72.88999938964844
2024-03-27,75.61000061035156
2024-03-28,73.55000305175781
2024-04-01,73.8499984741211
2024-04-02,70.4800033569336
2024-04-03,70.7300033569336
2024-04-04,69.0999984741211
2024-04-05,69.31999969482422
2024-04-08,68.75
2024-04-09,70.94000244140625
2024-04-10,69.2300033569336
2024-04-11,70.5999984741211
2024-04-12,66.63999938964844
2024-04-15,65.63999938964844
2024-04-16,64.72000122070312
2024-04-17,64.47000122070312
2024-04-18,62.93000030517578
2024-04-19,60.709999084472656
2024-04-22,60.650001525878906
2024-04-23,61.68000030517578
2024-04-24,65.52999877929688
2024-04-25,66.37999725341797
2024-04-26,68.05999755859375
2024-04-29,70.81999969482422
2024-04-30,70.16000366210938
2024-05-01,69.01000213623047
2024-05-02,70.01000213623047
2024-05-03,70.37000274658203
2024-05-06,69.66999816894531
2024-05-07,70.79000091552734
2024-05-08,70.66999816894531
2024-05-09,71.26000213623047
2024-05-10,70.45999908447266
2024-05-13,72.33000183105469
2024-05-14,72.98999786376953
2024-05-15,74.73999786376953
2024-05-16,73.0
2024-05-17,73.16999816894531
2024-05-20,74.27999877929688
2024-05-21,72.81999969482422
2024-05-22,76.29000091552734
2024-05-23,71.6500015258789
2024-05-24,72.55999755859375
2024-05-28,73.6500015258789
2024-05-29,71.01000213623047
2024-05-30,72.11000061035156
2024-05-31,73.04000091552734
2024-06-03,73.19000244140625
2024-06-04,71.5199966430664
2024-06-05,74.54000091552734
2024-06-06,72.44999694824219
2024-06-07,72.30999755859375
2024-06-10,73.5
2024-06-11,73.9800033569336
2024-06-12,76.22000122070312
2024-06-13,75.04000091552734
2024-06-14,71.97000122070312
2024-06-17,70.7300033569336
2024-06-18,70.7300033569336
2024-06-20,67.62999725341797
2024-06-21,68.5199966430664
2024-06-24,67.79000091552734
2024-06-25,67.83999633789062
2024-06-26,68.16999816894531
2024-06-27,67.86000061035156
2024-06-28,68.55000305175781
2024-07-01,69.18000030517578
2024-07-02,72.91999816894531
2024-07-03,72.68000030517578
2024-07-05,73.37999725341797
2024-07-08,75.01000213623047
2024-07-09,73.4800033569336
2024-07-10,76.58999633789062
2024-07-11,74.23999786376953
2024-07-12,76.87000274658203
2024-07-15,76.37000274658203
2024-07-16,78.73999786376953
2024-07-17,75.45999908447266
2024-07-18,75.43000030517578
2024-07-19,72.52999877929688
2024-07-22,77.33000183105469
2024-07-23,73.38999938964844
2024-07-24,70.11000061035156
2024-07-25,67.54000091552734
2024-07-26,70.16999816894531
2024-07-29,78.2699966430664
2024-07-30,73.97000122070312
2024-07-31,78.25
2024-08-01,71.9000015258789
2024-08-02,67.94999694824219
2024-08-05,68.97000122070312
2024-08-06,68.51000213623047
2024-08-07,66.38999938964844
2024-08-08,72.2300033569336
2024-08-09,71.30000305175781
2024-08-12,70.37000274658203
2024-08-13,72.91000366210938
2024-08-14,71.08000183105469
2024-08-15,75.87999725341797
2024-08-16,75.83999633789062
2024-08-19,77.72000122070312
2024-08-20,75.81999969482422
2024-08-21,76.68000030517578
2024-08-22,73.37000274658203
2024-08-23,76.36000061035156
2024-08-26,74.81999969482422
2024-08-27,76.05999755859375
2024-08-28,74.62999725341797
2024-08-29,76.30000305175781
2024-08-30,77.87000274658203
2024-09-03,70.76000213623047
2024-09-04,70.52999877929688
2024-09-05,70.25
2024-09-06,67.91999816894531
2024-09-09,69.38999938964844
2024-09-10,68.2300033569336
2024-09-11,70.58000183105469
2024-09-12,69.33000183105469
2024-09-13,71.72000122070312
2024-09-16,70.37000274658203
2024-09-17,71.41999816894531
2024-09-18,70.63999938964844
2024-09-19,73.3499984741211
2024-09-20,69.56999969482422
2024-09-23,69.73999786376953
2024-09-24,70.47000122070312
2024-09-25,69.6500015258789
2024-09-26,73.31999969482422
2024-09-27,74.38999938964844
2024-09-30,72.61000061035156
2024-10-01,71.05000305175781
2024-10-02,71.51000213623047
2024-10-03,70.33000183105469
2024-10-04,71.54000091552734
2024-10-07,71.08999633789062
2024-10-08,70.52999877929688
2024-10-09,71.0
2024-10-10,70.30999755859375
2024-10-11,70.33000183105469
2024-10-14,72.79000091552734
2024-10-15,69.31999969482422
2024-10-16,69.02999877929688
2024-10-17,69.23999786376953
2024-10-18,68.48999786376953
2024-10-21,67.13999938964844
2024-10-22,66.54000091552734
2024-10-23,67.97000122070312
2024-10-24,70.08000183105469
2024-10-25,71.25
2024-10-28,72.23999786376953
2024-10-29,74.69999694824219
2024-10-30,73.62999725341797
2024-10-31,70.48999786376953
2024-11-01,70.98999786376953
2024-11-04,69.5
2024-11-05,70.19999694824219
2024-11-06,72.2699966430664
2024-11-07,72.05000305175781
2024-11-08,70.41000366210938
2024-11-11,69.95999908447266
2024-11-12,70.2300033569336
2024-11-13,68.48999786376953
2024-11-14,67.0199966430664
2024-11-15,64.76000213623047
2024-11-18,66.4800033569336
2024-11-19,66.6500015258789
2024-11-20,67.30999755859375
2024-11-21,68.47000122070312
2024-11-22,69.62000274658203
2024-11-25,72.38999938964844
2024-11-26,70.81999969482422
2024-11-27,70.3499984741211
2024-11-29,71.12000274658203
2024-12-02,73.94999694824219
2024-12-03,69.80999755859375
2024-12-04,65.97000122070312
2024-12-05,65.73999786376953
2024-12-06,66.5199966430664
2024-12-09,67.68000030517578
2024-12-10,66.33999633789062
2024-12-11,67.97000122070312
2024-12-12,67.11000061035156
2024-12-13,65.95999908447266
2024-12-16,66.44000244140625
2024-12-17,67.73999786376953
2024-12-18,64.93000030517578
2024-12-19,64.80000305175781
2024-12-20,65.5
2024-12-23,66.62999725341797
2024-12-24,67.9000015258789
2024-12-26,67.0199966430664
2024-12-27,66.01000213623047
2024-12-30,63.459999084472656
2024-12-31,63.04999923706055
2025-01-02,61.709999084472656
2025-01-03,63.90999984741211
2025-01-06,64.51000213623047
2025-01-07,62.72999954223633
2025-01-08,58.310001373291016
2025-01-10,53.939998626708984
2025-01-13,55.869998931884766
2025-01-14,55.18000030517578
2025-01-15,55.22999954223633
2025-01-16,53.5099983215332
2025-01-17,54.630001068115234
2025-01-21,55.61000061035156
2025-01-22,56.029998779296875
2025-01-23,56.2599983215332
2025-01-24,54.5
2025-01-27,53.939998626708984
2025-01-28,53.869998931884766
2025-01-29,53.77000045776367
2025-01-30,53.27000045776367
2025-01-31,52.34000015258789
2025-02-03,50.2599983215332
2025-02-04,50.58000183105469
2025-02-05,51.720001220703125
2025-02-06,52.439998626708984
2025-02-07,51.25
2025-02-10,47.040000915527344
2025-02-11,47.93000030517578
2025-02-12,50.060001373291016
2025-02-13,50.91999816894531
2025-02-14,51.83000183105469
2025-02-18,51.95000076293945
2025-02-19,55.52000045776367
2025-02-20,55.7400016784668
2025-02-21,54.04999923706055
2025-02-24,53.400001525878906
2025-02-25,51.220001220703125
2025-02-26,50.54999923706055
2025-02-27,47.380001068115234
2025-02-28,47.04999923706055
2025-03-03,44.90999984741211
2025-03-04,44.4900016784668
2025-03-05,46.4900016784668
2025-03-06,43.880001068115234
2025-03-07,45.400001525878906
2025-03-10,44.15999984741211
2025-03-11,42.86000061035156
2025-03-12,42.849998474121094
2025-03-13,42.150001525878906
2025-03-14,43.189998626708984
2025-03-17,44.04999923706055
2025-03-18,43.41999816894531
2025-03-19,43.58000183105469
2025-03-20,43.20000076293945
2025-03-21,43.779998779296875
2025-03-24,45.68000030517578
2025-03-25,45.310001373291016
2025-03-26,45.040000915527344
2025-03-27,43.7599983215332
2025-03-28,40.939998626708984
2025-03-31,40.689998626708984
2025-04-01,40.20000076293945
2025-04-02,40.7599983215332
2025-04-03,35.560001373291016
2025-04-04,33.70000076293945
2025-04-07,35.08000183105469
2025-04-08,31.950000762939453
2025-04-09,39.20000076293945
2025-04-10,34.880001068115234
2025-04-11,35.08000183105469
2025-04-14,35.619998931884766
2025-04-15,35.849998474121094
2025-04-16,34.25
2025-04-17,34.63999938964844
2025-04-21,34.7400016784668
2025-04-22,35.45000076293945
2025-04-23,36.619998931884766
2025-04-24,39.959999084472656
2025-04-25,39.630001068115234
2025-04-28,40.040000915527344
2025-04-29,38.86000061035156
2025-04-30,39.70000076293945
2025-05-01,39.599998474121094
2025-05-02,41.90999984741211
2025-05-05,38.40999984741211
2025-05-06,38.5099983215332
2025-05-07,38.79999923706055
2025-05-08,39.77000045776367
2025-05-09,40.97999954223633
2025-05-12,44.619998931884766
2025-05-13,45.77000045776367
2025-05-14,45.20000076293945
2025-05-15,44.52000045776367
2025-05-16,44.91999816894531
2025-05-19,43.84000015258789
2025-05-20,44.2599983215332
2025-05-21,43.65999984741211
2025-05-22,42.290000915527344
2025-05-23,41.27000045776367
2025-05-27,43.400001525878906
2025-05-28,42.849998474121094
2025-05-29,42.939998626708984
2025-05-30,42.02000045776367
2025-06-02,42.540000915527344
2025-06-03,47.369998931884766
2025-06-04,50.279998779296875
2025-06-05,49.540000915527344
2025-06-06,50.16999816894531
2025-06-09,52.380001068115234
2025-06-10,53.79999923706055
2025-06-11,51.779998779296875
2025-06-12,52.97999954223633
2025-06-13,51.02000045776367
2025-06-16,53.880001068115234
2025-06-17,52.939998626708984
2025-06-18,52.2599983215332
2025-06-20,52.81999969482422
2025-06-23,53.16999816894531
2025-06-24,54.209999084472656
2025-06-25,53.7400016784668
2025-06-26,53.650001525878906
2025-06-27,52.93000030517578
2025-06-30,52.40999984741211
2025-07-01,53.599998474121094
2025-07-02,55.95000076293945
2025-07-03,56.599998474121094
2025-07-07,54.61000061035156
2025-07-08,57.619998931884766
2025-07-09,57.77000045776367
2025-07-10,59.52000045776367
2025-07-11,59.72999954223633
2025-07-14,59.06999969482422
2025-07-15,58.93000030517578
2025-07-16,59.52000045776367
2025-07-17,59.40999984741211
2025-07-18,60.720001220703125
2025-07-21,60.54999923706055
2025-07-22,62.45000076293945
2025-07-23,59.61000061035156
2025-07-24,55.439998626708984
2025-07-25,56.91999816894531
2025-07-28,58.65999984741211
2025-07-29,58.380001068115234
2025-07-30,58.04999923706055
2025-07-31,56.36000061035156
2025-08-01,56.81999969482422
2025-08-04,47.970001220703125
2025-08-05,47.2400016784668
2025-08-06,46.97999954223633
2025-08-07,47.59000015258789
2025-08-08,47.65999984741211
2025-08-11,47.099998474121094
2025-08-12,50.0099983215332
2025-08-13,51.88999938964844
2025-08-14,51.619998931884766
2025-08-15,51.09000015258789
2025-08-18,50.529998779296875
2025-08-19,49.77000045776367
2025-08-20,49.470001220703125
2025-08-21,48.810001373291016
2025-08-22,51.849998474121094
2025-08-25,50.95000076293945
2025-08-26,50.9900016784668
2025-08-27,51.25
2025-08-28,50.779998779296875
2025-08-29,49.59000015258789
2025-09-02,48.939998626708984
2025-09-03,47.790000915527344
2025-09-04,48.060001373291016
2025-09-05,49.11000061035156
2025-09-08,48.880001068115234
2025-09-09,48.619998931884766
2025-09-10,48.130001068115234
2025-09-11,49.02000045776367
2025-09-12,48.2599983215332
2025-09-15,48.11000061035156
2025-09-16,49.560001373291016
2025-09-17,49.79999923706055
2025-09-18,51.83000183105469
2025-09-19,51.06999969482422
2025-09-22,51.5
2025-09-23,50.41999816894531
2025-09-24,50.939998626708984
2025-09-25,49.77000045776367
2025-09-26,50.15999984741211
2025-09-29,49.7599983215332
2025-09-30,49.310001373291016
2025-10-01,48.349998474121094
2025-10-02,48.7400016784668
2025-10-03,49.27000045776367
