Date,FDS
2015-07-01,147.0835418701172
2015-07-02,145.87940979003906
2015-07-06,145.11231994628906
2015-07-07,143.8814239501953
2015-07-08,142.93597412109375
2015-07-09,143.4711151123047
2015-07-10,144.95176696777344
2015-07-13,145.3174591064453
2015-07-14,145.5850830078125
2015-07-15,147.0211181640625
2015-07-16,148.41258239746094
2015-07-17,147.30653381347656
2015-07-20,148.67124938964844
2015-07-21,147.19052124023438
2015-07-22,147.2798309326172
2015-07-23,146.1559295654297
2015-07-24,146.61077880859375
2015-07-27,144.1222381591797
2015-07-28,145.95074462890625
2015-07-29,147.2262725830078
2015-07-30,147.74359130859375
2015-07-31,147.76144409179688
2015-08-03,148.2877197265625
2015-08-04,150.24107360839844
2015-08-05,152.39964294433594
2015-08-06,150.75843811035156
2015-08-07,151.47195434570312
2015-08-10,152.89910888671875
2015-08-11,150.83871459960938
2015-08-12,149.76837158203125
2015-08-13,151.5076446533203
2015-08-14,152.64932250976562
2015-08-17,154.48675537109375
2015-08-18,154.21923828125
2015-08-19,152.70286560058594
2015-08-20,148.6088104248047
2015-08-21,144.47012329101562
2015-08-24,136.78146362304688
2015-08-25,137.28102111816406
2015-08-26,140.590087890625
2015-08-27,142.5399932861328
2015-08-28,143.3361053466797
2015-08-31,141.2520294189453
2015-09-01,137.18223571777344
2015-09-02,139.54360961914062
2015-09-03,141.681396484375
2015-09-04,139.29315185546875
2015-09-08,144.73143005371094
2015-09-09,143.99801635742188
2015-09-10,145.00869750976562
2015-09-11,147.1732940673828
2015-09-14,147.73681640625
2015-09-15,148.80116271972656
2015-09-16,148.79225158691406
2015-09-17,148.22872924804688
2015-09-18,146.97650146484375
2015-09-21,148.4165802001953
2015-09-22,145.50064086914062
2015-09-23,145.88528442382812
2015-09-24,142.60260009765625
2015-09-25,142.97836303710938
2015-09-28,139.87457275390625
2015-09-29,139.58827209472656
2015-09-30,142.94252014160156
2015-10-01,143.06773376464844
2015-10-02,144.34683227539062
2015-10-05,144.01589965820312
2015-10-06,143.676025390625
2015-10-07,144.63302612304688
2015-10-08,145.473876953125
2015-10-09,146.32363891601562
2015-10-12,146.9228973388672
2015-10-13,146.26092529296875
2015-10-14,144.8656005859375
2015-10-15,147.21798706054688
2015-10-16,147.91571044921875
2015-10-19,149.88345336914062
2015-10-20,150.26805114746094
2015-10-21,150.45591735839844
2015-10-22,155.06234741210938
2015-10-23,157.4326934814453
2015-10-26,157.39686584472656
2015-10-27,155.5364532470703
2015-10-28,157.01223754882812
2015-10-29,156.77975463867188
2015-10-30,156.63656616210938
2015-11-02,156.70814514160156
2015-11-03,154.552490234375
2015-11-04,155.49172973632812
2015-11-05,156.07308959960938
2015-11-06,155.09814453125
2015-11-09,155.6348114013672
2015-11-10,156.69921875
2015-11-11,156.3861541748047
2015-11-12,155.5721893310547
2015-11-13,149.3289031982422
2015-11-16,151.25201416015625
2015-11-17,151.67239379882812
2015-11-18,153.32716369628906
2015-11-19,151.3056640625
2015-11-20,152.191162109375
2015-11-23,152.17332458496094
2015-11-24,152.61155700683594
2015-11-25,151.96592712402344
2015-11-27,153.22137451171875
2015-11-30,152.0286865234375
2015-12-01,153.64288330078125
2015-12-02,153.40965270996094
2015-12-03,151.78652954101562
2015-12-04,155.1763458251953
2015-12-07,154.01943969726562
2015-12-08,154.58448791503906
2015-12-09,151.22158813476562
2015-12-10,152.88063049316406
2015-12-11,150.7821807861328
2015-12-14,151.83135986328125
2015-12-15,145.80511474609375
2015-12-16,145.09666442871094
2015-12-17,144.9173583984375
2015-12-18,140.12852478027344
2015-12-21,140.4066162109375
2015-12-22,141.97598266601562
2015-12-23,142.83680725097656
2015-12-24,143.67080688476562
2015-12-28,144.693115234375
2015-12-29,146.6749725341797
2015-12-30,145.71546936035156
2015-12-31,145.78720092773438
2016-01-04,140.451416015625
2016-01-05,142.34356689453125
2016-01-06,140.46038818359375
2016-01-07,136.76573181152344
2016-01-08,134.80178833007812
2016-01-11,135.2412109375
2016-01-12,134.9273681640625
2016-01-13,131.24160766601562
2016-01-14,132.88270568847656
2016-01-15,131.6631622314453
2016-01-19,130.6587371826172
2016-01-20,128.0043182373047
2016-01-21,127.77117919921875
2016-01-22,130.81117248535156
2016-01-25,129.77096557617188
2016-01-26,131.68104553222656
2016-01-27,132.05770874023438
2016-01-28,132.6046905517578
2016-01-29,135.14256286621094
2016-02-01,134.36241149902344
2016-02-02,130.2283477783203
2016-02-03,129.564697265625
2016-02-04,130.53314208984375
2016-02-05,127.78009796142578
2016-02-08,125.5382308959961
2016-02-09,123.38595581054688
2016-02-10,124.67730712890625
2016-02-11,122.31883239746094
2016-02-12,125.93280792236328
2016-02-16,129.68128967285156
2016-02-17,132.5778350830078
2016-02-18,131.7438201904297
2016-02-19,133.08006286621094
2016-02-22,134.96327209472656
2016-02-23,133.94093322753906
2016-02-24,134.19204711914062
2016-02-25,136.46746826171875
2016-02-26,135.64907836914062
2016-02-29,135.35220336914062
2016-03-01,139.21969604492188
2016-03-02,138.7610321044922
2016-03-03,138.98582458496094
2016-03-04,139.62442016601562
2016-03-07,141.64810180664062
2016-03-08,142.07981872558594
2016-03-09,142.4935760498047
2016-03-10,136.20677185058594
2016-03-11,139.0038299560547
2016-03-14,139.25567626953125
2016-03-15,131.91650390625
2016-03-16,134.92050170898438
2016-03-17,135.53216552734375
2016-03-18,135.00144958496094
2016-03-21,134.65069580078125
2016-03-22,136.22470092773438
2016-03-23,133.59832763671875
2016-03-24,134.15606689453125
2016-03-28,135.63107299804688
2016-03-29,136.71041870117188
2016-03-30,136.7373809814453
2016-03-31,136.28759765625
2016-04-01,137.3759307861328
2016-04-04,137.1780242919922
2016-04-05,135.35220336914062
2016-04-06,136.56646728515625
2016-04-07,133.15773010253906
2016-04-08,133.52645874023438
2016-04-11,131.84454345703125
2016-04-12,134.21897888183594
2016-04-13,137.21397399902344
2016-04-14,137.7536163330078
2016-04-15,138.41920471191406
2016-04-18,138.93194580078125
2016-04-19,139.273681640625
2016-04-20,141.8459930419922
2016-04-21,138.8329620361328
2016-04-22,139.4355926513672
2016-04-25,136.8902587890625
2016-04-26,137.27696228027344
2016-04-27,137.69970703125
2016-04-28,135.80197143554688
2016-04-29,135.58607482910156
2016-05-02,136.8452911376953
2016-05-03,133.8142547607422
2016-05-04,134.02108764648438
2016-05-05,133.88619995117188
2016-05-06,135.42417907714844
2016-05-09,136.62046813964844
2016-05-10,137.2500457763672
2016-05-11,136.1347198486328
2016-05-12,136.40452575683594
2016-05-13,135.27130126953125
2016-05-16,136.80030822753906
2016-05-17,135.35220336914062
2016-05-18,136.2336883544922
2016-05-19,137.31295776367188
2016-05-20,139.75038146972656
2016-05-23,140.52383422851562
2016-05-24,143.6807403564453
2016-05-25,142.16075134277344
2016-05-26,141.52914428710938
2016-05-27,143.97434997558594
2016-05-31,143.52322387695312
2016-06-01,143.0359649658203
2016-06-02,144.60594177246094
2016-06-03,143.4058837890625
2016-06-06,144.45252990722656
2016-06-07,144.19085693359375
2016-06-08,144.04652404785156
2016-06-09,144.36231994628906
2016-06-10,143.5502471923828
2016-06-13,142.49464416503906
2016-06-14,142.89158630371094
2016-06-15,142.9367218017578
2016-06-16,142.73822021484375
2016-06-17,140.5727996826172
2016-06-20,142.53970336914062
2016-06-21,142.7833251953125
2016-06-22,142.75625610351562
2016-06-23,146.81646728515625
2016-06-24,140.11265563964844
2016-06-27,136.4134063720703
2016-06-28,138.0554962158203
2016-06-29,141.8991241455078
2016-06-30,145.64353942871094
2016-07-01,145.42698669433594
2016-07-05,146.27508544921875
2016-07-06,144.3082275390625
2016-07-07,144.36231994628906
2016-07-08,145.28262329101562
2016-07-11,146.0765838623047
2016-07-12,148.98191833496094
2016-07-13,149.84808349609375
2016-07-14,150.98495483398438
2016-07-15,151.00294494628906
2016-07-18,150.33526611328125
2016-07-19,150.75933837890625
2016-07-20,152.29319763183594
2016-07-21,151.86012268066406
2016-07-22,153.17738342285156
2016-07-25,153.8450469970703
2016-07-26,155.19842529296875
2016-07-27,155.08120727539062
2016-07-28,156.21804809570312
2016-07-29,155.1533966064453
2016-08-01,154.48574829101562
2016-08-02,154.47671508789062
2016-08-03,155.36993408203125
2016-08-04,156.08270263671875
2016-08-05,157.18345642089844
2016-08-08,156.74139404296875
2016-08-09,155.6947479248047
2016-08-10,156.36245727539062
2016-08-11,155.78500366210938
2016-08-12,155.9022979736328
2016-08-15,157.0662078857422
2016-08-16,156.443603515625
2016-08-17,156.3894805908203
2016-08-18,157.69778442382812
2016-08-19,158.0947723388672
2016-08-22,158.6180877685547
2016-08-23,160.35049438476562
2016-08-24,160.0526580810547
2016-08-25,160.2601776123047
2016-08-26,160.29629516601562
2016-08-29,161.35491943359375
2016-08-30,161.78924560546875
2016-08-31,161.08351135253906
2016-09-01,162.98358154296875
2016-09-02,164.24131774902344
2016-09-06,162.99258422851562
2016-09-07,164.14173889160156
2016-09-08,163.4993438720703
2016-09-09,159.62673950195312
2016-09-12,161.44540405273438
2016-09-13,159.16531372070312
2016-09-14,158.3237762451172
2016-09-15,161.0925750732422
2016-09-16,159.76246643066406
2016-09-19,159.74435424804688
2016-09-20,159.183349609375
2016-09-21,161.26443481445312
2016-09-22,162.6850128173828
2016-09-23,161.5720977783203
2016-09-26,159.4186248779297
2016-09-27,148.6966094970703
2016-09-28,146.93223571777344
2016-09-29,144.9597625732422
2016-09-30,146.66981506347656
2016-10-03,144.2720947265625
2016-10-04,142.94203186035156
2016-10-05,143.27682495117188
2016-10-06,143.87396240234375
2016-10-07,142.399169921875
2016-10-10,142.98724365234375
2016-10-11,141.30429077148438
2016-10-12,141.30429077148438
