Date,FDS
2016-10-13,140.41758728027344
2016-10-14,140.42665100097656
2016-10-17,139.99237060546875
2016-10-18,141.00572204589844
2016-10-19,140.54428100585938
2016-10-20,138.71656799316406
2016-10-21,140.17330932617188
2016-10-24,139.71177673339844
2016-10-25,138.47225952148438
2016-10-26,139.9742431640625
2016-10-27,139.5670928955078
2016-10-28,140.661865234375
2016-10-31,139.99237060546875
2016-11-01,137.78457641601562
2016-11-02,137.23268127441406
2016-11-03,138.3727264404297
2016-11-04,138.19174194335938
2016-11-07,140.06471252441406
2016-11-08,141.10523986816406
2016-11-09,143.29489135742188
2016-11-10,145.47544860839844
2016-11-11,146.72415161132812
2016-11-14,145.82835388183594
2016-11-15,145.09548950195312
2016-11-16,144.26304626464844
2016-11-17,146.99557495117188
2016-11-18,147.53848266601562
2016-11-21,147.6560516357422
2016-11-22,146.1812744140625
2016-11-23,145.38502502441406
2016-11-25,145.5931396484375
2016-11-28,145.5568084716797
2016-11-29,146.7912139892578
2016-11-30,145.37527465820312
2016-12-01,144.6673583984375
2016-12-02,144.30426025390625
2016-12-05,145.5386199951172
2016-12-06,146.55520629882812
2016-12-07,149.3144073486328
2016-12-08,150.96632385253906
2016-12-09,151.91928100585938
2016-12-12,149.98606872558594
2016-12-13,152.06451416015625
2016-12-14,149.3416290283203
2016-12-15,150.07679748535156
2016-12-16,150.0677490234375
2016-12-19,150.05868530273438
2016-12-20,146.38275146484375
2016-12-21,149.92254638671875
2016-12-22,147.8350067138672
2016-12-23,148.13453674316406
2016-12-27,149.81358337402344
2016-12-28,147.6897430419922
2016-12-29,146.98179626464844
2016-12-30,148.33409118652344
2017-01-03,149.8861846923828
2017-01-04,154.0341339111328
2017-01-05,153.28076171875
2017-01-06,154.96893310546875
2017-01-09,154.11578369140625
2017-01-10,153.80714416503906
2017-01-11,153.78904724121094
2017-01-12,153.87974548339844
2017-01-13,154.51510620117188
2017-01-17,153.69825744628906
2017-01-18,155.38641357421875
2017-01-19,153.53489685058594
2017-01-20,154.78738403320312
2017-01-23,155.43179321289062
2017-01-24,156.43023681640625
2017-01-25,158.31809997558594
2017-01-26,157.5102996826172
2017-01-27,157.4558868408203
2017-01-30,156.9656982421875
2017-01-31,157.06558227539062
2017-02-01,156.92942810058594
2017-02-02,158.39974975585938
2017-02-03,159.8883056640625
2017-02-06,159.52528381347656
2017-02-07,157.93690490722656
2017-02-08,158.06394958496094
2017-02-09,159.67953491210938
2017-02-10,161.50390625
2017-02-13,162.12109375
2017-02-14,162.25723266601562
2017-02-15,163.210205078125
2017-02-16,163.45526123046875
2017-02-17,164.889404296875
2017-02-21,166.25076293945312
2017-02-22,164.6533660888672
2017-02-23,164.90750122070312
2017-02-24,165.9086151123047
2017-02-27,165.15322875976562
2017-02-28,161.9131622314453
2017-03-01,164.59808349609375
2017-03-02,163.13275146484375
2017-03-03,162.31365966796875
2017-03-06,161.06671142578125
2017-03-07,160.82098388671875
2017-03-08,160.83009338378906
2017-03-09,161.82215881347656
2017-03-10,161.6219482421875
2017-03-13,161.0576171875
2017-03-14,161.18505859375
2017-03-15,163.1509246826172
2017-03-16,163.6151123046875
2017-03-17,163.76983642578125
2017-03-20,164.47064208984375
2017-03-21,160.4205322265625
2017-03-22,160.86651611328125
2017-03-23,161.61280822753906
2017-03-24,160.84829711914062
2017-03-27,158.86422729492188
2017-03-28,149.7810516357422
2017-03-29,149.5899200439453
2017-03-30,149.65365600585938
2017-03-31,150.09048461914062
2017-04-03,149.4625244140625
2017-04-04,147.7605438232422
2017-04-05,146.44996643066406
2017-04-06,146.65020751953125
2017-04-07,145.53982543945312
2017-04-10,145.30320739746094
2017-04-11,146.10411071777344
2017-04-12,144.89356994628906
2017-04-13,143.72865295410156
2017-04-17,146.61373901367188
2017-04-18,146.69569396972656
2017-04-19,148.3794403076172
2017-04-20,147.89707946777344
2017-04-21,147.58761596679688
2017-04-24,148.47044372558594
2017-04-25,148.46139526367188
2017-04-26,148.78900146484375
2017-04-27,149.1075439453125
2017-04-28,148.58877563476562
2017-05-01,148.3157196044922
2017-05-02,148.57057189941406
2017-05-03,148.57965087890625
2017-05-04,149.28048706054688
2017-05-05,149.32598876953125
2017-05-08,146.74119567871094
2017-05-09,148.02447509765625
2017-05-10,146.78671264648438
2017-05-11,146.58648681640625
2017-05-12,145.89474487304688
2017-05-15,146.95962524414062
2017-05-16,146.24974060058594
2017-05-17,144.82080078125
2017-05-18,145.4305877685547
2017-05-19,146.7503204345703
2017-05-22,146.72300720214844
2017-05-23,146.42266845703125
2017-05-24,146.8686065673828
2017-05-25,147.915283203125
2017-05-26,147.90614318847656
2017-05-30,149.62310791015625
2017-05-31,151.32179260253906
2017-06-01,151.56846618652344
2017-06-02,151.0386962890625
2017-06-05,150.1710662841797
2017-06-06,149.23951721191406
2017-06-07,149.80575561523438
2017-06-08,149.53179931640625
2017-06-09,149.6870574951172
2017-06-12,151.43141174316406
2017-06-13,152.49993896484375
2017-06-14,152.95657348632812
2017-06-15,154.28997802734375
2017-06-16,155.20326232910156
2017-06-19,156.74673461914062
2017-06-20,153.20318603515625
2017-06-21,151.4679718017578
2017-06-22,151.68707275390625
2017-06-23,152.3081512451172
2017-06-26,151.68707275390625
2017-06-27,151.28529357910156
2017-06-28,155.0206298828125
2017-06-29,154.86537170410156
2017-06-30,151.76931762695312
2017-07-03,151.3948974609375
2017-07-05,150.95652770996094
2017-07-06,146.65493774414062
2017-07-07,147.98829650878906
2017-07-10,147.61387634277344
2017-07-11,148.27146911621094
2017-07-12,149.7235565185547
2017-07-13,150.16197204589844
2017-07-14,149.21206665039062
2017-07-17,148.3536834716797
2017-07-18,148.02488708496094
2017-07-19,149.29434204101562
2017-07-20,151.21221923828125
2017-07-21,151.6962890625
2017-07-24,151.86978149414062
2017-07-25,152.2808074951172
2017-07-26,151.1208953857422
2017-07-27,150.4542694091797
2017-07-28,150.68252563476562
2017-07-31,152.71914672851562
2017-08-01,151.3948974609375
2017-08-02,150.18936157226562
2017-08-03,150.5821075439453
2017-08-04,149.5865478515625
2017-08-07,148.4267578125
2017-08-08,147.0019989013672
2017-08-09,148.20750427246094
2017-08-10,144.96534729003906
2017-08-11,145.0110321044922
2017-08-14,147.56825256347656
2017-08-15,148.14358520507812
2017-08-16,149.46788024902344
2017-08-17,147.1298370361328
2017-08-18,145.230224609375
2017-08-21,145.0201416015625
2017-08-22,146.69146728515625
2017-08-23,144.4630889892578
2017-08-24,144.91970825195312
2017-08-25,145.4585418701172
2017-08-28,143.56802368164062
2017-08-29,142.5506591796875
2017-08-30,143.82467651367188
2017-08-31,144.06297302246094
2017-09-01,144.90625
2017-09-05,144.36546325683594
2017-09-06,143.92550659179688
2017-09-07,144.86036682128906
2017-09-08,145.8502960205078
2017-09-11,145.86854553222656
2017-09-12,147.6283416748047
2017-09-13,147.0509033203125
2017-09-14,148.0041046142578
2017-09-15,148.34327697753906
2017-09-18,149.3422393798828
2017-09-19,149.4430694580078
2017-09-20,150.55210876464844
2017-09-21,153.20094299316406
2017-09-22,154.5391082763672
2017-09-25,156.5554962158203
2017-09-26,164.92364501953125
2017-09-27,164.05287170410156
2017-09-28,164.1353759765625
2017-09-29,165.07945251464844
2017-10-02,167.24249267578125
2017-10-03,167.81997680664062
2017-10-04,166.041748046875
2017-10-05,165.81265258789062
2017-10-06,164.6944580078125
2017-10-09,163.54879760742188
2017-10-10,163.1271209716797
2017-10-11,163.2646026611328
2017-10-12,163.31964111328125
2017-10-13,162.6047821044922
2017-10-16,162.92555236816406
2017-10-17,164.49281311035156
2017-10-18,165.1160888671875
2017-10-19,167.0500030517578
2017-10-20,170.25794982910156
2017-10-23,170.79869079589844
2017-10-24,171.6418914794922
2017-10-25,172.49427795410156
2017-10-26,173.6307830810547
2017-10-27,173.3192138671875
2017-10-30,172.4209747314453
2017-10-31,174.02491760253906
2017-11-01,169.91876220703125
2017-11-02,174.125732421875
2017-11-03,174.7215118408203
2017-11-06,175.08815002441406
2017-11-07,175.37225341796875
2017-11-08,179.00180053710938
2017-11-09,179.86334228515625
2017-11-10,179.83583068847656
2017-11-13,179.5425567626953
2017-11-14,178.9284210205078
2017-11-15,179.1117706298828
2017-11-16,178.99258422851562
2017-11-17,179.7257843017578
2017-11-20,179.95497131347656
2017-11-21,180.33999633789062
2017-11-22,181.10069274902344
2017-11-24,182.12725830078125
2017-11-27,180.21165466308594
2017-11-28,182.4296875
2017-11-29,182.24581909179688
2017-11-30,183.7164306640625
2017-12-01,185.15951538085938
2017-12-04,187.95370483398438
2017-12-05,185.8856201171875
2017-12-06,185.79367065429688
2017-12-07,183.82679748535156
2017-12-08,185.72940063476562
2017-12-11,187.54922485351562
2017-12-12,187.54006958007812
2017-12-13,185.68344116210938
2017-12-14,186.0878143310547
2017-12-15,188.30294799804688
2017-12-18,188.17430114746094
2017-12-19,172.3008270263672
2017-12-20,179.19430541992188
2017-12-21,175.6096649169922
2017-12-22,176.57479858398438
2017-12-26,175.6281280517578
2017-12-27,177.22735595703125
2017-12-28,177.47557067871094
2017-12-29,177.17222595214844
2018-01-02,176.1336212158203
2018-01-03,177.61343383789062
2018-01-04,180.04910278320312
2018-01-05,181.00503540039062
2018-01-08,178.57850646972656
2018-01-09,178.47744750976562
2018-01-10,179.54360961914062
2018-01-11,181.06936645507812
2018-01-12,181.75875854492188
2018-01-16,182.29180908203125
2018-01-17,182.3928985595703
2018-01-18,183.1374053955078
2018-01-19,184.7826385498047
2018-01-22,183.3671875
2018-01-23,181.7863006591797
2018-01-24,182.10797119140625
2018-01-25,184.8470001220703
2018-01-26,191.81405639648438
2018-01-29,186.35435485839844
2018-01-30,184.48849487304688
2018-01-31,184.46095275878906
2018-02-01,187.7790069580078
2018-02-02,183.2109375
2018-02-05,176.61158752441406
2018-02-06,176.4644775390625
2018-02-07,176.5931854248047
2018-02-08,172.7879180908203
2018-02-09,174.45156860351562
2018-02-12,177.27333068847656
2018-02-13,179.77337646484375
2018-02-14,184.2954864501953
2018-02-15,185.49038696289062
2018-02-16,185.83045959472656
2018-02-20,184.47933959960938
2018-02-21,185.00326538085938
2018-02-22,185.04920959472656
2018-02-23,188.63380432128906
2018-02-26,189.71839904785156
2018-02-27,188.2161102294922
2018-02-28,187.2576446533203
2018-03-01,187.18392944335938
2018-03-02,190.4004364013672
2018-03-05,192.03167724609375
2018-03-06,193.9763641357422
2018-03-07,191.73680114746094
2018-03-08,191.65382385253906
2018-03-09,196.87025451660156
2018-03-12,196.6029815673828
2018-03-13,195.79197692871094
2018-03-14,194.7505340576172
2018-03-15,196.0223388671875
2018-03-16,197.76431274414062
2018-03-19,195.0638885498047
2018-03-20,198.73194885253906
2018-03-21,197.6629180908203
2018-03-22,190.33592224121094
2018-03-23,187.87513732910156
2018-03-26,193.53399658203125
2018-03-27,185.9212646484375
2018-03-28,182.88912963867188
2018-03-29,183.7923126220703
2018-04-02,180.77859497070312
2018-04-03,182.5204620361328
2018-04-04,180.6219024658203
2018-04-05,181.33155822753906
2018-04-06,178.4744415283203
2018-04-09,180.28089904785156
2018-04-10,182.474365234375
2018-04-11,181.35914611816406
2018-04-12,182.86148071289062
2018-04-13,182.0043182373047
2018-04-16,180.9536895751953
2018-04-17,181.1287841796875
2018-04-18,180.83383178710938
2018-04-19,179.2117462158203
2018-04-20,177.48829650878906
2018-04-23,176.75094604492188
2018-04-24,177.95835876464844
2018-04-25,178.0689697265625
2018-04-26,178.778564453125
2018-04-27,176.3823699951172
2018-04-30,174.29026794433594
2018-05-01,173.87547302246094
2018-05-02,171.47003173828125
2018-05-03,172.31793212890625
2018-05-04,174.84324645996094
2018-05-07,176.4929656982422
2018-05-08,178.8984375
2018-05-09,181.48822021484375
2018-05-10,182.0596160888672
2018-05-11,182.13336181640625
2018-05-14,181.0827178955078
2018-05-15,181.3039093017578
2018-05-16,182.17942810058594
2018-05-17,182.39146423339844
2018-05-18,182.142578125
2018-05-21,186.1055908203125
2018-05-22,185.34068298339844
2018-05-23,186.07789611816406
2018-05-24,186.71385192871094
2018-05-25,185.80145263671875
2018-05-29,184.77845764160156
2018-05-30,186.87725830078125
2018-05-31,185.8509979248047
2018-06-01,188.5507354736328
2018-06-04,188.89285278320312
2018-06-05,189.3643798828125
2018-06-06,189.94686889648438
2018-06-07,190.91766357421875
2018-06-08,192.6929168701172
2018-06-11,193.8856201171875
2018-06-12,194.80096435546875
2018-06-13,196.0121307373047
2018-06-14,197.28810119628906
2018-06-15,197.12164306640625
2018-06-18,197.68568420410156
2018-06-19,197.77818298339844
2018-06-20,199.51634216308594
2018-06-21,196.96446228027344
2018-06-22,195.04132080078125
2018-06-25,192.19358825683594
2018-06-26,182.25436401367188
2018-06-27,185.15750122070312
2018-06-28,182.587158203125
2018-06-29,183.16046142578125
2018-07-02,185.10206604003906
2018-07-03,184.2236785888672
2018-07-05,184.88938903808594
2018-07-06,186.42422485351562
2018-07-09,189.12399291992188
2018-07-10,189.94686889648438
2018-07-11,190.39990234375
2018-07-12,189.87290954589844
2018-07-13,186.95118713378906
2018-07-16,186.55364990234375
2018-07-17,189.6602783203125
2018-07-18,190.69580078125
2018-07-19,189.93759155273438
2018-07-20,190.01158142089844
2018-07-23,188.80038452148438
2018-07-24,190.26123046875
2018-07-25,191.7035675048828
2018-07-26,189.5122833251953
2018-07-27,187.94052124023438
2018-07-30,186.25778198242188
2018-07-31,186.17454528808594
2018-08-01,185.24070739746094
2018-08-02,186.92349243164062
2018-08-03,187.50596618652344
2018-08-06,196.4652099609375
2018-08-07,197.37130737304688
2018-08-08,197.362060546875
2018-08-09,197.8705291748047
2018-08-10,196.4652099609375
2018-08-13,198.43458557128906
2018-08-14,200.47787475585938
2018-08-15,199.49786376953125
2018-08-16,201.7815399169922
2018-08-17,203.89889526367188
2018-08-20,205.0823516845703
2018-08-21,205.6371307373047
2018-08-22,204.52760314941406
2018-08-23,205.4984130859375
2018-08-24,207.39382934570312
2018-08-27,207.1719207763672
2018-08-28,208.7529296875
2018-08-29,209.9456787109375
2018-08-30,209.20387268066406
2018-08-31,212.69020080566406
2018-09-04,215.258544921875
2018-09-05,214.0531463623047
2018-09-06,216.39898681640625
2018-09-07,216.26918029785156
2018-09-10,216.19500732421875
2018-09-11,215.36978149414062
2018-09-12,215.68499755859375
2018-09-13,217.1314697265625
2018-09-14,217.97518920898438
2018-09-17,215.13796997070312
2018-09-18,216.0095672607422
2018-09-19,215.09156799316406
2018-09-20,216.2877197265625
2018-09-21,214.48892211914062
2018-09-24,214.78562927246094
2018-09-25,210.7059783935547
2018-09-26,209.1946563720703
2018-09-27,207.93362426757812
2018-09-28,207.42372131347656
2018-10-01,208.98135375976562
2018-10-02,208.15618896484375
2018-10-03,209.1204376220703
2018-10-04,206.37594604492188
2018-10-05,206.357421875
2018-10-08,203.68707275390625
2018-10-09,206.11634826660156
2018-10-10,199.87628173828125
2018-10-11,196.32510375976562
2018-10-12,197.3635711669922
2018-10-15,196.15818786621094
2018-10-16,201.1187286376953
2018-10-17,201.67498779296875
2018-10-18,201.6471710205078
2018-10-19,203.68707275390625
2018-10-22,204.8182373046875
2018-10-23,202.2870330810547
2018-10-24,199.62594604492188
2018-10-25,200.04318237304688
2018-10-26,197.85494995117188
2018-10-29,197.3542938232422
2018-10-30,202.61146545410156
2018-10-31,207.4700164794922
2018-11-01,205.72689819335938
2018-11-02,207.23826599121094
2018-11-05,208.23033142089844
2018-11-06,208.2117919921875
2018-11-07,212.8292236328125
2018-11-08,214.28492736816406
2018-11-09,213.96043395996094
2018-11-12,210.6317901611328
2018-11-13,211.00271606445312
2018-11-14,207.59983825683594
2018-11-15,211.2993621826172
2018-11-16,214.1366424560547
2018-11-19,213.496826171875
2018-11-20,210.06619262695312
2018-11-21,211.38279724121094
2018-11-23,211.70738220214844
2018-11-26,214.28492736816406
2018-11-27,216.5937042236328
2018-11-28,218.18849182128906
2018-11-29,217.1378936767578
2018-11-30,218.01181030273438
2018-12-03,218.0583038330078
2018-12-04,211.73617553710938
2018-12-06,210.5089569091797
2018-12-07,207.98008728027344
2018-12-10,206.80860900878906
2018-12-11,207.8498992919922
2018-12-12,211.9965057373047
2018-12-13,212.03369140625
2018-12-14,207.4315185546875
2018-12-17,202.2901153564453
2018-12-18,193.7273406982422
2018-12-19,186.8659210205078
2018-12-20,186.94961547851562
2018-12-21,180.7669219970703
2018-12-24,175.30014038085938
2018-12-26,183.66770935058594
2018-12-27,186.09426879882812
2018-12-28,185.4434814453125
2018-12-31,186.06637573242188
2019-01-02,185.38768005371094
2019-01-03,180.36715698242188
2019-01-04,185.98269653320312
2019-01-07,186.17796325683594
2019-01-08,188.47439575195312
2019-01-09,190.86378479003906
2019-01-10,190.6592559814453
2019-01-11,189.3948516845703
2019-01-14,189.45059204101562
2019-01-15,193.27175903320312
2019-01-16,194.75930786132812
2019-01-17,196.17251586914062
2019-01-18,199.38003540039062
2019-01-22,197.46487426757812
2019-01-23,199.45445251464844
2019-01-24,198.83154296875
2019-01-25,199.1941375732422
2019-01-28,199.1290740966797
2019-01-29,198.02267456054688
2019-01-30,199.59390258789062
2019-01-31,203.266357421875
2019-02-01,204.3541259765625
2019-02-04,204.2518310546875
2019-02-05,206.34375
2019-02-06,203.24774169921875
2019-02-07,205.07933044433594
2019-02-08,205.78590393066406
2019-02-11,205.07003784179688
2019-02-12,206.29727172851562
2019-02-13,206.25999450683594
2019-02-14,206.12985229492188
2019-02-15,208.6773681640625
2019-02-19,209.9696502685547
2019-02-20,211.9965057373047
2019-02-21,211.9685821533203
2019-02-22,215.26913452148438
2019-02-25,215.352783203125
2019-02-26,215.32489013671875
2019-02-27,218.58798217773438
2019-02-28,219.24990844726562
2019-03-01,221.0585174560547
2019-03-04,219.43637084960938
2019-03-05,220.8441925048828
2019-03-06,218.83035278320312
2019-03-07,215.5859832763672
2019-03-08,215.45538330078125
2019-03-11,217.5904541015625
2019-03-12,217.57174682617188
2019-03-13,218.28961181640625
2019-03-14,220.12625122070312
2019-03-15,221.29165649414062
2019-03-18,222.4477081298828
2019-03-19,223.03504943847656
2019-03-20,220.76956176757812
2019-03-21,225.9158935546875
