Date,CRH
2015-07-01,21.591571807861328
2015-07-02,21.629648208618164
2015-07-06,21.15745735168457
2015-07-07,20.98227882385254
2015-07-08,20.41869354248047
2015-07-09,20.81473159790039
2015-07-10,21.781982421875
2015-07-13,21.941909790039062
2015-07-14,22.02569007873535
2015-07-15,21.96475601196289
2015-07-16,22.254169464111328
2015-07-17,22.17801284790039
2015-07-20,22.2313232421875
2015-07-21,22.0942325592041
2015-07-22,22.322715759277344
2015-07-23,22.26178741455078
2015-07-24,22.063766479492188
2015-07-27,21.59918975830078
2015-07-28,22.155162811279297
2015-07-29,22.482650756835938
2015-07-30,22.33794593811035
2015-07-31,22.627355575561523
2015-08-03,22.673051834106445
2015-08-04,22.939613342285156
2015-08-05,23.145248413085938
2015-08-06,22.77206039428711
2015-08-07,22.91676902770996
2015-08-10,23.305187225341797
2015-08-11,23.23664093017578
2015-08-12,22.970077514648438
2015-08-13,23.244258880615234
2015-08-14,23.39657974243164
2015-08-17,23.57175064086914
2015-08-18,23.449888229370117
2015-08-19,22.954851150512695
2015-08-20,22.475032806396484
2015-08-21,21.408782958984375
2015-08-24,20.70049476623535
2015-08-25,20.791885375976562
2015-08-26,21.50017547607422
2015-08-27,22.3684139251709
2015-08-28,22.558815002441406
2015-08-31,22.673051834106445
2015-09-01,21.698190689086914
2015-09-02,21.84290313720703
2015-09-03,21.637266159057617
2015-09-04,21.34785270690918
2015-09-08,22.535966873168945
2015-09-09,22.345561981201172
2015-09-10,22.543577194213867
2015-09-11,22.398874282836914
2015-09-14,22.238937377929688
2015-09-15,22.551197052001953
2015-09-16,22.58165740966797
2015-09-17,22.673051834106445
2015-09-18,22.109464645385742
2015-09-21,21.92667579650879
2015-09-22,21.34023666381836
2015-09-23,21.241230010986328
2015-09-24,20.791885375976562
2015-09-25,20.8680477142334
2015-09-28,20.205446243286133
2015-09-29,19.619007110595703
2015-09-30,20.21306037902832
2015-10-01,20.060739517211914
2015-10-02,20.281604766845703
2015-10-05,20.56340217590332
2015-10-06,20.441545486450195
2015-10-07,20.791885375976562
2015-10-08,20.921354293823242
2015-10-09,20.631942749023438
2015-10-12,20.662410736083984
2015-10-13,20.494855880737305
2015-10-14,20.395845413208008
2015-10-15,20.769039154052734
2015-10-16,20.6547908782959
2015-10-19,20.380615234375
2015-10-20,20.296833038330078
2015-10-21,20.845199584960938
2015-10-22,20.967050552368164
2015-10-23,21.37070655822754
2015-10-26,21.012754440307617
2015-10-27,20.479623794555664
2015-10-28,20.89850616455078
2015-10-29,20.586246490478516
2015-10-30,20.837583541870117
2015-11-02,21.2564640045166
2015-11-03,21.081296920776367
2015-11-04,21.187917709350586
2015-11-05,21.30216407775879
2015-11-06,21.561105728149414
2015-11-09,20.989906311035156
2015-11-10,20.624330520629883
2015-11-11,20.746191024780273
2015-11-12,20.190208435058594
2015-11-13,20.46438980102539
2015-11-16,20.936588287353516
2015-11-17,20.70049476623535
2015-11-18,20.79949951171875
2015-11-19,21.774354934692383
2015-11-20,21.941909790039062
2015-11-23,21.995223999023438
2015-11-24,21.934295654296875
2015-11-25,22.117080688476562
2015-11-27,22.5054988861084
2015-11-30,22.33032989501953
2015-12-01,22.657819747924805
2015-12-02,22.3684139251709
2015-12-03,22.02569007873535
2015-12-04,22.61973762512207
2015-12-07,22.551197052001953
2015-12-08,22.22370719909668
2015-12-09,22.109464645385742
2015-12-10,22.0942325592041
2015-12-11,21.690582275390625
2015-12-14,21.86574935913086
2015-12-15,21.52302360534668
2015-12-16,21.827669143676758
2015-12-17,21.743894577026367
2015-12-18,21.477333068847656
2015-12-21,21.65250015258789
2015-12-22,21.751506805419922
2015-12-23,22.132314682006836
2015-12-24,22.277015686035156
2015-12-28,22.22370719909668
2015-12-29,22.391258239746094
2015-12-30,22.170392990112305
2015-12-31,21.949527740478516
2016-01-04,21.591571807861328
2016-01-05,21.591571807861328
2016-01-06,21.30216407775879
2016-01-07,20.41107940673828
2016-01-08,20.266376495361328
2016-01-11,20.5177001953125
2016-01-12,20.54817008972168
2016-01-13,20.106435775756836
2016-01-14,20.304454803466797
2016-01-15,19.36767578125
2016-01-19,19.466684341430664
2016-01-20,19.26105308532715
2016-01-21,19.45907211303711
2016-01-22,20.205446243286133
2016-01-25,19.862720489501953
2016-01-26,20.129289627075195
2016-01-27,20.114049911499023
2016-01-28,19.69516944885254
2016-01-29,20.502471923828125
2016-02-01,20.395845413208008
2016-02-02,19.596158981323242
2016-02-03,19.56569480895996
2016-02-04,19.9921932220459
2016-02-05,19.43622398376465
2016-02-08,18.06532859802246
2016-02-09,18.194801330566406
2016-02-10,18.735544204711914
2016-02-11,18.53752326965332
2016-02-12,18.69745635986328
2016-02-16,19.078264236450195
2016-02-17,19.603776931762695
2016-02-18,19.61138916015625
2016-02-19,19.57331085205078
