Date,PH
2015-12-17,95.19000244140625
2015-12-18,93.62000274658203
2015-12-21,94.18000030517578
2015-12-22,96.48999786376953
2015-12-23,99.4800033569336
2015-12-24,99.8499984741211
2015-12-28,98.62999725341797
2015-12-29,99.5199966430664
2015-12-30,98.33999633789062
2015-12-31,96.9800033569336
2016-01-04,96.66000366210938
2016-01-05,95.05999755859375
2016-01-06,93.80000305175781
2016-01-07,92.20999908447266
2016-01-08,90.55000305175781
2016-01-11,90.37000274658203
2016-01-12,90.51000213623047
2016-01-13,89.72000122070312
2016-01-14,90.6500015258789
2016-01-15,87.98999786376953
2016-01-19,87.87000274658203
2016-01-20,86.51000213623047
2016-01-21,87.94999694824219
2016-01-22,89.81999969482422
2016-01-25,88.12000274658203
2016-01-26,91.7699966430664
2016-01-27,91.69000244140625
2016-01-28,94.08000183105469
2016-01-29,97.16000366210938
2016-02-01,96.37000274658203
2016-02-02,95.33000183105469
2016-02-03,97.7300033569336
2016-02-04,101.12999725341797
2016-02-05,101.51000213623047
2016-02-08,101.08999633789062
2016-02-09,99.7300033569336
2016-02-10,96.06999969482422
2016-02-11,96.88999938964844
2016-02-12,97.25
2016-02-16,99.6500015258789
2016-02-17,101.02999877929688
2016-02-18,100.76000213623047
2016-02-19,99.88999938964844
2016-02-22,102.7699966430664
2016-02-23,100.7699966430664
2016-02-24,101.16999816894531
2016-02-25,101.62999725341797
2016-02-26,102.20999908447266
2016-02-29,101.19999694824219
2016-03-01,104.56999969482422
2016-03-02,105.76000213623047
2016-03-03,106.68000030517578
2016-03-04,106.36000061035156
2016-03-07,108.36000061035156
2016-03-08,106.5199966430664
2016-03-09,107.2300033569336
2016-03-10,106.66999816894531
2016-03-11,108.4000015258789
2016-03-14,108.45999908447266
2016-03-15,108.2300033569336
2016-03-16,109.94000244140625
2016-03-17,112.5199966430664
2016-03-18,112.37999725341797
2016-03-21,112.31999969482422
2016-03-22,112.08000183105469
2016-03-23,110.62000274658203
2016-03-24,110.94999694824219
2016-03-28,110.30000305175781
2016-03-29,111.11000061035156
2016-03-30,110.98999786376953
2016-03-31,111.08000183105469
2016-04-01,111.81999969482422
2016-04-04,109.77999877929688
2016-04-05,108.8499984741211
2016-04-06,109.48999786376953
2016-04-07,109.02999877929688
2016-04-08,109.91000366210938
2016-04-11,110.48999786376953
2016-04-12,111.52999877929688
2016-04-13,112.20999908447266
2016-04-14,112.2699966430664
2016-04-15,113.72000122070312
2016-04-18,113.37999725341797
2016-04-19,114.05000305175781
2016-04-20,113.48999786376953
2016-04-21,112.8499984741211
2016-04-22,114.01000213623047
2016-04-25,113.41000366210938
2016-04-26,114.36000061035156
2016-04-27,116.91999816894531
2016-04-28,115.44000244140625
2016-04-29,116.0199966430664
2016-05-02,115.5
2016-05-03,113.68000030517578
2016-05-04,111.0999984741211
2016-05-05,111.94999694824219
2016-05-06,112.58999633789062
2016-05-09,111.05000305175781
2016-05-10,113.31999969482422
2016-05-11,112.86000061035156
2016-05-12,112.54000091552734
2016-05-13,109.7699966430664
2016-05-16,112.25
2016-05-17,111.91000366210938
2016-05-18,110.4800033569336
2016-05-19,109.0
2016-05-20,109.47000122070312
2016-05-23,109.5999984741211
2016-05-24,110.80000305175781
2016-05-25,112.95999908447266
2016-05-26,113.63999938964844
2016-05-27,113.9800033569336
2016-05-31,114.83999633789062
2016-06-01,115.4000015258789
2016-06-02,115.87999725341797
2016-06-03,116.0
2016-06-06,116.26000213623047
2016-06-07,116.12000274658203
2016-06-08,116.5999984741211
2016-06-09,115.36000061035156
2016-06-10,112.69999694824219
2016-06-13,111.56999969482422
2016-06-14,111.88999938964844
2016-06-15,111.62000274658203
2016-06-16,111.51000213623047
2016-06-17,112.18000030517578
2016-06-20,113.77999877929688
2016-06-21,113.38999938964844
2016-06-22,113.01000213623047
2016-06-23,114.01000213623047
2016-06-24,105.91000366210938
2016-06-27,100.52999877929688
2016-06-28,102.4000015258789
2016-06-29,104.05999755859375
2016-06-30,108.05000305175781
2016-07-01,109.33999633789062
2016-07-05,107.06999969482422
2016-07-06,108.38999938964844
2016-07-07,108.22000122070312
2016-07-08,111.33000183105469
2016-07-11,111.88999938964844
2016-07-12,113.25
2016-07-13,113.08000183105469
2016-07-14,113.81999969482422
2016-07-15,113.68000030517578
2016-07-18,113.0999984741211
2016-07-19,112.44000244140625
2016-07-20,113.13999938964844
2016-07-21,112.27999877929688
2016-07-22,113.13999938964844
2016-07-25,112.5
2016-07-26,114.7699966430664
2016-07-27,114.93000030517578
2016-07-28,114.47000122070312
2016-07-29,114.19000244140625
2016-08-01,113.25
2016-08-02,113.02999877929688
2016-08-03,113.77999877929688
2016-08-04,118.95999908447266
2016-08-05,121.11000061035156
2016-08-08,122.66999816894531
2016-08-09,121.93000030517578
2016-08-10,122.16999816894531
2016-08-11,123.61000061035156
2016-08-12,122.80999755859375
2016-08-15,124.12000274658203
2016-08-16,124.11000061035156
2016-08-17,124.36000061035156
2016-08-18,124.04000091552734
2016-08-19,124.37000274658203
2016-08-22,124.06999969482422
2016-08-23,124.51000213623047
2016-08-24,123.31999969482422
2016-08-25,123.55999755859375
2016-08-26,123.23999786376953
2016-08-29,123.73999786376953
2016-08-30,123.19999694824219
2016-08-31,122.52999877929688
2016-09-01,122.86000061035156
2016-09-02,123.51000213623047
2016-09-06,123.22000122070312
2016-09-07,124.13999938964844
2016-09-08,124.3499984741211
2016-09-09,120.77999877929688
2016-09-12,122.86000061035156
2016-09-13,120.83999633789062
2016-09-14,120.8499984741211
2016-09-15,122.55999755859375
2016-09-16,121.5199966430664
2016-09-19,122.38999938964844
2016-09-20,122.02999877929688
2016-09-21,123.44999694824219
2016-09-22,123.95999908447266
2016-09-23,121.93000030517578
2016-09-26,121.3499984741211
2016-09-27,122.69000244140625
2016-09-28,124.77999877929688
2016-09-29,123.98999786376953
2016-09-30,125.52999877929688
2016-10-03,124.69999694824219
2016-10-04,123.6500015258789
2016-10-05,127.41000366210938
2016-10-06,126.91999816894531
2016-10-07,124.66000366210938
2016-10-10,125.08999633789062
2016-10-11,123.06999969482422
2016-10-12,123.93000030517578
2016-10-13,123.41999816894531
2016-10-14,124.54000091552734
2016-10-17,124.38999938964844
2016-10-18,122.81999969482422
2016-10-19,123.7300033569336
2016-10-20,122.80000305175781
2016-10-21,123.19999694824219
2016-10-24,120.79000091552734
2016-10-25,121.3499984741211
2016-10-26,121.83999633789062
2016-10-27,121.70999908447266
2016-10-28,121.95999908447266
2016-10-31,122.75
2016-11-01,121.18000030517578
2016-11-02,119.87999725341797
2016-11-03,119.29000091552734
2016-11-04,120.55000305175781
2016-11-07,125.6500015258789
2016-11-08,126.41000366210938
2016-11-09,131.9600067138672
2016-11-10,136.97000122070312
2016-11-11,138.74000549316406
2016-11-14,138.99000549316406
2016-11-15,140.02000427246094
2016-11-16,137.80999755859375
2016-11-17,137.10000610351562
2016-11-18,136.0800018310547
2016-11-21,137.22999572753906
2016-11-22,137.82000732421875
2016-11-23,138.2899932861328
2016-11-25,139.0399932861328
2016-11-28,136.75999450683594
2016-11-29,136.9499969482422
2016-11-30,138.92999267578125
2016-12-01,143.47000122070312
2016-12-02,141.89999389648438
2016-12-05,142.4600067138672
2016-12-06,142.5500030517578
2016-12-07,144.97999572753906
2016-12-08,141.88999938964844
2016-12-09,142.50999450683594
2016-12-12,141.55999755859375
2016-12-13,141.00999450683594
2016-12-14,140.1999969482422
2016-12-15,143.0
2016-12-16,142.75
2016-12-19,142.82000732421875
2016-12-20,143.91000366210938
2016-12-21,142.38999938964844
2016-12-22,142.8000030517578
2016-12-23,142.74000549316406
2016-12-27,143.27000427246094
2016-12-28,140.8699951171875
2016-12-29,140.25999450683594
2016-12-30,140.0
2017-01-03,142.5500030517578
2017-01-04,142.63999938964844
2017-01-05,141.3699951171875
2017-01-06,141.49000549316406
2017-01-09,140.77999877929688
2017-01-10,141.8300018310547
2017-01-11,145.2100067138672
2017-01-12,143.75
2017-01-13,146.25
2017-01-17,143.6199951171875
2017-01-18,144.39999389648438
2017-01-19,143.75
2017-01-20,142.52000427246094
2017-01-23,142.5
2017-01-24,145.47999572753906
2017-01-25,149.52000427246094
2017-01-26,149.10000610351562
2017-01-27,149.27000427246094
2017-01-30,147.3300018310547
2017-01-31,147.1300048828125
2017-02-01,145.4499969482422
2017-02-02,149.75
2017-02-03,150.2100067138672
2017-02-06,148.64999389648438
2017-02-07,147.97000122070312
2017-02-08,147.4499969482422
2017-02-09,149.3699951171875
2017-02-10,150.25
2017-02-13,152.4600067138672
2017-02-14,152.6300048828125
2017-02-15,155.49000549316406
2017-02-16,154.41000366210938
2017-02-17,153.88999938964844
2017-02-21,155.6199951171875
2017-02-22,155.86000061035156
2017-02-23,153.6999969482422
2017-02-24,155.0399932861328
2017-02-27,156.13999938964844
2017-02-28,154.83999633789062
2017-03-01,158.44000244140625
2017-03-02,157.08999633789062
2017-03-03,157.05999755859375
2017-03-06,157.92999267578125
2017-03-07,157.49000549316406
2017-03-08,157.64999389648438
2017-03-09,156.2899932861328
2017-03-10,157.32000732421875
2017-03-13,158.0800018310547
2017-03-14,157.0500030517578
2017-03-15,159.5800018310547
2017-03-16,158.24000549316406
2017-03-17,159.10000610351562
2017-03-20,158.24000549316406
2017-03-21,156.89999389648438
2017-03-22,157.5500030517578
2017-03-23,158.0
2017-03-24,156.69000244140625
2017-03-27,155.64999389648438
2017-03-28,158.42999267578125
2017-03-29,158.97000122070312
2017-03-30,160.0500030517578
2017-03-31,160.32000732421875
2017-04-03,159.61000061035156
2017-04-04,160.25
2017-04-05,159.80999755859375
2017-04-06,160.22999572753906
2017-04-07,161.02000427246094
2017-04-10,160.35000610351562
2017-04-11,160.80999755859375
2017-04-12,155.4199981689453
2017-04-13,153.58999633789062
2017-04-17,155.72000122070312
2017-04-18,155.75999450683594
2017-04-19,154.82000732421875
2017-04-20,157.07000732421875
2017-04-21,156.30999755859375
2017-04-24,160.61000061035156
2017-04-25,165.22000122070312
2017-04-26,164.5399932861328
2017-04-27,161.97999572753906
2017-04-28,160.8000030517578
2017-05-01,158.92999267578125
2017-05-02,159.38999938964844
2017-05-03,159.64999389648438
2017-05-04,159.7899932861328
2017-05-05,159.1999969482422
2017-05-08,159.2899932861328
2017-05-09,159.25
2017-05-10,159.1699981689453
2017-05-11,159.02999877929688
2017-05-12,156.67999267578125
2017-05-15,156.52999877929688
2017-05-16,156.47000122070312
2017-05-17,152.91000366210938
2017-05-18,152.2899932861328
2017-05-19,157.2100067138672
2017-05-22,157.9600067138672
2017-05-23,158.0500030517578
2017-05-24,159.52000427246094
2017-05-25,159.0399932861328
2017-05-26,159.25999450683594
2017-05-30,159.3300018310547
2017-05-31,157.47000122070312
2017-06-01,159.38999938964844
2017-06-02,160.24000549316406
2017-06-05,157.0800018310547
2017-06-06,155.7899932861328
2017-06-07,152.67999267578125
2017-06-08,154.52999877929688
2017-06-09,157.0399932861328
2017-06-12,157.1300048828125
2017-06-13,158.4499969482422
2017-06-14,157.08999633789062
2017-06-15,159.36000061035156
2017-06-16,162.61000061035156
2017-06-19,164.35000610351562
2017-06-20,163.52999877929688
2017-06-21,158.11000061035156
2017-06-22,157.39999389648438
2017-06-23,159.6300048828125
2017-06-26,157.07000732421875
2017-06-27,156.22000122070312
2017-06-28,158.00999450683594
2017-06-29,157.0500030517578
2017-06-30,159.82000732421875
2017-07-03,161.22000122070312
2017-07-05,161.13999938964844
2017-07-06,159.4499969482422
2017-07-07,160.89999389648438
2017-07-10,163.35000610351562
2017-07-11,163.1199951171875
2017-07-12,163.8000030517578
2017-07-13,164.83999633789062
2017-07-14,165.05999755859375
2017-07-17,165.97000122070312
2017-07-18,165.25999450683594
2017-07-19,166.75999450683594
2017-07-20,165.9600067138672
2017-07-21,164.5399932861328
2017-07-24,164.39999389648438
2017-07-25,165.97999572753906
2017-07-26,164.66000366210938
2017-07-27,164.07000732421875
2017-07-28,164.75
2017-07-31,165.97999572753906
2017-08-01,164.52000427246094
2017-08-02,164.3000030517578
2017-08-03,165.32000732421875
2017-08-04,164.22000122070312
2017-08-07,162.38999938964844
2017-08-08,161.63999938964844
2017-08-09,161.02000427246094
2017-08-10,155.75999450683594
2017-08-11,157.02000427246094
2017-08-14,158.25999450683594
2017-08-15,158.19000244140625
2017-08-16,158.7899932861328
2017-08-17,155.57000732421875
2017-08-18,155.14999389648438
2017-08-21,155.14999389648438
2017-08-22,159.1300048828125
2017-08-23,157.55999755859375
2017-08-24,156.57000732421875
2017-08-25,157.3000030517578
2017-08-28,158.41000366210938
2017-08-29,159.1999969482422
2017-08-30,160.4600067138672
2017-08-31,160.88999938964844
2017-09-01,162.8300018310547
2017-09-05,159.75999450683594
2017-09-06,160.07000732421875
2017-09-07,158.86000061035156
2017-09-08,161.3300018310547
2017-09-11,165.08999633789062
2017-09-12,166.50999450683594
2017-09-13,167.9499969482422
2017-09-14,167.9199981689453
2017-09-15,169.69000244140625
2017-09-18,173.6300048828125
2017-09-19,176.08999633789062
2017-09-20,176.2899932861328
2017-09-21,175.91000366210938
2017-09-22,177.11000061035156
2017-09-25,176.8800048828125
2017-09-26,173.97000122070312
2017-09-27,175.52000427246094
2017-09-28,175.82000732421875
2017-09-29,175.02000427246094
2017-10-02,176.16000366210938
2017-10-03,177.14999389648438
2017-10-04,177.52999877929688
2017-10-05,177.25999450683594
2017-10-06,177.17999267578125
2017-10-09,177.3300018310547
2017-10-10,177.5
2017-10-11,177.55999755859375
2017-10-12,180.0800018310547
2017-10-13,180.39999389648438
2017-10-16,181.41000366210938
2017-10-17,181.4600067138672
2017-10-18,181.66000366210938
2017-10-19,182.00999450683594
2017-10-20,184.5
2017-10-23,182.8699951171875
2017-10-24,184.4600067138672
2017-10-25,183.67999267578125
2017-10-26,184.8300018310547
2017-10-27,183.8800048828125
2017-10-30,181.94000244140625
2017-10-31,182.61000061035156
2017-11-01,181.99000549316406
2017-11-02,187.1199951171875
2017-11-03,185.3800048828125
2017-11-06,184.6199951171875
2017-11-07,185.47000122070312
2017-11-08,184.8699951171875
2017-11-09,182.33999633789062
2017-11-10,182.22999572753906
2017-11-13,181.3000030517578
2017-11-14,179.6699981689453
2017-11-15,179.72999572753906
2017-11-16,182.3000030517578
2017-11-17,182.33999633789062
2017-11-20,182.89999389648438
2017-11-21,184.2899932861328
2017-11-22,184.61000061035156
2017-11-24,183.27999877929688
2017-11-27,183.80999755859375
2017-11-28,185.72999572753906
2017-11-29,184.32000732421875
2017-11-30,187.49000549316406
2017-12-01,187.0500030517578
2017-12-04,185.85000610351562
2017-12-05,184.30999755859375
2017-12-06,186.3300018310547
2017-12-07,191.3300018310547
2017-12-08,192.97999572753906
2017-12-11,191.94000244140625
2017-12-12,191.86000061035156
2017-12-13,194.7100067138672
2017-12-14,191.6999969482422
2017-12-15,194.25999450683594
2017-12-18,198.1300048828125
2017-12-19,198.07000732421875
2017-12-20,199.05999755859375
2017-12-21,199.69000244140625
2017-12-22,199.25
2017-12-26,198.94000244140625
2017-12-27,198.91000366210938
2017-12-28,199.2100067138672
2017-12-29,199.5800018310547
2018-01-02,199.8800048828125
2018-01-03,201.50999450683594
2018-01-04,202.42999267578125
2018-01-05,203.80999755859375
2018-01-08,205.5500030517578
2018-01-09,207.32000732421875
2018-01-10,206.61000061035156
2018-01-11,208.35000610351562
2018-01-12,210.0399932861328
2018-01-16,209.91000366210938
2018-01-17,210.8000030517578
2018-01-18,210.5399932861328
2018-01-19,210.94000244140625
2018-01-22,210.22999572753906
2018-01-23,209.3300018310547
2018-01-24,208.8300018310547
2018-01-25,207.50999450683594
2018-01-26,209.66000366210938
2018-01-29,206.47000122070312
2018-01-30,204.64999389648438
2018-01-31,201.4199981689453
2018-02-01,193.47000122070312
2018-02-02,190.63999938964844
2018-02-05,182.0
2018-02-06,186.9199981689453
2018-02-07,183.30999755859375
2018-02-08,174.50999450683594
2018-02-09,176.88999938964844
2018-02-12,180.97999572753906
2018-02-13,179.8300018310547
2018-02-14,183.88999938964844
2018-02-15,184.6300048828125
2018-02-16,183.22000122070312
2018-02-20,181.61000061035156
2018-02-21,181.3000030517578
2018-02-22,183.9199981689453
2018-02-23,183.57000732421875
2018-02-26,185.5500030517578
2018-02-27,181.88999938964844
2018-02-28,178.47000122070312
2018-03-01,177.3000030517578
2018-03-02,175.5500030517578
2018-03-05,177.1199951171875
2018-03-06,177.83999633789062
2018-03-07,176.38999938964844
2018-03-08,181.16000366210938
2018-03-09,186.5800018310547
2018-03-12,182.36000061035156
2018-03-13,181.86000061035156
2018-03-14,179.4600067138672
2018-03-15,180.0800018310547
2018-03-16,182.7100067138672
2018-03-19,181.89999389648438
2018-03-20,180.38999938964844
2018-03-21,181.75
2018-03-22,175.8699951171875
2018-03-23,169.24000549316406
2018-03-26,174.6199951171875
2018-03-27,170.36000061035156
2018-03-28,168.14999389648438
2018-03-29,171.02999877929688
2018-04-02,166.5800018310547
2018-04-03,168.75999450683594
2018-04-04,170.9499969482422
2018-04-05,172.17999267578125
2018-04-06,167.44000244140625
2018-04-09,167.22999572753906
2018-04-10,172.41000366210938
2018-04-11,170.36000061035156
2018-04-12,172.55999755859375
2018-04-13,172.47999572753906
2018-04-16,174.52000427246094
2018-04-17,175.85000610351562
2018-04-18,178.4600067138672
2018-04-19,176.17999267578125
2018-04-20,176.38999938964844
2018-04-23,171.9600067138672
2018-04-24,163.35000610351562
2018-04-25,168.27000427246094
2018-04-26,162.5500030517578
2018-04-27,164.3800048828125
2018-04-30,164.6199951171875
2018-05-01,167.97000122070312
2018-05-02,167.82000732421875
2018-05-03,168.3699951171875
2018-05-04,170.9499969482422
2018-05-07,170.50999450683594
2018-05-08,171.11000061035156
2018-05-09,174.5399932861328
2018-05-10,174.25
2018-05-11,175.1199951171875
2018-05-14,176.42999267578125
2018-05-15,176.66000366210938
2018-05-16,176.8699951171875
2018-05-17,178.32000732421875
2018-05-18,179.08999633789062
2018-05-21,182.42999267578125
2018-05-22,178.22000122070312
2018-05-23,177.83999633789062
2018-05-24,177.47999572753906
2018-05-25,177.1300048828125
2018-05-29,172.72999572753906
2018-05-30,175.1999969482422
2018-05-31,170.89999389648438
2018-06-01,172.7100067138672
2018-06-04,172.22999572753906
2018-06-05,173.07000732421875
2018-06-06,174.17999267578125
2018-06-07,175.47999572753906
2018-06-08,174.7100067138672
2018-06-11,174.5
2018-06-12,174.1699981689453
2018-06-13,172.13999938964844
2018-06-14,171.91000366210938
2018-06-15,170.9199981689453
2018-06-18,169.5500030517578
2018-06-19,163.61000061035156
2018-06-20,164.47000122070312
2018-06-21,158.5
2018-06-22,157.3800048828125
2018-06-25,155.75999450683594
2018-06-26,155.8300018310547
2018-06-27,153.9600067138672
2018-06-28,154.8300018310547
2018-06-29,155.85000610351562
2018-07-02,156.08999633789062
2018-07-03,156.80999755859375
2018-07-05,157.0800018310547
2018-07-06,156.82000732421875
2018-07-09,159.7899932861328
2018-07-10,160.02999877929688
2018-07-11,157.9600067138672
2018-07-12,158.60000610351562
2018-07-13,161.50999450683594
2018-07-16,157.6999969482422
2018-07-17,158.75
2018-07-18,162.10000610351562
2018-07-19,165.0800018310547
2018-07-20,163.47000122070312
2018-07-23,159.77000427246094
2018-07-24,161.72999572753906
2018-07-25,163.14999389648438
2018-07-26,165.17999267578125
2018-07-27,164.4199981689453
2018-07-30,163.50999450683594
2018-07-31,169.0500030517578
2018-08-01,165.66000366210938
2018-08-02,171.57000732421875
2018-08-03,172.50999450683594
2018-08-06,174.3000030517578
2018-08-07,174.08999633789062
2018-08-08,172.77999877929688
2018-08-09,170.99000549316406
2018-08-10,168.0
2018-08-13,167.27999877929688
2018-08-14,166.2100067138672
2018-08-15,166.49000549316406
2018-08-16,168.24000549316406
2018-08-17,169.57000732421875
2018-08-20,170.10000610351562
2018-08-21,172.07000732421875
2018-08-22,170.67999267578125
2018-08-23,169.0800018310547
2018-08-24,171.52999877929688
2018-08-27,174.66000366210938
2018-08-28,175.13999938964844
2018-08-29,175.80999755859375
2018-08-30,175.08999633789062
2018-08-31,175.60000610351562
2018-09-04,174.74000549316406
2018-09-05,176.55999755859375
2018-09-06,177.8300018310547
2018-09-07,177.72000122070312
2018-09-10,180.32000732421875
2018-09-11,180.1999969482422
2018-09-12,183.35000610351562
2018-09-13,184.67999267578125
2018-09-14,187.14999389648438
2018-09-17,187.4499969482422
2018-09-18,188.88999938964844
2018-09-19,190.47999572753906
2018-09-20,190.50999450683594
2018-09-21,190.5800018310547
2018-09-24,189.63999938964844
2018-09-25,188.27000427246094
2018-09-26,186.77999877929688
2018-09-27,186.5
2018-09-28,183.92999267578125
2018-10-01,184.8699951171875
2018-10-02,184.86000061035156
2018-10-03,185.39999389648438
2018-10-04,184.97000122070312
2018-10-05,182.3699951171875
2018-10-08,181.47000122070312
2018-10-09,178.36000061035156
2018-10-10,172.1300048828125
2018-10-11,165.60000610351562
2018-10-12,167.3000030517578
2018-10-15,163.52999877929688
2018-10-16,165.10000610351562
2018-10-17,162.5399932861328
2018-10-18,159.3300018310547
2018-10-19,157.8699951171875
2018-10-22,157.4499969482422
2018-10-23,152.02999877929688
2018-10-24,146.5
2018-10-25,146.6999969482422
2018-10-26,145.4600067138672
2018-10-29,145.22000122070312
2018-10-30,148.30999755859375
2018-10-31,151.6300048828125
2018-11-01,159.35000610351562
2018-11-02,161.64999389648438
2018-11-05,164.10000610351562
2018-11-06,167.1699981689453
2018-11-07,171.02999877929688
2018-11-08,171.0
2018-11-09,167.3300018310547
2018-11-12,165.0500030517578
2018-11-13,164.44000244140625
2018-11-14,166.72000122070312
2018-11-15,169.94000244140625
2018-11-16,171.30999755859375
2018-11-19,167.57000732421875
2018-11-20,163.7100067138672
2018-11-21,164.47000122070312
2018-11-23,163.5399932861328
2018-11-26,166.2899932861328
2018-11-27,164.32000732421875
2018-11-28,168.9199981689453
2018-11-29,168.89999389648438
2018-11-30,172.0399932861328
2018-12-03,175.17999267578125
2018-12-04,166.47000122070312
2018-12-06,163.32000732421875
2018-12-07,157.0399932861328
2018-12-10,156.3000030517578
2018-12-11,153.8300018310547
2018-12-12,155.92999267578125
2018-12-13,154.3699951171875
2018-12-14,151.02000427246094
2018-12-17,149.85000610351562
2018-12-18,148.6999969482422
2018-12-19,147.63999938964844
2018-12-20,145.8699951171875
2018-12-21,145.5800018310547
2018-12-24,141.11000061035156
2018-12-26,148.1699981689453
2018-12-27,149.9600067138672
2018-12-28,148.25
2018-12-31,149.13999938964844
2019-01-02,150.38999938964844
2019-01-03,144.83999633789062
2019-01-04,151.3300018310547
2019-01-07,151.8800048828125
2019-01-08,155.0500030517578
2019-01-09,156.25
2019-01-10,157.9600067138672
2019-01-11,157.97999572753906
2019-01-14,156.1699981689453
2019-01-15,154.39999389648438
2019-01-16,155.82000732421875
2019-01-17,159.52000427246094
2019-01-18,162.49000549316406
2019-01-22,158.35000610351562
2019-01-23,156.80999755859375
2019-01-24,158.07000732421875
2019-01-25,160.99000549316406
2019-01-28,157.66000366210938
2019-01-29,162.1199951171875
2019-01-30,165.0
2019-01-31,164.80999755859375
2019-02-01,164.38999938964844
2019-02-04,165.49000549316406
2019-02-05,166.2100067138672
2019-02-06,166.0
2019-02-07,162.30999755859375
2019-02-08,162.08999633789062
2019-02-11,163.83999633789062
2019-02-12,170.08999633789062
2019-02-13,171.3699951171875
2019-02-14,169.07000732421875
2019-02-15,173.66000366210938
2019-02-19,173.3300018310547
2019-02-20,175.33999633789062
2019-02-21,174.94000244140625
2019-02-22,175.77000427246094
2019-02-25,176.25
2019-02-26,175.24000549316406
2019-02-27,177.5399932861328
2019-02-28,176.16000366210938
2019-03-01,176.0500030517578
2019-03-04,174.57000732421875
2019-03-05,174.3699951171875
2019-03-06,172.24000549316406
2019-03-07,170.3699951171875
2019-03-08,169.02999877929688
2019-03-11,172.08999633789062
2019-03-12,171.0500030517578
2019-03-13,172.58999633789062
2019-03-14,169.99000549316406
2019-03-15,170.77000427246094
2019-03-18,174.05999755859375
2019-03-19,172.5800018310547
2019-03-20,168.91000366210938
2019-03-21,169.50999450683594
2019-03-22,163.38999938964844
2019-03-25,163.72000122070312
2019-03-26,165.3699951171875
2019-03-27,166.60000610351562
2019-03-28,169.55999755859375
2019-03-29,171.6199951171875
2019-04-01,177.8699951171875
2019-04-02,177.52000427246094
2019-04-03,179.47000122070312
