Date,EXPE
2015-07-01,101.1834716796875
2015-07-02,101.0701675415039
2015-07-06,100.54155731201172
2015-07-07,101.06073760986328
2015-07-08,98.99346160888672
2015-07-09,98.6913833618164
2015-07-10,101.91973876953125
2015-07-13,104.89325714111328
2015-07-14,101.24952697753906
2015-07-15,101.42889404296875
2015-07-16,103.8832015991211
2015-07-17,104.58171081542969
2015-07-20,103.4206314086914
2015-07-21,103.92093658447266
2015-07-22,104.45902252197266
2015-07-23,103.38288879394531
2015-07-24,99.77694702148438
2015-07-27,99.0406494140625
2015-07-28,101.16456604003906
2015-07-29,100.88140106201172
2015-07-30,101.57991027832031
2015-07-31,114.63494873046875
2015-08-03,115.72051239013672
2015-08-04,117.58009338378906
2015-08-05,119.68514251708984
2015-08-06,114.78597259521484
2015-08-07,114.25735473632812
2015-08-10,114.68212127685547
2015-08-11,114.3423080444336
2015-08-12,114.01191711425781
2015-08-13,113.89863586425781
2015-08-14,114.83316040039062
2015-08-17,116.1169662475586
2015-08-18,116.40960693359375
2015-08-19,116.23967742919922
2015-08-20,112.04846954345703
2015-08-21,108.09325408935547
2015-08-24,102.26902770996094
2015-08-25,102.5717544555664
2015-08-26,109.02388763427734
2015-08-27,111.11466979980469
2015-08-28,110.2253646850586
2015-08-31,108.7873764038086
2015-09-01,104.41657257080078
2015-09-02,107.26419830322266
2015-09-03,106.80065155029297
2015-09-04,105.23017120361328
2015-09-08,108.28594207763672
2015-09-09,107.23582458496094
2015-09-10,109.68612670898438
2015-09-11,110.31997680664062
2015-09-14,109.5063705444336
2015-09-15,112.42022705078125
2015-09-16,117.95467376708984
2015-09-17,121.88082885742188
2015-09-18,119.66704559326172
2015-09-21,119.51567077636719
2015-09-22,118.14388275146484
2015-09-23,115.55169677734375
2015-09-24,114.00016021728516
2015-09-25,113.57441711425781
2015-09-28,110.4240493774414
2015-09-29,107.86021423339844
2015-09-30,111.33226013183594
2015-10-01,113.45142364501953
2015-10-02,116.00578308105469
2015-10-05,117.26405334472656
2015-10-06,115.62738037109375
2015-10-07,116.29906463623047
2015-10-08,116.25175476074219
2015-10-09,118.57909393310547
2015-10-12,120.16844177246094
2015-10-13,121.1902084350586
2015-10-14,115.2773208618164
2015-10-15,118.42770385742188
2015-10-16,120.50904083251953
2015-10-19,123.41342163085938
2015-10-20,122.07949829101562
2015-10-21,122.17410278320312
2015-10-22,120.69823455810547
2015-10-23,118.64529418945312
2015-10-26,121.46456909179688
2015-10-27,120.25360107421875
2015-10-28,119.01426696777344
2015-10-29,120.206298828125
2015-10-30,128.94790649414062
2015-11-02,128.10589599609375
2015-11-03,129.03302001953125
2015-11-04,126.93279266357422
2015-11-05,129.90342712402344
2015-11-06,126.12863159179688
2015-11-09,122.4957504272461
2015-11-10,122.0511245727539
2015-11-11,121.79569244384766
2015-11-12,121.03882598876953
2015-11-13,118.44662475585938
2015-11-16,115.92064666748047
2015-11-17,114.59355926513672
2015-11-18,118.77386474609375
2015-11-19,121.41856384277344
2015-11-20,119.67440032958984
2015-11-23,118.41368103027344
2015-11-24,114.95378112792969
2015-11-25,117.1813735961914
2015-11-27,117.19086456298828
2015-11-30,116.69793701171875
2015-12-01,118.52742767333984
2015-12-02,116.69793701171875
2015-12-03,115.90168762207031
2015-12-04,119.36158752441406
2015-12-07,118.52742767333984
2015-12-08,119.08667755126953
2015-12-09,118.50845336914062
2015-12-10,119.06773376464844
2015-12-11,116.79271697998047
2015-12-14,117.82596588134766
2015-12-15,123.4565658569336
2015-12-16,124.32866668701172
2015-12-17,121.9683837890625
2015-12-18,118.83076477050781
2015-12-21,119.03929138183594
2015-12-22,120.87825775146484
2015-12-23,119.70285034179688
2015-12-24,119.88294982910156
2015-12-28,119.5322265625
2015-12-29,121.04887390136719
2015-12-30,119.69336700439453
2015-12-31,117.82596588134766
2016-01-04,114.50826263427734
2016-01-05,113.68356323242188
2016-01-06,112.83992004394531
2016-01-07,108.83025360107422
2016-01-08,105.6073226928711
2016-01-11,105.40824890136719
2016-01-12,106.07181549072266
2016-01-13,100.82984924316406
2016-01-14,102.06211853027344
2016-01-15,97.4078598022461
2016-01-19,99.83450317382812
2016-01-20,100.74452209472656
2016-01-21,100.85826110839844
2016-01-22,101.54076385498047
2016-01-25,99.73023986816406
2016-01-26,99.46482849121094
2016-01-27,94.34607696533203
2016-01-28,93.54985046386719
2016-01-29,95.77745056152344
2016-02-01,96.82962036132812
2016-02-02,93.56880950927734
2016-02-03,91.28430938720703
2016-02-04,94.69682312011719
2016-02-05,88.6680679321289
2016-02-08,86.76274871826172
2016-02-09,87.81495666503906
2016-02-10,89.43586730957031
2016-02-11,97.98606872558594
2016-02-12,96.92442321777344
2016-02-16,99.94827270507812
2016-02-17,105.10491180419922
2016-02-18,101.8725357055664
2016-02-19,103.01005554199219
2016-02-22,101.38910675048828
2016-02-23,98.73493957519531
2016-02-24,98.9624252319336
2016-02-25,99.65441131591797
2016-02-26,99.95774841308594
2016-02-29,98.68753051757812
2016-03-01,102.5550308227539
2016-03-02,101.17107391357422
2016-03-03,102.85836029052734
2016-03-04,102.8773422241211
2016-03-07,99.90087127685547
2016-03-08,99.62535858154297
2016-03-09,100.41390991210938
2016-03-10,103.91970825195312
2016-03-11,109.19267272949219
2016-03-14,110.57975769042969
2016-03-15,110.46575927734375
2016-03-16,108.5941162109375
2016-03-17,105.91488647460938
2016-03-18,104.68928527832031
2016-03-21,105.34481048583984
2016-03-22,103.48265838623047
2016-03-23,103.54917907714844
2016-03-24,102.31407165527344
2016-03-28,101.27849578857422
2016-03-29,101.88654327392578
2016-03-30,102.41858673095703
2016-03-31,102.43758392333984
2016-04-01,102.79862213134766
2016-04-04,99.89136505126953
2016-04-05,98.85578918457031
2016-04-06,100.46141815185547
2016-04-07,98.39974975585938
2016-04-08,97.8297119140625
2016-04-11,96.8701171875
2016-04-12,99.34981536865234
2016-04-13,101.58250427246094
2016-04-14,103.38766479492188
2016-04-15,103.71070098876953
2016-04-18,105.48733520507812
2016-04-19,102.19055938720703
2016-04-20,102.88410949707031
2016-04-21,102.931640625
2016-04-22,102.14306640625
2016-04-25,101.11698913574219
2016-04-26,101.31649780273438
2016-04-27,102.39006805419922
2016-04-28,101.64900970458984
2016-04-29,109.99071502685547
2016-05-02,110.7032699584961
2016-05-03,110.18073272705078
2016-05-04,108.41356658935547
2016-05-05,106.93146514892578
2016-05-06,107.51102447509766
2016-05-09,106.97896575927734
2016-05-10,109.27814483642578
2016-05-11,107.0264663696289
2016-05-12,107.30198669433594
2016-05-13,106.33289337158203
2016-05-16,106.33289337158203
2016-05-17,106.04790496826172
2016-05-18,105.24031829833984
2016-05-19,103.14065551757812
2016-05-20,104.97428894042969
2016-05-23,104.69876861572266
2016-05-24,107.75515747070312
2016-05-25,107.60282897949219
2016-05-26,106.46978759765625
2016-05-27,106.91729736328125
2016-05-31,105.91752624511719
2016-06-01,105.3081283569336
2016-06-02,105.78422546386719
2016-06-03,104.72734069824219
2016-06-06,104.50833892822266
2016-06-07,105.36528778076172
2016-06-08,104.76543426513672
2016-06-09,103.8894271850586
2016-06-10,101.6899642944336
2016-06-13,99.3381576538086
2016-06-14,99.9760971069336
2016-06-15,99.34766387939453
2016-06-16,99.35721588134766
2016-06-17,99.15723419189453
2016-06-20,102.06132507324219
2016-06-21,102.23269653320312
2016-06-22,102.81352233886719
2016-06-23,104.64165496826172
2016-06-24,96.89111328125
2016-06-27,93.72997283935547
2016-06-28,96.34840393066406
2016-06-29,99.19532775878906
2016-06-30,101.21389770507812
2016-07-01,102.55643463134766
2016-07-05,100.8615951538086
2016-07-06,101.11869049072266
2016-07-07,102.4231185913086
2016-07-08,104.19413757324219
2016-07-11,105.95561981201172
2016-07-12,107.97418212890625
2016-07-13,108.79304504394531
2016-07-14,109.62139129638672
2016-07-15,109.13581848144531
2016-07-18,110.00226593017578
2016-07-19,110.57354736328125
2016-07-20,111.58282470703125
2016-07-21,111.00200653076172
2016-07-22,111.59236145019531
2016-07-25,111.98275756835938
2016-07-26,112.01130676269531
2016-07-27,111.59236145019531
2016-07-28,113.56330871582031
2016-07-29,111.06866455078125
2016-08-01,111.75421905517578
2016-08-02,108.11700439453125
2016-08-03,107.17434692382812
2016-08-04,108.07892608642578
2016-08-05,107.81230163574219
2016-08-08,108.63114929199219
2016-08-09,108.33601379394531
2016-08-10,108.90728759765625
2016-08-11,109.30720520019531
2016-08-12,110.52597045898438
2016-08-15,111.30671691894531
2016-08-16,110.71637725830078
2016-08-17,109.89753723144531
2016-08-18,109.91658782958984
2016-08-19,109.49762725830078
2016-08-22,108.53594207763672
2016-08-23,108.4118881225586
2016-08-24,106.77996826171875
2016-08-25,107.12353515625
2016-08-26,106.2741928100586
2016-08-29,104.78544616699219
2016-08-30,104.10785675048828
2016-08-31,104.1364974975586
2016-09-01,107.96334838867188
2016-09-02,106.93267059326172
2016-09-06,108.70774841308594
2016-09-07,108.45957946777344
2016-09-08,108.86042022705078
2016-09-09,106.02605438232422
2016-09-12,108.38324737548828
2016-09-13,106.46504974365234
2016-09-14,106.22647857666016
2016-09-15,106.78954315185547
2016-09-16,102.9054183959961
2016-09-19,101.27349853515625
2016-09-20,102.73361206054688
2016-09-21,103.08673095703125
2016-09-22,103.82157135009766
2016-09-23,104.89041900634766
2016-09-26,104.10785675048828
2016-09-27,107.93472290039062
2016-09-28,110.6927261352539
2016-09-29,112.99267578125
2016-09-30,111.389404296875
2016-10-03,111.67570495605469
2016-10-04,113.67979431152344
2016-10-05,113.69886779785156
2016-10-06,113.11672973632812
2016-10-07,112.39144134521484
2016-10-10,113.34578704833984
2016-10-11,112.3437271118164
2016-10-12,113.3648452758789
2016-10-13,113.2694320678711
