Date,FLT
2018-05-15,202.1999969482422
2018-05-16,203.3300018310547
2018-05-17,205.5
2018-05-18,204.47000122070312
2018-05-21,203.52999877929688
2018-05-22,199.5800018310547
2018-05-23,200.60000610351562
2018-05-24,202.36000061035156
2018-05-25,202.1199951171875
2018-05-29,199.9600067138672
2018-05-30,201.3300018310547
2018-05-31,199.35000610351562
2018-06-01,200.67999267578125
2018-06-04,202.24000549316406
2018-06-05,204.16000366210938
2018-06-06,207.50999450683594
2018-06-07,200.14999389648438
2018-06-08,202.5
2018-06-11,202.80999755859375
2018-06-12,204.97999572753906
2018-06-13,207.66000366210938
2018-06-14,205.52999877929688
2018-06-15,207.08999633789062
2018-06-18,220.44000244140625
2018-06-19,220.0800018310547
2018-06-20,221.72000122070312
2018-06-21,218.82000732421875
2018-06-22,216.30999755859375
2018-06-25,210.97999572753906
2018-06-26,210.64999389648438
2018-06-27,208.41000366210938
2018-06-28,210.9199981689453
2018-06-29,210.64999389648438
2018-07-02,212.55999755859375
2018-07-03,214.1999969482422
2018-07-05,214.1699981689453
2018-07-06,216.7899932861328
2018-07-09,218.5399932861328
2018-07-10,219.42999267578125
2018-07-11,219.22999572753906
2018-07-12,220.5
2018-07-13,220.22999572753906
2018-07-16,216.17999267578125
2018-07-17,216.22000122070312
2018-07-18,217.88999938964844
2018-07-19,218.0
2018-07-20,219.08999633789062
2018-07-23,219.2899932861328
2018-07-24,221.50999450683594
2018-07-25,225.5500030517578
2018-07-26,223.91000366210938
2018-07-27,220.82000732421875
2018-07-30,216.75
2018-07-31,217.0
2018-08-01,218.22999572753906
2018-08-02,221.57000732421875
2018-08-03,216.05999755859375
2018-08-06,216.85000610351562
2018-08-07,217.55999755859375
2018-08-08,217.72000122070312
2018-08-09,215.89999389648438
2018-08-10,217.52999877929688
2018-08-13,214.82000732421875
2018-08-14,215.1999969482422
2018-08-15,212.6199951171875
2018-08-16,214.0500030517578
2018-08-17,214.19000244140625
2018-08-20,215.14999389648438
2018-08-21,216.00999450683594
2018-08-22,217.57000732421875
2018-08-23,216.11000061035156
2018-08-24,218.08999633789062
2018-08-27,219.4199981689453
2018-08-28,216.60000610351562
2018-08-29,216.52999877929688
2018-08-30,214.30999755859375
2018-08-31,213.74000549316406
2018-09-04,215.30999755859375
2018-09-05,214.8300018310547
2018-09-06,216.17999267578125
2018-09-07,214.86000061035156
2018-09-10,217.61000061035156
2018-09-11,217.2100067138672
2018-09-12,221.00999450683594
2018-09-13,221.63999938964844
2018-09-14,221.0800018310547
2018-09-17,218.75
2018-09-18,221.00999450683594
2018-09-19,219.92999267578125
2018-09-20,222.17999267578125
2018-09-21,222.27999877929688
2018-09-24,222.0
2018-09-25,225.69000244140625
2018-09-26,225.1300048828125
2018-09-27,227.4199981689453
2018-09-28,227.83999633789062
2018-10-01,226.0399932861328
2018-10-02,224.63999938964844
2018-10-03,226.10000610351562
2018-10-04,220.97000122070312
2018-10-05,218.4499969482422
2018-10-08,216.80999755859375
2018-10-09,215.16000366210938
2018-10-10,205.27999877929688
2018-10-11,200.60000610351562
2018-10-12,208.25999450683594
2018-10-15,208.55999755859375
2018-10-16,213.88999938964844
2018-10-17,212.88999938964844
2018-10-18,206.72999572753906
2018-10-19,204.08999633789062
2018-10-22,203.5500030517578
2018-10-23,201.33999633789062
2018-10-24,192.1699981689453
2018-10-25,195.0
2018-10-26,188.39999389648438
2018-10-29,183.22999572753906
2018-10-30,185.25
2018-10-31,200.02999877929688
2018-11-01,199.83999633789062
2018-11-02,197.33999633789062
2018-11-05,197.47999572753906
2018-11-06,197.60000610351562
2018-11-07,204.24000549316406
2018-11-08,204.5800018310547
2018-11-09,199.82000732421875
2018-11-12,193.69000244140625
2018-11-13,194.5399932861328
2018-11-14,190.9600067138672
2018-11-15,198.2100067138672
2018-11-16,198.19000244140625
2018-11-19,191.13999938964844
2018-11-20,188.30999755859375
2018-11-21,188.11000061035156
2018-11-23,184.11000061035156
2018-11-26,189.0
2018-11-27,187.77999877929688
2018-11-28,192.94000244140625
2018-11-29,191.67999267578125
2018-11-30,193.39999389648438
2018-12-03,196.16000366210938
2018-12-04,189.8800048828125
2018-12-06,188.9600067138672
2018-12-07,186.92999267578125
2018-12-10,185.8699951171875
2018-12-11,182.5399932861328
2018-12-12,181.41000366210938
2018-12-13,179.6699981689453
2018-12-14,176.91000366210938
2018-12-17,178.27000427246094
2018-12-18,179.0800018310547
2018-12-19,179.9600067138672
2018-12-20,178.1300048828125
2018-12-21,176.39999389648438
2018-12-24,175.5
2018-12-26,182.8000030517578
2018-12-27,185.10000610351562
2018-12-28,183.49000549316406
2018-12-31,185.72000122070312
2019-01-02,185.5500030517578
2019-01-03,181.60000610351562
2019-01-04,184.94000244140625
2019-01-07,186.02999877929688
2019-01-08,187.4499969482422
2019-01-09,189.57000732421875
2019-01-10,190.05999755859375
2019-01-11,189.0
2019-01-14,188.74000549316406
2019-01-15,191.0500030517578
2019-01-16,191.30999755859375
2019-01-17,192.61000061035156
2019-01-18,198.32000732421875
2019-01-22,195.94000244140625
2019-01-23,197.0
2019-01-24,196.5800018310547
2019-01-25,199.77000427246094
2019-01-28,198.5
2019-01-29,197.57000732421875
2019-01-30,202.61000061035156
2019-01-31,201.80999755859375
2019-02-01,202.99000549316406
2019-02-04,202.02000427246094
2019-02-05,204.8300018310547
2019-02-06,205.17999267578125
2019-02-07,218.07000732421875
2019-02-08,217.24000549316406
2019-02-11,217.25999450683594
2019-02-12,218.8800048828125
2019-02-13,219.38999938964844
2019-02-14,220.5
2019-02-15,224.0500030517578
2019-02-19,226.07000732421875
2019-02-20,227.5
2019-02-21,225.75
2019-02-22,228.42999267578125
2019-02-25,230.25999450683594
2019-02-26,231.75
2019-02-27,231.6999969482422
2019-02-28,233.27999877929688
2019-03-01,233.3300018310547
2019-03-04,232.05999755859375
2019-03-05,231.33999633789062
2019-03-06,230.83999633789062
2019-03-07,227.5
2019-03-08,227.82000732421875
2019-03-11,230.8300018310547
2019-03-12,231.8000030517578
2019-03-13,234.97000122070312
2019-03-14,236.60000610351562
2019-03-15,239.27000427246094
2019-03-18,240.75
2019-03-19,240.8800048828125
2019-03-20,238.22999572753906
2019-03-21,241.5399932861328
2019-03-22,237.4600067138672
2019-03-25,237.6999969482422
2019-03-26,241.13999938964844
2019-03-27,242.16000366210938
2019-03-28,243.5800018310547
2019-03-29,246.58999633789062
2019-04-01,249.05999755859375
2019-04-02,250.10000610351562
2019-04-03,249.97000122070312
2019-04-04,248.32000732421875
2019-04-05,250.30999755859375
2019-04-08,250.8800048828125
2019-04-09,250.27999877929688
2019-04-10,250.14999389648438
2019-04-11,249.9199981689453
2019-04-12,251.3800048828125
2019-04-15,251.57000732421875
2019-04-16,252.08999633789062
2019-04-17,251.1699981689453
2019-04-18,251.4199981689453
2019-04-22,252.5
2019-04-23,256.6700134277344
2019-04-24,256.3399963378906
2019-04-25,257.2200012207031
2019-04-26,257.8699951171875
2019-04-29,260.2200012207031
2019-04-30,260.95001220703125
2019-05-01,257.57000732421875
2019-05-02,256.8399963378906
2019-05-03,257.75
2019-05-06,256.6300048828125
2019-05-07,248.66000366210938
2019-05-08,266.19000244140625
2019-05-09,266.19000244140625
2019-05-10,263.6300048828125
2019-05-13,257.0899963378906
2019-05-14,264.6300048828125
2019-05-15,264.17999267578125
2019-05-16,271.1300048828125
2019-05-17,269.260009765625
2019-05-20,272.0799865722656
2019-05-21,273.54998779296875
2019-05-22,274.989990234375
2019-05-23,266.6700134277344
2019-05-24,266.79998779296875
2019-05-28,267.7200012207031
2019-05-29,260.0
2019-05-30,260.69000244140625
2019-05-31,258.2099914550781
2019-06-03,250.27000427246094
2019-06-04,253.64999389648438
2019-06-05,251.64999389648438
2019-06-06,251.3300018310547
2019-06-07,258.989990234375
2019-06-10,266.2200012207031
2019-06-11,266.7200012207031
2019-06-12,267.4599914550781
2019-06-13,272.8800048828125
2019-06-14,272.6600036621094
2019-06-17,268.4800109863281
2019-06-18,273.30999755859375
2019-06-19,277.6300048828125
2019-06-20,277.7699890136719
2019-06-21,279.1099853515625
2019-06-24,279.19000244140625
2019-06-25,277.3299865722656
2019-06-26,277.1199951171875
2019-06-27,279.2099914550781
2019-06-28,280.8500061035156
2019-07-01,283.1700134277344
2019-07-02,286.0199890136719
2019-07-03,289.6000061035156
2019-07-05,291.7699890136719
2019-07-08,290.8299865722656
2019-07-09,294.4599914550781
2019-07-10,292.2900085449219
2019-07-11,293.3900146484375
2019-07-12,292.1600036621094
2019-07-15,292.5299987792969
2019-07-16,291.0
2019-07-17,289.7300109863281
2019-07-18,290.5
2019-07-19,288.8299865722656
2019-07-22,288.3699951171875
2019-07-23,289.9800109863281
2019-07-24,288.3399963378906
2019-07-25,285.4800109863281
2019-07-26,287.2300109863281
2019-07-29,286.7099914550781
2019-07-30,283.7099914550781
2019-07-31,284.1700134277344
2019-08-01,281.6000061035156
2019-08-02,278.1499938964844
2019-08-05,266.739990234375
2019-08-06,269.239990234375
2019-08-07,291.3299865722656
2019-08-08,296.3699951171875
2019-08-09,295.7200012207031
2019-08-12,289.0199890136719
2019-08-13,295.8699951171875
2019-08-14,285.7699890136719
2019-08-15,286.7300109863281
2019-08-16,291.2699890136719
2019-08-19,297.5899963378906
2019-08-20,295.70001220703125
2019-08-21,300.9800109863281
2019-08-22,300.45001220703125
2019-08-23,292.9700012207031
2019-08-26,292.489990234375
2019-08-27,292.57000732421875
2019-08-28,295.54998779296875
2019-08-29,299.30999755859375
2019-08-30,298.3999938964844
2019-09-03,292.9200134277344
2019-09-04,298.1099853515625
2019-09-05,302.5299987792969
2019-09-06,302.6400146484375
2019-09-09,290.54998779296875
2019-09-10,286.260009765625
2019-09-11,285.79998779296875
2019-09-12,288.95001220703125
2019-09-13,292.1199951171875
2019-09-16,297.8599853515625
2019-09-17,297.260009765625
2019-09-18,295.1400146484375
2019-09-19,291.8999938964844
2019-09-20,289.1000061035156
2019-09-23,287.7200012207031
2019-09-24,285.9100036621094
2019-09-25,291.57000732421875
2019-09-26,292.70001220703125
2019-09-27,288.0
2019-09-30,286.7799987792969
2019-10-01,283.0199890136719
2019-10-02,279.3800048828125
2019-10-03,281.29998779296875
2019-10-04,289.7200012207031
2019-10-07,284.5899963378906
2019-10-08,279.8500061035156
2019-10-09,282.6400146484375
2019-10-10,288.44000244140625
2019-10-11,291.2900085449219
2019-10-14,290.6499938964844
2019-10-15,295.9200134277344
2019-10-16,294.8299865722656
2019-10-17,293.8800048828125
2019-10-18,291.8299865722656
2019-10-21,292.20001220703125
2019-10-22,286.2799987792969
2019-10-23,291.42999267578125
2019-10-24,296.239990234375
2019-10-25,298.8800048828125
2019-10-28,302.04998779296875
2019-10-29,298.5899963378906
2019-10-30,300.0299987792969
2019-10-31,294.2200012207031
2019-11-01,294.3399963378906
2019-11-04,293.0400085449219
2019-11-05,291.7300109863281
2019-11-06,294.07000732421875
2019-11-07,296.5799865722656
2019-11-08,293.45001220703125
2019-11-11,291.0
2019-11-12,290.7300109863281
2019-11-13,291.010009765625
2019-11-14,293.4100036621094
2019-11-15,297.3399963378906
2019-11-18,298.489990234375
2019-11-19,301.9200134277344
2019-11-20,301.0
2019-11-21,295.2699890136719
2019-11-22,295.17999267578125
2019-11-25,299.5199890136719
2019-11-26,307.4200134277344
2019-11-27,306.8800048828125
2019-11-29,306.9200134277344
2019-12-02,308.4200134277344
2019-12-03,305.8800048828125
2019-12-04,306.2099914550781
2019-12-05,303.17999267578125
2019-12-06,307.7799987792969
2019-12-09,302.6199951171875
2019-12-10,302.5400085449219
2019-12-11,303.05999755859375
2019-12-12,301.5199890136719
2019-12-13,304.7200012207031
2019-12-16,307.6099853515625
2019-12-17,303.6199951171875
2019-12-18,296.7900085449219
2019-12-19,288.8699951171875
2019-12-20,290.29998779296875
2019-12-23,284.55999755859375
2019-12-24,285.4700012207031
2019-12-26,283.0
2019-12-27,285.82000732421875
2019-12-30,286.260009765625
2019-12-31,287.7200012207031
2020-01-02,287.739990234375
2020-01-03,290.80999755859375
2020-01-06,289.19000244140625
2020-01-07,291.75
2020-01-08,297.0199890136719
2020-01-09,298.510009765625
2020-01-10,292.3999938964844
2020-01-13,299.3999938964844
2020-01-14,296.17999267578125
2020-01-15,303.0799865722656
2020-01-16,308.9700012207031
2020-01-17,310.0400085449219
2020-01-21,310.9800109863281
2020-01-22,318.29998779296875
2020-01-23,316.70001220703125
2020-01-24,320.6300048828125
2020-01-27,313.25
2020-01-28,317.45001220703125
2020-01-29,319.54998779296875
2020-01-30,321.17999267578125
2020-01-31,315.2300109863281
2020-02-03,319.0799865722656
2020-02-04,323.92999267578125
2020-02-05,326.8699951171875
2020-02-06,328.8500061035156
2020-02-07,306.760009765625
2020-02-10,313.67999267578125
2020-02-11,315.75
2020-02-12,316.3800048828125
2020-02-13,317.5799865722656
2020-02-14,318.42999267578125
2020-02-18,320.57000732421875
2020-02-19,321.1099853515625
2020-02-20,317.3900146484375
2020-02-21,308.9200134277344
2020-02-24,298.4200134277344
2020-02-25,288.3800048828125
2020-02-26,284.20001220703125
2020-02-27,265.6700134277344
2020-02-28,265.7900085449219
2020-03-02,282.0400085449219
2020-03-03,266.4100036621094
2020-03-04,268.25
2020-03-05,252.72000122070312
2020-03-06,249.16000366210938
2020-03-09,222.58999633789062
2020-03-10,237.6699981689453
2020-03-11,222.47000122070312
2020-03-12,214.42999267578125
2020-03-13,235.4600067138672
2020-03-16,210.91000366210938
2020-03-17,224.33999633789062
2020-03-18,200.50999450683594
2020-03-19,193.3000030517578
2020-03-20,187.02999877929688
2020-03-23,171.72000122070312
2020-03-24,190.42999267578125
2020-03-25,212.3300018310547
2020-03-26,212.36000061035156
2020-03-27,196.17999267578125
2020-03-30,194.02000427246094
2020-03-31,186.5399932861328
2020-04-01,173.22000122070312
2020-04-02,181.52000427246094
2020-04-03,184.77999877929688
2020-04-06,206.08999633789062
2020-04-07,210.36000061035156
2020-04-08,220.30999755859375
2020-04-09,224.99000549316406
2020-04-13,218.22999572753906
2020-04-14,221.83999633789062
2020-04-15,211.47000122070312
2020-04-16,209.24000549316406
2020-04-17,223.58999633789062
2020-04-20,214.1300048828125
2020-04-21,204.3000030517578
2020-04-22,213.69000244140625
2020-04-23,218.61000061035156
2020-04-24,222.6199951171875
2020-04-27,232.25999450683594
2020-04-28,235.58999633789062
2020-04-29,247.9499969482422
2020-04-30,241.25
2020-05-01,232.8300018310547
2020-05-04,231.75
2020-05-05,236.07000732421875
2020-05-06,240.57000732421875
2020-05-07,248.74000549316406
2020-05-08,240.0
2020-05-11,236.89999389648438
2020-05-12,228.4600067138672
2020-05-13,215.14999389648438
2020-05-14,221.52000427246094
2020-05-15,222.5399932861328
2020-05-18,237.77000427246094
2020-05-19,233.8800048828125
2020-05-20,240.58999633789062
2020-05-21,239.83999633789062
2020-05-22,239.25
2020-05-26,247.91000366210938
2020-05-27,249.9600067138672
2020-05-28,247.4499969482422
2020-05-29,243.7899932861328
2020-06-01,246.42999267578125
2020-06-02,249.88999938964844
2020-06-03,256.7200012207031
2020-06-04,257.30999755859375
2020-06-05,282.42999267578125
2020-06-08,277.1199951171875
2020-06-09,276.6099853515625
2020-06-10,273.2699890136719
2020-06-11,256.4200134277344
2020-06-12,258.989990234375
2020-06-15,258.7300109863281
2020-06-16,262.4100036621094
2020-06-17,258.25
2020-06-18,261.3299865722656
2020-06-19,264.32000732421875
2020-06-22,264.3500061035156
2020-06-23,263.9200134277344
2020-06-24,246.38999938964844
2020-06-25,246.88999938964844
2020-06-26,238.52000427246094
2020-06-29,246.14999389648438
2020-06-30,251.52999877929688
2020-07-01,254.69000244140625
2020-07-02,254.83999633789062
2020-07-06,256.19000244140625
2020-07-07,252.77000427246094
2020-07-08,253.63999938964844
2020-07-09,253.3300018310547
2020-07-10,253.00999450683594
2020-07-13,248.3000030517578
2020-07-14,249.10000610351562
2020-07-15,265.7900085449219
2020-07-16,260.2900085449219
2020-07-17,259.07000732421875
2020-07-20,259.45001220703125
2020-07-21,258.1600036621094
2020-07-22,262.17999267578125
2020-07-23,259.3399963378906
2020-07-24,258.0799865722656
2020-07-27,258.4800109863281
2020-07-28,256.2200012207031
2020-07-29,264.760009765625
2020-07-30,259.489990234375
2020-07-31,258.57000732421875
2020-08-03,263.2099914550781
2020-08-04,258.5400085449219
2020-08-05,265.2900085449219
2020-08-06,263.0
2020-08-07,240.61000061035156
2020-08-10,236.39999389648438
2020-08-11,234.75999450683594
2020-08-12,230.57000732421875
2020-08-13,234.6300048828125
2020-08-14,240.27999877929688
2020-08-17,245.44000244140625
2020-08-18,243.6999969482422
2020-08-19,244.8699951171875
2020-08-20,241.2100067138672
2020-08-21,238.6699981689453
2020-08-24,240.08999633789062
2020-08-25,242.35000610351562
2020-08-26,244.8000030517578
2020-08-27,248.0
2020-08-28,255.0
2020-08-31,251.4499969482422
2020-09-01,249.99000549316406
2020-09-02,253.64999389648438
2020-09-03,246.16000366210938
2020-09-04,238.0399932861328
2020-09-08,231.91000366210938
2020-09-09,234.9600067138672
2020-09-10,233.2100067138672
2020-09-11,231.0
2020-09-14,235.0399932861328
2020-09-15,232.32000732421875
2020-09-16,234.49000549316406
2020-09-17,235.92999267578125
2020-09-18,241.86000061035156
2020-09-21,235.44000244140625
2020-09-22,236.0399932861328
2020-09-23,234.0
2020-09-24,233.60000610351562
2020-09-25,236.91000366210938
2020-09-28,241.7100067138672
2020-09-29,240.75
2020-09-30,238.10000610351562
2020-10-01,237.17999267578125
2020-10-02,234.4600067138672
2020-10-05,238.9199981689453
2020-10-06,238.94000244140625
2020-10-07,240.89999389648438
2020-10-08,245.1199951171875
2020-10-09,247.11000061035156
2020-10-12,251.1999969482422
2020-10-13,248.75999450683594
2020-10-14,250.19000244140625
2020-10-15,246.50999450683594
2020-10-16,249.58999633789062
2020-10-19,241.5500030517578
2020-10-20,242.8300018310547
2020-10-21,248.27999877929688
2020-10-22,256.8399963378906
2020-10-23,259.20001220703125
2020-10-26,241.2100067138672
2020-10-27,231.69000244140625
2020-10-28,221.6199951171875
2020-10-29,219.41000366210938
2020-10-30,220.91000366210938
2020-11-02,230.52999877929688
2020-11-03,235.13999938964844
2020-11-04,237.19000244140625
2020-11-05,240.0
2020-11-06,232.11000061035156
2020-11-09,269.1199951171875
2020-11-10,279.0299987792969
2020-11-11,266.3699951171875
2020-11-12,260.3500061035156
2020-11-13,260.29998779296875
2020-11-16,265.1099853515625
2020-11-17,267.989990234375
2020-11-18,262.6199951171875
2020-11-19,260.2799987792969
2020-11-20,253.92999267578125
2020-11-23,254.66000366210938
2020-11-24,267.05999755859375
2020-11-25,269.69000244140625
2020-11-27,267.6000061035156
2020-11-30,265.2099914550781
2020-12-01,267.260009765625
2020-12-02,263.80999755859375
2020-12-03,262.2300109863281
2020-12-04,268.04998779296875
2020-12-07,273.6199951171875
2020-12-08,268.30999755859375
2020-12-09,267.05999755859375
2020-12-10,273.3900146484375
2020-12-11,273.67999267578125
2020-12-14,271.1600036621094
2020-12-15,275.94000244140625
2020-12-16,279.7300109863281
2020-12-17,282.010009765625
2020-12-18,279.4700012207031
2020-12-21,271.8500061035156
2020-12-22,269.4599914550781
2020-12-23,269.6499938964844
2020-12-24,270.489990234375
2020-12-28,273.44000244140625
2020-12-29,271.20001220703125
2020-12-30,270.0299987792969
2020-12-31,272.8299865722656
2021-01-04,265.92999267578125
2021-01-05,267.0
2021-01-06,272.2300109863281
2021-01-07,276.05999755859375
2021-01-08,275.8399963378906
2021-01-11,270.3699951171875
2021-01-12,273.25
2021-01-13,275.7300109863281
2021-01-14,267.67999267578125
2021-01-15,265.2300109863281
2021-01-19,266.7799987792969
2021-01-20,267.6300048828125
2021-01-21,269.7799987792969
2021-01-22,267.4100036621094
2021-01-25,261.07000732421875
2021-01-26,261.0299987792969
2021-01-27,245.2899932861328
2021-01-28,252.0800018310547
2021-01-29,242.75
2021-02-01,249.77000427246094
2021-02-02,254.7100067138672
2021-02-03,254.3800048828125
2021-02-04,263.7799987792969
2021-02-05,257.3599853515625
2021-02-08,258.2300109863281
2021-02-09,257.6000061035156
2021-02-10,261.9800109863281
2021-02-11,265.55999755859375
2021-02-12,264.29998779296875
2021-02-16,270.7900085449219
2021-02-17,271.989990234375
2021-02-18,272.010009765625
2021-02-19,273.3800048828125
2021-02-22,283.6499938964844
2021-02-23,279.8500061035156
2021-02-24,290.19000244140625
2021-02-25,283.0899963378906
2021-02-26,277.30999755859375
2021-03-01,282.5
2021-03-02,283.44000244140625
2021-03-03,282.29998779296875
2021-03-04,278.2099914550781
2021-03-05,282.30999755859375
2021-03-08,283.6700134277344
2021-03-09,281.8999938964844
2021-03-10,285.3699951171875
2021-03-11,283.6700134277344
2021-03-12,283.8599853515625
2021-03-15,282.6499938964844
2021-03-16,284.0899963378906
2021-03-17,285.25
2021-03-18,284.3299865722656
2021-03-19,280.9700012207031
2021-03-22,278.3800048828125
2021-03-23,272.3299865722656
2021-03-24,273.8599853515625
2021-03-25,275.0
2021-03-26,278.4599914550781
2021-03-29,275.239990234375
2021-03-30,276.6499938964844
2021-03-31,268.6300048828125
2021-04-01,279.5
2021-04-05,280.95001220703125
2021-04-06,279.1199951171875
2021-04-07,281.2699890136719
2021-04-08,283.2900085449219
2021-04-09,286.4200134277344
2021-04-12,286.9599914550781
2021-04-13,286.260009765625
2021-04-14,287.5299987792969
2021-04-15,291.2300109863281
2021-04-16,291.4599914550781
2021-04-19,290.8999938964844
2021-04-20,284.75
2021-04-21,287.8599853515625
2021-04-22,288.6600036621094
2021-04-23,291.3699951171875
2021-04-26,291.1400146484375
2021-04-27,289.7799987792969
2021-04-28,292.8399963378906
2021-04-29,287.739990234375
2021-04-30,287.7200012207031
2021-05-03,293.44000244140625
2021-05-04,292.92999267578125
2021-05-05,289.0400085449219
2021-05-06,286.45001220703125
2021-05-07,285.6600036621094
2021-05-10,283.19000244140625
2021-05-11,277.9100036621094
2021-05-12,268.0199890136719
2021-05-13,268.70001220703125
2021-05-14,272.92999267578125
2021-05-17,272.07000732421875
2021-05-18,268.8999938964844
2021-05-19,272.0799865722656
2021-05-20,274.4200134277344
2021-05-21,271.7300109863281
2021-05-24,273.0199890136719
2021-05-25,272.20001220703125
2021-05-26,271.3599853515625
2021-05-27,274.2900085449219
2021-05-28,274.44000244140625
2021-06-01,276.6000061035156
2021-06-02,278.45001220703125
2021-06-03,277.2900085449219
2021-06-04,277.0
2021-06-07,272.510009765625
2021-06-08,271.42999267578125
2021-06-09,271.2300109863281
2021-06-10,271.4200134277344
2021-06-11,271.8800048828125
2021-06-14,270.04998779296875
2021-06-15,272.7099914550781
2021-06-16,266.19000244140625
2021-06-17,263.0
2021-06-18,260.0
2021-06-21,263.0
2021-06-22,262.20001220703125
2021-06-23,255.1999969482422
2021-06-24,256.6300048828125
2021-06-25,262.3399963378906
2021-06-28,255.0800018310547
2021-06-29,253.5500030517578
2021-06-30,256.05999755859375
2021-07-01,256.510009765625
2021-07-02,259.5
2021-07-06,256.4599914550781
2021-07-07,256.69000244140625
2021-07-08,250.97000122070312
2021-07-09,253.02999877929688
2021-07-12,253.0
2021-07-13,251.30999755859375
2021-07-14,256.7300109863281
2021-07-15,256.80999755859375
2021-07-16,255.17999267578125
2021-07-19,245.60000610351562
2021-07-20,250.58999633789062
2021-07-21,254.8300018310547
2021-07-22,254.19000244140625
2021-07-23,257.0799865722656
2021-07-26,256.54998779296875
2021-07-27,256.94000244140625
2021-07-28,256.7900085449219
2021-07-29,259.9800109863281
2021-07-30,258.2200012207031
2021-08-02,253.97999572753906
2021-08-03,251.2899932861328
2021-08-04,247.60000610351562
2021-08-05,260.7900085449219
2021-08-06,267.04998779296875
2021-08-09,262.2699890136719
2021-08-10,263.6099853515625
2021-08-11,257.8599853515625
2021-08-12,259.0
2021-08-13,262.489990234375
2021-08-16,261.1199951171875
2021-08-17,261.3999938964844
2021-08-18,258.4599914550781
2021-08-19,255.14999389648438
2021-08-20,257.8299865722656
2021-08-23,261.2300109863281
2021-08-24,263.8599853515625
2021-08-25,262.2900085449219
2021-08-26,256.80999755859375
2021-08-27,261.8399963378906
2021-08-30,260.0899963378906
2021-08-31,263.2799987792969
2021-09-01,263.8599853515625
2021-09-02,262.55999755859375
2021-09-03,261.9200134277344
2021-09-07,260.239990234375
2021-09-08,263.5799865722656
2021-09-09,264.6000061035156
2021-09-10,260.75
2021-09-13,260.010009765625
2021-09-14,255.75
2021-09-15,259.8299865722656
2021-09-16,261.3800048828125
2021-09-17,258.239990234375
2021-09-20,255.0399932861328
2021-09-21,252.2899932861328
2021-09-22,256.8900146484375
2021-09-23,264.5199890136719
2021-09-24,267.1099853515625
2021-09-27,270.32000732421875
2021-09-28,266.760009765625
2021-09-29,265.9200134277344
2021-09-30,261.2699890136719
2021-10-01,266.70001220703125
2021-10-04,261.57000732421875
2021-10-05,260.9200134277344
2021-10-06,260.7900085449219
2021-10-07,263.7799987792969
2021-10-08,262.54998779296875
2021-10-11,254.97000122070312
2021-10-12,255.14999389648438
2021-10-13,257.44000244140625
