Date,CVX
2015-07-01,60.52536392211914
2015-07-02,60.386817932128906
2015-07-06,59.69392013549805
2015-07-07,60.00886535644531
2015-07-08,58.9317741394043
2015-07-09,59.0703239440918
2015-07-10,59.467166900634766
2015-07-13,59.58684539794922
2015-07-14,60.185237884521484
2015-07-15,59.36007308959961
2015-07-16,59.511253356933594
2015-07-17,58.67350769042969
2015-07-20,58.541236877441406
2015-07-21,59.14592361450195
2015-07-22,58.90028762817383
2015-07-23,58.541236877441406
2015-07-24,57.06731414794922
2015-07-27,56.147708892822266
2015-07-28,58.20109558105469
2015-07-29,58.73652267456055
2015-07-30,58.597923278808594
2015-07-31,55.731971740722656
2015-08-03,53.917911529541016
2015-08-04,53.67225646972656
2015-08-05,52.92900085449219
2015-08-06,53.659671783447266
2015-08-07,52.75261306762695
2015-08-10,54.100582122802734
2015-08-11,54.03129196166992
2015-08-12,54.66746520996094
2015-08-13,54.07536697387695
2015-08-14,54.16355895996094
2015-08-17,53.08565139770508
2015-08-18,53.21958541870117
2015-08-19,51.60590744018555
2015-08-20,50.54074478149414
2015-08-21,48.32115173339844
2015-08-24,45.99947738647461
2015-08-25,44.66006851196289
2015-08-26,46.61817932128906
2015-08-27,49.52024841308594
2015-08-28,51.299766540527344
2015-08-31,51.656944274902344
2015-09-01,49.87105178833008
2015-09-02,49.78812789916992
2015-09-03,49.915679931640625
2015-09-04,48.90156173706055
2015-09-08,49.009979248046875
2015-09-09,47.785377502441406
2015-09-10,48.25735855102539
2015-09-11,48.34029006958008
2015-09-14,48.327518463134766
2015-09-15,49.220462799072266
2015-09-16,50.40043258666992
2015-09-17,50.64918518066406
2015-09-18,49.58403015136719
2015-09-21,49.8072509765625
2015-09-22,49.271484375
2015-09-23,48.55076599121094
2015-09-24,49.04188537597656
2015-09-25,49.558509826660156
2015-09-28,48.327518463134766
2015-09-29,48.63367462158203
2015-09-30,50.311126708984375
2015-10-01,49.966697692871094
2015-10-02,52.01410675048828
2015-10-05,53.59591293334961
2015-10-06,55.48385238647461
2015-10-07,56.20458984375
2015-10-08,57.34628677368164
2015-10-09,57.12940979003906
2015-10-12,56.60002517700195
2015-10-13,56.37042999267578
2015-10-14,57.25059127807617
2015-10-15,57.8629035949707
2015-10-16,58.22645568847656
2015-10-19,57.42279815673828
2015-10-20,57.39728927612305
2015-10-21,56.97634506225586
2015-10-22,58.436946868896484
2015-10-23,58.19457244873047
2015-10-26,56.61916732788086
2015-10-27,55.936702728271484
2015-10-28,57.26974105834961
2015-10-29,57.33353805541992
2015-10-30,57.9649658203125
2015-11-02,60.56724548339844
2015-11-03,62.59552001953125
2015-11-04,61.721717834472656
2015-11-05,60.305763244628906
2015-11-06,59.97410583496094
2015-11-09,58.8834114074707
2015-11-10,59.463829040527344
2015-11-11,58.80049514770508
2015-11-12,57.31438446044922
2015-11-13,56.561763763427734
2015-11-16,59.040897369384766
2015-11-17,58.76974868774414
2015-11-18,59.53154754638672
2015-11-19,58.64063262939453
2015-11-20,57.46561813354492
2015-11-23,58.11121368408203
2015-11-24,58.97635269165039
2015-11-25,58.66645431518555
2015-11-27,58.343631744384766
2015-11-30,58.95698165893555
2015-12-01,59.705875396728516
2015-12-02,58.266178131103516
2015-12-03,57.3623161315918
2015-12-04,57.91754150390625
2015-12-07,56.348697662353516
2015-12-08,55.806396484375
2015-12-09,56.5552978515625
2015-12-10,57.652835845947266
2015-12-11,55.806396484375
2015-12-14,57.67220687866211
2015-12-15,59.88664245605469
2015-12-16,60.32565689086914
2015-12-17,58.45339584350586
2015-12-18,57.982086181640625
2015-12-21,57.61408996582031
2015-12-22,58.2790641784668
2015-12-23,60.564517974853516
2015-12-24,59.42825698852539
2015-12-28,58.33718490600586
2015-12-29,58.911766052246094
2015-12-30,58.16285705566406
2015-12-31,58.078941345214844
2016-01-04,57.3623161315918
2016-01-05,57.852996826171875
2016-01-06,55.56752395629883
2016-01-07,53.598411560058594
2016-01-08,53.02383041381836
2016-01-11,52.14580535888672
2016-01-12,53.0367431640625
2016-01-13,52.50732421875
2016-01-14,55.18016052246094
2016-01-15,54.01806640625
2016-01-19,52.62355422973633
2016-01-20,50.990169525146484
2016-01-21,52.3265495300293
2016-01-22,53.934139251708984
2016-01-25,52.2232666015625
2016-01-26,54.308597564697266
2016-01-27,53.77274703979492
2016-01-28,55.470664978027344
2016-01-29,55.82575988769531
2016-02-01,55.06394577026367
2016-02-02,52.44923782348633
2016-02-03,54.63139343261719
2016-02-04,54.741153717041016
2016-02-05,53.508026123046875
2016-02-08,55.5158805847168
2016-02-09,53.533843994140625
2016-02-10,53.6113166809082
2016-02-11,53.57904052734375
2016-02-12,55.15433883666992
2016-02-16,55.44853591918945
2016-02-17,57.73682403564453
2016-02-18,56.703826904296875
2016-02-19,56.553466796875
2016-02-22,58.070274353027344
2016-02-23,55.51392364501953
2016-02-24,55.7492790222168
2016-02-25,55.7689094543457
2016-02-26,55.14779281616211
2016-02-29,54.5528450012207
2016-03-01,56.31155776977539
2016-03-02,56.97190475463867
2016-03-03,57.22686767578125
2016-03-04,57.488372802734375
2016-03-07,59.27980422973633
2016-03-08,58.017982482910156
2016-03-09,60.68546676635742
2016-03-10,61.41770935058594
2016-03-11,61.83614730834961
2016-03-14,61.6269416809082
2016-03-15,61.63346481323242
2016-03-16,62.37226486206055
2016-03-17,63.346405029296875
2016-03-18,63.86945343017578
2016-03-21,63.05219650268555
2016-03-22,62.437625885009766
2016-03-23,61.1888542175293
2016-03-24,62.01265335083008
2016-03-28,61.90150833129883
2016-03-29,62.31996154785156
2016-03-30,62.27419662475586
2016-03-31,62.37226486206055
2016-04-01,61.6269416809082
2016-04-04,61.084259033203125
2016-04-05,60.5873908996582
2016-04-06,62.00613021850586
2016-04-07,61.97343826293945
2016-04-08,62.98030471801758
2016-04-11,62.26763916015625
2016-04-12,63.751766204833984
2016-04-13,63.81062316894531
2016-04-14,64.05904388427734
2016-04-15,63.568687438964844
2016-04-18,64.52978515625
2016-04-19,65.70661926269531
2016-04-20,66.4846420288086
2016-04-21,66.2950439453125
2016-04-22,66.69386291503906
2016-04-25,66.36697387695312
2016-04-26,66.87692260742188
2016-04-27,67.89685821533203
2016-04-28,66.94882202148438
2016-04-29,66.80500793457031
2016-05-02,67.54378509521484
2016-05-03,66.24273681640625
2016-05-04,65.76545715332031
2016-05-05,66.30810546875
2016-05-06,66.59578704833984
2016-05-09,65.6085433959961
2016-05-10,66.21004486083984
2016-05-11,66.12506103515625
2016-05-12,66.76576232910156
2016-05-13,65.86351776123047
2016-05-16,66.87692260742188
2016-05-17,66.56636810302734
2016-05-18,66.11051177978516
2016-05-19,65.97174835205078
2016-05-20,65.9321060180664
2016-05-23,65.66123962402344
2016-05-24,66.19641876220703
2016-05-25,67.24030303955078
2016-05-26,67.06192016601562
2016-05-27,67.40547180175781
2016-05-31,66.7315673828125
2016-06-01,66.81748962402344
2016-06-02,66.42103576660156
2016-06-03,66.50692749023438
2016-06-06,66.84390258789062
2016-06-07,68.264404296875
2016-06-08,68.11244201660156
2016-06-09,67.92741394042969
2016-06-10,67.37905883789062
2016-06-13,67.45832824707031
2016-06-14,66.91654968261719
2016-06-15,66.48710632324219
2016-06-16,66.7778091430664
2016-06-17,67.1081771850586
2016-06-20,67.79529571533203
2016-06-21,68.2115478515625
2016-06-22,67.58386993408203
2016-06-23,69.00438690185547
2016-06-24,67.32621002197266
2016-06-27,66.30870819091797
2016-06-28,67.14779663085938
2016-06-29,68.33045196533203
2016-06-30,69.2620849609375
2016-07-01,68.81279754638672
2016-07-05,68.42958068847656
2016-07-06,69.09687805175781
2016-07-07,68.08602142333984
2016-07-08,69.2224349975586
2016-07-11,69.63206481933594
2016-07-12,70.55048370361328
2016-07-13,70.4645767211914
2016-07-14,70.49761199951172
2016-07-15,70.71563720703125
2016-07-18,70.09455871582031
2016-07-19,70.06155395507812
2016-07-20,69.76421356201172
2016-07-21,69.63206481933594
2016-07-22,69.81046295166016
2016-07-25,68.09923553466797
2016-07-26,67.841552734375
2016-07-27,67.56404113769531
2016-07-28,67.25353240966797
2016-07-29,67.70943450927734
2016-08-01,65.48284149169922
2016-08-02,65.79995727539062
2016-08-03,66.47390747070312
2016-08-04,66.32853698730469
2016-08-05,66.4078369140625
2016-08-08,66.86368560791016
2016-08-09,66.94298553466797
2016-08-10,66.16333770751953
2016-08-11,66.99585723876953
2016-08-12,67.49797821044922
2016-08-15,67.90103149414062
2016-08-16,67.8019027709961
2016-08-17,68.249267578125
2016-08-18,69.13726043701172
2016-08-19,68.31603240966797
2016-08-22,68.06230163574219
2016-08-23,67.88870239257812
2016-08-24,68.23590850830078
2016-08-25,68.02892303466797
2016-08-26,67.64836120605469
2016-08-29,68.1357421875
2016-08-30,67.90206146240234
2016-08-31,67.15428161621094
2016-09-01,66.90723419189453
2016-09-02,67.387939453125
2016-09-06,68.38946533203125
2016-09-07,68.68989562988281
2016-09-08,69.51780700683594
2016-09-09,67.61495208740234
2016-09-12,68.26927947998047
2016-09-13,66.386474609375
2016-09-14,65.71210479736328
2016-09-15,66.43318176269531
2016-09-16,65.32486724853516
2016-09-19,65.45838165283203
2016-09-20,65.23136138916016
2016-09-21,66.51998138427734
2016-09-22,66.75366973876953
2016-09-23,66.2462387084961
2016-09-26,65.95245361328125
2016-09-27,66.08600616455078
2016-09-28,68.20250701904297
2016-09-29,67.61495208740234
2016-09-30,68.71661376953125
2016-10-03,68.4028091430664
2016-10-04,67.61495208740234
2016-10-05,68.25594329833984
2016-10-06,68.2225570678711
2016-10-07,68.28263092041016
2016-10-10,69.4243392944336
2016-10-11,68.7967300415039
2016-10-12,68.20250701904297
2016-10-13,67.29448699951172
