Date,PCG
2015-07-01,45.30982971191406
2015-07-02,45.68603515625
2015-07-06,45.906246185302734
2015-07-07,47.163333892822266
2015-07-08,47.190853118896484
2015-07-09,46.52102279663086
2015-07-10,46.90640640258789
2015-07-13,46.998165130615234
2015-07-14,46.796295166015625
2015-07-15,47.181671142578125
2015-07-16,47.96161651611328
2015-07-17,47.09910202026367
2015-07-20,46.97063446044922
2015-07-21,46.42927169799805
2015-07-22,47.08991622924805
2015-07-23,46.18152618408203
2015-07-24,46.19987106323242
2015-07-27,47.557891845703125
2015-07-28,47.97079086303711
2015-07-29,48.02585220336914
2015-07-30,47.87902069091797
2015-07-31,48.18183898925781
2015-08-03,48.30111312866211
2015-08-04,47.70470428466797
2015-08-05,47.557891845703125
2015-08-06,47.86068344116211
2015-08-07,48.530521392822266
2015-08-10,47.93408966064453
2015-08-11,48.29195022583008
2015-08-12,48.79660415649414
2015-08-13,48.96177291870117
2015-08-14,49.62242889404297
2015-08-17,49.79676818847656
2015-08-18,49.925235748291016
2015-08-19,49.66830825805664
2015-08-20,49.43891143798828
2015-08-21,48.7048454284668
2015-08-24,46.25492477416992
2015-08-25,44.92444610595703
2015-08-26,45.3557014465332
2015-08-27,46.190696716308594
2015-08-28,46.26411056518555
2015-08-31,45.493343353271484
2015-09-01,43.9334602355957
2015-09-02,43.97934341430664
2015-09-03,44.31884765625
2015-09-04,43.67654037475586
2015-09-08,44.75928497314453
2015-09-09,43.96099853515625
2015-09-10,43.76830291748047
2015-09-11,44.44730758666992
2015-09-14,44.49319839477539
2015-09-15,44.77763366699219
2015-09-16,45.21807098388672
2015-09-17,45.9613037109375
2015-09-18,46.36503219604492
2015-09-21,46.96146774291992
2015-09-22,47.20920944213867
2015-09-23,47.713871002197266
2015-09-24,48.11760711669922
2015-09-25,48.558040618896484
2015-09-28,48.136924743652344
2015-09-29,48.136924743652344
2015-09-30,48.86809539794922
2015-10-01,48.66447067260742
2015-10-02,49.053199768066406
2015-10-05,49.478946685791016
2015-10-06,49.1550178527832
2015-10-07,48.80330276489258
2015-10-08,49.136505126953125
2015-10-09,48.59043884277344
2015-10-12,49.053199768066406
2015-10-13,48.812564849853516
2015-10-14,48.840328216552734
2015-10-15,50.02501678466797
2015-10-16,50.006507873535156
2015-10-19,50.24713134765625
2015-10-20,50.28417205810547
2015-10-21,50.13607406616211
2015-10-22,50.441505432128906
2015-10-23,49.636287689208984
2015-10-26,49.78437042236328
2015-10-27,50.043521881103516
2015-10-28,49.006935119628906
2015-10-29,48.45161056518555
2015-10-30,49.42341995239258
2015-11-02,49.56224822998047
2015-11-03,49.636287689208984
2015-11-04,50.12681579589844
2015-11-05,49.719581604003906
2015-11-06,48.062889099121094
2015-11-09,48.59043884277344
2015-11-10,49.39564514160156
2015-11-11,49.673309326171875
2015-11-12,48.85884094238281
2015-11-13,48.36830520629883
2015-11-16,49.4604377746582
2015-11-17,48.26649856567383
2015-11-18,48.747772216796875
2015-11-19,49.22905349731445
2015-11-20,49.59000778198242
2015-11-23,48.80330276489258
2015-11-24,48.636714935302734
2015-11-25,48.46085739135742
2015-11-27,48.840328216552734
2015-11-30,48.80330276489258
2015-12-01,48.98842239379883
2015-12-02,48.33129119873047
2015-12-03,47.95181655883789
2015-12-04,49.16426467895508
2015-12-07,49.182769775390625
2015-12-08,48.794044494628906
2015-12-09,48.65522766113281
2015-12-10,47.803733825683594
2015-12-11,47.85926818847656
2015-12-14,48.386817932128906
2015-12-15,48.77553939819336
2015-12-16,50.19160461425781
2015-12-17,49.839900970458984
2015-12-18,49.1550178527832
2015-12-21,49.108734130859375
2015-12-22,49.247562408447266
2015-12-23,50.052772521972656
2015-12-24,49.923194885253906
2015-12-28,49.96022415161133
2015-12-29,50.22624206542969
2015-12-30,50.32891845703125
2015-12-31,49.64753723144531
2016-01-04,49.414180755615234
2016-01-05,49.488861083984375
2016-01-06,49.208839416503906
2016-01-07,48.966156005859375
2016-01-08,48.592796325683594
2016-01-11,48.751468658447266
2016-01-12,49.059486389160156
2016-01-13,48.80747985839844
2016-01-14,49.852882385253906
2016-01-15,48.975486755371094
2016-01-19,49.45151901245117
2016-01-20,47.874080657958984
2016-01-21,48.05141830444336
2016-01-22,48.87281036376953
2016-01-25,48.172760009765625
2016-01-26,48.66746520996094
2016-01-27,49.21817398071289
2016-01-28,50.1795654296875
2016-01-29,51.25299072265625
2016-02-01,51.766357421875
2016-02-02,52.89576721191406
2016-02-03,53.633148193359375
2016-02-04,52.578407287597656
2016-02-05,52.49440002441406
2016-02-08,52.550411224365234
2016-02-09,52.195716857910156
2016-02-10,52.42905807495117
2016-02-11,51.486328125
2016-02-12,51.53300094604492
2016-02-16,52.03702926635742
2016-02-17,52.09305191040039
2016-02-18,52.2703971862793
2016-02-19,52.1677131652832
2016-02-22,52.71841812133789
2016-02-23,53.40913772583008
2016-02-24,53.633148193359375
2016-02-25,54.45454025268555
2016-02-26,52.6717529296875
2016-02-29,52.95176696777344
2016-03-01,52.466400146484375
2016-03-02,52.48507308959961
2016-03-03,52.54107666015625
2016-03-04,52.73709487915039
2016-03-07,52.709083557128906
2016-03-08,53.14778137207031
2016-03-09,53.465145111083984
2016-03-10,53.241127014160156
2016-03-11,53.502479553222656
2016-03-14,53.70781707763672
2016-03-15,53.651824951171875
2016-03-16,54.19318771362305
2016-03-17,55.070587158203125
2016-03-18,54.827911376953125
2016-03-21,54.67855453491211
2016-03-22,54.669227600097656
2016-03-23,55.03324508666992
2016-03-24,54.93058395385742
2016-03-28,54.622554779052734
2016-03-29,55.68085861206055
2016-03-30,55.91603088378906
2016-03-31,56.1794319152832
2016-04-01,56.28292465209961
2016-04-04,55.99129104614258
2016-04-05,54.77777099609375
2016-04-06,55.19169235229492
2016-04-07,55.266944885253906
2016-04-08,55.784339904785156
2016-04-11,55.408058166503906
2016-04-12,55.699676513671875
2016-04-13,55.34220504760742
2016-04-14,55.361019134521484
2016-04-15,55.765525817871094
2016-04-18,56.01951217651367
2016-04-19,56.047733306884766
2016-04-20,54.93769836425781
2016-04-21,53.26322937011719
2016-04-22,53.611289978027344
2016-04-25,53.71477127075195
2016-04-26,53.620704650878906
2016-04-27,54.335636138916016
2016-04-28,54.335636138916016
2016-04-29,54.749549865722656
2016-05-02,55.19169235229492
2016-05-03,55.51153564453125
2016-05-04,55.633819580078125
2016-05-05,55.64323806762695
2016-05-06,55.50212097167969
2016-05-09,55.61500549316406
2016-05-10,55.7373046875
2016-05-11,55.633819580078125
2016-05-12,55.72789764404297
2016-05-13,55.66204833984375
2016-05-16,55.5962028503418
2016-05-17,54.2321662902832
2016-05-18,53.63009262084961
2016-05-19,54.12868118286133
2016-05-20,54.213348388671875
2016-05-23,54.19453430175781
2016-05-24,55.06938934326172
2016-05-25,54.9847412109375
2016-05-26,55.86900329589844
2016-05-27,55.99129104614258
2016-05-31,56.518096923828125
2016-06-01,56.73446273803711
2016-06-02,57.00727081298828
2016-06-03,57.900943756103516
2016-06-06,57.66576385498047
2016-06-07,57.9856071472168
2016-06-08,58.33367156982422
2016-06-09,59.24616622924805
2016-06-10,59.2838020324707
2016-06-13,58.88868713378906
2016-06-14,59.24616622924805
2016-06-15,58.65351486206055
2016-06-16,59.217952728271484
2016-06-17,59.2838020324707
2016-06-20,58.8604621887207
2016-06-21,58.91691589355469
2016-06-22,58.465370178222656
2016-06-23,58.446556091308594
2016-06-24,58.94513702392578
2016-06-27,59.42490005493164
2016-06-28,59.15943908691406
2016-06-29,59.33009719848633
2016-06-30,60.600494384765625
2016-07-01,60.704795837402344
2016-07-05,61.52013397216797
2016-07-06,61.994163513183594
2016-07-07,61.055580139160156
2016-07-08,61.463260650634766
2016-07-11,61.368438720703125
2016-07-12,60.391937255859375
2016-07-13,61.2072639465332
2016-07-14,60.865962982177734
2016-07-15,61.264156341552734
2016-07-18,61.16933822631836
2016-07-19,61.0650634765625
2016-07-20,60.922847747802734
2016-07-21,60.82804489135742
2016-07-22,61.64337921142578
2016-07-25,61.55805587768555
2016-07-26,60.82804489135742
2016-07-27,60.62894058227539
2016-07-28,60.43933868408203
2016-07-29,60.619468688964844
2016-08-01,60.81855392456055
2016-08-02,60.98921203613281
2016-08-03,61.19778823852539
2016-08-04,61.15987014770508
2016-08-05,60.581546783447266
2016-08-08,60.2117919921875
2016-08-09,60.16439437866211
2016-08-10,60.306610107421875
2016-08-11,60.752201080322266
2016-08-12,60.79011535644531
2016-08-15,60.154911041259766
2016-08-16,59.38698959350586
2016-08-17,60.37296676635742
2016-08-18,61.78559494018555
2016-08-19,61.42532730102539
2016-08-22,61.330509185791016
2016-08-23,60.53414535522461
2016-08-24,60.3824462890625
2016-08-25,60.14543151855469
2016-08-26,58.875022888183594
2016-08-29,59.12152099609375
2016-08-30,58.65696716308594
2016-08-31,58.72332763671875
2016-09-01,58.60008239746094
2016-09-02,59.112037658691406
2016-09-06,59.71879959106445
2016-09-07,59.633480072021484
2016-09-08,59.8136100769043
2016-09-09,57.67097473144531
2016-09-12,58.35358428955078
2016-09-13,57.6614990234375
2016-09-14,58.23981857299805
2016-09-15,58.62852478027344
2016-09-16,59.17840576171875
2016-09-19,59.41541290283203
2016-09-20,59.30165100097656
2016-09-21,60.401405334472656
2016-09-22,60.6953010559082
2016-09-23,60.865962982177734
2016-09-26,60.581546783447266
2016-09-27,59.58606719970703
2016-09-28,59.60518264770508
2016-09-29,59.012760162353516
2016-09-30,58.44900131225586
2016-10-03,57.48392868041992
2016-10-04,56.20353698730469
2016-10-05,56.13665771484375
2016-10-06,56.38508605957031
2016-10-07,56.68129348754883
2016-10-10,56.82462692260742
2016-10-11,56.20353698730469
2016-10-12,56.67174530029297
2016-10-13,57.684593200683594
2016-10-14,57.13994598388672
2016-10-17,57.71324920654297
2016-10-18,58.219688415527344
2016-10-19,58.181461334228516
2016-10-20,58.133689880371094
2016-10-21,57.62725830078125
