Date,MAR
2015-07-01,74.98999786376953
2015-07-02,74.80000305175781
2015-07-06,74.30999755859375
2015-07-07,75.44000244140625
2015-07-08,73.95999908447266
2015-07-09,74.18000030517578
2015-07-10,75.97000122070312
2015-07-13,76.9800033569336
2015-07-14,77.26000213623047
2015-07-15,77.36000061035156
2015-07-16,78.25
2015-07-17,77.69999694824219
2015-07-20,77.83000183105469
2015-07-21,76.5999984741211
2015-07-22,76.93000030517578
2015-07-23,74.62000274658203
2015-07-24,74.0199966430664
2015-07-27,73.9000015258789
2015-07-28,74.58999633789062
2015-07-29,77.0
2015-07-30,72.63999938964844
2015-07-31,72.61000061035156
2015-08-03,72.56999969482422
2015-08-04,72.22000122070312
2015-08-05,70.69999694824219
2015-08-06,70.93000030517578
2015-08-07,71.37000274658203
2015-08-10,72.55000305175781
2015-08-11,72.13999938964844
2015-08-12,72.2699966430664
2015-08-13,72.30000305175781
2015-08-14,71.8499984741211
2015-08-17,72.94000244140625
2015-08-18,72.37999725341797
2015-08-19,71.91000366210938
2015-08-20,70.0
2015-08-21,69.33000183105469
2015-08-24,66.69000244140625
2015-08-25,66.55999755859375
2015-08-26,69.91999816894531
2015-08-27,71.11000061035156
2015-08-28,71.58000183105469
2015-08-31,70.66000366210938
2015-09-01,69.08999633789062
2015-09-02,70.91999816894531
2015-09-03,71.06999969482422
2015-09-04,70.0199966430664
2015-09-08,72.41999816894531
2015-09-09,71.19000244140625
2015-09-10,72.2699966430664
2015-09-11,73.01000213623047
2015-09-14,72.98999786376953
2015-09-15,72.23999786376953
2015-09-16,72.79000091552734
2015-09-17,72.16000366210938
2015-09-18,69.68000030517578
2015-09-21,70.22000122070312
2015-09-22,68.05000305175781
2015-09-23,67.72000122070312
2015-09-24,68.19999694824219
2015-09-25,68.5
2015-09-28,66.16999816894531
2015-09-29,65.44000244140625
2015-09-30,68.19999694824219
2015-10-01,70.11000061035156
2015-10-02,71.45999908447266
2015-10-05,72.76000213623047
2015-10-06,71.91000366210938
2015-10-07,74.16999816894531
2015-10-08,76.55999755859375
2015-10-09,76.47000122070312
2015-10-12,76.41000366210938
2015-10-13,75.27999877929688
2015-10-14,74.16999816894531
2015-10-15,74.83999633789062
2015-10-16,73.83000183105469
2015-10-19,73.37999725341797
2015-10-20,74.88999938964844
2015-10-21,73.8499984741211
2015-10-22,76.87000274658203
2015-10-23,75.30000305175781
2015-10-26,76.61000061035156
2015-10-27,77.98999786376953
2015-10-28,76.88999938964844
2015-10-29,76.9800033569336
2015-10-30,76.77999877929688
2015-11-02,77.45999908447266
2015-11-03,76.70999908447266
2015-11-04,77.0199966430664
2015-11-05,76.72000122070312
2015-11-06,76.68000030517578
2015-11-09,75.76000213623047
2015-11-10,76.5199966430664
2015-11-11,75.45999908447266
2015-11-12,74.5199966430664
2015-11-13,72.73999786376953
2015-11-16,73.72000122070312
2015-11-17,72.7699966430664
2015-11-18,72.2300033569336
2015-11-19,72.56999969482422
2015-11-20,72.30999755859375
2015-11-23,72.4000015258789
2015-11-24,70.9800033569336
2015-11-25,71.83999633789062
2015-11-27,71.4800033569336
2015-11-30,70.91000366210938
2015-12-01,72.26000213623047
2015-12-02,71.69000244140625
2015-12-03,68.77999877929688
2015-12-04,71.04000091552734
2015-12-07,69.5
2015-12-08,69.58000183105469
2015-12-09,68.0199966430664
2015-12-10,68.2300033569336
2015-12-11,66.8499984741211
2015-12-14,66.43000030517578
2015-12-15,66.62000274658203
2015-12-16,67.16000366210938
2015-12-17,66.02999877929688
2015-12-18,65.11000061035156
2015-12-21,65.16999816894531
2015-12-22,68.48999786376953
2015-12-23,68.8499984741211
2015-12-24,68.7699966430664
2015-12-28,68.8499984741211
2015-12-29,68.75
2015-12-30,68.0199966430664
2015-12-31,67.04000091552734
2016-01-04,65.37999725341797
2016-01-05,65.58999633789062
2016-01-06,63.619998931884766
2016-01-07,61.81999969482422
2016-01-08,62.650001525878906
2016-01-11,63.15999984741211
2016-01-12,64.31999969482422
2016-01-13,60.27000045776367
2016-01-14,60.7400016784668
2016-01-15,59.54999923706055
2016-01-19,58.380001068115234
2016-01-20,59.810001373291016
2016-01-21,61.650001525878906
2016-01-22,62.459999084472656
2016-01-25,60.119998931884766
2016-01-26,61.939998626708984
2016-01-27,60.63999938964844
2016-01-28,59.209999084472656
2016-01-29,61.279998779296875
2016-02-01,61.41999816894531
2016-02-02,59.06999969482422
2016-02-03,59.38999938964844
2016-02-04,60.709999084472656
2016-02-05,60.0099983215332
2016-02-08,59.439998626708984
2016-02-09,60.77000045776367
2016-02-10,61.380001068115234
2016-02-11,61.59000015258789
2016-02-12,63.79999923706055
2016-02-16,65.05999755859375
2016-02-17,66.68000030517578
2016-02-18,64.94000244140625
2016-02-19,65.70999908447266
2016-02-22,66.79000091552734
2016-02-23,66.2699966430664
2016-02-24,67.02999877929688
2016-02-25,68.30000305175781
2016-02-26,68.1500015258789
2016-02-29,68.1500015258789
2016-03-01,68.93000030517578
2016-03-02,68.83000183105469
2016-03-03,68.68000030517578
2016-03-04,68.9800033569336
2016-03-07,69.54000091552734
2016-03-08,68.41000366210938
2016-03-09,68.58999633789062
2016-03-10,67.95999908447266
2016-03-11,68.88999938964844
2016-03-14,70.93000030517578
2016-03-15,70.41000366210938
2016-03-16,71.23999786376953
2016-03-17,71.80000305175781
2016-03-18,73.16000366210938
2016-03-21,72.30000305175781
2016-03-22,70.91999816894531
2016-03-23,69.5999984741211
2016-03-24,68.63999938964844
2016-03-28,71.33999633789062
2016-03-29,70.69999694824219
2016-03-30,71.55000305175781
2016-03-31,71.18000030517578
2016-04-01,67.12999725341797
2016-04-04,66.36000061035156
2016-04-05,65.83999633789062
2016-04-06,66.13999938964844
2016-04-07,65.52999877929688
2016-04-08,66.56999969482422
2016-04-11,67.12000274658203
2016-04-12,67.33999633789062
2016-04-13,67.62999725341797
2016-04-14,67.83999633789062
2016-04-15,67.91999816894531
2016-04-18,67.54000091552734
2016-04-19,67.80999755859375
2016-04-20,67.86000061035156
2016-04-21,68.2300033569336
2016-04-22,66.54000091552734
2016-04-25,66.9800033569336
2016-04-26,67.0
2016-04-27,68.68000030517578
2016-04-28,69.23999786376953
2016-04-29,70.08999633789062
2016-05-02,70.04000091552734
2016-05-03,70.0999984741211
2016-05-04,69.2300033569336
2016-05-05,69.2699966430664
2016-05-06,69.22000122070312
2016-05-09,69.12999725341797
2016-05-10,70.45999908447266
2016-05-11,68.91999816894531
2016-05-12,67.97000122070312
2016-05-13,66.87999725341797
2016-05-16,67.70999908447266
2016-05-17,67.26000213623047
2016-05-18,65.70999908447266
2016-05-19,64.97000122070312
2016-05-20,64.9800033569336
2016-05-23,64.86000061035156
2016-05-24,65.37000274658203
2016-05-25,66.19999694824219
2016-05-26,65.55999755859375
2016-05-27,66.30999755859375
2016-05-31,66.04000091552734
2016-06-01,67.1500015258789
2016-06-02,68.5199966430664
2016-06-03,68.02999877929688
2016-06-06,67.8499984741211
2016-06-07,67.30999755859375
2016-06-08,67.55999755859375
2016-06-09,67.22000122070312
2016-06-10,66.48999786376953
2016-06-13,65.95999908447266
2016-06-14,65.37999725341797
2016-06-15,65.72000122070312
2016-06-16,65.58999633789062
2016-06-17,66.47000122070312
2016-06-20,67.83999633789062
2016-06-21,67.70999908447266
2016-06-22,67.75
2016-06-23,68.94999694824219
2016-06-24,63.90999984741211
2016-06-27,61.209999084472656
2016-06-28,62.59000015258789
2016-06-29,64.9000015258789
2016-06-30,66.45999908447266
2016-07-01,67.79000091552734
2016-07-05,67.08999633789062
2016-07-06,67.8499984741211
2016-07-07,68.36000061035156
2016-07-08,69.8499984741211
2016-07-11,70.12000274658203
2016-07-12,71.26000213623047
2016-07-13,70.12000274658203
2016-07-14,70.44999694824219
2016-07-15,70.19999694824219
2016-07-18,70.38999938964844
2016-07-19,70.1500015258789
2016-07-20,69.87000274658203
2016-07-21,70.37999725341797
2016-07-22,70.98999786376953
2016-07-25,71.20999908447266
2016-07-26,71.66999816894531
2016-07-27,70.54000091552734
2016-07-28,71.52999877929688
2016-07-29,71.69999694824219
2016-08-01,71.19000244140625
2016-08-02,70.58999633789062
2016-08-03,71.30999755859375
2016-08-04,72.20999908447266
2016-08-05,72.70999908447266
2016-08-08,72.54000091552734
2016-08-09,71.8499984741211
2016-08-10,71.86000061035156
2016-08-11,72.0999984741211
2016-08-12,71.94000244140625
2016-08-15,72.87999725341797
2016-08-16,72.77999877929688
2016-08-17,73.01000213623047
2016-08-18,72.95999908447266
2016-08-19,73.97000122070312
2016-08-22,73.01000213623047
2016-08-23,73.12999725341797
2016-08-24,72.4800033569336
2016-08-25,73.02999877929688
2016-08-26,72.80000305175781
2016-08-29,73.08000183105469
2016-08-30,72.33000183105469
2016-08-31,71.33000183105469
2016-09-01,71.12999725341797
2016-09-02,70.95999908447266
2016-09-06,70.08999633789062
2016-09-07,70.4000015258789
2016-09-08,70.02999877929688
2016-09-09,67.16000366210938
2016-09-12,68.81999969482422
2016-09-13,68.41000366210938
2016-09-14,68.48999786376953
2016-09-15,69.29000091552734
2016-09-16,68.69000244140625
2016-09-19,68.33999633789062
2016-09-20,69.94000244140625
2016-09-21,70.13999938964844
2016-09-22,69.75
2016-09-23,68.44000244140625
2016-09-26,67.1500015258789
2016-09-27,67.05000305175781
2016-09-28,67.37999725341797
2016-09-29,67.0999984741211
2016-09-30,67.33000183105469
2016-10-03,67.44999694824219
2016-10-04,67.11000061035156
2016-10-05,67.47000122070312
2016-10-06,67.51000213623047
2016-10-07,67.13999938964844
2016-10-10,67.38999938964844
2016-10-11,66.61000061035156
2016-10-12,66.91000366210938
2016-10-13,67.2699966430664
2016-10-14,67.44999694824219
2016-10-17,66.91999816894531
2016-10-18,67.83000183105469
2016-10-19,67.95999908447266
2016-10-20,67.4000015258789
2016-10-21,67.13999938964844
2016-10-24,67.37999725341797
2016-10-25,67.20999908447266
2016-10-26,66.69000244140625
2016-10-27,66.91999816894531
2016-10-28,67.44000244140625
2016-10-31,68.69999694824219
2016-11-01,68.31999969482422
2016-11-02,68.4000015258789
2016-11-03,69.23999786376953
2016-11-04,69.61000061035156
2016-11-07,71.0999984741211
2016-11-08,73.0199966430664
2016-11-09,74.08000183105469
2016-11-10,73.41999816894531
2016-11-11,73.38999938964844
2016-11-14,77.23999786376953
2016-11-15,77.70999908447266
2016-11-16,77.56999969482422
2016-11-17,77.47000122070312
2016-11-18,77.13999938964844
2016-11-21,77.29000091552734
2016-11-22,77.8499984741211
2016-11-23,78.08000183105469
2016-11-25,78.5199966430664
2016-11-28,78.06999969482422
2016-11-29,79.11000061035156
2016-11-30,78.77999877929688
2016-12-01,79.81999969482422
2016-12-02,79.19999694824219
2016-12-05,81.0
2016-12-06,82.08000183105469
2016-12-07,83.91999816894531
2016-12-08,83.48999786376953
2016-12-09,83.55000305175781
2016-12-12,83.91000366210938
2016-12-13,84.4000015258789
2016-12-14,83.94000244140625
2016-12-15,84.33000183105469
2016-12-16,86.05000305175781
2016-12-19,84.86000061035156
2016-12-20,85.0999984741211
2016-12-21,84.8499984741211
2016-12-22,83.7300033569336
2016-12-23,84.08999633789062
2016-12-27,84.13999938964844
2016-12-28,83.36000061035156
2016-12-29,83.31999969482422
2016-12-30,82.68000030517578
2017-01-03,82.5
2017-01-04,82.33999633789062
2017-01-05,81.77999877929688
2017-01-06,82.30000305175781
2017-01-09,82.25
2017-01-10,81.93000030517578
2017-01-11,82.83999633789062
2017-01-12,81.88999938964844
2017-01-13,82.63999938964844
2017-01-17,82.37999725341797
2017-01-18,83.0
2017-01-19,84.52999877929688
2017-01-20,84.37999725341797
2017-01-23,84.37000274658203
2017-01-24,84.51000213623047
2017-01-25,85.61000061035156
2017-01-26,85.83999633789062
2017-01-27,86.08000183105469
2017-01-30,85.26000213623047
