Date,SPG
2017-03-21,104.71949005126953
2017-03-22,102.5130386352539
2017-03-23,103.8517837524414
2017-03-24,104.09349822998047
2017-03-27,102.97789001464844
2017-03-28,104.15548706054688
2017-03-29,105.27729797363281
2017-03-30,105.38886260986328
2017-03-31,106.62225341796875
2017-04-03,107.88041687011719
2017-04-04,105.71115112304688
2017-04-05,105.54383850097656
2017-04-06,105.24010467529297
2017-04-07,105.24630737304688
2017-04-10,106.28758239746094
2017-04-11,107.44037628173828
2017-04-12,107.39700317382812
2017-04-13,107.74406433105469
2017-04-17,108.1965103149414
2017-04-18,108.29568481445312
2017-04-19,108.10974884033203
2017-04-20,108.29568481445312
2017-04-21,106.59123992919922
2017-04-24,104.70710754394531
2017-04-25,104.14928436279297
2017-04-26,102.28993225097656
2017-04-27,104.0439224243164
2017-04-28,102.42627716064453
2017-05-01,104.5025863647461
2017-05-02,104.61412811279297
2017-05-03,102.63080596923828
2017-05-04,102.52546691894531
2017-05-05,101.9676284790039
2017-05-08,100.92637634277344
2017-05-09,100.69087982177734
2017-05-10,102.66799926757812
2017-05-11,100.26941680908203
2017-05-12,97.60432434082031
2017-05-15,97.87384033203125
2017-05-16,96.60153198242188
2017-05-17,96.6830062866211
2017-05-18,96.52631378173828
2017-05-19,98.94556427001953
2017-05-22,98.77633666992188
2017-05-23,98.55699157714844
2017-05-24,100.14265441894531
2017-05-25,100.71926879882812
2017-05-26,98.5632553100586
2017-05-30,97.13424682617188
2017-05-31,96.6767349243164
2017-06-01,97.04023742675781
2017-06-02,95.66764068603516
2017-06-05,95.42950439453125
2017-06-06,95.94970703125
2017-06-07,97.31600952148438
2017-06-08,96.87728881835938
2017-06-09,97.52285766601562
2017-06-12,100.11759948730469
2017-06-13,99.53474426269531
2017-06-14,100.054931640625
2017-06-15,100.73810577392578
2017-06-16,100.44352722167969
2017-06-19,99.63500213623047
2017-06-20,99.6412582397461
2017-06-21,99.51589965820312
2017-06-22,99.73529052734375
2017-06-23,99.59113311767578
2017-06-26,100.56258392333984
2017-06-27,101.7659683227539
2017-06-28,102.6622314453125
2017-06-29,101.89759063720703
2017-06-30,101.3836441040039
2017-07-03,103.52713012695312
2017-07-05,99.17118072509766
2017-07-06,97.63565826416016
2017-07-07,98.17467498779297
2017-07-10,97.42256164550781
2017-07-11,96.48246765136719
2017-07-12,97.47270965576172
2017-07-13,99.05840301513672
2017-07-14,100.73810577392578
2017-07-17,101.6155776977539
2017-07-18,100.17401123046875
2017-07-19,100.44976806640625
2017-07-20,100.91355895996094
2017-07-21,100.64407348632812
2017-07-24,100.30563354492188
2017-07-25,101.26457214355469
2017-07-26,102.64341735839844
2017-07-27,104.24789428710938
2017-07-28,100.60648345947266
2017-07-31,99.34042358398438
2017-08-01,103.15109252929688
2017-08-02,101.13921356201172
2017-08-03,101.50273895263672
2017-08-04,103.11974334716797
2017-08-07,104.27294921875
2017-08-08,102.8439712524414
2017-08-09,102.41777801513672
2017-08-10,101.00129699707031
2017-08-11,98.95811462402344
2017-08-14,100.49365234375
2017-08-15,99.82810974121094
2017-08-16,100.11964416503906
2017-08-17,99.64425659179688
2017-08-18,97.34965515136719
2017-08-21,97.98351287841797
2017-08-22,97.1278076171875
2017-08-23,99.87879180908203
2017-08-24,99.302001953125
2017-08-25,100.8105697631836
2017-08-28,99.40972900390625
2017-08-29,99.04209899902344
2017-08-30,99.53016662597656
2017-08-31,99.42240142822266
2017-09-01,100.27180480957031
2017-09-05,99.44140625
2017-09-06,100.61408233642578
2017-09-07,101.92620086669922
2017-09-08,101.14020538330078
2017-09-11,101.6219253540039
2017-09-12,99.86611938476562
2017-09-13,101.691650390625
2017-09-14,103.79609680175781
2017-09-15,104.44265747070312
2017-09-18,102.38259887695312
2017-09-19,101.24795532226562
2017-09-20,101.355712890625
2017-09-21,101.15288543701172
2017-09-22,100.66477966308594
2017-09-25,101.72335052490234
2017-09-26,103.64397430419922
2017-09-27,101.48885345458984
2017-09-28,102.42693328857422
2017-09-29,102.05931091308594
2017-10-02,101.22262573242188
2017-10-03,100.8105697631836
2017-10-04,101.3176498413086
2017-10-05,102.21778106689453
2017-10-06,101.5712661743164
2017-10-09,101.90081787109375
2017-10-10,103.26362609863281
2017-10-11,104.63916778564453
2017-10-12,104.29686737060547
2017-10-13,105.4188461303711
2017-10-16,104.79763793945312
2017-10-17,105.91958618164062
2017-10-18,104.26519012451172
2017-10-19,104.9180908203125
2017-10-20,104.4109878540039
2017-10-23,104.86734771728516
2017-10-24,103.87218475341797
2017-10-25,103.7517318725586
2017-10-26,103.80244445800781
2017-10-27,99.302001953125
2017-10-30,99.98657989501953
2017-10-31,98.45891571044922
2017-11-01,99.57453918457031
2017-11-02,101.01342010498047
2017-11-03,98.24976348876953
2017-11-06,98.24341583251953
2017-11-07,100.81689453125
2017-11-08,99.5365219116211
2017-11-09,102.21778106689453
2017-11-10,103.79609680175781
2017-11-13,101.6156234741211
2017-11-14,101.74237060546875
2017-11-15,102.20406341552734
2017-11-16,102.518310546875
2017-11-17,103.85213470458984
2017-11-20,101.96683502197266
2017-11-21,102.05660247802734
2017-11-22,101.53074645996094
2017-11-24,101.31914520263672
2017-11-27,100.28673553466797
2017-11-28,100.11356353759766
2017-11-29,101.78726959228516
2017-11-30,103.72388458251953
2017-12-01,104.1086196899414
2017-12-04,104.95507049560547
2017-12-05,104.36511993408203
2017-12-06,104.37155151367188
2017-12-07,103.92909240722656
2017-12-08,104.04450988769531
2017-12-11,104.0509033203125
2017-12-12,106.67366790771484
2017-12-13,106.34022521972656
2017-12-14,106.21195983886719
2017-12-15,107.60992431640625
2017-12-18,108.89884948730469
2017-12-19,108.00106811523438
2017-12-20,105.15386962890625
2017-12-21,105.61557006835938
2017-12-22,107.1353988647461
2017-12-26,108.6038589477539
2017-12-27,109.50804138183594
2017-12-28,109.751708984375
2017-12-29,110.13005828857422
2018-01-02,110.56611633300781
2018-01-03,110.05309295654297
2018-01-04,106.83396911621094
2018-01-05,107.8279037475586
2018-01-08,108.53331756591797
2018-01-09,106.1478271484375
2018-01-10,105.7951431274414
2018-01-11,105.69893646240234
2018-01-12,106.135009765625
2018-01-16,105.8336410522461
2018-01-17,107.34695434570312
2018-01-18,105.32703399658203
2018-01-19,105.3205795288086
2018-01-22,106.51337432861328
2018-01-23,106.66084289550781
2018-01-24,106.51337432861328
2018-01-25,105.29497528076172
2018-01-26,104.98075103759766
2018-01-29,104.47412872314453
2018-01-30,104.27532958984375
2018-01-31,104.7627182006836
2018-02-01,102.37722778320312
2018-02-02,100.37007141113281
2018-02-05,99.47230529785156
2018-02-06,100.0237808227539
2018-02-07,99.30558013916016
2018-02-08,97.58702087402344
2018-02-09,100.80610656738281
2018-02-12,100.5496597290039
2018-02-13,100.96520233154297
2018-02-14,100.05614471435547
2018-02-15,101.39376831054688
2018-02-16,101.35478973388672
2018-02-20,101.03012084960938
2018-02-21,98.24449157714844
2018-02-22,100.0171890258789
2018-02-23,101.72492218017578
2018-02-26,103.28983306884766
2018-02-27,99.95222473144531
2018-02-28,99.67951202392578
2018-03-01,100.60807037353516
2018-03-02,100.98468017578125
2018-03-05,102.24439239501953
2018-03-06,102.35478973388672
2018-03-07,101.24443817138672
2018-03-08,101.4781494140625
2018-03-09,101.66648864746094
2018-03-12,101.77688598632812
2018-03-13,102.25090789794922
2018-03-14,102.91321563720703
2018-03-15,101.68595123291016
2018-03-16,102.0301284790039
2018-03-19,100.92622375488281
2018-03-20,100.37432098388672
2018-03-21,100.2184829711914
2018-03-22,99.04315185546875
2018-03-23,98.52371215820312
2018-03-26,99.55616760253906
2018-03-27,97.69905090332031
2018-03-28,101.23787689208984
2018-03-29,100.22498321533203
2018-04-02,99.40031433105469
2018-04-03,100.14704895019531
2018-04-04,101.4781494140625
2018-04-05,101.00416564941406
2018-04-06,100.06261444091797
2018-04-09,99.62108612060547
2018-04-10,100.60155487060547
2018-04-11,99.74444580078125
2018-04-12,97.34839630126953
2018-04-13,98.52371215820312
2018-04-16,98.88084411621094
2018-04-17,99.50421905517578
2018-04-18,99.05615997314453
2018-04-19,97.58219146728516
2018-04-20,95.61465454101562
2018-04-23,95.38739776611328
2018-04-24,95.9718017578125
2018-04-25,95.28353118896484
2018-04-26,97.50423431396484
2018-04-27,101.38728332519531
2018-04-30,101.51713562011719
2018-05-01,103.72489166259766
2018-05-02,103.36773681640625
2018-05-03,103.27032470703125
2018-05-04,103.46515655517578
2018-05-07,103.74433135986328
2018-05-08,103.08203887939453
2018-05-09,103.85476684570312
2018-05-10,104.6858901977539
2018-05-11,103.82230377197266
2018-05-14,102.60802459716797
2018-05-15,100.41974639892578
2018-05-16,101.4785385131836
2018-05-17,101.06423950195312
2018-05-18,101.39305114746094
2018-05-21,103.27388000488281
2018-05-22,104.04985046386719
2018-05-23,104.73377990722656
2018-05-24,104.41813659667969
2018-05-25,104.88506317138672
2018-05-29,105.0560531616211
2018-05-30,106.26604461669922
2018-05-31,105.36515045166016
2018-06-01,105.74655151367188
2018-06-04,106.94342041015625
2018-06-05,107.14728546142578
2018-06-06,108.6861572265625
2018-06-07,108.37046813964844
2018-06-08,108.75846862792969
2018-06-11,108.5743408203125
2018-06-12,109.26480865478516
2018-06-13,106.86451721191406
2018-06-14,107.88385772705078
2018-06-15,108.16661834716797
2018-06-18,108.53487396240234
2018-06-19,108.76506805419922
2018-06-20,110.53406524658203
2018-06-21,111.45477294921875
2018-06-22,113.67095184326172
2018-06-25,112.75686645507812
2018-06-26,113.37500762939453
2018-06-27,112.40177917480469
2018-06-28,112.5924301147461
2018-06-29,111.9217300415039
2018-07-02,111.5862808227539
2018-07-03,112.55297088623047
2018-07-05,113.44080352783203
2018-07-06,113.76304626464844
2018-07-09,113.20403289794922
2018-07-10,113.65780639648438
2018-07-11,112.53983306884766
2018-07-12,112.88179779052734
2018-07-13,112.90811157226562
2018-07-16,112.23078918457031
2018-07-17,112.11239624023438
2018-07-18,112.27019500732422
2018-07-19,114.40093994140625
2018-07-20,112.12553405761719
2018-07-23,112.0466079711914
2018-07-24,111.66519927978516
2018-07-25,112.53983306884766
2018-07-26,112.40177917480469
2018-07-27,110.86289978027344
2018-07-30,113.01992797851562
2018-07-31,115.88058471679688
2018-08-01,116.89336395263672
2018-08-02,115.91344451904297
2018-08-03,117.23532104492188
2018-08-06,116.45931243896484
2018-08-07,116.05813598632812
2018-08-08,115.92665100097656
2018-08-09,116.20283508300781
2018-08-10,114.6771469116211
2018-08-13,114.9467544555664
2018-08-14,115.47286224365234
2018-08-15,116.49219512939453
2018-08-16,117.58966064453125
2018-08-17,118.71371459960938
2018-08-20,120.63595581054688
2018-08-21,119.86444091796875
2018-08-22,119.31237030029297
2018-08-23,120.01075744628906
2018-08-24,120.33667755126953
2018-08-27,119.77133178710938
2018-08-28,121.34769439697266
2018-08-29,120.76236724853516
2018-08-30,120.68917083740234
2018-08-31,121.74010467529297
2018-09-04,120.94195556640625
2018-09-05,121.32775115966797
2018-09-06,122.73119354248047
2018-09-07,120.84882354736328
2018-09-10,121.11487579345703
2018-09-11,122.58484649658203
2018-09-12,123.01054382324219
2018-09-13,123.20341491699219
2018-09-14,121.38760375976562
2018-09-17,122.02613830566406
2018-09-18,120.66920471191406
2018-09-19,119.5983657836914
2018-09-20,119.7979507446289
2018-09-21,120.04401397705078
2018-09-24,117.50987243652344
2018-09-25,117.72270965576172
2018-09-26,116.60528564453125
2018-09-27,116.711669921875
2018-09-28,117.56305694580078
2018-10-01,117.4898681640625
2018-10-02,117.0974349975586
2018-10-03,115.13529205322266
2018-10-04,112.46147155761719
2018-10-05,113.92474365234375
2018-10-08,116.33918762207031
2018-10-09,116.46560668945312
2018-10-10,114.8160171508789
2018-10-11,113.33942413330078
2018-10-12,113.85822296142578
2018-10-15,113.75184631347656
2018-10-16,115.79379272460938
2018-10-17,114.90248107910156
2018-10-18,115.1419677734375
2018-10-19,116.2460708618164
2018-10-22,114.32384490966797
2018-10-23,114.86259460449219
2018-10-24,115.74057006835938
2018-10-25,120.27017211914062
2018-10-26,119.56510925292969
2018-10-29,120.29676055908203
2018-10-30,124.87957000732422
2018-10-31,122.0660629272461
2018-11-01,120.81558990478516
2018-11-02,119.9974365234375
2018-11-05,121.8199691772461
2018-11-06,122.13916778564453
2018-11-07,124.5602798461914
2018-11-08,124.5736083984375
2018-11-09,125.50479125976562
2018-11-12,124.99263000488281
2018-11-13,125.61786651611328
2018-11-14,124.64678955078125
2018-11-15,122.64329528808594
2018-11-16,124.42491149902344
2018-11-19,125.6014633178711
2018-11-20,123.14752197265625
2018-11-21,123.04666137695312
2018-11-23,122.64999389648438
2018-11-26,121.50704956054688
2018-11-27,122.17939758300781
2018-11-28,123.90721893310547
2018-11-29,124.10891723632812
2018-11-30,124.84176635742188
2018-12-03,125.68885040283203
2018-12-04,124.39801025390625
2018-12-06,128.1360626220703
2018-12-07,126.67711639404297
2018-12-10,125.11738586425781
2018-12-11,126.02497100830078
2018-12-12,122.69706726074219
2018-12-13,123.74588012695312
2018-12-14,122.80462646484375
2018-12-17,117.6412353515625
2018-12-18,117.65472412109375
2018-12-19,115.6041488647461
2018-12-20,112.99559783935547
2018-12-21,110.8509292602539
2018-12-24,108.01375579833984
2018-12-26,112.04762268066406
2018-12-27,112.49809265136719
2018-12-28,113.01575469970703
2018-12-31,112.94181823730469
2019-01-02,110.93830108642578
2019-01-03,110.84419250488281
2019-01-04,112.5317153930664
2019-01-07,113.71497344970703
2019-01-08,116.43114471435547
2019-01-09,116.59246826171875
2019-01-10,116.54541015625
2019-01-11,115.87307739257812
2019-01-14,114.79066467285156
2019-01-15,115.12010192871094
2019-01-16,116.23614501953125
2019-01-17,116.49159240722656
2019-01-18,116.95551300048828
2019-01-22,116.48487091064453
2019-01-23,117.09667205810547
2019-01-24,117.83622741699219
2019-01-25,119.07328033447266
2019-01-28,120.00780487060547
2019-01-29,120.47844696044922
2019-01-30,121.85664367675781
2019-01-31,122.44155883789062
2019-02-01,120.48514556884766
2019-02-04,122.27349853515625
2019-02-05,123.70549774169922
2019-02-06,123.60472106933594
2019-02-07,124.94928741455078
2019-02-08,123.77275085449219
2019-02-11,124.57955169677734
2019-02-12,124.10891723632812
2019-02-13,125.09469604492188
2019-02-14,124.9315414428711
2019-02-15,124.65956115722656
2019-02-19,123.891357421875
2019-02-20,121.84498596191406
2019-02-21,123.83699035644531
2019-02-22,124.84317779541016
2019-02-25,124.61885070800781
2019-02-26,124.60520935058594
2019-02-27,123.21829223632812
2019-02-28,123.1639175415039
2019-03-01,119.36351013183594
2019-03-04,119.18672943115234
2019-03-05,119.92770385742188
2019-03-06,119.91414642333984
2019-03-07,119.24112701416016
2019-03-08,118.4456558227539
2019-03-11,119.57422637939453
2019-03-12,120.96114349365234
2019-03-13,121.1107177734375
2019-03-14,122.23247528076172
2019-03-15,119.71698760986328
2019-03-18,118.52044677734375
2019-03-19,117.88818359375
