Date,NEE
2015-07-01,18.632963180541992
2015-07-02,18.9718074798584
2015-07-06,19.017244338989258
2015-07-07,19.475353240966797
2015-07-08,19.299304962158203
2015-07-09,19.153541564941406
2015-07-10,19.240619659423828
2015-07-13,19.303089141845703
2015-07-14,19.306869506835938
2015-07-15,19.454530715942383
2015-07-16,19.768768310546875
2015-07-17,19.621112823486328
2015-07-20,19.52646827697754
2015-07-21,19.333377838134766
2015-07-22,19.460205078125
2015-07-23,19.322019577026367
2015-07-24,19.361770629882812
2015-07-27,19.59271812438965
2015-07-28,19.70440673828125
2015-07-29,19.799057006835938
2015-07-30,19.855854034423828
2015-07-31,19.914527893066406
2015-08-03,20.389680862426758
2015-08-04,20.168197631835938
2015-08-05,20.058401107788086
2015-08-06,20.018646240234375
2015-08-07,20.25527572631836
2015-08-10,20.166303634643555
2015-08-11,20.185245513916016
2015-08-12,20.520301818847656
2015-08-13,20.618732452392578
2015-08-14,20.641454696655273
2015-08-17,20.73421287536621
2015-08-18,20.730424880981445
2015-08-19,20.64712905883789
2015-08-20,20.491897583007812
2015-08-21,20.24770736694336
2015-08-24,19.505643844604492
2015-08-25,19.026710510253906
2015-08-26,19.39297103881836
2015-08-27,19.507431030273438
2015-08-28,19.423498153686523
2015-08-31,18.772998809814453
2015-09-01,18.189254760742188
2015-09-02,18.13011360168457
2015-09-03,18.154922485351562
2015-09-04,18.05000114440918
2015-09-08,18.52118682861328
2015-09-09,18.179725646972656
2015-09-10,18.189254760742188
2015-09-11,18.284639358520508
2015-09-14,18.338056564331055
2015-09-15,18.35713005065918
2015-09-16,18.601308822631836
2015-09-17,18.828311920166016
2015-09-18,18.559343338012695
2015-09-21,18.704320907592773
2015-09-22,18.5135498046875
2015-09-23,18.500205993652344
2015-09-24,18.603214263916016
2015-09-25,18.811145782470703
2015-09-28,18.60894203186035
2015-09-29,18.463958740234375
2015-09-30,18.60894203186035
2015-10-01,18.418180465698242
2015-10-02,18.797792434692383
2015-10-05,19.21364974975586
2015-10-06,19.047691345214844
2015-10-07,19.062952041625977
2015-10-08,19.23845672607422
2015-10-09,19.276609420776367
2015-10-12,19.352909088134766
2015-10-13,19.312854766845703
2015-10-14,19.253721237182617
2015-10-15,19.686748504638672
2015-10-16,19.774497985839844
2015-10-19,19.795488357543945
2015-10-20,19.827913284301758
2015-10-21,19.877513885498047
2015-10-22,20.165559768676758
2015-10-23,19.946182250976562
2015-10-26,19.810745239257812
2015-10-27,19.858434677124023
2015-10-28,19.639053344726562
2015-10-29,19.415863037109375
2015-10-30,19.5837345123291
2015-11-02,19.501710891723633
2015-11-03,19.516965866088867
2015-11-04,19.69056510925293
2015-11-05,19.476903915405273
2015-11-06,18.855018615722656
2015-11-09,18.868375778198242
2015-11-10,18.885547637939453
2015-11-11,19.02289581298828
2015-11-12,19.21556854248047
2015-11-13,19.1583309173584
2015-11-16,19.480722427368164
2015-11-17,19.21938133239746
2015-11-18,19.01907730102539
2015-11-19,19.265165328979492
2015-11-20,19.270883560180664
2015-11-23,19.169776916503906
2015-11-24,19.110185623168945
2015-11-25,19.0082950592041
2015-11-27,19.10249900817871
2015-11-30,19.19668960571289
2015-12-01,19.333179473876953
2015-12-02,18.83721160888672
2015-12-03,18.535400390625
2015-12-04,18.86604881286621
2015-12-07,18.94870948791504
2015-12-08,19.096729278564453
2015-12-09,18.985239028930664
2015-12-10,18.762235641479492
2015-12-11,18.72571563720703
2015-12-14,18.835285186767578
2015-12-15,18.97754669189453
2015-12-16,19.925268173217773
2015-12-17,19.87912940979004
2015-12-18,19.629226684570312
2015-12-21,19.665748596191406
2015-12-22,19.783018112182617
2015-12-23,19.988706588745117
2015-12-24,19.979095458984375
2015-12-28,19.990625381469727
2015-12-29,20.11749839782715
2015-12-30,20.167484283447266
2015-12-31,19.971403121948242
2016-01-04,19.909887313842773
2016-01-05,20.10405158996582
2016-01-06,20.03868865966797
2016-01-07,20.127111434936523
2016-01-08,20.21746826171875
2016-01-11,20.296281814575195
2016-01-12,20.25783348083496
2016-01-13,20.111736297607422
2016-01-14,20.317428588867188
2016-01-15,20.234769821166992
2016-01-19,20.72496795654297
2016-01-20,20.2443790435791
2016-01-21,20.192476272583008
2016-01-22,20.492368698120117
2016-01-25,20.457763671875
2016-01-26,20.48466682434082
2016-01-27,20.517353057861328
2016-01-28,20.81916618347168
2016-01-29,21.474689483642578
2016-02-01,21.718828201293945
2016-02-02,21.897605895996094
2016-02-03,22.05908966064453
2016-02-04,21.822635650634766
2016-02-05,21.83994483947754
2016-02-08,21.94759178161621
2016-02-09,22.174428939819336
2016-02-10,21.86492156982422
2016-02-11,21.51121711730957
2016-02-12,21.466997146606445
2016-02-16,21.597719192504883
2016-02-17,21.420866012573242
2016-02-18,21.978349685668945
2016-02-19,22.05908966064453
2016-02-22,22.24170684814453
2016-02-23,22.322452545166016
2016-02-24,22.467721939086914
2016-02-25,22.436725616455078
2016-02-26,21.79368782043457
2016-02-29,21.851795196533203
2016-03-01,21.809179306030273
2016-03-02,21.762699127197266
2016-03-03,21.619373321533203
2016-03-04,22.136512756347656
2016-03-07,22.167497634887695
2016-03-08,22.36118507385254
2016-03-09,22.51807975769043
2016-03-10,22.407672882080078
2016-03-11,22.432851791381836
2016-03-14,22.436725616455078
2016-03-15,22.390243530273438
2016-03-16,22.68465232849121
2016-03-17,22.91900634765625
2016-03-18,22.95193099975586
2016-03-21,22.77180290222168
2016-03-22,22.669151306152344
