Date,MPWR
2021-04-20,364.2799987792969
2021-04-21,377.57000732421875
2021-04-22,372.17999267578125
2021-04-23,380.7900085449219
2021-04-26,389.5299987792969
2021-04-27,385.0
2021-04-28,377.5199890136719
2021-04-29,371.1099853515625
2021-04-30,361.3800048828125
2021-05-03,350.2799987792969
2021-05-04,334.1199951171875
2021-05-05,337.82000732421875
2021-05-06,333.3800048828125
2021-05-07,342.7900085449219
2021-05-10,321.8599853515625
2021-05-11,320.4100036621094
2021-05-12,306.1000061035156
2021-05-13,306.3299865722656
2021-05-14,316.5199890136719
2021-05-17,312.29998779296875
2021-05-18,309.3999938964844
2021-05-19,319.79998779296875
2021-05-20,331.9700012207031
2021-05-21,324.44000244140625
2021-05-24,329.8999938964844
2021-05-25,331.3500061035156
2021-05-26,339.0299987792969
2021-05-27,342.57000732421875
2021-05-28,343.1199951171875
2021-06-01,342.44000244140625
2021-06-02,343.6300048828125
2021-06-03,335.94000244140625
2021-06-04,347.0299987792969
2021-06-07,342.6400146484375
2021-06-08,338.6600036621094
2021-06-09,340.510009765625
2021-06-10,343.3999938964844
2021-06-11,347.1600036621094
2021-06-14,351.7900085449219
2021-06-15,345.4100036621094
2021-06-16,343.67999267578125
2021-06-17,356.0799865722656
2021-06-18,353.9599914550781
2021-06-21,354.1099853515625
2021-06-22,353.7200012207031
2021-06-23,350.0799865722656
2021-06-24,359.3500061035156
2021-06-25,365.67999267578125
2021-06-28,374.4800109863281
2021-06-29,377.3999938964844
2021-06-30,373.45001220703125
2021-07-01,370.17999267578125
2021-07-02,376.30999755859375
2021-07-06,383.4599914550781
2021-07-07,376.9200134277344
2021-07-08,373.0
2021-07-09,382.6000061035156
2021-07-12,386.95001220703125
2021-07-13,387.45001220703125
2021-07-14,382.8699951171875
2021-07-15,379.510009765625
2021-07-16,379.4599914550781
2021-07-19,380.739990234375
2021-07-20,392.3599853515625
2021-07-21,405.29998779296875
2021-07-22,405.0
2021-07-23,414.260009765625
2021-07-26,412.94000244140625
2021-07-27,407.260009765625
2021-07-28,431.0
2021-07-29,440.05999755859375
2021-07-30,449.260009765625
2021-08-02,454.4599914550781
2021-08-03,456.5400085449219
2021-08-04,466.42999267578125
2021-08-05,463.4800109863281
2021-08-06,461.7900085449219
2021-08-09,459.7699890136719
2021-08-10,458.3800048828125
2021-08-11,459.2300109863281
2021-08-12,462.3399963378906
2021-08-13,464.8500061035156
2021-08-16,458.5299987792969
2021-08-17,452.6700134277344
2021-08-18,457.9100036621094
2021-08-19,467.2200012207031
2021-08-20,476.1700134277344
2021-08-23,485.17999267578125
2021-08-24,485.3299865722656
2021-08-25,483.2699890136719
2021-08-26,487.2200012207031
2021-08-27,494.9599914550781
2021-08-30,502.94000244140625
2021-08-31,494.92999267578125
2021-09-01,496.0899963378906
2021-09-02,498.0199890136719
2021-09-03,502.1300048828125
2021-09-07,497.3599853515625
2021-09-08,492.05999755859375
2021-09-09,488.3299865722656
2021-09-10,494.0199890136719
2021-09-13,489.3800048828125
2021-09-14,495.4599914550781
2021-09-15,495.989990234375
2021-09-16,498.8299865722656
2021-09-17,497.5199890136719
2021-09-20,488.6199951171875
2021-09-21,492.6700134277344
2021-09-22,507.92999267578125
2021-09-23,517.75
2021-09-24,517.9199829101562
2021-09-27,509.1400146484375
2021-09-28,490.19000244140625
2021-09-29,484.6099853515625
2021-09-30,484.67999267578125
2021-10-01,483.0799865722656
2021-10-04,464.010009765625
2021-10-05,469.510009765625
2021-10-06,466.82000732421875
2021-10-07,472.20001220703125
2021-10-08,468.7200012207031
2021-10-11,460.8299865722656
2021-10-12,461.69000244140625
2021-10-13,465.9700012207031
2021-10-14,480.05999755859375
2021-10-15,481.0400085449219
2021-10-18,490.32000732421875
2021-10-19,496.07000732421875
2021-10-20,500.9700012207031
2021-10-21,517.5
2021-10-22,510.95001220703125
2021-10-25,522.8099975585938
2021-10-26,523.3200073242188
2021-10-27,525.0
2021-10-28,549.7100219726562
2021-10-29,525.4600219726562
2021-11-01,529.280029296875
2021-11-02,535.97998046875
2021-11-03,539.0599975585938
2021-11-04,535.0700073242188
2021-11-05,546.280029296875
2021-11-08,548.3499755859375
2021-11-09,553.469970703125
2021-11-10,537.5999755859375
2021-11-11,554.5900268554688
2021-11-12,561.77001953125
2021-11-15,562.9600219726562
2021-11-16,575.969970703125
2021-11-17,563.5499877929688
2021-11-18,560.9500122070312
2021-11-19,570.5900268554688
2021-11-22,557.8599853515625
2021-11-23,545.8400268554688
2021-11-24,552.5800170898438
2021-11-26,535.02001953125
2021-11-29,564.3200073242188
2021-11-30,553.4600219726562
2021-12-01,555.2000122070312
2021-12-02,554.4600219726562
2021-12-03,544.6199951171875
2021-12-06,510.2200012207031
2021-12-07,538.780029296875
2021-12-08,539.010009765625
2021-12-09,515.5900268554688
2021-12-10,503.4100036621094
2021-12-13,480.010009765625
2021-12-14,477.9200134277344
2021-12-15,490.3999938964844
2021-12-16,475.5
2021-12-17,482.989990234375
2021-12-20,477.4800109863281
2021-12-21,485.45001220703125
2021-12-22,492.79998779296875
2021-12-23,495.6000061035156
2021-12-27,511.0899963378906
2021-12-28,498.0799865722656
2021-12-29,498.32000732421875
2021-12-30,491.5
2021-12-31,493.3299865722656
2022-01-03,494.8500061035156
2022-01-04,491.25
2022-01-05,460.5299987792969
2022-01-06,465.6099853515625
2022-01-07,444.69000244140625
2022-01-10,449.3299865722656
2022-01-11,452.510009765625
2022-01-12,448.9100036621094
2022-01-13,433.6099853515625
2022-01-14,438.17999267578125
2022-01-18,416.3500061035156
2022-01-19,413.9700012207031
2022-01-20,404.1600036621094
2022-01-21,397.42999267578125
2022-01-24,402.0199890136719
2022-01-25,374.8699951171875
2022-01-26,378.2099914550781
2022-01-27,361.1199951171875
2022-01-28,370.8900146484375
2022-01-31,402.92999267578125
2022-02-01,406.3399963378906
2022-02-02,414.5
2022-02-03,393.1600036621094
2022-02-04,400.1199951171875
2022-02-07,396.95001220703125
2022-02-08,405.6000061035156
2022-02-09,422.80999755859375
2022-02-10,407.2900085449219
2022-02-11,424.2900085449219
2022-02-14,433.32000732421875
2022-02-15,479.2699890136719
2022-02-16,487.57000732421875
2022-02-17,461.8800048828125
2022-02-18,457.3500061035156
2022-02-22,450.1099853515625
2022-02-23,431.4100036621094
2022-02-24,455.1400146484375
2022-02-25,461.44000244140625
2022-02-28,458.70001220703125
2022-03-01,436.6000061035156
2022-03-02,453.45001220703125
2022-03-03,430.0
2022-03-04,413.7799987792969
2022-03-07,381.5
2022-03-08,394.44000244140625
2022-03-09,418.1600036621094
2022-03-10,409.05999755859375
2022-03-11,395.739990234375
2022-03-14,385.010009765625
2022-03-15,421.82000732421875
2022-03-16,440.67999267578125
2022-03-17,451.239990234375
2022-03-18,469.8800048828125
2022-03-21,464.42999267578125
2022-03-22,470.1499938964844
2022-03-23,463.7200012207031
2022-03-24,494.6199951171875
2022-03-25,491.5199890136719
2022-03-28,499.4200134277344
2022-03-29,512.2100219726562
2022-03-30,488.3999938964844
2022-03-31,485.67999267578125
2022-04-01,463.6000061035156
2022-04-04,474.5299987792969
2022-04-05,439.3800048828125
2022-04-06,431.25
2022-04-07,436.30999755859375
2022-04-08,411.5899963378906
2022-04-11,396.1099853515625
2022-04-12,401.0400085449219
2022-04-13,420.6400146484375
2022-04-14,409.3800048828125
2022-04-18,425.9200134277344
2022-04-19,437.45001220703125
2022-04-20,432.19000244140625
2022-04-21,415.55999755859375
2022-04-22,404.2099914550781
2022-04-25,420.1700134277344
2022-04-26,394.3699951171875
2022-04-27,392.3800048828125
2022-04-28,412.489990234375
2022-04-29,392.239990234375
2022-05-02,410.8699951171875
2022-05-03,457.4800109863281
2022-05-04,479.19000244140625
2022-05-05,451.9800109863281
2022-05-06,444.94000244140625
2022-05-09,406.739990234375
2022-05-10,412.7900085449219
2022-05-11,386.7099914550781
2022-05-12,388.4200134277344
2022-05-13,431.6700134277344
2022-05-16,417.0
2022-05-17,443.1000061035156
2022-05-18,411.3599853515625
2022-05-19,416.69000244140625
2022-05-20,418.1199951171875
2022-05-23,418.75
2022-05-24,388.44000244140625
2022-05-25,401.6099853515625
2022-05-26,421.6700134277344
2022-05-27,455.8500061035156
2022-05-31,450.3900146484375
2022-06-01,448.25
2022-06-02,472.29998779296875
2022-06-03,457.4599914550781
2022-06-06,466.1000061035156
2022-06-07,473.44000244140625
2022-06-08,457.8999938964844
2022-06-09,444.0799865722656
2022-06-10,423.6199951171875
2022-06-13,389.6400146484375
2022-06-14,407.1600036621094
2022-06-15,416.19000244140625
2022-06-16,387.1199951171875
2022-06-17,398.55999755859375
2022-06-21,412.8399963378906
2022-06-22,400.4599914550781
2022-06-23,399.6499938964844
2022-06-24,419.4100036621094
2022-06-27,416.8599853515625
2022-06-28,397.1300048828125
2022-06-29,392.4100036621094
2022-06-30,384.0400085449219
2022-07-01,364.95001220703125
2022-07-05,368.760009765625
2022-07-06,369.1000061035156
2022-07-07,386.69000244140625
2022-07-08,395.4800109863281
2022-07-11,389.6499938964844
2022-07-12,385.3699951171875
2022-07-13,387.45001220703125
2022-07-14,395.9800109863281
2022-07-15,410.25
2022-07-18,409.0400085449219
2022-07-19,426.239990234375
2022-07-20,442.0899963378906
2022-07-21,456.0299987792969
2022-07-22,436.44000244140625
2022-07-25,430.2799987792969
2022-07-26,422.1099853515625
2022-07-27,451.010009765625
2022-07-28,460.1099853515625
2022-07-29,464.7200012207031
2022-08-01,462.29998779296875
2022-08-02,505.7200012207031
2022-08-03,526.1199951171875
2022-08-04,530.9600219726562
2022-08-05,532.3300170898438
2022-08-08,535.52001953125
2022-08-09,511.05999755859375
2022-08-10,532.010009765625
2022-08-11,517.969970703125
2022-08-12,527.75
2022-08-15,536.8800048828125
2022-08-16,531.4099731445312
2022-08-17,520.5
2022-08-18,527.239990234375
2022-08-19,511.6499938964844
2022-08-22,491.6400146484375
2022-08-23,497.510009765625
2022-08-24,497.1099853515625
2022-08-25,514.4299926757812
2022-08-26,476.6199951171875
2022-08-29,461.760009765625
2022-08-30,463.1700134277344
2022-08-31,453.17999267578125
2022-09-01,425.4700012207031
2022-09-02,424.4200134277344
2022-09-06,418.8900146484375
2022-09-07,427.19000244140625
2022-09-08,438.7799987792969
2022-09-09,447.20001220703125
2022-09-12,446.9200134277344
2022-09-13,422.3299865722656
2022-09-14,429.7099914550781
2022-09-15,418.8800048828125
2022-09-16,417.9599914550781
2022-09-19,417.6600036621094
2022-09-20,410.8399963378906
2022-09-21,403.8599853515625
2022-09-22,381.7099914550781
2022-09-23,371.239990234375
2022-09-26,367.3500061035156
2022-09-27,372.6600036621094
2022-09-28,379.3299865722656
2022-09-29,365.3999938964844
2022-09-30,363.3999938964844
2022-10-03,377.0
2022-10-04,394.010009765625
2022-10-05,399.8399963378906
2022-10-06,395.3500061035156
2022-10-07,362.6000061035156
2022-10-10,344.3399963378906
2022-10-11,328.010009765625
2022-10-12,322.9800109863281
2022-10-13,331.9599914550781
2022-10-14,309.20001220703125
2022-10-17,316.1700134277344
2022-10-18,315.6000061035156
2022-10-19,314.8299865722656
2022-10-20,317.44000244140625
2022-10-21,332.8299865722656
2022-10-24,330.989990234375
2022-10-25,342.1600036621094
2022-10-26,333.3299865722656
2022-10-27,329.4800109863281
2022-10-28,346.79998779296875
2022-10-31,339.45001220703125
2022-11-01,348.8800048828125
2022-11-02,334.5400085449219
2022-11-03,334.20001220703125
2022-11-04,351.739990234375
2022-11-07,352.9599914550781
2022-11-08,356.1499938964844
2022-11-09,343.8399963378906
2022-11-10,386.8699951171875
2022-11-11,393.3699951171875
2022-11-14,387.9700012207031
2022-11-15,405.0299987792969
2022-11-16,375.3800048828125
2022-11-17,376.0400085449219
2022-11-18,377.30999755859375
2022-11-21,368.2799987792969
2022-11-22,374.0199890136719
2022-11-23,375.69000244140625
2022-11-25,369.2799987792969
2022-11-28,355.489990234375
2022-11-29,354.95001220703125
2022-11-30,381.9599914550781
2022-12-01,382.07000732421875
2022-12-02,383.2099914550781
2022-12-05,375.05999755859375
2022-12-06,363.8599853515625
2022-12-07,367.7699890136719
2022-12-08,385.3500061035156
2022-12-09,386.1000061035156
2022-12-12,393.0299987792969
2022-12-13,401.5199890136719
2022-12-14,395.3900146484375
2022-12-15,373.29998779296875
2022-12-16,367.0299987792969
2022-12-19,359.010009765625
2022-12-20,357.8699951171875
2022-12-21,367.0
2022-12-22,347.6000061035156
2022-12-23,350.6099853515625
2022-12-27,342.2799987792969
2022-12-28,340.2799987792969
2022-12-29,353.4200134277344
2022-12-30,353.6099853515625
2023-01-03,342.95001220703125
2023-01-04,357.8299865722656
2023-01-05,347.05999755859375
2023-01-06,367.45001220703125
2023-01-09,383.4599914550781
2023-01-10,388.1700134277344
2023-01-11,397.3699951171875
2023-01-12,399.6400146484375
2023-01-13,398.4599914550781
2023-01-17,401.67999267578125
2023-01-18,397.8500061035156
2023-01-19,383.2900085449219
2023-01-20,397.7799987792969
2023-01-23,428.510009765625
2023-01-24,419.1300048828125
2023-01-25,424.69000244140625
2023-01-26,432.760009765625
2023-01-27,425.07000732421875
2023-01-30,407.6199951171875
2023-01-31,426.55999755859375
2023-02-01,457.7699890136719
2023-02-02,473.9599914550781
2023-02-03,456.29998779296875
2023-02-06,449.67999267578125
2023-02-07,467.6199951171875
2023-02-08,463.0
2023-02-09,510.42999267578125
2023-02-10,492.0199890136719
2023-02-13,501.4200134277344
2023-02-14,520.5599975585938
2023-02-15,530.0900268554688
2023-02-16,513.3699951171875
2023-02-17,502.0899963378906
2023-02-21,481.9200134277344
2023-02-22,482.7099914550781
2023-02-23,494.8999938964844
2023-02-24,483.05999755859375
2023-02-27,486.260009765625
2023-02-28,484.2900085449219
2023-03-01,486.5299987792969
2023-03-02,493.739990234375
2023-03-03,506.0299987792969
2023-03-06,497.2099914550781
2023-03-07,492.79998779296875
2023-03-08,504.7699890136719
2023-03-09,492.6700134277344
2023-03-10,478.95001220703125
2023-03-13,486.29998779296875
2023-03-14,493.7200012207031
2023-03-15,476.6099853515625
2023-03-16,497.9700012207031
2023-03-17,488.30999755859375
2023-03-20,494.3399963378906
2023-03-21,498.44000244140625
2023-03-22,489.80999755859375
2023-03-23,510.5
2023-03-24,485.3999938964844
2023-03-27,482.8299865722656
2023-03-28,475.0400085449219
2023-03-29,490.9100036621094
2023-03-30,497.7900085449219
2023-03-31,500.5400085449219
2023-04-03,492.9700012207031
2023-04-04,483.010009765625
2023-04-05,473.32000732421875
2023-04-06,473.6099853515625
2023-04-10,488.760009765625
2023-04-11,484.6400146484375
2023-04-12,465.8900146484375
2023-04-13,476.8399963378906
2023-04-14,477.2699890136719
2023-04-17,482.3599853515625
2023-04-18,475.6199951171875
2023-04-19,463.5
2023-04-20,466.4200134277344
2023-04-21,463.0
2023-04-24,472.92999267578125
2023-04-25,450.82000732421875
2023-04-26,454.0400085449219
2023-04-27,448.6099853515625
2023-04-28,461.9700012207031
2023-05-01,471.739990234375
2023-05-02,468.1300048828125
2023-05-03,466.1099853515625
2023-05-04,458.92999267578125
2023-05-05,411.2699890136719
2023-05-08,418.6199951171875
2023-05-09,401.3800048828125
2023-05-10,415.9800109863281
2023-05-11,398.6099853515625
2023-05-12,399.19000244140625
2023-05-15,412.55999755859375
2023-05-16,402.5400085449219
2023-05-17,415.7099914550781
2023-05-18,431.4700012207031
2023-05-19,432.0199890136719
2023-05-22,448.3999938964844
2023-05-23,423.70001220703125
2023-05-24,415.7300109863281
2023-05-25,488.32000732421875
2023-05-26,520.9199829101562
2023-05-30,514.969970703125
2023-05-31,489.9100036621094
2023-06-01,499.2900085449219
2023-06-02,497.25
2023-06-05,487.1499938964844
2023-06-06,497.4100036621094
2023-06-07,494.5799865722656
2023-06-08,497.70001220703125
2023-06-09,501.8699951171875
2023-06-12,526.219970703125
2023-06-13,535.6900024414062
2023-06-14,537.2100219726562
2023-06-15,519.280029296875
2023-06-16,517.6099853515625
2023-06-20,510.2300109863281
2023-06-21,505.0799865722656
2023-06-22,512.239990234375
2023-06-23,506.0
2023-06-26,510.9100036621094
2023-06-27,532.8099975585938
2023-06-28,527.27001953125
2023-06-29,535.7999877929688
2023-06-30,540.22998046875
2023-07-03,542.5700073242188
2023-07-05,523.260009765625
2023-07-06,514.489990234375
2023-07-07,513.9000244140625
2023-07-10,534.3300170898438
2023-07-11,542.530029296875
2023-07-12,561.0399780273438
2023-07-13,576.6199951171875
2023-07-14,565.010009765625
2023-07-17,588.719970703125
2023-07-18,588.1099853515625
2023-07-19,574.510009765625
2023-07-20,529.0499877929688
2023-07-21,533.6699829101562
2023-07-24,533.219970703125
2023-07-25,551.530029296875
2023-07-26,528.7999877929688
2023-07-27,537.1900024414062
2023-07-28,545.5499877929688
2023-07-31,559.489990234375
2023-08-01,550.2899780273438
2023-08-02,530.4299926757812
2023-08-03,532.6799926757812
2023-08-04,537.0399780273438
2023-08-07,541.719970703125
2023-08-08,529.7000122070312
2023-08-09,521.0399780273438
2023-08-10,518.47998046875
2023-08-11,502.1700134277344
2023-08-14,524.6599731445312
2023-08-15,518.8900146484375
2023-08-16,493.9100036621094
2023-08-17,485.3500061035156
2023-08-18,482.2900085449219
2023-08-21,498.8900146484375
2023-08-22,500.6300048828125
2023-08-23,519.4500122070312
2023-08-24,488.010009765625
2023-08-25,489.0799865722656
2023-08-28,493.8699951171875
2023-08-29,512.8200073242188
2023-08-30,515.1400146484375
2023-08-31,521.2100219726562
2023-09-01,524.9199829101562
2023-09-05,528.719970703125
2023-09-06,523.1799926757812
2023-09-07,506.1400146484375
2023-09-08,500.8699951171875
2023-09-11,486.1600036621094
2023-09-12,473.94000244140625
2023-09-13,470.3599853515625
2023-09-14,479.1700134277344
2023-09-15,464.2300109863281
2023-09-18,463.19000244140625
2023-09-19,457.7799987792969
2023-09-20,452.8599853515625
2023-09-21,440.3800048828125
2023-09-22,449.2900085449219
2023-09-25,453.1499938964844
2023-09-26,444.5400085449219
2023-09-27,441.17999267578125
2023-09-28,451.9200134277344
2023-09-29,462.0
2023-10-02,459.3399963378906
2023-10-03,448.92999267578125
2023-10-04,457.1700134277344
2023-10-05,451.760009765625
2023-10-06,473.67999267578125
2023-10-09,476.0199890136719
2023-10-10,490.0
2023-10-11,502.0400085449219
2023-10-12,493.0400085449219
2023-10-13,475.75
2023-10-16,483.1199951171875
2023-10-17,476.55999755859375
2023-10-18,461.05999755859375
2023-10-19,433.75
2023-10-20,420.0400085449219
2023-10-23,413.489990234375
2023-10-24,418.0
2023-10-25,399.7300109863281
2023-10-26,404.05999755859375
2023-10-27,405.92999267578125
2023-10-30,404.0
2023-10-31,441.739990234375
2023-11-01,456.55999755859375
2023-11-02,471.7200012207031
2023-11-03,492.92999267578125
2023-11-06,493.5400085449219
2023-11-07,492.55999755859375
2023-11-08,492.94000244140625
2023-11-09,482.05999755859375
2023-11-10,504.5799865722656
2023-11-13,507.1199951171875
2023-11-14,535.469970703125
2023-11-15,547.5999755859375
2023-11-16,536.97998046875
2023-11-17,540.02001953125
2023-11-20,551.2000122070312
2023-11-21,538.0900268554688
2023-11-22,546.0700073242188
2023-11-24,549.4400024414062
2023-11-27,546.52001953125
2023-11-28,543.4400024414062
2023-11-29,552.4600219726562
2023-11-30,548.719970703125
2023-12-01,559.6099853515625
2023-12-04,559.5399780273438
2023-12-05,553.3900146484375
2023-12-06,554.239990234375
2023-12-07,568.5
2023-12-08,575.72998046875
2023-12-11,592.4000244140625
2023-12-12,595.8200073242188
2023-12-13,608.719970703125
2023-12-14,637.3900146484375
2023-12-15,633.3099975585938
2023-12-18,634.3300170898438
2023-12-19,635.260009765625
2023-12-20,611.030029296875
2023-12-21,621.72998046875
2023-12-22,617.6400146484375
2023-12-26,637.0399780273438
2023-12-27,636.5599975585938
2023-12-28,632.219970703125
2023-12-29,630.780029296875
2024-01-02,604.0
2024-01-03,578.2999877929688
2024-01-04,571.0599975585938
2024-01-05,573.989990234375
2024-01-08,590.7100219726562
2024-01-09,593.75
2024-01-10,589.1900024414062
2024-01-11,588.4299926757812
2024-01-12,578.760009765625
2024-01-16,596.4099731445312
2024-01-17,584.3499755859375
2024-01-18,610.9000244140625
2024-01-19,631.3300170898438
2024-01-22,637.760009765625
2024-01-23,642.0
2024-01-24,632.0
2024-01-25,615.6799926757812
2024-01-26,601.1400146484375
2024-01-29,619.780029296875
2024-01-30,613.4199829101562
2024-01-31,602.719970703125
2024-02-01,614.1300048828125
2024-02-02,635.8599853515625
2024-02-05,646.2100219726562
2024-02-06,632.97998046875
2024-02-07,645.4099731445312
2024-02-08,737.0700073242188
2024-02-09,752.3099975585938
2024-02-12,729.8699951171875
2024-02-13,712.1199951171875
2024-02-14,745.1799926757812
2024-02-15,734.3200073242188
2024-02-16,730.5
2024-02-20,712.3200073242188
2024-02-21,713.9199829101562
2024-02-22,741.2999877929688
2024-02-23,721.1300048828125
2024-02-26,724.8900146484375
2024-02-27,709.2899780273438
2024-02-28,710.5700073242188
2024-02-29,720.0399780273438
2024-03-01,743.75
2024-03-04,735.6799926757812
2024-03-05,717.6400146484375
2024-03-06,731.3699951171875
2024-03-07,767.5999755859375
2024-03-08,732.2100219726562
2024-03-11,719.1699829101562
2024-03-12,736.5499877929688
2024-03-13,708.1799926757812
2024-03-14,693.0
2024-03-15,686.989990234375
2024-03-18,674.2999877929688
2024-03-19,650.280029296875
2024-03-20,667.010009765625
2024-03-21,675.239990234375
2024-03-22,672.3099975585938
2024-03-25,669.3699951171875
2024-03-26,666.489990234375
2024-03-27,673.1400146484375
2024-03-28,677.4199829101562
2024-04-01,668.47998046875
2024-04-02,648.969970703125
2024-04-03,649.8400268554688
2024-04-04,643.1400146484375
2024-04-05,654.3099975585938
2024-04-08,681.3200073242188
2024-04-09,682.1500244140625
2024-04-10,666.489990234375
2024-04-11,684.3400268554688
2024-04-12,658.22998046875
2024-04-15,646.6300048828125
2024-04-16,655.530029296875
2024-04-17,637.719970703125
2024-04-18,620.3099975585938
2024-04-19,591.52001953125
2024-04-22,600.6300048828125
2024-04-23,611.3699951171875
2024-04-24,642.2100219726562
2024-04-25,660.3400268554688
2024-04-26,677.22998046875
2024-04-29,679.7000122070312
2024-04-30,669.3300170898438
2024-05-01,652.5900268554688
2024-05-02,712.8900146484375
2024-05-03,707.219970703125
2024-05-06,733.0499877929688
2024-05-07,702.219970703125
2024-05-08,713.3699951171875
2024-05-09,708.02001953125
2024-05-10,702.5399780273438
2024-05-13,703.0499877929688
2024-05-14,713.7100219726562
2024-05-15,741.3400268554688
2024-05-16,728.0999755859375
2024-05-17,730.0499877929688
2024-05-20,755.8800048828125
2024-05-21,756.739990234375
2024-05-22,760.6199951171875
2024-05-23,746.3900146484375
2024-05-24,753.3800048828125
2024-05-28,759.5800170898438
2024-05-29,746.4000244140625
2024-05-30,743.9000244140625
2024-05-31,735.6300048828125
2024-06-03,731.7899780273438
2024-06-04,726.5599975585938
2024-06-05,757.6099853515625
2024-06-06,758.6099853515625
2024-06-07,751.6400146484375
2024-06-10,779.5800170898438
2024-06-11,783.97998046875
2024-06-12,815.6300048828125
2024-06-13,817.0
2024-06-14,806.5700073242188
2024-06-17,827.3900146484375
2024-06-18,852.5599975585938
2024-06-20,825.3300170898438
2024-06-21,826.1699829101562
2024-06-24,798.1400146484375
2024-06-25,819.8699951171875
2024-06-26,816.4500122070312
2024-06-27,810.7000122070312
2024-06-28,821.6799926757812
2024-07-01,819.4000244140625
2024-07-02,828.75
2024-07-03,839.219970703125
2024-07-05,841.6500244140625
2024-07-08,851.8200073242188
2024-07-09,846.2000122070312
2024-07-10,860.8099975585938
2024-07-11,830.9500122070312
2024-07-12,855.6699829101562
2024-07-15,870.9099731445312
2024-07-16,889.47998046875
2024-07-17,817.3800048828125
2024-07-18,843.469970703125
2024-07-19,808.8300170898438
2024-07-22,857.4000244140625
2024-07-23,846.4099731445312
2024-07-24,787.8800048828125
2024-07-25,789.9000244140625
2024-07-26,821.780029296875
2024-07-29,827.260009765625
2024-07-30,781.8499755859375
2024-07-31,863.0900268554688
2024-08-01,784.9500122070312
2024-08-02,795.760009765625
2024-08-05,770.4400024414062
2024-08-06,790.1599731445312
2024-08-07,757.0399780273438
2024-08-08,843.52001953125
2024-08-09,823.0
2024-08-12,823.9500122070312
2024-08-13,867.8099975585938
2024-08-14,862.6199951171875
2024-08-15,920.6900024414062
2024-08-16,914.6599731445312
2024-08-19,917.2100219726562
2024-08-20,904.6900024414062
2024-08-21,947.1599731445312
2024-08-22,908.530029296875
2024-08-23,936.2899780273438
2024-08-26,912.25
2024-08-27,945.4600219726562
2024-08-28,929.2999877929688
2024-08-29,930.6099853515625
2024-08-30,934.6799926757812
2024-09-03,838.6300048828125
2024-09-04,850.510009765625
2024-09-05,841.489990234375
2024-09-06,806.3099975585938
2024-09-09,836.010009765625
2024-09-10,847.7000122070312
2024-09-11,895.1599731445312
2024-09-12,895.9099731445312
2024-09-13,914.0999755859375
2024-09-16,885.22998046875
2024-09-17,867.3099975585938
2024-09-18,860.6599731445312
2024-09-19,911.1199951171875
2024-09-20,891.3200073242188
2024-09-23,893.2899780273438
2024-09-24,911.0
2024-09-25,914.739990234375
2024-09-26,944.3900146484375
2024-09-27,924.989990234375
2024-09-30,924.5
2024-10-01,891.8099975585938
2024-10-02,918.9000244140625
2024-10-03,922.75
2024-10-04,935.6099853515625
2024-10-07,930.239990234375
2024-10-08,923.1400146484375
2024-10-09,936.010009765625
2024-10-10,930.0700073242188
2024-10-11,938.469970703125
2024-10-14,943.2100219726562
2024-10-15,894.6900024414062
2024-10-16,904.9400024414062
2024-10-17,918.1300048828125
2024-10-18,916.2899780273438
