Date,BBWI
2021-07-01,59.46644973754883
2021-07-02,59.862571716308594
2021-07-06,59.40177917480469
2021-07-07,58.40743637084961
2021-07-08,57.704124450683594
2021-07-09,59.417945861816406
2021-07-12,61.89167404174805
2021-07-13,59.919158935546875
2021-07-14,60.72756576538086
2021-07-15,59.99191665649414
2021-07-16,58.811641693115234
2021-07-19,56.60469055175781
2021-07-20,60.19401931762695
2021-07-21,61.24494552612305
2021-07-22,61.72190856933594
2021-07-23,62.93452072143555
2021-07-26,62.619239807128906
2021-07-27,62.67583084106445
2021-07-28,62.59498977661133
2021-07-29,64.2522201538086
2021-07-30,64.72918701171875
2021-08-02,64.60792541503906
2021-08-03,66.0
2021-08-04,61.939998626708984
2021-08-05,62.31999969482422
2021-08-06,61.66999816894531
2021-08-09,61.47999954223633
2021-08-10,62.5099983215332
2021-08-11,63.25
2021-08-12,62.52000045776367
2021-08-13,60.79999923706055
2021-08-16,61.959999084472656
2021-08-17,59.16999816894531
2021-08-18,59.439998626708984
2021-08-19,65.51000213623047
2021-08-20,66.26000213623047
2021-08-23,67.58999633789062
2021-08-24,68.3499984741211
2021-08-25,68.18000030517578
2021-08-26,67.83999633789062
2021-08-27,68.54000091552734
2021-08-30,69.02999877929688
2021-08-31,67.4800033569336
2021-09-01,66.23999786376953
2021-09-02,65.62000274658203
2021-09-03,65.5999984741211
2021-09-07,64.9800033569336
2021-09-08,64.4800033569336
2021-09-09,64.52999877929688
2021-09-10,63.63999938964844
2021-09-13,63.88999938964844
2021-09-14,63.40999984741211
2021-09-15,65.12000274658203
2021-09-16,66.51000213623047
2021-09-17,66.33999633789062
2021-09-20,64.43000030517578
2021-09-21,64.43000030517578
2021-09-22,66.41999816894531
2021-09-23,67.41999816894531
2021-09-24,67.38999938964844
2021-09-27,68.62999725341797
2021-09-28,67.25
2021-09-29,67.43000030517578
2021-09-30,63.029998779296875
2021-10-01,64.0
2021-10-04,63.38999938964844
2021-10-05,63.689998626708984
2021-10-06,62.380001068115234
2021-10-07,63.720001220703125
2021-10-08,63.65999984741211
2021-10-11,62.52000045776367
2021-10-12,63.40999984741211
2021-10-13,64.66000366210938
2021-10-14,65.70999908447266
2021-10-15,64.88999938964844
2021-10-18,66.2699966430664
2021-10-19,66.0999984741211
2021-10-20,67.7300033569336
2021-10-21,69.05000305175781
2021-10-22,69.55000305175781
2021-10-25,70.94000244140625
2021-10-26,71.16999816894531
2021-10-27,68.5199966430664
2021-10-28,69.26000213623047
2021-10-29,69.08999633789062
2021-11-01,71.63999938964844
2021-11-02,72.16999816894531
2021-11-03,75.0
2021-11-04,75.88999938964844
2021-11-05,75.30999755859375
2021-11-08,74.98999786376953
2021-11-09,75.25
2021-11-10,74.31999969482422
2021-11-11,75.63999938964844
2021-11-12,74.8499984741211
2021-11-15,74.80999755859375
2021-11-16,75.77999877929688
2021-11-17,74.5999984741211
2021-11-18,78.37000274658203
2021-11-19,76.41000366210938
2021-11-22,75.19000244140625
2021-11-23,75.52999877929688
2021-11-24,74.80999755859375
2021-11-26,74.61000061035156
2021-11-29,75.87000274658203
2021-11-30,75.12999725341797
2021-12-01,71.5999984741211
2021-12-02,74.51000213623047
2021-12-03,72.95999908447266
2021-12-06,74.16000366210938
2021-12-07,75.94999694824219
2021-12-08,76.4000015258789
2021-12-09,75.02999877929688
2021-12-10,76.47000122070312
2021-12-13,72.79000091552734
2021-12-14,73.44999694824219
2021-12-15,72.91999816894531
2021-12-16,69.48999786376953
2021-12-17,69.8499984741211
2021-12-20,67.9800033569336
2021-12-21,68.38999938964844
2021-12-22,68.58000183105469
2021-12-23,69.5
2021-12-27,69.80000305175781
2021-12-28,68.66000366210938
2021-12-29,69.5
2021-12-30,69.69999694824219
2021-12-31,69.79000091552734
2022-01-03,69.62000274658203
2022-01-04,70.44999694824219
2022-01-05,66.5999984741211
2022-01-06,62.34000015258789
2022-01-07,59.900001525878906
2022-01-10,58.41999816894531
2022-01-11,58.83000183105469
2022-01-12,58.66999816894531
2022-01-13,57.36000061035156
2022-01-14,55.83000183105469
2022-01-18,55.529998779296875
2022-01-19,55.56999969482422
2022-01-20,53.11000061035156
2022-01-21,53.04999923706055
2022-01-24,56.18000030517578
2022-01-25,54.79999923706055
2022-01-26,52.939998626708984
2022-01-27,52.900001525878906
2022-01-28,54.650001525878906
2022-01-31,56.06999969482422
2022-02-01,56.290000915527344
2022-02-02,58.720001220703125
2022-02-03,55.65999984741211
2022-02-04,56.130001068115234
2022-02-07,55.93000030517578
2022-02-08,58.349998474121094
2022-02-09,61.0
2022-02-10,60.75
2022-02-11,57.349998474121094
2022-02-14,55.029998779296875
2022-02-15,55.369998931884766
2022-02-16,55.45000076293945
2022-02-17,52.15999984741211
2022-02-18,52.279998779296875
2022-02-22,51.43000030517578
2022-02-23,50.31999969482422
2022-02-24,53.13999938964844
2022-02-25,54.45000076293945
2022-02-28,53.369998931884766
2022-03-01,50.939998626708984
2022-03-02,53.349998474121094
2022-03-03,52.13999938964844
2022-03-04,49.81999969482422
2022-03-07,45.5
2022-03-08,45.59000015258789
2022-03-09,47.689998626708984
2022-03-10,48.08000183105469
2022-03-11,46.810001373291016
2022-03-14,46.41999816894531
2022-03-15,47.119998931884766
2022-03-16,48.75
2022-03-17,48.72999954223633
2022-03-18,50.38999938964844
2022-03-21,49.310001373291016
2022-03-22,49.939998626708984
2022-03-23,48.83000183105469
2022-03-24,49.779998779296875
2022-03-25,50.91999816894531
2022-03-28,49.869998931884766
2022-03-29,51.77000045776367
2022-03-30,49.900001525878906
2022-03-31,47.79999923706055
2022-04-01,47.459999084472656
2022-04-04,47.81999969482422
2022-04-05,46.90999984741211
2022-04-06,45.52000045776367
2022-04-07,45.41999816894531
2022-04-08,46.130001068115234
2022-04-11,47.689998626708984
2022-04-12,48.88999938964844
2022-04-13,51.130001068115234
2022-04-14,52.189998626708984
2022-04-18,52.90999984741211
2022-04-19,55.56999969482422
2022-04-20,56.83000183105469
2022-04-21,55.43000030517578
2022-04-22,53.40999984741211
2022-04-25,54.099998474121094
2022-04-26,52.90999984741211
2022-04-27,52.790000915527344
2022-04-28,54.36000061035156
2022-04-29,52.88999938964844
2022-05-02,54.29999923706055
2022-05-03,53.25
2022-05-04,54.38999938964844
2022-05-05,54.060001373291016
2022-05-06,52.81999969482422
2022-05-09,50.34000015258789
2022-05-10,49.880001068115234
2022-05-11,47.77000045776367
2022-05-12,48.540000915527344
2022-05-13,51.0099983215332
2022-05-16,48.40999984741211
2022-05-17,47.0
2022-05-18,42.939998626708984
2022-05-19,40.029998779296875
2022-05-20,38.689998626708984
2022-05-23,38.529998779296875
2022-05-24,36.150001525878906
2022-05-25,39.29999923706055
2022-05-26,42.529998779296875
2022-05-27,42.45000076293945
2022-05-31,41.02000045776367
2022-06-01,39.56999969482422
2022-06-02,39.209999084472656
2022-06-03,38.099998474121094
2022-06-06,37.220001220703125
2022-06-07,37.66999816894531
2022-06-08,37.27000045776367
2022-06-09,35.349998474121094
2022-06-10,33.880001068115234
2022-06-13,32.849998474121094
2022-06-14,32.79999923706055
2022-06-15,34.0
2022-06-16,32.099998474121094
2022-06-17,33.529998779296875
2022-06-21,30.360000610351562
2022-06-22,29.90999984741211
2022-06-23,29.540000915527344
2022-06-24,30.950000762939453
2022-06-27,30.780000686645508
2022-06-28,29.0
2022-06-29,26.399999618530273
2022-06-30,26.920000076293945
2022-07-01,27.8799991607666
2022-07-05,27.739999771118164
2022-07-06,26.700000762939453
2022-07-07,28.1200008392334
2022-07-08,27.6200008392334
2022-07-11,26.920000076293945
2022-07-12,26.850000381469727
2022-07-13,27.40999984741211
2022-07-14,25.959999084472656
2022-07-15,27.510000228881836
2022-07-18,28.579999923706055
2022-07-19,30.1200008392334
2022-07-20,31.100000381469727
2022-07-21,33.290000915527344
2022-07-22,33.470001220703125
2022-07-25,33.41999816894531
2022-07-26,33.20000076293945
2022-07-27,34.13999938964844
2022-07-28,35.380001068115234
2022-07-29,35.540000915527344
2022-08-01,37.31999969482422
2022-08-02,37.02000045776367
2022-08-03,39.310001373291016
2022-08-04,38.45000076293945
2022-08-05,37.36000061035156
2022-08-08,38.31999969482422
2022-08-09,36.040000915527344
2022-08-10,37.34000015258789
2022-08-11,39.2400016784668
2022-08-12,39.9900016784668
2022-08-15,39.20000076293945
2022-08-16,41.02000045776367
2022-08-17,40.38999938964844
2022-08-18,40.2599983215332
2022-08-19,38.65999984741211
2022-08-22,36.4900016784668
2022-08-23,36.630001068115234
2022-08-24,36.959999084472656
2022-08-25,37.93000030517578
2022-08-26,36.83000183105469
2022-08-29,37.630001068115234
2022-08-30,37.689998626708984
2022-08-31,37.33000183105469
2022-09-01,38.41999816894531
2022-09-02,38.470001220703125
2022-09-06,37.310001373291016
2022-09-07,38.40999984741211
2022-09-08,39.119998931884766
2022-09-09,39.650001525878906
2022-09-12,40.439998626708984
2022-09-13,37.790000915527344
2022-09-14,38.310001373291016
2022-09-15,37.380001068115234
2022-09-16,37.81999969482422
2022-09-19,38.77000045776367
2022-09-20,37.54999923706055
2022-09-21,37.0099983215332
2022-09-22,36.36000061035156
2022-09-23,35.709999084472656
2022-09-26,34.75
2022-09-27,34.400001525878906
2022-09-28,35.380001068115234
2022-09-29,33.630001068115234
2022-09-30,32.599998474121094
2022-10-03,32.52000045776367
2022-10-04,35.08000183105469
2022-10-05,35.45000076293945
2022-10-06,35.290000915527344
2022-10-07,35.5099983215332
2022-10-10,34.060001373291016
2022-10-11,34.20000076293945
2022-10-12,34.209999084472656
2022-10-13,34.29999923706055
2022-10-14,32.63999938964844
2022-10-17,32.810001373291016
2022-10-18,33.709999084472656
2022-10-19,32.90999984741211
2022-10-20,32.72999954223633
2022-10-21,33.709999084472656
2022-10-24,32.439998626708984
2022-10-25,34.70000076293945
2022-10-26,33.4900016784668
2022-10-27,33.31999969482422
2022-10-28,33.59000015258789
2022-10-31,33.380001068115234
2022-11-01,34.15999984741211
2022-11-02,32.68000030517578
2022-11-03,32.880001068115234
2022-11-04,31.969999313354492
2022-11-07,32.18000030517578
2022-11-08,33.560001373291016
2022-11-09,30.899999618530273
2022-11-10,34.43000030517578
2022-11-11,36.0
2022-11-14,33.060001373291016
2022-11-15,33.91999816894531
2022-11-16,31.329999923706055
2022-11-17,38.970001220703125
2022-11-18,38.22999954223633
2022-11-21,39.54999923706055
2022-11-22,41.25
2022-11-23,40.400001525878906
2022-11-25,40.369998931884766
2022-11-28,40.060001373291016
2022-11-29,39.790000915527344
2022-11-30,42.5
2022-12-01,43.27000045776367
2022-12-02,43.86000061035156
2022-12-05,43.83000183105469
2022-12-06,42.630001068115234
