Date,WLTW
2016-08-26,122.98999786376953
2016-08-29,123.91999816894531
2016-08-30,123.94000244140625
2016-08-31,124.01000213623047
2016-09-01,124.8499984741211
2016-09-02,126.52999877929688
2016-09-06,127.66000366210938
2016-09-07,128.5500030517578
2016-09-08,125.41999816894531
2016-09-09,122.04000091552734
2016-09-12,125.25
2016-09-13,123.08999633789062
2016-09-14,122.30000305175781
2016-09-15,125.12000274658203
2016-09-16,123.94999694824219
2016-09-19,124.68000030517578
2016-09-20,125.68000030517578
2016-09-21,128.39999389648438
2016-09-22,129.17999267578125
2016-09-23,128.08999633789062
2016-09-26,128.0
2016-09-27,128.89999389648438
2016-09-28,127.98999786376953
2016-09-29,129.7899932861328
2016-09-30,132.77000427246094
2016-10-03,132.11000061035156
2016-10-04,131.57000732421875
2016-10-05,131.9600067138672
2016-10-06,132.08999633789062
2016-10-07,131.05999755859375
2016-10-10,131.02000427246094
2016-10-11,128.72999572753906
2016-10-12,129.88999938964844
2016-10-13,127.91000366210938
2016-10-14,128.3699951171875
2016-10-17,127.08999633789062
2016-10-18,128.00999450683594
2016-10-19,128.75999450683594
2016-10-20,127.4800033569336
2016-10-21,126.79000091552734
2016-10-24,127.29000091552734
2016-10-25,126.44999694824219
2016-10-26,126.11000061035156
2016-10-27,125.62999725341797
2016-10-28,125.6500015258789
2016-10-31,125.9000015258789
2016-11-01,124.33000183105469
2016-11-02,122.97000122070312
2016-11-03,123.66999816894531
2016-11-04,116.77999877929688
2016-11-07,117.69000244140625
2016-11-08,118.79000091552734
2016-11-09,118.0
2016-11-10,122.2699966430664
2016-11-11,121.4800033569336
2016-11-14,122.48999786376953
2016-11-15,123.33000183105469
2016-11-16,122.66999816894531
2016-11-17,124.5999984741211
2016-11-18,124.81999969482422
2016-11-21,123.88999938964844
2016-11-22,124.81999969482422
2016-11-23,124.55999755859375
2016-11-25,125.30000305175781
2016-11-28,124.37000274658203
2016-11-29,124.37999725341797
2016-11-30,124.37000274658203
2016-12-01,121.41999816894531
2016-12-02,119.94000244140625
2016-12-05,121.4800033569336
2016-12-06,124.76000213623047
2016-12-07,124.75
2016-12-08,123.0
2016-12-09,122.79000091552734
2016-12-12,121.20999908447266
2016-12-13,124.45999908447266
2016-12-14,122.26000213623047
2016-12-15,122.37000274658203
2016-12-16,122.33000183105469
2016-12-19,123.62999725341797
2016-12-20,123.83999633789062
2016-12-21,122.98999786376953
2016-12-22,122.8499984741211
2016-12-23,124.48999786376953
2016-12-27,124.27999877929688
2016-12-28,122.37999725341797
2016-12-29,122.16999816894531
2016-12-30,122.27999877929688
2017-01-03,123.23999786376953
2017-01-04,124.76000213623047
2017-01-05,125.95999908447266
2017-01-06,126.77999877929688
2017-01-09,126.01000213623047
2017-01-10,126.22000122070312
2017-01-11,125.75
2017-01-12,125.7300033569336
2017-01-13,124.7300033569336
2017-01-17,125.33000183105469
2017-01-18,126.16999816894531
2017-01-19,125.48999786376953
2017-01-20,126.06999969482422
2017-01-23,125.61000061035156
2017-01-24,126.16999816894531
2017-01-25,127.56999969482422
2017-01-26,127.58000183105469
2017-01-27,126.44000244140625
2017-01-30,125.56999969482422
2017-01-31,125.12999725341797
2017-02-01,124.30000305175781
2017-02-02,125.23999786376953
2017-02-03,125.25
2017-02-06,123.66999816894531
2017-02-07,123.44000244140625
2017-02-08,122.98999786376953
2017-02-09,122.54000091552734
2017-02-10,124.06999969482422
2017-02-13,125.13999938964844
2017-02-14,125.16999816894531
2017-02-15,125.43000030517578
2017-02-16,126.4000015258789
2017-02-17,128.35000610351562
2017-02-21,127.75
2017-02-22,127.0
2017-02-23,127.16000366210938
2017-02-24,128.08999633789062
2017-02-27,128.24000549316406
2017-02-28,128.42999267578125
2017-03-01,131.0399932861328
2017-03-02,129.52000427246094
2017-03-03,129.9600067138672
2017-03-06,128.35000610351562
2017-03-07,127.62999725341797
2017-03-08,126.69000244140625
2017-03-09,126.86000061035156
2017-03-10,127.9800033569336
2017-03-13,128.92999267578125
2017-03-14,129.02000427246094
2017-03-15,129.97000122070312
2017-03-16,129.3000030517578
2017-03-17,129.9600067138672
2017-03-20,130.19000244140625
2017-03-21,129.19000244140625
2017-03-22,129.35000610351562
2017-03-23,129.17999267578125
2017-03-24,129.8800048828125
2017-03-27,130.02000427246094
2017-03-28,131.92999267578125
2017-03-29,130.9499969482422
2017-03-30,131.1699981689453
2017-03-31,130.88999938964844
2017-04-03,129.92999267578125
2017-04-04,130.32000732421875
2017-04-05,129.94000244140625
2017-04-06,129.6699981689453
2017-04-07,128.4600067138672
2017-04-10,127.76000213623047
2017-04-11,127.13999938964844
2017-04-12,126.27999877929688
2017-04-13,126.54000091552734
2017-04-17,128.6300048828125
2017-04-18,128.11000061035156
2017-04-19,128.25
2017-04-20,129.86000061035156
2017-04-21,128.0500030517578
2017-04-24,130.0800018310547
2017-04-25,131.7899932861328
2017-04-26,132.52999877929688
2017-04-27,133.0500030517578
2017-04-28,132.6199951171875
2017-05-01,133.22999572753906
2017-05-02,133.7100067138672
2017-05-03,134.00999450683594
2017-05-04,142.33999633789062
2017-05-05,144.1999969482422
2017-05-08,144.2899932861328
2017-05-09,142.11000061035156
2017-05-10,141.9600067138672
2017-05-11,142.4600067138672
2017-05-12,142.32000732421875
2017-05-15,142.47000122070312
2017-05-16,142.64999389648438
2017-05-17,140.6300048828125
2017-05-18,139.85000610351562
2017-05-19,140.05999755859375
2017-05-22,140.67999267578125
2017-05-23,141.22000122070312
2017-05-24,142.75999450683594
2017-05-25,144.8000030517578
2017-05-26,145.0
2017-05-30,145.0399932861328
2017-05-31,146.6300048828125
2017-06-01,146.6300048828125
2017-06-02,147.17999267578125
2017-06-05,147.0500030517578
2017-06-06,145.38999938964844
2017-06-07,145.3699951171875
2017-06-08,145.50999450683594
2017-06-09,145.66000366210938
2017-06-12,146.24000549316406
2017-06-13,147.17999267578125
2017-06-14,147.97999572753906
2017-06-15,148.4199981689453
2017-06-16,149.64999389648438
2017-06-19,149.57000732421875
2017-06-20,149.57000732421875
2017-06-21,148.60000610351562
2017-06-22,145.0500030517578
2017-06-23,145.36000061035156
2017-06-26,145.0800018310547
2017-06-27,144.91000366210938
2017-06-28,146.83999633789062
2017-06-29,146.7100067138672
2017-06-30,145.4600067138672
2017-07-03,146.38999938964844
2017-07-05,145.49000549316406
2017-07-06,145.02999877929688
2017-07-07,146.32000732421875
2017-07-10,146.2100067138672
2017-07-11,144.5
2017-07-12,145.3699951171875
2017-07-13,145.7100067138672
2017-07-14,146.47999572753906
2017-07-17,147.9199981689453
2017-07-18,147.1199951171875
2017-07-19,146.72999572753906
2017-07-20,147.33999633789062
2017-07-21,147.6199951171875
2017-07-24,149.0800018310547
2017-07-25,149.8699951171875
2017-07-26,148.50999450683594
2017-07-27,147.02999877929688
2017-07-28,150.1199951171875
2017-07-31,148.8800048828125
2017-08-01,149.6199951171875
2017-08-02,148.8699951171875
2017-08-03,147.24000549316406
2017-08-04,149.63999938964844
2017-08-07,149.5800018310547
2017-08-08,149.66000366210938
2017-08-09,149.24000549316406
2017-08-10,147.97000122070312
2017-08-11,149.13999938964844
2017-08-14,151.30999755859375
2017-08-15,150.8699951171875
2017-08-16,150.00999450683594
2017-08-17,148.0500030517578
2017-08-18,148.44000244140625
2017-08-21,148.92999267578125
2017-08-22,149.49000549316406
2017-08-23,148.38999938964844
2017-08-24,148.36000061035156
2017-08-25,148.8800048828125
2017-08-28,148.0
2017-08-29,147.8699951171875
2017-08-30,147.77000427246094
2017-08-31,148.47000122070312
2017-09-01,148.10000610351562
2017-09-05,147.47000122070312
2017-09-06,147.6199951171875
2017-09-07,147.86000061035156
2017-09-08,151.83999633789062
2017-09-11,151.52999877929688
2017-09-12,152.61000061035156
2017-09-13,152.8800048828125
2017-09-14,152.4199981689453
2017-09-15,153.13999938964844
2017-09-18,152.10000610351562
2017-09-19,151.83999633789062
2017-09-20,152.41000366210938
2017-09-21,151.3699951171875
2017-09-22,152.7100067138672
2017-09-25,153.52000427246094
2017-09-26,154.86000061035156
2017-09-27,155.8300018310547
2017-09-28,155.52999877929688
2017-09-29,154.22999572753906
2017-10-02,155.49000549316406
2017-10-03,154.88999938964844
2017-10-04,154.6999969482422
2017-10-05,155.25
2017-10-06,155.02000427246094
2017-10-09,154.67999267578125
2017-10-10,155.9499969482422
2017-10-11,155.9600067138672
2017-10-12,156.42999267578125
2017-10-13,157.58999633789062
2017-10-16,158.9499969482422
2017-10-17,158.94000244140625
2017-10-18,159.8000030517578
2017-10-19,161.1699981689453
2017-10-20,162.82000732421875
2017-10-23,164.02000427246094
2017-10-24,163.27999877929688
2017-10-25,163.24000549316406
2017-10-26,162.82000732421875
2017-10-27,161.6199951171875
2017-10-30,161.00999450683594
2017-10-31,161.0800018310547
2017-11-01,160.91000366210938
2017-11-02,157.47999572753906
2017-11-03,159.58999633789062
2017-11-06,161.19000244140625
2017-11-07,161.60000610351562
2017-11-08,160.99000549316406
2017-11-09,161.5
2017-11-10,161.57000732421875
2017-11-13,161.49000549316406
2017-11-14,162.02999877929688
2017-11-15,162.64999389648438
2017-11-16,159.92999267578125
2017-11-17,160.07000732421875
2017-11-20,159.88999938964844
2017-11-21,159.8000030517578
2017-11-22,158.7899932861328
2017-11-24,159.52000427246094
2017-11-27,158.5
2017-11-28,159.39999389648438
2017-11-29,159.07000732421875
2017-11-30,160.8000030517578
2017-12-01,161.9499969482422
2017-12-04,158.47999572753906
2017-12-05,157.32000732421875
2017-12-06,157.10000610351562
2017-12-07,155.4199981689453
2017-12-08,155.4600067138672
2017-12-11,155.27999877929688
2017-12-12,155.1999969482422
2017-12-13,152.92999267578125
2017-12-14,153.47999572753906
2017-12-15,156.0
2017-12-18,154.55999755859375
2017-12-19,154.14999389648438
2017-12-20,153.1199951171875
2017-12-21,152.3699951171875
2017-12-22,151.74000549316406
2017-12-26,151.8699951171875
2017-12-27,151.63999938964844
2017-12-28,151.38999938964844
2017-12-29,150.69000244140625
2018-01-02,146.99000549316406
2018-01-03,149.74000549316406
2018-01-04,151.25999450683594
2018-01-05,152.22999572753906
2018-01-08,151.41000366210938
2018-01-09,151.8300018310547
2018-01-10,153.61000061035156
2018-01-11,154.75999450683594
2018-01-12,155.4600067138672
2018-01-16,152.5800018310547
2018-01-17,154.5500030517578
2018-01-18,153.55999755859375
2018-01-19,153.88999938964844
2018-01-22,154.60000610351562
2018-01-23,157.8699951171875
2018-01-24,159.02000427246094
2018-01-25,160.1699981689453
2018-01-26,163.94000244140625
2018-01-29,161.7100067138672
2018-01-30,160.33999633789062
2018-01-31,160.47000122070312
2018-02-01,163.9199981689453
2018-02-02,161.66000366210938
2018-02-05,157.5
2018-02-06,158.39999389648438
2018-02-07,157.3800048828125
2018-02-08,152.36000061035156
2018-02-09,152.13999938964844
2018-02-12,154.14999389648438
2018-02-13,155.30999755859375
2018-02-14,159.25
2018-02-15,159.6199951171875
2018-02-16,159.22999572753906
2018-02-20,159.64999389648438
2018-02-21,157.57000732421875
2018-02-22,156.52999877929688
2018-02-23,159.9600067138672
2018-02-26,161.2100067138672
2018-02-27,161.00999450683594
2018-02-28,157.89999389648438
2018-03-01,154.99000549316406
2018-03-02,154.9199981689453
2018-03-05,156.9199981689453
2018-03-06,157.42999267578125
2018-03-07,158.85000610351562
2018-03-08,159.57000732421875
2018-03-09,164.13999938964844
2018-03-12,162.9600067138672
2018-03-13,162.38999938964844
2018-03-14,161.52999877929688
2018-03-15,162.27999877929688
2018-03-16,162.8000030517578
2018-03-19,159.17999267578125
2018-03-20,159.5399932861328
2018-03-21,158.14999389648438
2018-03-22,154.66000366210938
2018-03-23,151.50999450683594
2018-03-26,154.13999938964844
2018-03-27,151.3800048828125
2018-03-28,151.2899932861328
2018-03-29,152.19000244140625
2018-04-02,148.99000549316406
2018-04-03,148.22000122070312
2018-04-04,148.9499969482422
2018-04-05,148.5
2018-04-06,146.14999389648438
2018-04-09,146.0
2018-04-10,147.02000427246094
2018-04-11,147.02999877929688
2018-04-12,147.88999938964844
2018-04-13,150.0800018310547
2018-04-16,152.1199951171875
2018-04-17,152.94000244140625
2018-04-18,152.66000366210938
2018-04-19,152.69000244140625
2018-04-20,151.41000366210938
2018-04-23,151.05999755859375
2018-04-24,149.6300048828125
2018-04-25,149.35000610351562
2018-04-26,149.9499969482422
2018-04-27,150.75
2018-04-30,148.50999450683594
2018-05-01,148.5500030517578
2018-05-02,146.58999633789062
2018-05-03,147.4600067138672
2018-05-04,148.91000366210938
2018-05-07,151.32000732421875
2018-05-08,153.33999633789062
2018-05-09,152.2100067138672
2018-05-10,155.6199951171875
2018-05-11,155.3699951171875
2018-05-14,154.4199981689453
2018-05-15,153.9499969482422
2018-05-16,153.24000549316406
2018-05-17,154.13999938964844
2018-05-18,154.30999755859375
2018-05-21,155.6199951171875
2018-05-22,155.8800048828125
2018-05-23,156.72999572753906
2018-05-24,156.55999755859375
2018-05-25,155.25999450683594
2018-05-29,150.75
2018-05-30,152.89999389648438
2018-05-31,151.14999389648438
2018-06-01,151.72000122070312
2018-06-04,152.72999572753906
2018-06-05,153.13999938964844
2018-06-06,154.91000366210938
2018-06-07,155.88999938964844
2018-06-08,158.1300048828125
2018-06-11,157.50999450683594
2018-06-12,157.27000427246094
2018-06-13,157.0
2018-06-14,156.0399932861328
2018-06-15,154.8800048828125
2018-06-18,154.97999572753906
2018-06-19,153.9600067138672
2018-06-20,153.4499969482422
2018-06-21,152.39999389648438
2018-06-22,154.16000366210938
2018-06-25,153.55999755859375
2018-06-26,152.42999267578125
2018-06-27,150.3300018310547
2018-06-28,151.33999633789062
2018-06-29,151.60000610351562
2018-07-02,152.1300048828125
2018-07-03,152.3000030517578
2018-07-05,153.86000061035156
2018-07-06,155.92999267578125
2018-07-09,158.6999969482422
2018-07-10,157.9199981689453
2018-07-11,156.91000366210938
2018-07-12,157.69000244140625
2018-07-13,158.0399932861328
2018-07-16,157.55999755859375
2018-07-17,157.27000427246094
2018-07-18,158.77999877929688
2018-07-19,158.83999633789062
2018-07-20,159.6199951171875
2018-07-23,160.58999633789062
2018-07-24,161.4600067138672
2018-07-25,163.0399932861328
2018-07-26,162.22000122070312
2018-07-27,160.6199951171875
2018-07-30,159.55999755859375
2018-07-31,159.4199981689453
2018-08-01,159.14999389648438
2018-08-02,145.72999572753906
2018-08-03,148.82000732421875
2018-08-06,149.39999389648438
2018-08-07,151.16000366210938
2018-08-08,151.52000427246094
2018-08-09,151.61000061035156
2018-08-10,149.72999572753906
2018-08-13,147.9499969482422
2018-08-14,147.1300048828125
2018-08-15,148.1999969482422
2018-08-16,149.14999389648438
2018-08-17,148.88999938964844
2018-08-20,148.02999877929688
2018-08-21,148.42999267578125
2018-08-22,147.6999969482422
2018-08-23,146.55999755859375
2018-08-24,146.97999572753906
2018-08-27,147.72999572753906
2018-08-28,147.91000366210938
2018-08-29,148.39999389648438
2018-08-30,146.6999969482422
2018-08-31,147.27000427246094
2018-09-04,147.69000244140625
2018-09-05,147.74000549316406
2018-09-06,149.57000732421875
2018-09-07,148.41000366210938
2018-09-10,148.17999267578125
2018-09-11,148.32000732421875
2018-09-12,146.1999969482422
2018-09-13,146.5800018310547
2018-09-14,146.9499969482422
2018-09-17,146.36000061035156
2018-09-18,146.08999633789062
2018-09-19,148.35000610351562
2018-09-20,148.5
2018-09-21,148.47999572753906
2018-09-24,145.0399932861328
2018-09-25,142.83999633789062
2018-09-26,140.9600067138672
2018-09-27,140.7899932861328
2018-09-28,140.94000244140625
2018-10-01,141.75
2018-10-02,142.89999389648438
2018-10-03,142.85000610351562
2018-10-04,142.6699981689453
2018-10-05,141.75
2018-10-08,142.8000030517578
2018-10-09,142.58999633789062
2018-10-10,139.44000244140625
2018-10-11,136.07000732421875
2018-10-12,137.3000030517578
2018-10-15,137.97999572753906
2018-10-16,140.07000732421875
2018-10-17,139.8300018310547
2018-10-18,138.72999572753906
2018-10-19,139.97999572753906
2018-10-22,139.89999389648438
2018-10-23,137.85000610351562
2018-10-24,134.83999633789062
2018-10-25,138.11000061035156
2018-10-26,139.00999450683594
2018-10-29,140.36000061035156
2018-10-30,141.17999267578125
2018-10-31,143.16000366210938
2018-11-01,143.10000610351562
2018-11-02,152.38999938964844
2018-11-05,154.44000244140625
2018-11-06,154.6999969482422
2018-11-07,158.3000030517578
2018-11-08,160.35000610351562
2018-11-09,159.92999267578125
2018-11-12,158.50999450683594
2018-11-13,159.97000122070312
2018-11-14,159.7899932861328
2018-11-15,160.47999572753906
2018-11-16,158.86000061035156
2018-11-19,160.25999450683594
2018-11-20,156.35000610351562
2018-11-21,156.72999572753906
2018-11-23,155.97999572753906
2018-11-26,157.3300018310547
2018-11-27,157.02999877929688
2018-11-28,159.49000549316406
2018-11-29,158.49000549316406
2018-11-30,159.4499969482422
2018-12-03,161.13999938964844
2018-12-04,157.30999755859375
2018-12-06,156.10000610351562
2018-12-07,156.5
2018-12-10,154.61000061035156
2018-12-11,154.89999389648438
2018-12-12,155.75999450683594
2018-12-13,156.4499969482422
2018-12-14,153.75999450683594
2018-12-17,151.27999877929688
2018-12-18,151.92999267578125
2018-12-19,151.3300018310547
2018-12-20,149.33999633789062
2018-12-21,147.07000732421875
2018-12-24,146.61000061035156
2018-12-26,148.86000061035156
2018-12-27,150.85000610351562
2018-12-28,150.92999267578125
2018-12-31,151.86000061035156
2019-01-02,149.67999267578125
2019-01-03,146.5399932861328
2019-01-04,150.5
2019-01-07,151.61000061035156
2019-01-08,152.5800018310547
2019-01-09,151.66000366210938
2019-01-10,153.35000610351562
2019-01-11,153.99000549316406
2019-01-14,153.57000732421875
2019-01-15,154.6300048828125
2019-01-16,156.9199981689453
2019-01-17,156.9600067138672
2019-01-18,158.66000366210938
2019-01-22,158.72999572753906
2019-01-23,158.17999267578125
2019-01-24,157.7899932861328
2019-01-25,158.69000244140625
2019-01-28,158.25
2019-01-29,158.8699951171875
2019-01-30,161.0399932861328
2019-01-31,162.7899932861328
2019-02-01,166.11000061035156
2019-02-04,165.36000061035156
2019-02-05,166.50999450683594
2019-02-06,166.36000061035156
2019-02-07,162.77000427246094
2019-02-08,167.82000732421875
2019-02-11,170.02000427246094
2019-02-12,171.24000549316406
2019-02-13,170.97000122070312
2019-02-14,168.5
2019-02-15,169.55999755859375
2019-02-19,170.72000122070312
2019-02-20,171.0800018310547
2019-02-21,170.38999938964844
2019-02-22,171.08999633789062
2019-02-25,171.4499969482422
2019-02-26,170.3800048828125
2019-02-27,170.5399932861328
2019-02-28,172.02000427246094
2019-03-01,172.55999755859375
2019-03-04,173.0500030517578
2019-03-05,182.0399932861328
2019-03-06,170.8800048828125
2019-03-07,170.1999969482422
2019-03-08,169.22000122070312
2019-03-11,170.41000366210938
2019-03-12,170.72000122070312
2019-03-13,171.7899932861328
2019-03-14,172.25
2019-03-15,173.64999389648438
2019-03-18,174.0800018310547
2019-03-19,172.89999389648438
2019-03-20,172.42999267578125
2019-03-21,174.32000732421875
2019-03-22,174.61000061035156
2019-03-25,175.7899932861328
2019-03-26,177.5399932861328
2019-03-27,176.80999755859375
2019-03-28,175.02000427246094
2019-03-29,175.64999389648438
2019-04-01,176.11000061035156
2019-04-02,177.1999969482422
2019-04-03,177.82000732421875
2019-04-04,178.50999450683594
2019-04-05,178.0800018310547
2019-04-08,178.4499969482422
2019-04-09,178.02999877929688
2019-04-10,179.0399932861328
2019-04-11,179.77000427246094
2019-04-12,180.72000122070312
2019-04-15,180.74000549316406
2019-04-16,181.2100067138672
2019-04-17,176.89999389648438
2019-04-18,177.3699951171875
2019-04-22,177.25999450683594
2019-04-23,180.0
2019-04-24,179.55999755859375
2019-04-25,180.1699981689453
2019-04-26,181.5500030517578
2019-04-29,181.52000427246094
2019-04-30,184.33999633789062
2019-05-01,175.3699951171875
2019-05-02,178.5
2019-05-03,179.77000427246094
2019-05-06,178.6300048828125
2019-05-07,174.41000366210938
2019-05-08,175.50999450683594
2019-05-09,175.0
2019-05-10,176.64999389648438
2019-05-13,173.6999969482422
2019-05-14,175.3800048828125
2019-05-15,175.5399932861328
2019-05-16,178.05999755859375
2019-05-17,176.0
2019-05-20,176.3699951171875
2019-05-21,178.30999755859375
2019-05-22,180.02000427246094
2019-05-23,177.8300018310547
2019-05-24,177.72999572753906
2019-05-28,176.7100067138672
2019-05-29,175.69000244140625
2019-05-30,177.69000244140625
2019-05-31,175.5
2019-06-03,178.05999755859375
2019-06-04,179.22000122070312
2019-06-05,182.85000610351562
2019-06-06,183.47000122070312
2019-06-07,186.8800048828125
2019-06-10,188.30999755859375
2019-06-11,188.30999755859375
2019-06-12,188.11000061035156
2019-06-13,188.7100067138672
2019-06-14,190.3300018310547
2019-06-17,188.27999877929688
2019-06-18,188.11000061035156
2019-06-19,189.72999572753906
2019-06-20,191.6199951171875
2019-06-21,191.8300018310547
2019-06-24,191.77000427246094
2019-06-25,192.30999755859375
2019-06-26,186.85000610351562
2019-06-27,188.9499969482422
2019-06-28,191.5399932861328
2019-07-01,193.94000244140625
2019-07-02,195.14999389648438
2019-07-03,195.74000549316406
2019-07-05,195.83999633789062
2019-07-08,194.6699981689453
2019-07-09,195.25
2019-07-10,195.61000061035156
2019-07-11,196.3000030517578
2019-07-12,196.4199981689453
2019-07-15,197.6699981689453
2019-07-16,197.49000549316406
2019-07-17,195.02999877929688
2019-07-18,197.6999969482422
2019-07-19,195.8800048828125
2019-07-22,195.63999938964844
2019-07-23,196.63999938964844
2019-07-24,197.17999267578125
2019-07-25,196.64999389648438
2019-07-26,199.17999267578125
2019-07-29,199.36000061035156
2019-07-30,197.49000549316406
2019-07-31,195.22000122070312
2019-08-01,196.0399932861328
2019-08-02,195.3800048828125
2019-08-05,188.7100067138672
2019-08-06,194.14999389648438
2019-08-07,193.35000610351562
2019-08-08,198.22000122070312
2019-08-09,197.22000122070312
2019-08-12,192.92999267578125
2019-08-13,195.0
2019-08-14,190.33999633789062
2019-08-15,190.4600067138672
2019-08-16,194.5500030517578
2019-08-19,197.4600067138672
2019-08-20,193.3699951171875
2019-08-21,193.75
2019-08-22,194.3000030517578
2019-08-23,189.2100067138672
2019-08-26,192.0
2019-08-27,191.25999450683594
2019-08-28,192.30999755859375
2019-08-29,195.5
2019-08-30,197.97000122070312
2019-09-03,195.66000366210938
2019-09-04,196.52000427246094
2019-09-05,197.69000244140625
2019-09-06,197.75
2019-09-09,195.52999877929688
2019-09-10,189.69000244140625
2019-09-11,191.74000549316406
2019-09-12,194.69000244140625
2019-09-13,194.6999969482422
2019-09-16,195.00999450683594
2019-09-17,198.63999938964844
2019-09-18,198.69000244140625
2019-09-19,198.1999969482422
2019-09-20,196.3699951171875
2019-09-23,197.39999389648438
2019-09-24,197.3000030517578
2019-09-25,196.8000030517578
2019-09-26,198.02000427246094
2019-09-27,192.6999969482422
2019-09-30,192.97000122070312
2019-10-01,187.92999267578125
2019-10-02,184.2100067138672
2019-10-03,184.99000549316406
2019-10-04,188.64999389648438
