Date,EA
2015-07-01,66.0534896850586
2015-07-02,65.85922241210938
2015-07-06,66.0632095336914
2015-07-07,67.88938903808594
2015-07-08,67.02484130859375
2015-07-09,68.48192596435547
2015-07-10,70.0069808959961
2015-07-13,71.43489837646484
2015-07-14,70.18181610107422
2015-07-15,70.42467498779297
2015-07-16,70.88121032714844
2015-07-17,71.36688995361328
2015-07-20,72.64912414550781
2015-07-21,71.57090759277344
2015-07-22,70.8326644897461
2015-07-23,69.75444030761719
2015-07-24,70.22068786621094
2015-07-27,69.18134307861328
2015-07-28,69.74470520019531
2015-07-29,70.11384582519531
2015-07-30,70.23040008544922
2015-07-31,69.50186157226562
2015-08-03,68.93846130371094
2015-08-04,69.74470520019531
2015-08-05,73.00852966308594
2015-08-06,71.89144134521484
2015-08-07,71.26004791259766
2015-08-10,71.85261535644531
2015-08-11,71.7068862915039
2015-08-12,71.60975646972656
2015-08-13,71.27947235107422
2015-08-14,70.73548889160156
2015-08-17,71.59033203125
2015-08-18,71.73603820800781
2015-08-19,69.56014251708984
2015-08-20,65.77178192138672
2015-08-21,63.65419006347656
2015-08-24,61.87657165527344
2015-08-25,61.721160888671875
2015-08-26,64.44098663330078
2015-08-27,65.23755645751953
2015-08-28,65.96605682373047
2015-08-31,64.25642395019531
2015-09-01,61.61430740356445
2015-09-02,62.818817138671875
2015-09-03,63.90673065185547
2015-09-04,64.47015380859375
2015-09-08,66.53917694091797
2015-09-09,65.83978271484375
2015-09-10,66.77229309082031
2015-09-11,66.93743896484375
2015-09-14,66.39347839355469
2015-09-15,67.39398193359375
2015-09-16,68.2682113647461
2015-09-17,69.02588653564453
2015-09-18,68.0642318725586
2015-09-21,68.55963134765625
2015-09-22,66.7237319946289
2015-09-23,67.47171020507812
2015-09-24,66.84029388427734
2015-09-25,67.5008544921875
2015-09-28,64.55754089355469
2015-09-29,64.11072540283203
2015-09-30,65.8106460571289
2015-10-01,65.27639770507812
2015-10-02,64.58671569824219
2015-10-05,65.65521240234375
2015-10-06,64.6449966430664
2015-10-07,64.21759033203125
2015-10-08,63.91646194458008
2015-10-09,63.17821502685547
2015-10-12,66.16034698486328
2015-10-13,66.46147155761719
2015-10-14,68.5499038696289
2015-10-15,68.93846130371094
2015-10-16,69.65727996826172
2015-10-19,70.22068786621094
2015-10-20,70.23040008544922
2015-10-21,70.70635986328125
2015-10-22,72.40628051757812
2015-10-23,72.77539825439453
2015-10-26,71.9594497680664
2015-10-27,73.1153793334961
2015-10-28,74.57244873046875
2015-10-29,73.88275909423828
2015-10-30,70.0069808959961
2015-11-02,69.93900299072266
2015-11-03,69.84184265136719
2015-11-04,72.16343688964844
2015-11-05,71.94000244140625
2015-11-06,70.30810546875
2015-11-09,68.90930938720703
2015-11-10,68.80248260498047
2015-11-11,69.25901794433594
2015-11-12,69.60870361328125
2015-11-13,67.88938903808594
2015-11-16,66.04376983642578
2015-11-17,66.15061950683594
2015-11-18,66.46147155761719
2015-11-19,69.04533386230469
2015-11-20,70.34696197509766
2015-11-23,67.00544738769531
2015-11-24,65.14038848876953
2015-11-25,67.520263671875
2015-11-27,66.90829467773438
2015-11-30,65.84949493408203
2015-12-01,66.66545104980469
2015-12-02,67.3551254272461
2015-12-03,65.29580688476562
2015-12-04,68.3653335571289
2015-12-07,68.76361846923828
2015-12-08,68.95790100097656
2015-12-09,65.16954803466797
2015-12-10,64.47015380859375
2015-12-11,65.24726104736328
2015-12-14,67.66596221923828
2015-12-15,70.25952911376953
2015-12-16,69.97784423828125
2015-12-17,69.08417510986328
2015-12-18,67.00544738769531
2015-12-21,66.74315643310547
2015-12-22,67.0928726196289
2015-12-23,66.67515563964844
2015-12-24,66.97627258300781
2015-12-28,67.20941162109375
2015-12-29,67.85052490234375
2015-12-30,67.65626525878906
2015-12-31,66.75289916992188
2016-01-04,64.2078628540039
2016-01-05,63.081092834472656
2016-01-06,61.85715103149414
2016-01-07,60.67207717895508
2016-01-08,61.32289505004883
2016-01-11,62.371978759765625
2016-01-12,63.74162673950195
2016-01-13,61.56573486328125
2016-01-14,62.634254455566406
2016-01-15,64.16902160644531
2016-01-19,65.44152069091797
2016-01-20,64.93641662597656
2016-01-21,65.11124420166016
2016-01-22,67.37454986572266
2016-01-25,67.91853332519531
2016-01-26,68.80248260498047
2016-01-27,67.5008544921875
2016-01-28,67.79224395751953
2016-01-29,62.702247619628906
2016-02-01,62.36226272583008
2016-02-02,58.9235954284668
2016-02-03,57.903648376464844
2016-02-04,57.04884719848633
2016-02-05,53.91130828857422
2016-02-08,54.707828521728516
2016-02-09,56.58258819580078
2016-02-10,57.29168701171875
2016-02-11,56.52429962158203
2016-02-12,57.553955078125
2016-02-16,57.66080856323242
2016-02-17,58.127071380615234
2016-02-18,56.67972183227539
2016-02-19,57.86479187011719
2016-02-22,61.45888900756836
2016-02-23,59.75898361206055
2016-02-24,61.39088439941406
2016-02-25,62.828529357910156
2016-02-26,62.605098724365234
2016-02-29,62.40110778808594
2016-03-01,63.60563659667969
2016-03-02,64.19816589355469
2016-03-03,62.94508743286133
2016-03-04,62.58567810058594
2016-03-07,61.76972579956055
2016-03-08,61.157752990722656
2016-03-09,62.09028244018555
2016-03-10,61.682308197021484
2016-03-11,62.62453842163086
2016-03-14,62.93537139892578
2016-03-15,63.838748931884766
2016-03-16,64.11072540283203
2016-03-17,62.818817138671875
2016-03-18,62.478824615478516
2016-03-21,62.10969924926758
2016-03-22,62.04170608520508
2016-03-23,63.18792724609375
2016-03-24,62.40110778808594
2016-03-28,62.789676666259766
2016-03-29,64.13987731933594
2016-03-30,64.50900268554688
2016-03-31,64.21759033203125
2016-04-01,64.03303527832031
2016-04-04,63.858192443847656
2016-04-05,63.57648849487305
2016-04-06,63.94560241699219
2016-04-07,62.0999870300293
2016-04-08,62.40110778808594
2016-04-11,61.352027893066406
2016-04-12,61.157752990722656
2016-04-13,62.91593551635742
2016-04-14,63.081092834472656
2016-04-15,64.92670440673828
2016-04-18,64.6158447265625
2016-04-19,64.2952880859375
2016-04-20,63.91646194458008
2016-04-21,64.28559112548828
2016-04-22,63.98446273803711
2016-04-25,64.0427474975586
2016-04-26,63.45991897583008
2016-04-27,61.53660202026367
2016-04-28,60.536075592041016
2016-04-29,60.079532623291016
2016-05-02,61.08976364135742
2016-05-03,60.302955627441406
2016-05-04,60.10866928100586
2016-05-05,60.45836639404297
2016-05-06,62.10969924926758
2016-05-09,62.67308807373047
2016-05-10,62.69252014160156
2016-05-11,71.27947235107422
2016-05-12,72.86282348632812
2016-05-13,73.04737091064453
2016-05-16,74.4267349243164
2016-05-17,72.98910522460938
2016-05-18,72.35770416259766
2016-05-19,71.39604949951172
2016-05-20,71.0172119140625
2016-05-23,71.14348602294922
2016-05-24,73.19307708740234
2016-05-25,72.79485321044922
2016-05-26,72.95995330810547
2016-05-27,73.53307342529297
2016-05-31,74.5530014038086
2016-06-01,74.4267349243164
2016-06-02,74.38789367675781
2016-06-03,74.1741714477539
2016-06-06,74.30046081542969
2016-06-07,75.0387191772461
2016-06-08,74.09648895263672
2016-06-09,74.06733703613281
2016-06-10,73.12508392333984
